morpheme_id	word_id	qac_ref	morpheme_index	surface_ar	stem_ar	lemma_ar	root	root_join_key	pos	morpheme_role	morph_features	aspect	mood	voice	measure	person	gender	number	grammatical_case
m-w-s042-a024-w012-02	w-s042-a024-w012	42:24:12:2	2	كَ					PRON	SUFFIX	SUFFIX|PRON:2MS					2	M	singular	
m-w-s042-a024-w013-01	w-s042-a024-w013	42:24:13:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a024-w013-02	w-s042-a024-w013	42:24:13:2	2	يَمْحُ	يَمْحُ	مَحَوْ	م ح و	محو	V	STEM	STEM|POS:V|IMPF|LEM:maHawo|ROOT:mHw|3MS	IMPF				3	M	singular	
m-w-s042-a024-w014-01	w-s042-a024-w014	42:24:14:1	1	ٱللَّهُ	ٱللَّهُ	ٱللَّه	ء ل ه	ءله	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM								NOM
m-w-s042-a024-w015-01	w-s042-a024-w015	42:24:15:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s042-a024-w015-02	w-s042-a024-w015	42:24:15:2	2	بَٰطِلَ	بَٰطِلَ	بَٰطِل	ب ط ل	بطل	N	STEM	STEM|POS:N|ACT|PCPL|LEM:ba`Til|ROOT:bTl|M|ACC			ACT					ACC
m-w-s042-a024-w016-01	w-s042-a024-w016	42:24:16:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a024-w016-02	w-s042-a024-w016	42:24:16:2	2	يُحِقُّ	يُحِقُّ	يُحِقَّ	ح ق ق	حقق	V	STEM	STEM|POS:V|IMPF|(IV)|LEM:yuHiq~a|ROOT:Hqq|3MS	IMPF			IV	3	M	singular	
m-w-s042-a024-w017-01	w-s042-a024-w017	42:24:17:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s042-a024-w017-02	w-s042-a024-w017	42:24:17:2	2	حَقَّ	حَقَّ	حَقّ	ح ق ق	حقق	N	STEM	STEM|POS:N|LEM:Haq~|ROOT:Hqq|M|ACC								ACC
m-w-s042-a024-w018-01	w-s042-a024-w018	42:24:18:1	1	بِ					P	PREFIX	PREFIX|bi+								
m-w-s042-a024-w018-02	w-s042-a024-w018	42:24:18:2	2	كَلِمَٰتِ	كَلِمَٰتِ	كَلِمَٰت	ك ل م	كلم	N	STEM	STEM|POS:N|LEM:kalima`t|ROOT:klm|FP|GEN						F	plural	GEN
m-w-s042-a024-w018-03	w-s042-a024-w018	42:24:18:3	3	هِۦٓ					PRON	SUFFIX	SUFFIX|PRON:3MS					3	M	singular	
m-w-s042-a024-w019-01	w-s042-a024-w019	42:24:19:1	1	إِنَّ	إِنَّ	إِنّ			ACC	STEM	STEM|POS:ACC|LEM:<in~|SP:<in~								ACC
m-w-s042-a024-w019-02	w-s042-a024-w019	42:24:19:2	2	هُۥ					PRON	SUFFIX	SUFFIX|PRON:3MS					3	M	singular	
m-w-s042-a024-w020-01	w-s042-a024-w020	42:24:20:1	1	عَلِيمٌۢ	عَلِيمٌۢ	عَلِيم	ع ل م	علم	N	STEM	STEM|POS:N|LEM:Ealiym|ROOT:Elm|MS|INDEF|NOM						M	singular	NOM
m-w-s042-a024-w021-01	w-s042-a024-w021	42:24:21:1	1	بِ					P	PREFIX	PREFIX|bi+								
m-w-s042-a024-w021-02	w-s042-a024-w021	42:24:21:2	2	ذَاتِ	ذَاتِ	ذُو			N	STEM	STEM|POS:N|LEM:*uw|FS|GEN						F	singular	GEN
m-w-s042-a024-w022-01	w-s042-a024-w022	42:24:22:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s042-a024-w022-02	w-s042-a024-w022	42:24:22:2	2	صُّدُورِ	صُّدُورِ	صَدْر	ص د ر	صدر	N	STEM	STEM|POS:N|LEM:Sador|ROOT:Sdr|MP|GEN						M	plural	GEN
m-w-s042-a025-w001-01	w-s042-a025-w001	42:25:1:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a025-w001-02	w-s042-a025-w001	42:25:1:2	2	هُوَ	هُوَ				PRON	STEM	STEM|POS:PRON|3MS					3	M	singular	
m-w-s042-a025-w002-01	w-s042-a025-w002	42:25:2:1	1	ٱلَّذِى	ٱلَّذِى	ٱلَّذِى			REL	STEM	STEM|POS:REL|LEM:{l~a*iY|MS						M	singular	
m-w-s042-a025-w003-01	w-s042-a025-w003	42:25:3:1	1	يَقْبَلُ	يَقْبَلُ	يَقْبَلُ	ق ب ل	قبل	V	STEM	STEM|POS:V|IMPF|LEM:yaqobalu|ROOT:qbl|3MS	IMPF				3	M	singular	
m-w-s042-a025-w004-01	w-s042-a025-w004	42:25:4:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s042-a025-w004-02	w-s042-a025-w004	42:25:4:2	2	تَّوْبَةَ	تَّوْبَةَ	تَوْبَة	ت و ب	توب	N	STEM	STEM|POS:N|LEM:tawobap|ROOT:twb|F|ACC								ACC
m-w-s042-a025-w005-01	w-s042-a025-w005	42:25:5:1	1	عَنْ	عَنْ	عَن			P	STEM	STEM|POS:P|LEM:Ean								
m-w-s042-a025-w006-01	w-s042-a025-w006	42:25:6:1	1	عِبَادِ	عِبَادِ	عَبْد	ع ب د	عبد	N	STEM	STEM|POS:N|LEM:Eabod|ROOT:Ebd|MP|GEN						M	plural	GEN
m-w-s042-a025-w006-02	w-s042-a025-w006	42:25:6:2	2	هِۦ					PRON	SUFFIX	SUFFIX|PRON:3MS					3	M	singular	
m-w-s042-a025-w007-01	w-s042-a025-w007	42:25:7:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a025-w007-02	w-s042-a025-w007	42:25:7:2	2	يَعْفُوا۟	يَعْفُوا۟	عَفَا	ع ف و	عفو	V	STEM	STEM|POS:V|IMPF|LEM:EafaA|ROOT:Efw|3MS	IMPF				3	M	singular	
m-w-s042-a025-w008-01	w-s042-a025-w008	42:25:8:1	1	عَنِ	عَنِ	عَن			P	STEM	STEM|POS:P|LEM:Ean								
m-w-s042-a025-w009-01	w-s042-a025-w009	42:25:9:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s042-a025-w009-02	w-s042-a025-w009	42:25:9:2	2	سَّيِّـَٔاتِ	سَّيِّـَٔاتِ	سَيِّـَٔات	س و ء	سوء	N	STEM	STEM|POS:N|LEM:say~i_#aAt|ROOT:swA|FP|GEN						F	plural	GEN
m-w-s042-a025-w010-01	w-s042-a025-w010	42:25:10:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a025-w010-02	w-s042-a025-w010	42:25:10:2	2	يَعْلَمُ	يَعْلَمُ	عَلِمَ	ع ل م	علم	V	STEM	STEM|POS:V|IMPF|LEM:Ealima|ROOT:Elm|3MS	IMPF				3	M	singular	
m-w-s042-a025-w011-01	w-s042-a025-w011	42:25:11:1	1	مَا	مَا	مَا			REL	STEM	STEM|POS:REL|LEM:maA								
m-w-s042-a025-w012-01	w-s042-a025-w012	42:25:12:1	1	تَفْعَلُ	تَفْعَلُ	فَعَلَ	ف ع ل	فعل	V	STEM	STEM|POS:V|IMPF|LEM:faEala|ROOT:fEl|2MP	IMPF				2	M	plural	
m-w-s042-a025-w012-02	w-s042-a025-w012	42:25:12:2	2	ونَ					PRON	SUFFIX	SUFFIX|PRON:2MP					2	M	plural	
m-w-s042-a026-w001-01	w-s042-a026-w001	42:26:1:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a026-w001-02	w-s042-a026-w001	42:26:1:2	2	يَسْتَجِيبُ	يَسْتَجِيبُ	ٱسْتَجَابَ	ج و ب	جوب	V	STEM	STEM|POS:V|IMPF|(X)|LEM:{sotajaAba|ROOT:jwb|3MS	IMPF			X	3	M	singular	
m-w-s042-a026-w002-01	w-s042-a026-w002	42:26:2:1	1	ٱلَّذِينَ	ٱلَّذِينَ	ٱلَّذِى			REL	STEM	STEM|POS:REL|LEM:{l~a*iY|MP						M	plural	
m-w-s042-a026-w003-01	w-s042-a026-w003	42:26:3:1	1	ءَامَنُ	ءَامَنُ	ءَامَنَ	ء م ن	ءمن	V	STEM	STEM|POS:V|PERF|(IV)|LEM:'aAmana|ROOT:Amn|3MP	PERF			IV	3	M	plural	
m-w-s042-a026-w003-02	w-s042-a026-w003	42:26:3:2	2	وا۟					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s042-a026-w004-01	w-s042-a026-w004	42:26:4:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a026-w004-02	w-s042-a026-w004	42:26:4:2	2	عَمِلُ	عَمِلُ	عَمِلَ	ع م ل	عمل	V	STEM	STEM|POS:V|PERF|LEM:Eamila|ROOT:Eml|3MP	PERF				3	M	plural	
m-w-s042-a026-w004-03	w-s042-a026-w004	42:26:4:3	3	وا۟					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s042-a026-w005-01	w-s042-a026-w005	42:26:5:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s042-a026-w005-02	w-s042-a026-w005	42:26:5:2	2	صَّٰلِحَٰتِ	صَّٰلِحَٰتِ	صَّٰلِحَٰت	ص ل ح	صلح	N	STEM	STEM|POS:N|ACT|PCPL|LEM:S~a`liHa`t|ROOT:SlH|FP|GEN			ACT			F	plural	GEN
m-w-s042-a026-w006-01	w-s042-a026-w006	42:26:6:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a026-w006-02	w-s042-a026-w006	42:26:6:2	2	يَزِيدُ	يَزِيدُ	زَادَ	ز ي د	زيد	V	STEM	STEM|POS:V|IMPF|LEM:zaAda|ROOT:zyd|3MS	IMPF				3	M	singular	
m-w-s042-a026-w006-03	w-s042-a026-w006	42:26:6:3	3	هُم					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s042-a026-w007-01	w-s042-a026-w007	42:26:7:1	1	مِّن	مِّن	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s042-a026-w008-01	w-s042-a026-w008	42:26:8:1	1	فَضْلِ	فَضْلِ	فَضْل	ف ض ل	فضل	N	STEM	STEM|POS:N|LEM:faDol|ROOT:fDl|M|GEN								GEN
m-w-s042-a026-w008-02	w-s042-a026-w008	42:26:8:2	2	هِۦ					PRON	SUFFIX	SUFFIX|PRON:3MS					3	M	singular	
m-w-s042-a026-w009-01	w-s042-a026-w009	42:26:9:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a026-w009-02	w-s042-a026-w009	42:26:9:2	2	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s042-a026-w009-03	w-s042-a026-w009	42:26:9:3	3	كَٰفِرُونَ	كَٰفِرُونَ	كَٰفِرُون	ك ف ر	كفر	N	STEM	STEM|POS:N|ACT|PCPL|LEM:ka`firuwn|ROOT:kfr|MP|NOM			ACT			M	plural	NOM
m-w-s042-a026-w010-01	w-s042-a026-w010	42:26:10:1	1	لَ					P	PREFIX	PREFIX|l:P+								
m-w-s042-a026-w010-02	w-s042-a026-w010	42:26:10:2	2	هُمْ	هُمْ				PRON	STEM	STEM|POS:PRON|3MP					3	M	plural	
m-w-s042-a026-w011-01	w-s042-a026-w011	42:26:11:1	1	عَذَابٌ	عَذَابٌ	عَذَاب	ع ذ ب	عذب	N	STEM	STEM|POS:N|LEM:Ea*aAb|ROOT:E*b|M|INDEF|NOM								NOM
m-w-s042-a026-w012-01	w-s042-a026-w012	42:26:12:1	1	شَدِيدٌ	شَدِيدٌ	شَدِيد	ش د د	شدد	ADJ	STEM	STEM|POS:ADJ|LEM:$adiyd|ROOT:$dd|MS|INDEF|NOM						M	singular	NOM
m-w-s042-a027-w001-01	w-s042-a027-w001	42:27:1:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a027-w001-02	w-s042-a027-w001	42:27:1:2	2	لَوْ	لَوْ	لَو			COND	STEM	STEM|POS:COND|LEM:law								
m-w-s042-a027-w002-01	w-s042-a027-w002	42:27:2:1	1	بَسَطَ	بَسَطَ	بَسَطَ	ب س ط	بسط	V	STEM	STEM|POS:V|PERF|LEM:basaTa|ROOT:bsT|3MS	PERF				3	M	singular	
m-w-s042-a027-w003-01	w-s042-a027-w003	42:27:3:1	1	ٱللَّهُ	ٱللَّهُ	ٱللَّه	ء ل ه	ءله	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM								NOM
m-w-s042-a027-w004-01	w-s042-a027-w004	42:27:4:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s042-a027-w004-02	w-s042-a027-w004	42:27:4:2	2	رِّزْقَ	رِّزْقَ	رِزْق	ر ز ق	رزق	N	STEM	STEM|POS:N|LEM:rizoq|ROOT:rzq|M|ACC								ACC
m-w-s042-a027-w005-01	w-s042-a027-w005	42:27:5:1	1	لِ					P	PREFIX	PREFIX|l:P+								
m-w-s042-a027-w005-02	w-s042-a027-w005	42:27:5:2	2	عِبَادِ	عِبَادِ	عَبْد	ع ب د	عبد	N	STEM	STEM|POS:N|LEM:Eabod|ROOT:Ebd|MP|GEN						M	plural	GEN
m-w-s042-a027-w005-03	w-s042-a027-w005	42:27:5:3	3	هِۦ					PRON	SUFFIX	SUFFIX|PRON:3MS					3	M	singular	
m-w-s042-a027-w006-01	w-s042-a027-w006	42:27:6:1	1	لَ					EMPH	PREFIX	PREFIX|l:EMPH+								
m-w-s042-a027-w006-02	w-s042-a027-w006	42:27:6:2	2	بَغَ	بَغَ	بَغَىٰ	ب غ ي	بغي	V	STEM	STEM|POS:V|PERF|LEM:bagaY`|ROOT:bgy|3MP	PERF				3	M	plural	
m-w-s042-a027-w006-03	w-s042-a027-w006	42:27:6:3	3	وْا۟					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s042-a027-w007-01	w-s042-a027-w007	42:27:7:1	1	فِى	فِى	فِى			P	STEM	STEM|POS:P|LEM:fiY								
m-w-s042-a027-w008-01	w-s042-a027-w008	42:27:8:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s042-a027-w008-02	w-s042-a027-w008	42:27:8:2	2	أَرْضِ	أَرْضِ	أَرْض	ء ر ض	ءرض	N	STEM	STEM|POS:N|LEM:>aroD|ROOT:ArD|F|GEN								GEN
m-w-s042-a027-w009-01	w-s042-a027-w009	42:27:9:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a027-w009-02	w-s042-a027-w009	42:27:9:2	2	لَٰكِن	لَٰكِن	لَٰكِن			AMD	STEM	STEM|POS:AMD|LEM:la`kin								
m-w-s042-a027-w010-01	w-s042-a027-w010	42:27:10:1	1	يُنَزِّلُ	يُنَزِّلُ	نَزَّلَ	ن ز ل	نزل	V	STEM	STEM|POS:V|IMPF|(II)|LEM:naz~ala|ROOT:nzl|3MS	IMPF			II	3	M	singular	
m-w-s042-a027-w011-01	w-s042-a027-w011	42:27:11:1	1	بِ					P	PREFIX	PREFIX|bi+								
m-w-s042-a027-w011-02	w-s042-a027-w011	42:27:11:2	2	قَدَرٍ	قَدَرٍ	قَدَر	ق د ر	قدر	N	STEM	STEM|POS:N|LEM:qadar|ROOT:qdr|M|INDEF|GEN								GEN
m-w-s042-a027-w012-01	w-s042-a027-w012	42:27:12:1	1	مَّا	مَّا	مَا			REL	STEM	STEM|POS:REL|LEM:maA								
m-w-s042-a027-w013-01	w-s042-a027-w013	42:27:13:1	1	يَشَآءُ	يَشَآءُ	شَآءَ	ش ي ء	شيء	V	STEM	STEM|POS:V|IMPF|LEM:$aA^'a|ROOT:$yA|3MS	IMPF				3	M	singular	
m-w-s042-a027-w014-01	w-s042-a027-w014	42:27:14:1	1	إِنَّ	إِنَّ	إِنّ			ACC	STEM	STEM|POS:ACC|LEM:<in~|SP:<in~								ACC
m-w-s042-a027-w014-02	w-s042-a027-w014	42:27:14:2	2	هُۥ					PRON	SUFFIX	SUFFIX|PRON:3MS					3	M	singular	
m-w-s042-a027-w015-01	w-s042-a027-w015	42:27:15:1	1	بِ					P	PREFIX	PREFIX|bi+								
m-w-s042-a027-w015-02	w-s042-a027-w015	42:27:15:2	2	عِبَادِ	عِبَادِ	عَبْد	ع ب د	عبد	N	STEM	STEM|POS:N|LEM:Eabod|ROOT:Ebd|MP|GEN						M	plural	GEN
m-w-s042-a027-w015-03	w-s042-a027-w015	42:27:15:3	3	هِۦ					PRON	SUFFIX	SUFFIX|PRON:3MS					3	M	singular	
m-w-s042-a027-w016-01	w-s042-a027-w016	42:27:16:1	1	خَبِيرٌۢ	خَبِيرٌۢ	خَبِير	خ ب ر	خبر	ADJ	STEM	STEM|POS:ADJ|LEM:xabiyr|ROOT:xbr|MS|INDEF|NOM						M	singular	NOM
m-w-s042-a027-w017-01	w-s042-a027-w017	42:27:17:1	1	بَصِيرٌ	بَصِيرٌ	بَصِير	ب ص ر	بصر	ADJ	STEM	STEM|POS:ADJ|LEM:baSiyr|ROOT:bSr|MS|INDEF|NOM						M	singular	NOM
m-w-s042-a028-w001-01	w-s042-a028-w001	42:28:1:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a028-w001-02	w-s042-a028-w001	42:28:1:2	2	هُوَ	هُوَ				PRON	STEM	STEM|POS:PRON|3MS					3	M	singular	
m-w-s042-a028-w002-01	w-s042-a028-w002	42:28:2:1	1	ٱلَّذِى	ٱلَّذِى	ٱلَّذِى			REL	STEM	STEM|POS:REL|LEM:{l~a*iY|MS						M	singular	
m-w-s042-a028-w003-01	w-s042-a028-w003	42:28:3:1	1	يُنَزِّلُ	يُنَزِّلُ	نَزَّلَ	ن ز ل	نزل	V	STEM	STEM|POS:V|IMPF|(II)|LEM:naz~ala|ROOT:nzl|3MS	IMPF			II	3	M	singular	
m-w-s042-a028-w004-01	w-s042-a028-w004	42:28:4:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s042-a028-w004-02	w-s042-a028-w004	42:28:4:2	2	غَيْثَ	غَيْثَ	غَيْث	غ ي ث	غيث	N	STEM	STEM|POS:N|LEM:gayov|ROOT:gyv|M|ACC								ACC
m-w-s042-a028-w005-01	w-s042-a028-w005	42:28:5:1	1	مِنۢ	مِنۢ	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s042-a028-w006-01	w-s042-a028-w006	42:28:6:1	1	بَعْدِ	بَعْدِ	بَعْد	ب ع د	بعد	N	STEM	STEM|POS:N|LEM:baEod|ROOT:bEd|GEN								GEN
m-w-s042-a028-w007-01	w-s042-a028-w007	42:28:7:1	1	مَا	مَا	مَا			REL	STEM	STEM|POS:REL|LEM:maA								
m-w-s042-a028-w008-01	w-s042-a028-w008	42:28:8:1	1	قَنَطُ	قَنَطُ	قَنَطُ	ق ن ط	قنط	V	STEM	STEM|POS:V|PERF|LEM:qanaTu|ROOT:qnT|3MP	PERF				3	M	plural	
m-w-s042-a028-w008-02	w-s042-a028-w008	42:28:8:2	2	وا۟					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s042-a028-w009-01	w-s042-a028-w009	42:28:9:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a028-w009-02	w-s042-a028-w009	42:28:9:2	2	يَنشُرُ	يَنشُرُ	نُشِرَتْ	ن ش ر	نشر	V	STEM	STEM|POS:V|IMPF|LEM:nu$irato|ROOT:n$r|3MS	IMPF				3	M	singular	
m-w-s042-a028-w010-01	w-s042-a028-w010	42:28:10:1	1	رَحْمَتَ	رَحْمَتَ	رَحْمَة	ر ح م	رحم	N	STEM	STEM|POS:N|LEM:raHomap|ROOT:rHm|F|ACC								ACC
m-w-s042-a028-w010-02	w-s042-a028-w010	42:28:10:2	2	هُۥ					PRON	SUFFIX	SUFFIX|PRON:3MS					3	M	singular	
m-w-s042-a028-w011-01	w-s042-a028-w011	42:28:11:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a028-w011-02	w-s042-a028-w011	42:28:11:2	2	هُوَ	هُوَ				PRON	STEM	STEM|POS:PRON|3MS					3	M	singular	
m-w-s042-a028-w012-01	w-s042-a028-w012	42:28:12:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s042-a028-w012-02	w-s042-a028-w012	42:28:12:2	2	وَلِىُّ	وَلِىُّ	وَلِىّ	و ل ي	ولي	N	STEM	STEM|POS:N|LEM:waliY~|ROOT:wly|M|NOM								NOM
m-w-s042-a028-w013-01	w-s042-a028-w013	42:28:13:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s042-a028-w013-02	w-s042-a028-w013	42:28:13:2	2	حَمِيدُ	حَمِيدُ	حَمِيد	ح م د	حمد	ADJ	STEM	STEM|POS:ADJ|LEM:Hamiyd|ROOT:Hmd|MS|NOM						M	singular	NOM
m-w-s042-a029-w001-01	w-s042-a029-w001	42:29:1:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a029-w001-02	w-s042-a029-w001	42:29:1:2	2	مِنْ	مِنْ	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s042-a029-w002-01	w-s042-a029-w002	42:29:2:1	1	ءَايَٰتِ	ءَايَٰتِ	ءَايَة	ء ي ي	ءيي	N	STEM	STEM|POS:N|LEM:'aAyap|ROOT:Ayy|FP|GEN						F	plural	GEN
m-w-s042-a029-w002-02	w-s042-a029-w002	42:29:2:2	2	هِۦ					PRON	SUFFIX	SUFFIX|PRON:3MS					3	M	singular	
m-w-s042-a029-w003-01	w-s042-a029-w003	42:29:3:1	1	خَلْقُ	خَلْقُ	خَلْق	خ ل ق	خلق	N	STEM	STEM|POS:N|LEM:xaloq|ROOT:xlq|M|NOM								NOM
m-w-s042-a029-w004-01	w-s042-a029-w004	42:29:4:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s042-a029-w004-02	w-s042-a029-w004	42:29:4:2	2	سَّمَٰوَٰتِ	سَّمَٰوَٰتِ	سَمَآء	س م و	سمو	N	STEM	STEM|POS:N|LEM:samaA^'|ROOT:smw|FP|GEN						F	plural	GEN
m-w-s042-a029-w005-01	w-s042-a029-w005	42:29:5:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a029-w005-02	w-s042-a029-w005	42:29:5:2	2	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s042-a029-w005-03	w-s042-a029-w005	42:29:5:3	3	أَرْضِ	أَرْضِ	أَرْض	ء ر ض	ءرض	N	STEM	STEM|POS:N|LEM:>aroD|ROOT:ArD|F|GEN								GEN
m-w-s042-a029-w006-01	w-s042-a029-w006	42:29:6:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a029-w006-02	w-s042-a029-w006	42:29:6:2	2	مَا	مَا	مَا			REL	STEM	STEM|POS:REL|LEM:maA								
m-w-s042-a029-w007-01	w-s042-a029-w007	42:29:7:1	1	بَثَّ	بَثَّ	بَثَّ	ب ث ث	بثث	V	STEM	STEM|POS:V|PERF|LEM:bav~a|ROOT:bvv|3MS	PERF				3	M	singular	
m-w-s042-a029-w008-01	w-s042-a029-w008	42:29:8:1	1	فِي	فِي	فِى			P	STEM	STEM|POS:P|LEM:fiY								
m-w-s042-a029-w008-02	w-s042-a029-w008	42:29:8:2	2	هِمَا					PRON	SUFFIX	SUFFIX|PRON:3D					3		dual	
m-w-s042-a029-w009-01	w-s042-a029-w009	42:29:9:1	1	مِن	مِن	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s042-a029-w010-01	w-s042-a029-w010	42:29:10:1	1	دَآبَّةٍ	دَآبَّةٍ	دَآبَّة	د ب ب	دبب	N	STEM	STEM|POS:N|LEM:daA^b~ap|ROOT:dbb|F|INDEF|GEN								GEN
m-w-s042-a029-w011-01	w-s042-a029-w011	42:29:11:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a029-w011-02	w-s042-a029-w011	42:29:11:2	2	هُوَ	هُوَ				PRON	STEM	STEM|POS:PRON|3MS					3	M	singular	
m-w-s042-a029-w012-01	w-s042-a029-w012	42:29:12:1	1	عَلَىٰ	عَلَىٰ	عَلَىٰ			P	STEM	STEM|POS:P|LEM:EalaY`								
m-w-s042-a029-w013-01	w-s042-a029-w013	42:29:13:1	1	جَمْعِ	جَمْعِ	جَمْع	ج م ع	جمع	N	STEM	STEM|POS:N|LEM:jamoE|ROOT:jmE|M|GEN								GEN
m-w-s042-a029-w013-02	w-s042-a029-w013	42:29:13:2	2	هِمْ					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s042-a029-w014-01	w-s042-a029-w014	42:29:14:1	1	إِذَا	إِذَا	إِذَا			T	STEM	STEM|POS:T|LEM:<i*aA								
m-w-s042-a029-w015-01	w-s042-a029-w015	42:29:15:1	1	يَشَآءُ	يَشَآءُ	شَآءَ	ش ي ء	شيء	V	STEM	STEM|POS:V|IMPF|LEM:$aA^'a|ROOT:$yA|3MS	IMPF				3	M	singular	
m-w-s042-a029-w016-01	w-s042-a029-w016	42:29:16:1	1	قَدِيرٌ	قَدِيرٌ	قَدِير	ق د ر	قدر	N	STEM	STEM|POS:N|LEM:qadiyr|ROOT:qdr|M|INDEF|NOM								NOM
m-w-s042-a030-w001-01	w-s042-a030-w001	42:30:1:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a030-w001-02	w-s042-a030-w001	42:30:1:2	2	مَآ	مَآ	مَا			REL	STEM	STEM|POS:REL|LEM:maA								
m-w-s042-a030-w002-01	w-s042-a030-w002	42:30:2:1	1	أَصَٰبَ	أَصَٰبَ	أَصَابَ	ص و ب	صوب	V	STEM	STEM|POS:V|PERF|(IV)|LEM:>aSaAba|ROOT:Swb|3MS	PERF			IV	3	M	singular	
m-w-s042-a030-w002-02	w-s042-a030-w002	42:30:2:2	2	كُم					PRON	SUFFIX	SUFFIX|PRON:2MP					2	M	plural	
m-w-s042-a030-w003-01	w-s042-a030-w003	42:30:3:1	1	مِّن	مِّن	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s042-a030-w004-01	w-s042-a030-w004	42:30:4:1	1	مُّصِيبَةٍ	مُّصِيبَةٍ	مُّصِيبَة	ص و ب	صوب	N	STEM	STEM|POS:N|ACT|PCPL|(IV)|LEM:m~uSiybap|ROOT:Swb|F|INDEF|GEN			ACT	IV				GEN
m-w-s042-a030-w005-01	w-s042-a030-w005	42:30:5:1	1	فَ					REM	PREFIX	PREFIX|f:REM+								
m-w-s042-a030-w005-02	w-s042-a030-w005	42:30:5:2	2	بِ					P	PREFIX	PREFIX|bi+								
m-w-s042-a030-w005-03	w-s042-a030-w005	42:30:5:3	3	مَا	مَا	مَا			REL	STEM	STEM|POS:REL|LEM:maA								
m-w-s042-a030-w006-01	w-s042-a030-w006	42:30:6:1	1	كَسَبَتْ	كَسَبَتْ	كَسَبَ	ك س ب	كسب	V	STEM	STEM|POS:V|PERF|LEM:kasaba|ROOT:ksb|3FS	PERF				3	F	singular	
m-w-s042-a030-w007-01	w-s042-a030-w007	42:30:7:1	1	أَيْدِي	أَيْدِي	يَد	ي د ي	يدي	N	STEM	STEM|POS:N|LEM:yad|ROOT:ydy|FP|NOM						F	plural	NOM
m-w-s042-a030-w007-02	w-s042-a030-w007	42:30:7:2	2	كُمْ					PRON	SUFFIX	SUFFIX|PRON:2MP					2	M	plural	
m-w-s042-a030-w008-01	w-s042-a030-w008	42:30:8:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
