unit_id	source_pass	source_rtype	source_local_id	sura	ayah	type	anchor_wid	anchor_unit_id	part	agreement	referent_status	frame_raw	frame_unit_id	candidate_refs_raw	candidate_ref_unit_ids	status	confidence	evidence	translation_instruction	reason
ae:v3:s024:061:pass2:impl:i6	pass2	IMPL	i6	24	61	implicit_subject	82	q:24:61:82	subject_agreement	2mp	syntactically_controlled	v7	ae:v3:s024:061:pass1:frame:v7			syntactically_forced	high	morphology;speech_role	target_language_may_require_resolution	The 2mp agreement on تَعْقِلُونَ supplies an implicit addressee subject licensed by the discourse role.
ae:v3:s024:062:pass2:impl:i1	pass2	IMPL	i1	24	62	implicit_subject	17	q:24:62:17	subject_agreement	3mp	morphologically_present_unresolved	v3	ae:v3:s024:062:pass1:frame:v3			surface_form	high	morphology;agreement	target_language_may_require_resolution	The finite verb يَذْهَبُوا has no explicit same-clause subject in Pass 1; its 3mp agreement supplies a pro-dropped subject.
ae:v3:s024:062:pass2:impl:i2	pass2	IMPL	i2	24	62	implicit_subject	19	q:24:62:19	subject_agreement	3mp	morphologically_present_unresolved	v4	ae:v3:s024:062:pass1:frame:v4			surface_form	high	morphology;agreement	target_language_may_require_resolution	The finite verb يَسْتَأْذِنُوهُ has no explicit same-clause subject in Pass 1; its 3mp agreement supplies a pro-dropped subject.
ae:v3:s024:062:pass2:impl:i3	pass2	IMPL	i3	24	62	implicit_subject	22	q:24:62:22	subject_agreement	2ms	syntactically_controlled	v5	ae:v3:s024:062:pass1:frame:v5			syntactically_forced	high	morphology;speech_role	target_language_may_require_resolution	The 2ms agreement on يَسْتَأْذِنُونَكَ supplies an implicit addressee subject licensed by the discourse role.
ae:v3:s024:062:pass2:impl:i4	pass2	IMPL	i4	24	62	implicit_subject	25	q:24:62:25	subject_agreement	3mp	morphologically_present_unresolved	v6	ae:v3:s024:062:pass1:frame:v6			surface_form	high	morphology;agreement	target_language_may_require_resolution	The finite verb يُؤْمِنُونَ has no explicit same-clause subject in Pass 1; its 3mp agreement supplies a pro-dropped subject.
ae:v3:s024:062:pass2:impl:i5	pass2	IMPL	i5	24	62	implicit_subject	32	q:24:62:32	subject_agreement	2ms	syntactically_controlled	v7	ae:v3:s024:062:pass1:frame:v7			syntactically_forced	high	morphology;speech_role	target_language_may_require_resolution	The 2ms agreement on اسْتَأْذَنُوكَ supplies an implicit addressee subject licensed by the discourse role.
ae:v3:s024:062:pass2:impl:i6	pass2	IMPL	i6	24	62	implicit_subject	37	q:24:62:37	subject_agreement	2ms	syntactically_controlled	v8	ae:v3:s024:062:pass1:frame:v8			syntactically_forced	high	morphology;speech_role	target_language_may_require_resolution	The 2ms agreement on أْذَنْ supplies an implicit addressee subject licensed by the discourse role.
ae:v3:s024:062:pass2:impl:i7	pass2	IMPL	i7	24	62	implicit_subject	40	q:24:62:40	subject_agreement	2ms	syntactically_controlled	v9	ae:v3:s024:062:pass1:frame:v9			syntactically_forced	high	morphology;speech_role	target_language_may_require_resolution	The 2ms agreement on شِئْتَ supplies an implicit addressee subject licensed by the discourse role.
ae:v3:s024:062:pass2:impl:i8	pass2	IMPL	i8	24	62	implicit_subject	43	q:24:62:43	subject_agreement	2ms	syntactically_controlled	v10	ae:v3:s024:062:pass1:frame:v10			syntactically_forced	high	morphology;speech_role	target_language_may_require_resolution	The 2ms agreement on اسْتَغْفِرْ supplies an implicit addressee subject licensed by the discourse role.
ae:v3:s024:063:pass2:impl:i1	pass2	IMPL	i1	24	63	implicit_subject	2	q:24:63:2	subject_agreement	2mp	syntactically_controlled	v1	ae:v3:s024:063:pass1:frame:v1			syntactically_forced	high	morphology;speech_role	target_language_may_require_resolution	The 2mp agreement on تَجْعَلُوا supplies an implicit addressee subject licensed by the discourse role.
ae:v3:s024:064:pass2:impl:i1	pass2	IMPL	i1	24	64	implicit_subject	11	q:24:64:11	subject_agreement	3ms	morphologically_present_unresolved	v1	ae:v3:s024:064:pass1:frame:v1			surface_form	high	morphology;agreement	target_language_may_require_resolution	The finite verb يَعْلَمُ has no explicit same-clause subject in Pass 1; its 3ms agreement supplies a pro-dropped subject.
ae:v3:s024:064:pass2:impl:i2	pass2	IMPL	i2	24	64	implicit_agent	17	q:24:64:17	passive_voice	3mp	morphologically_present_unresolved	v2	ae:v3:s024:064:pass1:frame:v2			surface_form	high	morphology	avoid_adding_explanatory_noun	The passive verb يُرْجَعُونَ suppresses its agent; no overt agent is present in the clause.
ae:v3:s024:064:pass2:impl:i3	pass2	IMPL	i3	24	64	implicit_subject	20	q:24:64:20	subject_agreement	3mp	morphologically_present_unresolved	v3	ae:v3:s024:064:pass1:frame:v3			surface_form	high	morphology;agreement	target_language_may_require_resolution	The finite verb يُنَبِّئُهُمْ has no explicit same-clause subject in Pass 1; its 3mp agreement supplies a pro-dropped subject.
ae:v3:s024:064:pass2:impl:i4	pass2	IMPL	i4	24	64	implicit_subject	23	q:24:64:23	subject_agreement	3mp	morphologically_present_unresolved	v4	ae:v3:s024:064:pass1:frame:v4			surface_form	high	morphology;agreement	target_language_may_require_resolution	The finite verb عَمِلُوا has no explicit same-clause subject in Pass 1; its 3mp agreement supplies a pro-dropped subject.
ae:v3:s025:002:pass2:impl:i1	pass2	IMPL	i1	25	2	implicit_subject	9	q:25:2:9	subject_agreement	3ms	morphologically_present_unresolved	v1	ae:v3:s025:002:pass1:frame:v1			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:002:pass2:impl:i2	pass2	IMPL	i2	25	2	implicit_subject	19	q:25:2:19	subject_agreement	3ms	morphologically_present_unresolved	v3	ae:v3:s025:002:pass1:frame:v3			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:002:pass2:impl:i3	pass2	IMPL	i3	25	2	implicit_subject	23	q:25:2:23	subject_agreement	3ms	morphologically_present_unresolved	v4	ae:v3:s025:002:pass1:frame:v4			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:003:pass2:impl:i1	pass2	IMPL	i1	25	3	implicit_subject	2	q:25:3:2	subject_agreement	3mp	morphologically_present_unresolved	v1	ae:v3:s025:003:pass1:frame:v1			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:003:pass2:impl:i2	pass2	IMPL	i2	25	3	implicit_subject	7	q:25:3:7	subject_agreement	3mp	morphologically_present_unresolved	v2	ae:v3:s025:003:pass1:frame:v2			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:003:pass2:impl:i3	pass2	IMPL	i3	25	3	implicit_agent	11	q:25:3:11	passive_voice	unspecified	morphologically_present_unresolved	v3	ae:v3:s025:003:pass1:frame:v3			surface_form	medium	morphology	avoid_adding_explanatory_noun	Passive morphology marks an unstated agent; the Arabic does not name the agent in this clause.
ae:v3:s025:003:pass2:impl:i4	pass2	IMPL	i4	25	3	implicit_subject	14	q:25:3:14	subject_agreement	3mp	morphologically_present_unresolved	v4	ae:v3:s025:003:pass1:frame:v4			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:003:pass2:impl:i5	pass2	IMPL	i5	25	3	implicit_subject	23	q:25:3:23	subject_agreement	3mp	morphologically_present_unresolved	v5	ae:v3:s025:003:pass1:frame:v5			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:004:pass2:impl:i1	pass2	IMPL	i1	25	4	implicit_subject	9	q:25:4:9	subject_agreement	3ms	morphologically_present_unresolved	v3	ae:v3:s025:004:pass1:frame:v3			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:004:pass2:impl:i2	pass2	IMPL	i2	25	4	implicit_subject	17	q:25:4:17	subject_agreement	3mp	morphologically_present_unresolved	v5	ae:v3:s025:004:pass1:frame:v5			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:005:pass2:impl:i1	pass2	IMPL	i1	25	5	implicit_subject	2	q:25:5:2	subject_agreement	3mp	morphologically_present_unresolved	v1	ae:v3:s025:005:pass1:frame:v1			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:005:pass2:impl:i2	pass2	IMPL	i2	25	5	implicit_subject	5	q:25:5:5	subject_agreement	3ms	morphologically_present_unresolved	v2	ae:v3:s025:005:pass1:frame:v2			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:005:pass2:impl:i3	pass2	IMPL	i3	25	5	implicit_agent	8	q:25:5:8	passive_voice	unspecified	morphologically_present_unresolved	v3	ae:v3:s025:005:pass1:frame:v3			surface_form	medium	morphology	avoid_adding_explanatory_noun	Passive morphology marks an unstated agent; the Arabic does not name the agent in this clause.
ae:v3:s025:006:pass2:impl:i1	pass2	IMPL	i1	25	6	implicit_subject	1	q:25:6:1	subject_agreement	2ms	discourse_candidate_available	v1	ae:v3:s025:006:pass1:frame:v1			surface_form	medium	speech_role;agreement	target_language_may_require_resolution	Agreement marks an addressee role; the referent is supplied by discourse address rather than an overt local noun.
ae:v3:s025:006:pass2:impl:i2	pass2	IMPL	i2	25	6	implicit_subject	11	q:25:6:11	subject_agreement	3ms	morphologically_present_unresolved	v4	ae:v3:s025:006:pass1:frame:v4			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:007:pass2:impl:i1	pass2	IMPL	i1	25	7	implicit_subject	2	q:25:7:2	subject_agreement	3mp	morphologically_present_unresolved	v1	ae:v3:s025:007:pass1:frame:v1			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:007:pass2:impl:i2	pass2	IMPL	i2	25	7	implicit_subject	6	q:25:7:6	subject_agreement	3ms	morphologically_present_unresolved	v2	ae:v3:s025:007:pass1:frame:v2			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:007:pass2:impl:i3	pass2	IMPL	i3	25	7	implicit_subject	9	q:25:7:9	subject_agreement	3ms	morphologically_present_unresolved	v3	ae:v3:s025:007:pass1:frame:v3			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:007:pass2:impl:i4	pass2	IMPL	i4	25	7	implicit_agent	13	q:25:7:13	passive_voice	unspecified	morphologically_present_unresolved	v4	ae:v3:s025:007:pass1:frame:v4			surface_form	medium	morphology	avoid_adding_explanatory_noun	Passive morphology marks an unstated agent; the Arabic does not name the agent in this clause.
ae:v3:s025:007:pass2:impl:i5	pass2	IMPL	i5	25	7	implicit_subject	17	q:25:7:17	subject_agreement	3ms	morphologically_present_unresolved	v5	ae:v3:s025:007:pass1:frame:v5			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:008:pass2:impl:i1	pass2	IMPL	i1	25	8	implicit_agent	2	q:25:8:2	passive_voice	unspecified	morphologically_present_unresolved	v1	ae:v3:s025:008:pass1:frame:v1			surface_form	medium	morphology	avoid_adding_explanatory_noun	Passive morphology marks an unstated agent; the Arabic does not name the agent in this clause.
ae:v3:s025:008:pass2:impl:i2	pass2	IMPL	i2	25	8	implicit_subject	9	q:25:8:9	subject_agreement	3ms	morphologically_present_unresolved	v3	ae:v3:s025:008:pass1:frame:v3			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:008:pass2:impl:i3	pass2	IMPL	i3	25	8	implicit_subject	15	q:25:8:15	subject_agreement	2mp	discourse_candidate_available	v5	ae:v3:s025:008:pass1:frame:v5			surface_form	medium	speech_role;agreement	target_language_may_require_resolution	Agreement marks an addressee role; the referent is supplied by discourse address rather than an overt local noun.
ae:v3:s025:009:pass2:impl:i1	pass2	IMPL	i1	25	9	implicit_subject	1	q:25:9:1	subject_agreement	2ms	discourse_candidate_available	v1	ae:v3:s025:009:pass1:frame:v1			surface_form	medium	speech_role;agreement	target_language_may_require_resolution	Agreement marks an addressee role; the referent is supplied by discourse address rather than an overt local noun.
ae:v3:s025:009:pass2:impl:i2	pass2	IMPL	i2	25	9	implicit_subject	3	q:25:9:3	subject_agreement	3mp	morphologically_present_unresolved	v2	ae:v3:s025:009:pass1:frame:v2			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:009:pass2:impl:i3	pass2	IMPL	i3	25	9	implicit_subject	7	q:25:9:7	subject_agreement	3mp	morphologically_present_unresolved	v3	ae:v3:s025:009:pass1:frame:v3			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:009:pass2:impl:i4	pass2	IMPL	i4	25	9	implicit_subject	10	q:25:9:10	subject_agreement	3mp	morphologically_present_unresolved	v4	ae:v3:s025:009:pass1:frame:v4			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:010:pass2:impl:i1	pass2	IMPL	i1	25	10	implicit_subject	16	q:25:10:16	subject_agreement	3ms	morphologically_present_unresolved	v5	ae:v3:s025:010:pass1:frame:v5			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:011:pass2:impl:i1	pass2	IMPL	i1	25	11	implicit_subject	2	q:25:11:2	subject_agreement	3mp	morphologically_present_unresolved	v1	ae:v3:s025:011:pass1:frame:v1			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:011:pass2:impl:i2	pass2	IMPL	i2	25	11	implicit_subject	6	q:25:11:6	subject_agreement	1cp	discourse_candidate_available	v2	ae:v3:s025:011:pass1:frame:v2			surface_form	medium	speech_role;agreement	target_language_may_require_resolution	Agreement marks the speaker role; no lexical antecedent is required in the ayah.
ae:v3:s025:012:pass2:impl:i1	pass2	IMPL	i1	25	12	implicit_subject	6	q:25:12:6	subject_agreement	3mp	morphologically_present_unresolved	v2	ae:v3:s025:012:pass1:frame:v2			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:013:pass2:impl:i1	pass2	IMPL	i1	25	13	implicit_agent	3	q:25:13:3	passive_voice	unspecified	morphologically_present_unresolved	v1	ae:v3:s025:013:pass1:frame:v1			surface_form	medium	morphology	avoid_adding_explanatory_noun	Passive morphology marks an unstated agent; the Arabic does not name the agent in this clause.
ae:v3:s025:013:pass2:impl:i2	pass2	IMPL	i2	25	13	implicit_subject	8	q:25:13:8	subject_agreement	3mp	morphologically_present_unresolved	v2	ae:v3:s025:013:pass1:frame:v2			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:014:pass2:impl:i1	pass2	IMPL	i1	25	14	implicit_subject	2	q:25:14:2	subject_agreement	2mp	discourse_candidate_available	v1	ae:v3:s025:014:pass1:frame:v1			surface_form	medium	speech_role;agreement	target_language_may_require_resolution	Agreement marks an addressee role; the referent is supplied by discourse address rather than an overt local noun.
ae:v3:s025:014:pass2:impl:i2	pass2	IMPL	i2	25	14	implicit_subject	7	q:25:14:7	subject_agreement	2mp	discourse_candidate_available	v2	ae:v3:s025:014:pass1:frame:v2			surface_form	medium	speech_role;agreement	target_language_may_require_resolution	Agreement marks an addressee role; the referent is supplied by discourse address rather than an overt local noun.
ae:v3:s025:015:pass2:impl:i1	pass2	IMPL	i1	25	15	implicit_subject	1	q:25:15:1	subject_agreement	2ms	discourse_candidate_available	v1	ae:v3:s025:015:pass1:frame:v1			surface_form	medium	speech_role;agreement	target_language_may_require_resolution	Agreement marks an addressee role; the referent is supplied by discourse address rather than an overt local noun.
ae:v3:s025:015:pass2:impl:i2	pass2	IMPL	i2	25	15	implicit_agent	8	q:25:15:8	passive_voice	unspecified	morphologically_present_unresolved	v2	ae:v3:s025:015:pass1:frame:v2			surface_form	medium	morphology	avoid_adding_explanatory_noun	Passive morphology marks an unstated agent; the Arabic does not name the agent in this clause.
ae:v3:s025:015:pass2:impl:i3	pass2	IMPL	i3	25	15	implicit_subject	10	q:25:15:10	subject_agreement	3fs	morphologically_present_unresolved	v3	ae:v3:s025:015:pass1:frame:v3			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:016:pass2:impl:i1	pass2	IMPL	i1	25	16	implicit_subject	5	q:25:16:5	subject_agreement	3mp	morphologically_present_unresolved	v1	ae:v3:s025:016:pass1:frame:v1			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:016:pass2:impl:i2	pass2	IMPL	i2	25	16	implicit_subject	7	q:25:16:7	subject_agreement	3ms	morphologically_present_unresolved	v2	ae:v3:s025:016:pass1:frame:v2			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:017:pass2:impl:i1	pass2	IMPL	i1	25	17	implicit_subject	3	q:25:17:3	subject_agreement	3mp	morphologically_present_unresolved	v1	ae:v3:s025:017:pass1:frame:v1			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:017:pass2:impl:i2	pass2	IMPL	i2	25	17	implicit_subject	6	q:25:17:6	subject_agreement	3mp	morphologically_present_unresolved	v2	ae:v3:s025:017:pass1:frame:v2			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:017:pass2:impl:i3	pass2	IMPL	i3	25	17	implicit_subject	11	q:25:17:11	subject_agreement	3ms	morphologically_present_unresolved	v3	ae:v3:s025:017:pass1:frame:v3			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:018:pass2:impl:i1	pass2	IMPL	i1	25	18	implicit_subject	1	q:25:18:1	subject_agreement	3mp	morphologically_present_unresolved	v1	ae:v3:s025:018:pass1:frame:v1			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:018:pass2:impl:i2	pass2	IMPL	i2	25	18	implicit_subject	4	q:25:18:4	subject_agreement	3ms	morphologically_present_unresolved	v2	ae:v3:s025:018:pass1:frame:v2			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:018:pass2:impl:i3	pass2	IMPL	i3	25	18	implicit_subject	8	q:25:18:8	subject_agreement	1cp	discourse_candidate_available	v4	ae:v3:s025:018:pass1:frame:v4			surface_form	medium	speech_role;agreement	target_language_may_require_resolution	Agreement marks the speaker role; no lexical antecedent is required in the ayah.
ae:v3:s025:018:pass2:impl:i4	pass2	IMPL	i4	25	18	implicit_subject	19	q:25:18:19	subject_agreement	3mp	morphologically_present_unresolved	v6	ae:v3:s025:018:pass1:frame:v6			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:018:pass2:impl:i5	pass2	IMPL	i5	25	18	implicit_subject	22	q:25:18:22	subject_agreement	3mp	morphologically_present_unresolved	v7	ae:v3:s025:018:pass1:frame:v7			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:019:pass2:impl:i1	pass2	IMPL	i1	25	19	implicit_subject	3	q:25:19:3	subject_agreement	2mp	discourse_candidate_available	v1	ae:v3:s025:019:pass1:frame:v1			surface_form	medium	speech_role;agreement	target_language_may_require_resolution	Agreement marks an addressee role; the referent is supplied by discourse address rather than an overt local noun.
ae:v3:s025:019:pass2:impl:i2	pass2	IMPL	i2	25	19	implicit_subject	6	q:25:19:6	subject_agreement	2mp	discourse_candidate_available	v2	ae:v3:s025:019:pass1:frame:v2			surface_form	medium	speech_role;agreement	target_language_may_require_resolution	Agreement marks an addressee role; the referent is supplied by discourse address rather than an overt local noun.
ae:v3:s025:019:pass2:impl:i3	pass2	IMPL	i3	25	19	implicit_subject	9	q:25:19:9	subject_agreement	2mp	discourse_candidate_available	v3	ae:v3:s025:019:pass1:frame:v3			surface_form	medium	speech_role;agreement	target_language_may_require_resolution	Agreement marks an addressee role; the referent is supplied by discourse address rather than an overt local noun.
ae:v3:s025:019:pass2:impl:i4	pass2	IMPL	i4	25	19	implicit_subject	18	q:25:19:18	subject_agreement	1cp	discourse_candidate_available	v5	ae:v3:s025:019:pass1:frame:v5			surface_form	medium	speech_role;agreement	target_language_may_require_resolution	Agreement marks the speaker role; no lexical antecedent is required in the ayah.
ae:v3:s025:020:pass2:impl:i1	pass2	IMPL	i1	25	20	implicit_subject	3	q:25:20:3	subject_agreement	1cp	discourse_candidate_available	v1	ae:v3:s025:020:pass1:frame:v1			surface_form	medium	speech_role;agreement	target_language_may_require_resolution	Agreement marks the speaker role; no lexical antecedent is required in the ayah.
ae:v3:s025:020:pass2:impl:i2	pass2	IMPL	i2	25	20	implicit_subject	10	q:25:20:10	subject_agreement	3mp	morphologically_present_unresolved	v2	ae:v3:s025:020:pass1:frame:v2			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:020:pass2:impl:i3	pass2	IMPL	i3	25	20	implicit_subject	13	q:25:20:13	subject_agreement	3mp	morphologically_present_unresolved	v3	ae:v3:s025:020:pass1:frame:v3			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:020:pass2:impl:i4	pass2	IMPL	i4	25	20	implicit_subject	17	q:25:20:17	subject_agreement	1cp	discourse_candidate_available	v4	ae:v3:s025:020:pass1:frame:v4			surface_form	medium	speech_role;agreement	target_language_may_require_resolution	Agreement marks the speaker role; no lexical antecedent is required in the ayah.
ae:v3:s025:020:pass2:impl:i5	pass2	IMPL	i5	25	20	implicit_subject	22	q:25:20:22	subject_agreement	2mp	discourse_candidate_available	v5	ae:v3:s025:020:pass1:frame:v5			surface_form	medium	speech_role;agreement	target_language_may_require_resolution	Agreement marks an addressee role; the referent is supplied by discourse address rather than an overt local noun.
ae:v3:s025:021:pass2:impl:i1	pass2	IMPL	i1	25	21	implicit_subject	5	q:25:21:5	subject_agreement	3mp	morphologically_present_unresolved	v2	ae:v3:s025:021:pass1:frame:v2			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:021:pass2:impl:i2	pass2	IMPL	i2	25	21	implicit_agent	8	q:25:21:8	passive_voice	unspecified	morphologically_present_unresolved	v3	ae:v3:s025:021:pass1:frame:v3			surface_form	medium	morphology	avoid_adding_explanatory_noun	Passive morphology marks an unstated agent; the Arabic does not name the agent in this clause.
ae:v3:s025:021:pass2:impl:i3	pass2	IMPL	i3	25	21	implicit_subject	12	q:25:21:12	subject_agreement	1cp	discourse_candidate_available	v4	ae:v3:s025:021:pass1:frame:v4			surface_form	medium	speech_role;agreement	target_language_may_require_resolution	Agreement marks the speaker role; no lexical antecedent is required in the ayah.
ae:v3:s025:021:pass2:impl:i4	pass2	IMPL	i4	25	21	implicit_subject	16	q:25:21:16	subject_agreement	3mp	morphologically_present_unresolved	v5	ae:v3:s025:021:pass1:frame:v5			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:021:pass2:impl:i5	pass2	IMPL	i5	25	21	implicit_subject	20	q:25:21:20	subject_agreement	3mp	morphologically_present_unresolved	v6	ae:v3:s025:021:pass1:frame:v6			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:022:pass2:impl:i1	pass2	IMPL	i1	25	22	implicit_subject	2	q:25:22:2	subject_agreement	3mp	morphologically_present_unresolved	v1	ae:v3:s025:022:pass1:frame:v1			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:022:pass2:impl:i2	pass2	IMPL	i2	25	22	implicit_subject	10	q:25:22:10	subject_agreement	3mp	morphologically_present_unresolved	v2	ae:v3:s025:022:pass1:frame:v2			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:023:pass2:impl:i1	pass2	IMPL	i1	25	23	implicit_subject	2	q:25:23:2	subject_agreement	1cp	discourse_candidate_available	v1	ae:v3:s025:023:pass1:frame:v1			surface_form	medium	speech_role;agreement	target_language_may_require_resolution	Agreement marks the speaker role; no lexical antecedent is required in the ayah.
ae:v3:s025:023:pass2:impl:i2	pass2	IMPL	i2	25	23	implicit_subject	5	q:25:23:5	subject_agreement	3mp	morphologically_present_unresolved	v2	ae:v3:s025:023:pass1:frame:v2			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:023:pass2:impl:i3	pass2	IMPL	i3	25	23	implicit_subject	9	q:25:23:9	subject_agreement	1cp	discourse_candidate_available	v3	ae:v3:s025:023:pass1:frame:v3			surface_form	medium	speech_role;agreement	target_language_may_require_resolution	Agreement marks the speaker role; no lexical antecedent is required in the ayah.
ae:v3:s025:025:pass2:impl:i1	pass2	IMPL	i1	25	25	implicit_agent	8	q:25:25:8	passive_voice	unspecified	morphologically_present_unresolved	v2	ae:v3:s025:025:pass1:frame:v2			surface_form	medium	morphology	avoid_adding_explanatory_noun	Passive morphology marks an unstated agent; the Arabic does not name the agent in this clause.
ae:v3:s025:026:pass2:impl:i1	pass2	IMPL	i1	25	26	implicit_subject	7	q:25:26:7	subject_agreement	3ms	morphologically_present_unresolved	v1	ae:v3:s025:026:pass1:frame:v1			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
ae:v3:s025:027:pass2:impl:i1	pass2	IMPL	i1	25	27	implicit_subject	7	q:25:27:7	subject_agreement	3ms	morphologically_present_unresolved	v2	ae:v3:s025:027:pass1:frame:v2			surface_form	medium	agreement	target_language_may_require_resolution	The verb agreement supplies a grammatical subject, but the row does not force a named antecedent beyond the morphology.
