unit_id	row_kind	source_pass	source_rtype	source_local_id	sura	ayah	xref_unit_id	candidate_unit_id	ref_type	wid	word_unit_id	part	antecedent_type	antecedent_sura	antecedent_ayah	antecedent_wid	antecedent_word_unit_id	antecedent_start_wid	antecedent_end_wid	antecedent_clause_raw	antecedent_clause_unit_id	antecedent_text	confidence	status	evidence	translation_instruction	reason	basis	result
ae:v3:s034:032:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	34	32	ae:v3:s034:032:pass2:xref:r1	ae:v3:s034:032:pass2:cand:r1.c1					word	34	32	2	q:34:32:2					ٱلَّذِينَ_ٱسْتَكْبَرُوا	high	strongly_licensed	speech_role;agreement			The reporting clause makes ٱلَّذِينَ ٱسْتَكْبَرُوا۟ the speakers of the quoted first-person plural.	
ae:v3:s034:032:pass2:cand:r2.c1	cand	pass2	CAND	r2.c1	34	32	ae:v3:s034:032:pass2:xref:r2	ae:v3:s034:032:pass2:cand:r2.c1					word	34	32	5	q:34:32:5					لَّذِينَ_ٱسْتُضْعِفُوا	high	strongly_licensed	speech_role;agreement			The lām phrase marks لَّذِينَ ٱسْتُضْعِفُوا۟ as addressees before the second-person plural suffix.	
ae:v3:s034:032:pass2:cand:r3.c1	cand	pass2	CAND	r3.c1	34	32	ae:v3:s034:032:pass2:xref:r3	ae:v3:s034:032:pass2:cand:r3.c1					word	34	32	5	q:34:32:5					لَّذِينَ_ٱسْتُضْعِفُوا	high	strongly_licensed	speech_role;agreement			The suffix agrees with and remains within the quote addressed to لَّذِينَ ٱسْتُضْعِفُوا۟.	
ae:v3:s034:033:pass2:xref:r1	xref	pass2	XREF	r1	34	33	ae:v3:s034:033:pass2:xref:r1		pronoun_antecedent	14	q:34:33:14	object_suffix											high	strongly_licensed	speech_role;agreement	target_language_may_require_resolution	The object suffix نَا in تَأْمُرُونَنَآ refers to the first-person plural speakers of the reply.		
ae:v3:s034:033:pass2:xref:r2	xref	pass2	XREF	r2	34	33	ae:v3:s034:033:pass2:xref:r2		pronoun_antecedent	21	q:34:33:21	prep_suffix											high	strongly_licensed	agreement;proximity	target_language_may_require_resolution	The masculine singular suffix in لَهُۥٓ refers to ٱللَّهِ.		
ae:v3:s034:033:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	34	33	ae:v3:s034:033:pass2:xref:r1	ae:v3:s034:033:pass2:cand:r1.c1					word	34	33	3	q:34:33:3					ٱلَّذِينَ_ٱسْتُضْعِفُوا	high	strongly_licensed	speech_role;agreement			The reporting clause identifies ٱلَّذِينَ ٱسْتُضْعِفُوا۟ as the speakers whose object pronoun is نَا.	
ae:v3:s034:033:pass2:cand:r2.c1	cand	pass2	CAND	r2.c1	34	33	ae:v3:s034:033:pass2:xref:r2	ae:v3:s034:033:pass2:cand:r2.c1					word	34	33	18	q:34:33:18					ٱللَّهِ	high	strongly_licensed	agreement;proximity			ٱللَّهِ is the nearest masculine singular referent in the coordinated complement.	
ae:v3:s034:034:pass2:xref:r1	xref	pass2	XREF	r1	34	34	ae:v3:s034:034:pass2:xref:r1		pronoun_antecedent	10	q:34:34:10	possessive_suffix											high	strongly_licensed	agreement;local_syntax	target_language_may_require_resolution	The feminine suffix in مُتْرَفُوهَآ refers to the preceding قَرْيَةٍۢ.		
ae:v3:s034:034:pass2:xref:r2	xref	pass2	XREF	r2	34	34	ae:v3:s034:034:pass2:xref:r2		pronoun_antecedent	11	q:34:34:11	pronoun_suffix											high	strongly_licensed	speech_role;local_syntax	target_language_may_require_resolution	The first-person plural suffix in إِنَّا refers to the speakers مُتْرَفُوهَآ.		
ae:v3:s034:034:pass2:xref:r3	xref	pass2	XREF	r3	34	34	ae:v3:s034:034:pass2:xref:r3		resumptive_reference	15	q:34:34:15	prep_suffix											high	syntactically_forced	relative_clause;case_government	target_language_may_require_resolution	The suffix in بِهِۦ resumes مَآ inside the relative clause.		
ae:v3:s034:034:pass2:xref:src1	xref	pass2	XREF	src1	34	34	ae:v3:s034:034:pass2:xref:src1		discourse_reference	1	q:34:34:1												high	strongly_licensed	formulaic_construction	preserve_compression_if_target_language_allows	Near-verbatim negated sending formula wa-mā arsalnā recurs after the first instance at 34:28.		
ae:v3:s034:034:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	34	34	ae:v3:s034:034:pass2:xref:r1	ae:v3:s034:034:pass2:cand:r1.c1					word	34	34	5	q:34:34:5					قَرْيَةٍ	high	strongly_licensed	agreement;proximity			قَرْيَةٍ is feminine singular and is the local possessed community of مُتْرَفُوهَآ.	
ae:v3:s034:034:pass2:cand:r2.c1	cand	pass2	CAND	r2.c1	34	34	ae:v3:s034:034:pass2:xref:r2	ae:v3:s034:034:pass2:cand:r2.c1					word	34	34	10	q:34:34:10					مُتْرَفُوهَآ	high	strongly_licensed	speech_role;agreement			The quote is introduced by قَالَ مُتْرَفُوهَآ and then uses first-person plural speech.	
ae:v3:s034:034:pass2:cand:r3.c1	cand	pass2	CAND	r3.c1	34	34	ae:v3:s034:034:pass2:xref:r3	ae:v3:s034:034:pass2:cand:r3.c1					word	34	34	13	q:34:34:13					مَآ	high	syntactically_forced	relative_clause;agreement			The prepositional suffix supplies the required resumptive complement for the relative مَآ.	
ae:v3:s034:034:pass2:cand:src1.c1	cand	pass2	CAND	src1.c1	34	34	ae:v3:s034:034:pass2:xref:src1	ae:v3:s034:034:pass2:cand:src1.c1					span	34	28			1	3				high	strongly_licensed	formulaic_construction			Same negated first-plural sending construction, with only the 34:28 object suffix differing.	
ae:v3:s034:035:pass2:xref:r1	xref	pass2	XREF	r1	34	35	ae:v3:s034:035:pass2:xref:r1		pronoun_antecedent	3	q:34:35:3												medium	strongly_licensed	speech_role;discourse_continuity	preserve_ambiguity	نَحْنُ refers to the plural speakers carried forward by قَالُوا۟.		
ae:v3:s034:035:pass2:xref:r2	xref	pass2	XREF	r2	34	35	ae:v3:s034:035:pass2:xref:r2		pronoun_antecedent	10	q:34:35:10												medium	strongly_licensed	speech_role;parallelism	preserve_ambiguity	The second نَحْنُ repeats the same first-person plural speakers of the claim.		
ae:v3:s034:035:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	34	35	ae:v3:s034:035:pass2:xref:r1	ae:v3:s034:035:pass2:cand:r1.c1					word	34	34	10	q:34:34:10					مُتْرَفُوهَآ	medium	strongly_licensed	discourse_continuity;agreement			The immediately preceding explicit plural-speaking group is مُتْرَفُوهَآ in the prior exception speech.	
ae:v3:s034:035:pass2:cand:r2.c1	cand	pass2	CAND	r2.c1	34	35	ae:v3:s034:035:pass2:xref:r2	ae:v3:s034:035:pass2:cand:r2.c1					word	34	34	10	q:34:34:10					مُتْرَفُوهَآ	medium	strongly_licensed	discourse_continuity;agreement			The repeated independent pronoun remains inside the same quoted claim introduced by قَالُوا۟.	
ae:v3:s034:036:pass2:xref:r1	xref	pass2	XREF	r1	34	36	ae:v3:s034:036:pass2:xref:r1		pronoun_antecedent	3	q:34:36:3	possessive_suffix											high	surface_form	speech_role	target_language_may_require_resolution	The first-person suffix in رَبِّى belongs to the commanded singular speaker of قُلْ.		
ae:v3:s034:036:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	34	36	ae:v3:s034:036:pass2:xref:r1	ae:v3:s034:036:pass2:cand:r1.c1					discourse_entity									single_addressee	high	surface_form	speech_role			The imperative قُلْ establishes a singular addressee who voices the first-person suffix in the quote.	
ae:v3:s034:037:pass2:xref:r1	xref	pass2	XREF	r1	34	37	ae:v3:s034:037:pass2:xref:r1		pronoun_antecedent	3	q:34:37:3	possessive_suffix											high	surface_form	speech_role;agreement	target_language_may_require_resolution	The suffix كُمْ in أَمْوَٰلُكُمْ marks the plural addressees of the discourse.		
ae:v3:s034:037:pass2:xref:r2	xref	pass2	XREF	r2	34	37	ae:v3:s034:037:pass2:xref:r2		pronoun_antecedent	6	q:34:37:6	possessive_suffix											high	surface_form	speech_role;agreement	target_language_may_require_resolution	The suffix كُمْ in أَوْلَٰدُكُم continues the same plural addressees.		
ae:v3:s034:037:pass2:xref:r3	xref	pass2	XREF	r3	34	37	ae:v3:s034:037:pass2:xref:r3		relative_reference	8	q:34:37:8												medium	ambiguous	agreement;local_syntax	preserve_ambiguity	ٱلَّتِى is feminine singular while the negated subject contains coordinated plural possessions, leaving the exact grammatical antecedent compressed.		
ae:v3:s034:037:pass2:xref:r4	xref	pass2	XREF	r4	34	37	ae:v3:s034:037:pass2:xref:r4		pronoun_antecedent	9	q:34:37:9	object_suffix											high	surface_form	speech_role;agreement	target_language_may_require_resolution	The object suffix كُمْ in تُقَرِّبُكُمْ refers to the plural addressees.		
ae:v3:s034:037:pass2:xref:r5	xref	pass2	XREF	r5	34	37	ae:v3:s034:037:pass2:xref:r5		pronoun_antecedent	10	q:34:37:10	possessive_suffix											high	surface_form	speech_role	target_language_may_require_resolution	The suffix نَا in عِندَنَا marks the first-person plural speaker role.		
ae:v3:s034:037:pass2:xref:r6	xref	pass2	XREF	r6	34	37	ae:v3:s034:037:pass2:xref:r6		demonstrative_reference	19	q:34:37:19												high	strongly_licensed	local_syntax;agreement	target_language_may_require_resolution	أُو۟لَٰٓئِكَ resumes the generic مَنْ ءَامَنَ وَعَمِلَ صَٰلِحًۭا as a plural result subject.		
ae:v3:s034:037:pass2:xref:r7	xref	pass2	XREF	r7	34	37	ae:v3:s034:037:pass2:xref:r7		pronoun_antecedent	21	q:34:37:21	prep_suffix											high	strongly_licensed	proximity;agreement	target_language_may_require_resolution	The suffix هُمْ in لَهُمْ refers to the demonstrative group أُو۟لَٰٓئِكَ.		
ae:v3:s034:037:pass2:xref:r8	xref	pass2	XREF	r8	34	37	ae:v3:s034:037:pass2:xref:r8		pronoun_antecedent	28	q:34:37:28												high	strongly_licensed	proximity;agreement	target_language_may_require_resolution	The independent هُمْ resumes أُو۟لَٰٓئِكَ in the coordinated final state.		
ae:v3:s034:037:pass2:xref:src1	xref	pass2	XREF	src1	34	37	ae:v3:s034:037:pass2:xref:src1		discourse_reference	19	q:34:37:19												high	strongly_licensed	formulaic_construction	preserve_compression_if_target_language_allows	Refrain formula ulāʾika lahum marks the third result-clause instance after the anchor at 34:4.		
ae:v3:s034:037:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	34	37	ae:v3:s034:037:pass2:xref:r1	ae:v3:s034:037:pass2:cand:r1.c1					discourse_entity									direct_addressees	high	surface_form	speech_role			Second-person plural possession indexes the directly addressed audience without a named antecedent in the registry.	
ae:v3:s034:037:pass2:cand:r2.c1	cand	pass2	CAND	r2.c1	34	37	ae:v3:s034:037:pass2:xref:r2	ae:v3:s034:037:pass2:cand:r2.c1					discourse_entity									direct_addressees	high	surface_form	speech_role			The second coordinated possessive repeats the same second-person plural discourse role.	
ae:v3:s034:037:pass2:cand:r3.c1	cand	pass2	CAND	r3.c1	34	37	ae:v3:s034:037:pass2:xref:r3	ae:v3:s034:037:pass2:cand:r3.c1					word	34	37	3	q:34:37:3					أَمْوَٰلُكُمْ	medium	strongly_licensed	agreement			Feminine singular ٱلَّتِى can agree by attraction with the non-human plural أَمْوَٰلُكُمْ.	
ae:v3:s034:037:pass2:cand:r3.c2	cand	pass2	CAND	r3.c2	34	37	ae:v3:s034:037:pass2:xref:r3	ae:v3:s034:037:pass2:cand:r3.c2					span	34	37			3	6			أَمْوَٰلُكُمْ_وَأَوْلَٰدُكُم	medium	strongly_licensed	coordination;local_syntax			The predicate syntactically scopes over the coordinated possessions under negation.	
ae:v3:s034:037:pass2:cand:r4.c1	cand	pass2	CAND	r4.c1	34	37	ae:v3:s034:037:pass2:xref:r4	ae:v3:s034:037:pass2:cand:r4.c1					discourse_entity									direct_addressees	high	surface_form	speech_role			The second-person plural object suffix indexes the directly addressed audience.	
ae:v3:s034:037:pass2:cand:r5.c1	cand	pass2	CAND	r5.c1	34	37	ae:v3:s034:037:pass2:xref:r5	ae:v3:s034:037:pass2:cand:r5.c1					discourse_entity									divine_speaker	high	surface_form	speech_role			The first-person plural locative suffix is a discourse speaker role with no named same-ayah antecedent.	
ae:v3:s034:037:pass2:cand:r6.c1	cand	pass2	CAND	r6.c1	34	37	ae:v3:s034:037:pass2:xref:r6	ae:v3:s034:037:pass2:cand:r6.c1					clause	34	37					c4	ae:v3:s034:037:pass1:clause:c4	مَنْ_ءَامَنَ	high	strongly_licensed	local_syntax;agreement			The result demonstrative follows the exception-relative clause and pluralizes its generic referent.	
ae:v3:s034:037:pass2:cand:r7.c1	cand	pass2	CAND	r7.c1	34	37	ae:v3:s034:037:pass2:xref:r7	ae:v3:s034:037:pass2:cand:r7.c1					word	34	37	19	q:34:37:19					أُو۟لَٰٓئِكَ	high	strongly_licensed	proximity;agreement			The plural pronoun immediately follows and agrees with أُو۟لَٰٓئِكَ.	
ae:v3:s034:037:pass2:cand:r8.c1	cand	pass2	CAND	r8.c1	34	37	ae:v3:s034:037:pass2:xref:r8	ae:v3:s034:037:pass2:cand:r8.c1					word	34	37	19	q:34:37:19					أُو۟لَٰٓئِكَ	high	strongly_licensed	proximity;agreement			The circumstantial nominal clause follows the result subject and agrees with it in plural reference.	
ae:v3:s034:037:pass2:cand:src1.c1	cand	pass2	CAND	src1.c1	34	37	ae:v3:s034:037:pass2:xref:src1	ae:v3:s034:037:pass2:cand:src1.c1					span	34	4			8	10				high	strongly_licensed	formulaic_construction			Same demonstrative-plus-lām possession formula closes the reward outcome in parallel with 34:4.	
ae:v3:s034:038:pass2:xref:r1	xref	pass2	XREF	r1	34	38	ae:v3:s034:038:pass2:xref:r1		pronoun_antecedent	5	q:34:38:5	possessive_suffix											high	surface_form	speech_role	target_language_may_require_resolution	The suffix نَا in ءَايَٰتِنَا marks the first-person plural speaker role.		
ae:v3:s034:038:pass2:xref:r2	xref	pass2	XREF	r2	34	38	ae:v3:s034:038:pass2:xref:r2		demonstrative_reference	7	q:34:38:7												high	syntactically_forced	apposition;relative_clause	target_language_may_require_resolution	أُو۟لَٰٓئِكَ resumes the preceding relative subject ٱلَّذِينَ يَسْعَوْنَ.		
ae:v3:s034:038:pass2:xref:sr3	xref	pass2	XREF	sr3	34	38	ae:v3:s034:038:pass2:xref:sr3		discourse_reference	2	q:34:38:2												high	strongly_licensed	parallelism;discourse_accessibility	target_language_may_require_resolution	ٱلَّذِينَ يَسْعَوْنَ فِىٓ ءَايَٰتِنَا مُعَٰجِزِينَ resumes the opposition category first stated with the same signs-and-frustrating formula in 34:5.		
ae:v3:s034:038:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	34	38	ae:v3:s034:038:pass2:xref:r1	ae:v3:s034:038:pass2:cand:r1.c1					discourse_entity									divine_speaker	high	surface_form	speech_role			The first-person plural possessive on signs is a discourse speaker role rather than a named local antecedent.	
ae:v3:s034:038:pass2:cand:r2.c1	cand	pass2	CAND	r2.c1	34	38	ae:v3:s034:038:pass2:xref:r2	ae:v3:s034:038:pass2:cand:r2.c1					word	34	38	2	q:34:38:2					ٱلَّذِينَ	high	syntactically_forced	apposition;agreement			Pass 1 attaches the demonstrative as an apposition to the relative subject.	
ae:v3:s034:038:pass2:cand:sr3.c1	cand	pass2	CAND	sr3.c1	34	38	ae:v3:s034:038:pass2:xref:sr3	ae:v3:s034:038:pass2:cand:sr3.c1					clause	34	5					c1	ae:v3:s034:005:pass1:clause:c1	ٱلَّذِينَ سَعَوْ فِىٓ ءَايَٰتِنَا مُعَٰجِزِينَ	high	strongly_licensed	parallelism;discourse_accessibility			The repeated relative group, same verb root, same آياتنا complement, and same معاجزين predicate mark a long-range participant-chain return.	
ae:v3:s034:039:pass2:xref:r1	xref	pass2	XREF	r1	34	39	ae:v3:s034:039:pass2:xref:r1		pronoun_antecedent	3	q:34:39:3	possessive_suffix											high	surface_form	speech_role	target_language_may_require_resolution	The first-person suffix in رَبِّى belongs to the commanded singular speaker of قُلْ.		
ae:v3:s034:039:pass2:xref:r2	xref	pass2	XREF	r2	34	39	ae:v3:s034:039:pass2:xref:r2		pronoun_antecedent	10	q:34:39:10	possessive_suffix											high	strongly_licensed	agreement;local_syntax	target_language_may_require_resolution	The masculine singular suffix in عِبَادِهِۦ refers to رَبِّى.		
ae:v3:s034:039:pass2:xref:r3	xref	pass2	XREF	r3	34	39	ae:v3:s034:039:pass2:xref:r3		pronoun_antecedent	13	q:34:39:13	prep_suffix											medium	ambiguous	agreement;local_syntax	preserve_ambiguity	The masculine singular suffix in لَهُۥ can refer to مَن or to an individual from عِبَادِهِۦ.		
ae:v3:s034:039:pass2:xref:r4	xref	pass2	XREF	r4	34	39	ae:v3:s034:039:pass2:xref:r4		pronoun_antecedent	20	q:34:39:20												high	strongly_licensed	agreement;local_syntax	target_language_may_require_resolution	هُوَ in the apodosis refers to رَبِّى, the active provider in the preceding assertion.		
ae:v3:s034:039:pass2:xref:r5	xref	pass2	XREF	r5	34	39	ae:v3:s034:039:pass2:xref:r5		pronoun_antecedent	21	q:34:39:21	object_suffix											medium	ambiguous	agreement;local_syntax	preserve_ambiguity	The suffix هُۥ in يُخْلِفُهُۥ resumes the spent item expressed by مَآ and reinforced by شَىْءٍۢ.		
ae:v3:s034:039:pass2:xref:r6	xref	pass2	XREF	r6	34	39	ae:v3:s034:039:pass2:xref:r6		pronoun_antecedent	23	q:34:39:23												high	strongly_licensed	agreement;parallelism	target_language_may_require_resolution	The final هُوَ repeats the masculine singular reference to رَبِّى.		
ae:v3:s034:039:pass2:xref:src1	xref	pass2	XREF	src1	34	39	ae:v3:s034:039:pass2:xref:src1		discourse_reference	1	q:34:39:1												high	strongly_licensed	formulaic_construction	preserve_compression_if_target_language_allows	Refrain formula qul inna rabbī repeats the divine provision assertion frame anchored at 34:36.		
ae:v3:s034:039:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	34	39	ae:v3:s034:039:pass2:xref:r1	ae:v3:s034:039:pass2:cand:r1.c1					discourse_entity									single_addressee	high	surface_form	speech_role			The imperative قُلْ establishes the singular speaker role for the quoted first-person suffix.	
ae:v3:s034:039:pass2:cand:r2.c1	cand	pass2	CAND	r2.c1	34	39	ae:v3:s034:039:pass2:xref:r2	ae:v3:s034:039:pass2:cand:r2.c1					word	34	39	3	q:34:39:3					رَبِّى	high	strongly_licensed	agreement;proximity			رَبِّى is the governing masculine singular possessor in the assertion.	
ae:v3:s034:039:pass2:cand:r3.c1	cand	pass2	CAND	r3.c1	34	39	ae:v3:s034:039:pass2:xref:r3	ae:v3:s034:039:pass2:cand:r3.c1					word	34	39	7	q:34:39:7					مَن	high	strongly_licensed	proximity;local_syntax			مَن is the singular beneficiary selected by يَشَآءُ and is the nearest syntactic candidate.	
ae:v3:s034:039:pass2:cand:r3.c2	cand	pass2	CAND	r3.c2	34	39	ae:v3:s034:039:pass2:xref:r3	ae:v3:s034:039:pass2:cand:r3.c2					span	34	39			7	10			مَن_يَشَآءُ_مِنْ_عِبَادِهِۦ	medium	strongly_licensed	local_syntax			The suffix can also resume the singular member implied by the partitive phrase مِنْ عِبَادِهِۦ.	
ae:v3:s034:039:pass2:cand:r4.c1	cand	pass2	CAND	r4.c1	34	39	ae:v3:s034:039:pass2:xref:r4	ae:v3:s034:039:pass2:cand:r4.c1					word	34	39	3	q:34:39:3					رَبِّى	high	strongly_licensed	agreement;discourse_continuity			The masculine singular subject of replacement is the same provider named as رَبِّى.	
ae:v3:s034:039:pass2:cand:r5.c1	cand	pass2	CAND	r5.c1	34	39	ae:v3:s034:039:pass2:xref:r5	ae:v3:s034:039:pass2:cand:r5.c1					word	34	39	15	q:34:39:15					مَآ	high	strongly_licensed	local_syntax			مَآ is the fronted object of أَنفَقْتُم and matches the object suffix semantically.	
ae:v3:s034:039:pass2:cand:r5.c2	cand	pass2	CAND	r5.c2	34	39	ae:v3:s034:039:pass2:xref:r5	ae:v3:s034:039:pass2:cand:r5.c2					word	34	39	18	q:34:39:18					شَىْءٍ	medium	strongly_licensed	agreement			شَىْءٍۢ reinforces the indefinite scope of the spent object and is masculine singular like the suffix.	
ae:v3:s034:039:pass2:cand:r6.c1	cand	pass2	CAND	r6.c1	34	39	ae:v3:s034:039:pass2:xref:r6	ae:v3:s034:039:pass2:cand:r6.c1					word	34	39	3	q:34:39:3					رَبِّى	high	strongly_licensed	agreement;discourse_continuity			The coordinated nominal clause continues the same subject of provision and replacement.	
ae:v3:s034:039:pass2:cand:src1.c1	cand	pass2	CAND	src1.c1	34	39	ae:v3:s034:039:pass2:xref:src1	ae:v3:s034:039:pass2:cand:src1.c1					span	34	36			1	3				high	strongly_licensed	formulaic_construction			Identical opening command plus inna-rabbī formula introduces the repeated provision assertion.	
ae:v3:s034:040:pass2:xref:r1	xref	pass2	XREF	r1	34	40	ae:v3:s034:040:pass2:xref:r1		pronoun_antecedent	3	q:34:40:3	object_suffix											medium	strongly_licensed	agreement;discourse_continuity	preserve_ambiguity	The suffix هُمْ in يَحْشُرُهُمْ points back to the nearest masculine plural judgment group.		
ae:v3:s034:040:pass2:xref:r2	xref	pass2	XREF	r2	34	40	ae:v3:s034:040:pass2:xref:r2		demonstrative_reference	9	q:34:40:9												high	strongly_licensed	deixis;local_syntax	target_language_may_require_resolution	هَٰٓؤُلَآءِ points to the gathered plural group in the preceding temporal scene.		
ae:v3:s034:040:pass2:xref:r3	xref	pass2	XREF	r3	34	40	ae:v3:s034:040:pass2:xref:r3		pronoun_antecedent	10	q:34:40:10												high	syntactically_forced	speech_role;local_syntax	target_language_may_require_resolution	إِيَّاكُمْ is the fronted second-person plural object addressed to the angels.		
ae:v3:s034:040:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	34	40	ae:v3:s034:040:pass2:xref:r1	ae:v3:s034:040:pass2:cand:r1.c1					word	34	38	2	q:34:38:2					ٱلَّذِينَ_يَسْعَوْنَ	medium	strongly_licensed	agreement;discourse_continuity			The nearest prior masculine plural group under judgment is ٱلَّذِينَ يَسْعَوْنَ in 34:38.	
ae:v3:s034:040:pass2:cand:r2.c1	cand	pass2	CAND	r2.c1	34	40	ae:v3:s034:040:pass2:xref:r2	ae:v3:s034:040:pass2:cand:r2.c1					clause	34	40					c1	ae:v3:s034:040:pass1:clause:c1	gathered_group	high	strongly_licensed	deixis;proximity			The demonstrative occurs after يَحْشُرُهُمْ جَمِيعًۭا and identifies that gathered object as the topic of the question.	
ae:v3:s034:040:pass2:cand:r3.c1	cand	pass2	CAND	r3.c1	34	40	ae:v3:s034:040:pass2:xref:r3	ae:v3:s034:040:pass2:cand:r3.c1					word	34	40	8	q:34:40:8					لْمَلَٰٓئِكَةِ	high	syntactically_forced	speech_role;agreement			The quotation is explicitly said لِلْمَلَٰٓئِكَةِ, making them the second-person plural addressees.	
ae:v3:s034:041:pass2:xref:r1	xref	pass2	XREF	r1	34	41	ae:v3:s034:041:pass2:xref:r1		pronoun_antecedent	2	q:34:41:2	morphology_suffix											high	discourse_inferred	speech_role;agreement	avoid_adding_explanatory_noun	The 2ms suffix in سُبْحَٰنَكَ addresses the singular divine addressee of the angels' reply.		
ae:v3:s034:041:pass2:xref:r2	xref	pass2	XREF	r2	34	41	ae:v3:s034:041:pass2:xref:r2		pronoun_antecedent	3	q:34:41:3												high	discourse_inferred	speech_role;agreement	avoid_adding_explanatory_noun	أَنتَ is an explicit 2ms pronoun addressed to the same singular addressee.		
ae:v3:s034:041:pass2:xref:r3	xref	pass2	XREF	r3	34	41	ae:v3:s034:041:pass2:xref:r3		pronoun_antecedent	4	q:34:41:4	morphology_suffix											high	strongly_licensed	speech_role;discourse_continuity	target_language_may_require_resolution	The 1cp suffix in وَلِيُّنَا refers to the speakers of قَالُوا۟.		
ae:v3:s034:041:pass2:xref:r4	xref	pass2	XREF	r4	34	41	ae:v3:s034:041:pass2:xref:r4		pronoun_antecedent	6	q:34:41:6	morphology_suffix											high	strongly_licensed	discourse_continuity;agreement	target_language_may_require_resolution	The 3mp suffix in دُونِهِم resumes the group referred to by the prior demonstrative question.		
ae:v3:s034:041:pass2:xref:r5	xref	pass2	XREF	r5	34	41	ae:v3:s034:041:pass2:xref:r5		pronoun_antecedent	11	q:34:41:11	morphology_suffix											high	strongly_licensed	discourse_continuity;agreement	target_language_may_require_resolution	The suffix in أَكْثَرُهُم refers back to the worshipping group under discussion.		
ae:v3:s034:041:pass2:xref:r6	xref	pass2	XREF	r6	34	41	ae:v3:s034:041:pass2:xref:r6		pronoun_antecedent	13	q:34:41:13	prep_object_pronoun											medium	ambiguous	agreement;discourse_continuity	do_not_resolve_in_default	The 3mp object of بِ may resume ٱلْجِنَّ locally, while the plural discourse group remains formally possible.		
ae:v3:s034:041:pass2:xref:sr4	xref	pass2	XREF	sr4	34	41	ae:v3:s034:041:pass2:xref:sr4		discourse_reference	10	q:34:41:10												medium	strongly_licensed	agreement;discourse_accessibility	target_language_may_require_resolution	ٱلْجِنَّ returns to the jinn participant class introduced in the Solomon narrative before reappearing in the judgment dialogue.		
ae:v3:s034:041:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	34	41	ae:v3:s034:041:pass2:xref:r1	ae:v3:s034:041:pass2:cand:r1.c1					discourse_entity									divine_addressee	high	strongly_licensed	speech_role;agreement			The direct address form is masculine singular and functions as the addressee of the quoted praise.	
ae:v3:s034:041:pass2:cand:r2.c1	cand	pass2	CAND	r2.c1	34	41	ae:v3:s034:041:pass2:xref:r2	ae:v3:s034:041:pass2:cand:r2.c1					discourse_entity									divine_addressee	high	strongly_licensed	speech_role;agreement			The independent pronoun has masculine singular second-person form within the same direct address.	
ae:v3:s034:041:pass2:cand:r3.c1	cand	pass2	CAND	r3.c1	34	41	ae:v3:s034:041:pass2:xref:r3	ae:v3:s034:041:pass2:cand:r3.c1					word	34	40	8	q:34:40:8						high	strongly_licensed	discourse_continuity;quotation			The preceding speech report addresses ٱلْمَلَٰٓئِكَةِ, who are the speakers of this reply.	
ae:v3:s034:041:pass2:cand:r4.c1	cand	pass2	CAND	r4.c1	34	41	ae:v3:s034:041:pass2:xref:r4	ae:v3:s034:041:pass2:cand:r4.c1					word	34	40	9	q:34:40:9						high	strongly_licensed	discourse_continuity;agreement			The prior demonstrative أَهَٰٓؤُلَآءِ is the accessible plural group contrasted with the angels.	
ae:v3:s034:041:pass2:cand:r5.c1	cand	pass2	CAND	r5.c1	34	41	ae:v3:s034:041:pass2:xref:r5	ae:v3:s034:041:pass2:cand:r5.c1					word	34	40	9	q:34:40:9						high	strongly_licensed	discourse_continuity;agreement			The plural group introduced by أَهَٰٓؤُلَآءِ remains the subject of the corrective statement.	
ae:v3:s034:041:pass2:cand:r6.c1	cand	pass2	CAND	r6.c1	34	41	ae:v3:s034:041:pass2:xref:r6	ae:v3:s034:041:pass2:cand:r6.c1					word	34	41	10	q:34:41:10						high	strongly_licensed	local_proximity;agreement			The immediately preceding object ٱلْجِنَّ is masculine plural or collective and fits the complement of believing in them.	
ae:v3:s034:041:pass2:cand:r6.c2	cand	pass2	CAND	r6.c2	34	41	ae:v3:s034:041:pass2:xref:r6	ae:v3:s034:041:pass2:cand:r6.c2					word	34	40	9	q:34:40:9						low	ambiguous	agreement;discourse_accessibility			The plural group from the prior question remains grammatically accessible, though less proximate than ٱلْجِنَّ.	
ae:v3:s034:041:pass2:cand:sr4.c1	cand	pass2	CAND	sr4.c1	34	41	ae:v3:s034:041:pass2:xref:sr4	ae:v3:s034:041:pass2:cand:sr4.c1					word	34	12	17	q:34:12:17					ٱلْجِنِّ	medium	strongly_licensed	agreement;discourse_accessibility			The definite collective ٱلْجِنَّ is the same accessible participant class as the jinn first named under Solomon's service.	
ae:v3:s034:042:pass2:xref:r1	xref	pass2	XREF	r1	34	42	ae:v3:s034:042:pass2:xref:r1		pronoun_antecedent	5	q:34:42:5	morphology_suffix											high	discourse_inferred	speech_role;agreement	target_language_may_require_resolution	The 2mp suffix in بَعْضُكُمْ addresses the judged plural group.		
