root_norm	stem	form_tag	instance_count	idafa_dependent_count	idafa_head_count	adjective_count	prep_complement_count	governing_relation_profile	idafa_root_profile	adjective_root_profile	prep_profile	sample_refs
ص ل ح	صالح	NOUN_PROP	5	1	1	0	0	vocative:2;idafa:2;apposition:1;conjoined:1	ق و م:1			7:77:12;11:62:3;11:89:19;26:142:6;66:4:21
ص ل ح	صلح	GERUND	2	0	0	0	0	cognate_acc:1;predication:1				4:128:17;4:128:19
ص ل ح	مصلح	NOUN_ACTIVE_PART	5	1	0	0	2	predication:2;prep_complement:2;idafa:1;kana_predicate:1	أ ج ر:1		مِن:2	2:11:13;2:220:24;7:170:13;11:117:12;28:19:39
ص ل د	صلد	ADJ_QUALIT	1	0	0	0	0	direct_object:1				2:264:38
ص ل ص ل	صلصال	NOUN_CONCRETE	4	0	0	0	4	prep_complement:8			مِن:7;كـ:1	15:26:7;15:28:11;15:33:10;55:14:4
ص ل و	صلا	GERUND	78	11	6	1	16	direct_object:46;idafa:17;prep_complement:16;conjoined:11;particle_complement:4;subject:4;adjective:1;adverbial:1;quoted_complement:1	ق و م:4;ب ع د:2;ق ب ل:1	و س ط:1	بـ:5;إِلَى:3;عَلَى:3;عَن:2;مِن:1;فِي:1;لـ:1	2:3:7;2:43:3;2:45:6;2:83:29;2:110:3;2:153:9;2:177:47;2:238:5;2:277:9;4:43:7
ص ل و	صلو	NOUN_ABSTRACT	5	1	2	0	2	prep_complement:4;conjoined:4;idafa:3;predication:2			عَلَى:3;مِن:1	2:157:3;2:238:3;9:99:19;22:40:27;23:9:5
ص ل و	مصلى	NOUN_TIME_PLACE	1	0	0	0	0	direct_object:1				2:125:15
ص ل ي	تصلي	GERUND	1	0	1	0	0	idafa:1				56:94:2
ص ل ي	صال	NOUN_ACTIVE_PART	3	0	3	0	0	predication:3;idafa:3				37:163:4;38:59:10;83:16:4
ص ل ي	صلي	ADJ_QUALIT	1	0	0	0	0	accusative_specification:1				19:70:10
ص ل ي	مصل	NOUN_ACTIVE_PART	3	0	0	0	2	prep_complement:2;exception:1;kana_predicate:1;predication:1			مِن:1;لـ:1	70:22:2;74:43:5;107:4:3
ص م ت	صامت	NOUN_ACTIVE_PART	1	0	0	0	0	predication:1				7:193:13
ص م د	صمد	NOUN_PROP	1	0	0	0	0	predication:1				112:2:2
ص م ع	صوامع	NOUN_CONCRETE	1	0	0	0	0	conjoined:3;subject:1				22:40:23
ص م م	أصم	ADJ_QUALIT	1	0	0	0	0	conjoined:1				11:24:6
ص م م	صم	ADJ_QUALIT	11	0	0	0	0	conjoined:7;direct_object:4;predication:2;prep_complement:1;adverbial:1;subject:1;circumstantial:1			فِي:1	2:18:1;2:171:17;6:39:6;8:22:6;10:42:9;17:97:29;21:45:9;25:73:11;27:80:8;30:52:9
ص ن ع	صنع	GERUND	2	0	1	0	0	direct_object:1;idafa:1				18:104:12;27:88:11
ص ن ع	صنع	NOUN_ABSTRACT	1	0	1	0	0	direct_object:1;idafa:1				21:80:3
ص ن ع	مصانع	NOUN_TIME_PLACE	1	0	0	0	0	direct_object:1				26:129:3
ص ن م	أصنام	NOUN_CONCRETE	5	1	1	0	1	direct_object:4;prep_complement:2;idafa:2			عَلَى:1;لـ:1	6:74:9;7:138:13;14:35:16;21:57:6;26:71:3
ص ن و	صنو	NOUN_ABSTRACT	2	1	0	0	0	adjective:1;conjoined:1;idafa:1	غ ي ر:1			13:4:14;13:4:17
ص ه ر	صهر	NOUN_ABSTRACT	1	0	0	0	0	conjoined:1				25:54:12
ص و ب	صواب	GERUND	1	0	0	0	0	direct_object:1				78:38:16
ص و ب	صيب	NOUN_ABSTRACT	1	0	0	0	1	prep_complement:2			كـ:1;مِن:1	2:19:3
ص و ب	مصيب	NOUN_ABSTRACT	10	0	1	0	3	subject:9;prep_complement:3;idafa:1			مِن:3	2:156:4;3:165:4;4:62:5;4:72:11;5:106:28;9:50:8;28:47:5;42:30:5;57:22:4;64:11:4
ص و ب	مصيب	NOUN_ACTIVE_PART	1	0	0	0	0	direct_object:2;predication:1;subject:1				11:81:26
ص و ت	أصوات	NOUN_ABSTRACT	4	1	0	0	0	direct_object:2;subject:1;idafa:1	ن ك ر:1			20:108:9;31:19:11;49:2:7;49:3:4
ص و ت	صوت	NOUN_ABSTRACT	4	1	2	0	2	idafa:3;prep_complement:2;predication:1	ف و ق:1		بـ:1;مِن:1	17:64:6;31:19:8;31:19:13;49:2:9
ص و ر	صر	NOUN_ABSTRACT	2	0	0	0	1	prep_complement:2;predication:1			فِي:2	3:117:12;51:29:5
ص و ر	صور	NOUN_ABSTRACT	1	1	0	0	0	idafa:1	أ ي ي:1			82:8:3
ص و ر	صور	NOUN_CONCRETE	12	1	1	0	10	prep_complement:10;direct_object:2;idafa:2			فِي:10	6:73:24;18:99:11;20:102:4;23:101:5;27:87:5;36:51:4;39:68:4;40:64:14;50:20:4;64:3:11
ص و ر	مصور	NOUN_ACTIVE_PART	1	0	0	0	0	predication:1				59:24:5
ص و ع	صواع	NOUN_CONCRETE	1	0	1	0	0	direct_object:1;idafa:1				12:72:3
ص و ف	أصواف	NOUN_CONCRETE	1	0	0	0	1	conjoined:2;prep_complement:1;predication:1			مِن:1	16:80:23
ص و م	صائم	NOUN_ACTIVE_PART	2	0	0	0	0	conjoined:2				33:35:30;33:35:32
ص و م	صوم	GERUND	1	0	0	0	0	direct_object:1				19:26:20
ص و م	صيام	GERUND	9	1	4	0	1	idafa:5;prep_complement:3;conjoined:2;subject:1;direct_object:1;adverbial:1;accusative_specification:1	ل ي ل:1		مِن:2;فِي:1	2:183:7;2:187:4;2:187:53;2:196:37;2:196:62;4:92:64;5:89:35;5:95:38;58:4:6
ص ي ح	صيح	GERUND	7	0	0	0	0	subject:6;direct_object:1				11:67:5;11:94:18;15:73:3;15:83:3;23:41:3;29:40:16;50:42:3
ص ي ح	صيح	GERUND_INSTANT	6	1	0	5	0	adjective:6;direct_object:3;kana_predicate:2;subject:1;idafa:1	ك ل ل:1	و ح د:5;أ خ ذ:1		36:29:4;36:49:4;36:53:4;38:15:6;54:31:4;63:4:17
ص ي د	صيد	GERUND	5	1	2	0	1	idafa:3;subject:2;prep_complement:1;direct_object:1;conjoined:1	ح ل ل:1		مِن:1	5:1:18;5:94:11;5:95:7;5:96:3;5:96:15
ص ي ر	مصير	GERUND	23	0	0	0	0	predication:12;subject:11;prep_complement:11			إِلَى:11	2:126:37;2:285:36;3:28:31;3:162:18;5:18:42;8:16:26;9:73:16;22:48:16;22:72:34;24:42:11
ص ي ر	مصير	GERUND_MEEM	5	0	0	0	0	accusative_specification:3;particle_complement:1;prep_complement:1;predication:1;conjoined:1			إِلَى:1	4:97:30;4:115:24;14:30:14;25:15:15;48:6:31
ص ي ص	صياصي	NOUN_CONCRETE	1	1	1	0	1	idafa:2;prep_complement:1			مِن:1	33:26:9
ص ي ف	صيف	NOUN_PROP	1	0	0	0	0	conjoined:1				106:2:5
ض أ ن	ضأن	NOUN_CONCRETE	1	0	0	0	1	prep_complement:1			مِن:1	6:143:4
ض ب ح	ضبح	GERUND	1	0	0	0	0	circumstantial:1				100:1:3
ض ج ع	مضاجع	NOUN_TIME_PLACE	3	0	0	0	3	prep_complement:3			إِلَى:1;فِي:1;عَن:1	3:154:67;4:34:37;32:16:4
ض ح ك	ضاحك	NOUN_ACTIVE_PART	2	0	0	0	0	circumstantial:1;apposition:1				27:19:3;80:39:1
ض ح و	ضحا	NOUN_ABSTRACT	2	2	2	0	0	idafa:4;direct_object:1;conjoined:1				79:29:6;91:1:4
ض ح و	ضحى	NOUN_ABSTRACT	3	0	0	0	0	adverbial:2				7:98:8;20:59:9;93:1:2
ض د د	ضد	NOUN_ABSTRACT	1	0	0	0	0	kana_predicate:1				19:82:8
ض ر ب	ضرب	GERUND	3	0	1	0	0	prep_complement:2;direct_object:1;adverbial:1;idafa:1			فِي:1;بـ:1	2:273:10;37:93:4;47:4:7
ض ر ر	ضار	NOUN_ACTIVE_PART	2	0	0	0	2	prep_complement:6;direct_object:2;predication:1;exception:1;kana_predicate:1;accusative_specification:1			بـ:5;مِن:1	2:102:57;58:10:12
ض ر ر	ضر	GERUND	29	2	0	0	7	direct_object:9;subject:9;conjoined:8;prep_complement:7;idafa:2;predication:1	ك ش ف:2		بـ:4;مِن:2;إِلَى:1	5:76:10;6:17:6;7:188:9;10:12:5;10:12:17;10:12:23;10:49:6;10:107:6;12:88:12;13:16:22
ض ر ر	ضراء	NOUN_ABSTRACT	9	3	0	0	1	conjoined:6;subject:4;idafa:3;prep_complement:1	ب ع د:3		فِي:1	2:177:62;2:214:17;3:134:6;6:42:14;7:94:14;7:95:13;10:21:8;11:10:7;41:50:9
ض ر ر	ضرار	GERUND	2	0	0	0	0	conjoined:3;circumstantial:1;accusative_specification:1				2:231:19;9:107:5
ض ر ر	ضرر	GERUND	1	1	0	0	0	idafa:1	أ و ل:1			4:95:8
ض ر ر	مضار	NOUN_PASSIVE_PART	1	1	0	0	0	idafa:1	غ ي ر:1			4:12:98
ض ر ر	مضطر	NOUN_PASSIVE_PART	1	0	0	0	0	direct_object:1				27:62:3
ض ر ع	تضرع	GERUND	3	0	0	0	0	circumstantial:3;conjoined:3				6:63:10;7:55:3;7:205:6
ض ر ع	ضريع	NOUN_CONCRETE	1	0	0	0	1	prep_complement:1			مِن:1	88:6:7
ض ع ف	أضعاف	NOUN_ABSTRACT	2	0	0	2	0	adjective:2;cognate_acc:1;circumstantial:1		ك ث ر:1		2:245:11;3:130:8
ض ع ف	أضعف	ADJ_COMP	2	0	0	0	0	conjoined:2;accusative_specification:2;predication:1;subject:1				19:75:29;72:24:9
ض ع ف	ضعاف	ADJ_QUALIT	1	0	0	0	0	adjective:1				4:9:10
ض ع ف	ضعف	GERUND	5	1	1	0	1	conjoined:2;direct_object:2;idafa:2;particle_complement:1;prep_complement:1	ب ع د:1		مِن:1	8:66:9;17:75:7;30:54:5;30:54:10;30:54:17
ض ع ف	ضعف	NOUN_ABSTRACT	8	1	1	0	0	prep_complement:3;adjective:2;conjoined:2;direct_object:2;idafa:2;circumstantial:1;predication:1;cognate_acc:1	ج ز ي:1		مِن:2;لـ:1	2:265:23;7:38:35;7:38:41;17:75:4;33:30:14;33:68:3;34:37:23;38:61:10
ض ع ف	ضعفاء	ADJ_QUALIT	4	0	0	0	1	conjoined:2;subject:2;adjective:1;prep_complement:1			عَلَى:1	2:266:26;9:91:3;14:21:8;40:47:8
ض ع ف	ضعيف	ADJ_QUALIT	4	0	0	0	0	conjoined:1;circumstantial:1;kana_predicate:1;direct_object:1				2:282:58;4:28:9;4:76:22;11:91:14
ض ع ف	مستضعف	NOUN_PASSIVE_PART	5	0	0	1	0	prep_complement:5;conjoined:2;subject:2;adjective:1;kana_predicate:1;exception:1;predication:1		ل ل ذ:1	مِن:3;فِي:2	4:75:10;4:97:12;4:98:2;4:127:30;8:26:6
ض ع ف	مضاعف	GERUND	1	0	0	0	0	adjective:1				3:130:9
ض ع ف	مضعف	NOUN_ACTIVE_PART	1	0	0	0	0	predication:1				30:39:27
ض غ ث	أضغاث	NOUN_ABSTRACT	2	0	2	0	0	quoted_complement:2;idafa:2				12:44:2;21:5:3
ض غ ث	ضغث	NOUN_CONCRETE	1	0	0	0	0	direct_object:1				38:44:5
ض غ ن	أضغان	NOUN_ABSTRACT	2	1	1	0	0	direct_object:2;idafa:2				47:29:11;47:37:8
ض ف د ع	ضفادع	NOUN_CONCRETE	1	0	0	0	0	conjoined:1				7:133:10
ض ل ل	أضل	ADJ_COMP	11	0	0	0	0	predication:8;prep_complement:5;accusative_specification:4;conjoined:3;direct_object:1			مِن:3;عَن:1;عَلَى:1	5:60:29;7:179:35;17:72:13;25:34:11;25:42:18;25:44:15;28:50:13;34:50:6;41:52:12;46:5:3
ض ل ل	تضليل	GERUND	1	0	0	0	1	prep_complement:1			فِي:1	105:2:5
ض ل ل	ضال	NOUN_ACTIVE_PART	14	0	0	1	3	predication:4;adjective:4;prep_complement:3;circumstantial:2;conjoined:1;exception:1;kana_predicate:1;vocative:1;direct_object:1		ك ذ ب:1	مِن:3	1:7:10;2:198:32;3:90:15;6:77:22;15:56:9;23:106:9;26:20:7;26:86:8;37:69:4;56:51:4
ض ل ل	ضلال	GERUND	47	0	0	31	31	prep_complement:31;adjective:31;predication:15;kana_predicate:7;conjoined:5;cognate_acc:5;direct_object:4;subject:3;exception:2;adverbial:1		ب ي ن:19;ب ع د:10;ق د م:1;ك ب ر:1	فِي:29;عَن:2	2:16:4;2:175:4;3:164:30;4:44:10;4:60:33;4:116:24;4:136:39;4:167:11;6:74:16;7:30:7
ض ل ل	مضل	NOUN_ACTIVE_PART	3	1	0	0	1	prep_complement:2;idafa:1;adjective:1;predication:1	أ خ ذ:1		مِن:1;لـ:1	18:51:15;28:15:43;39:37:9
ض م ر	ضامر	NOUN_CONCRETE	1	1	0	1	0	idafa:1;adjective:1	ك ل ل:1	أ ت ي:1		22:27:12
ض ن ك	ضنك	GERUND	1	0	0	0	0	adjective:1				20:124:10
ض ن ن	ضنين	ADJ_QUALIT	1	0	0	0	1	prep_complement:2;predication:1			بـ:1;عَلَى:1	81:24:7
ض و أ	ضياء	GERUND	2	0	0	0	0	direct_object:1;conjoined:1				10:5:5;21:48:10
ض و أ	ضياء	NOUN_ABSTRACT	1	0	0	0	1	prep_complement:1			بـ:1	28:71:18
ض ي ر	ضير	GERUND	1	0	0	0	0	particle_complement:1				26:50:3
ض ي ز	ضيزى	NOUN_ABSTRACT	1	0	0	0	0	adjective:1				53:22:4
ض ي ف	ضيف	NOUN_CONCRETE	5	3	4	1	3	idafa:7;prep_complement:3;predication:1;adjective:1	ح د ث:1	ك ر م:1	عَن:2;فِي:1	11:78:27;15:51:4;15:68:4;51:24:4;54:37:6
ض ي ق	ضائق	NOUN_ACTIVE_PART	1	0	0	0	0	conjoined:1;prep_complement:1;subject:1;clausal_complement:1			بـ:1	11:12:9
ض ي ق	ضيق	ADJ_QUALIT	2	0	0	1	0	adjective:2;direct_object:1		ح ر ج:1		6:125:18;25:13:6
ض ي ق	ضيق	GERUND	2	0	0	0	2	prep_complement:4;kana_predicate:2			فِي:2;مِن:2	16:127:17;27:70:9
ط ب ق	طباق	GERUND	2	0	0	0	0	circumstantial:2				67:3:5;71:15:8
ط ب ق	طبق	NOUN_ABSTRACT	2	0	0	0	1	prep_complement:2;direct_object:1			عَن:2	84:19:3;84:19:5
ط ر د	طارد	NOUN_ACTIVE_PART	2	0	2	0	2	prep_complement:2;predication:2;idafa:2			بـ:2	11:29:17;26:114:5
ط ر ف	أطراف	NOUN_CONCRETE	3	1	2	0	2	idafa:3;prep_complement:2;conjoined:1			مِن:2	13:41:9;20:130:24;21:44:18
ط ر ف	طرف	NOUN_ABSTRACT	8	3	1	1	1	idafa:4;prep_complement:2;subject:2;direct_object:1;adverbial:1;conjoined:1;adjective:1	ق ص ر:3	خ ف ي:1	مِن:2	3:127:3;11:114:4;14:43:7;27:40:14;37:48:4;38:52:4;42:45:10;55:56:3
ط ر ق	طارق	NOUN_ACTIVE_PART	2	0	0	0	0	conjoined:1;predication:1				86:1:4;86:2:5
ط ر ق	طرائق	NOUN_ABSTRACT	2	1	0	1	0	idafa:1;kana_predicate:1;adjective:1	س ب ع:1	ق د د:1		23:17:7;72:11:10
ط ر ق	طريق	NOUN_ABSTRACT	5	1	2	2	3	idafa:3;prep_complement:3;adjective:2;exception:1;circumstantial:1;accusative_specification:1;conjoined:1		م ث ل:1;ق و م:1	بـ:1;إِلَى:1;عَلَى:1	4:169:2;20:63:16;20:104:9;46:30:20;72:16:6
ط ر ق	طريق	NOUN_CONCRETE	2	0	0	1	0	direct_object:2;adjective:1		ي ب س:1		4:168:17;20:77:15
ط ر و	طري	ADJ_QUALIT	2	0	0	0	0	adjective:2				16:14:10;35:12:19
ط ع م	إطعام	GERUND	3	0	2	0	0	idafa:2;prep_complement:2;conjoined:2;predication:1			مِن:1;فِي:1	5:89:17;58:4:18;90:14:2
ط ع م	طاعم	NOUN_ACTIVE_PART	1	0	0	0	1	prep_complement:1			عَلَى:1	6:145:10
ط ع م	طعام	NOUN_CONCRETE	24	2	8	2	7	idafa:10;prep_complement:9;direct_object:5;conjoined:4;subject:3;adjective:2;apposition:2;predication:2;accusative_specification:1;particle_complement:1	ك ل ل:1	و ح د:1;ذ و و:1	عَلَى:4;إِلَى:3;مِن:2	2:61:9;2:184:21;2:259:43;3:93:2;5:5:6;5:5:13;5:75:17;5:95:33;5:96:6;12:37:4
ط ع م	طعم	NOUN_ABSTRACT	1	0	0	0	0	subject:1				47:15:18
ط ع ن	طعن	GERUND	1	0	0	0	0	conjoined:1;prep_complement:1			فِي:1	4:46:23
ط غ و	طاغ	NOUN_ACTIVE_PART	4	0	0	0	0	adjective:3;kana_predicate:1				37:30:11;51:53:6;52:32:9;68:31:6
ط غ و	طغوا	GERUND	1	1	1	0	1	idafa:2;prep_complement:1			بـ:1	91:11:4
ط غ ي	أطغى	ADJ_COMP	1	0	0	0	0	conjoined:1;kana_predicate:1				53:52:11
ط غ ي	طاغوت	NOUN_ABSTRACT	8	1	0	0	3	prep_complement:3;direct_object:3;predication:1;conjoined:1;idafa:1	س ب ل:1		بـ:2;إِلَى:1	2:256:14;2:257:14;4:51:13;4:60:21;4:76:13;5:60:24;16:36:14;39:17:4
ط غ ي	طاغي	NOUN_ACTIVE_PART	3	0	0	0	3	prep_complement:3			لـ:2;بـ:1	38:55:5;69:5:7;78:22:2
ط غ ي	طغيان	GERUND	9	1	1	1	5	prep_complement:5;accusative_specification:3;conjoined:3;idafa:2;adjective:1;direct_object:1		ك ب ر:1	فِي:5	2:15:8;5:64:30;5:68:29;6:110:16;7:186:11;10:11:22;17:60:31;18:80:12;23:75:14
ط ف ف	مطفف	NOUN_ACTIVE_PART	1	0	0	0	1	prep_complement:1;predication:1			لـ:1	83:1:3
ط ف ل	أطفال	NOUN_CONCRETE	1	0	0	0	0	subject:1;prep_complement:1			مِن:1	24:59:4
ط ف ل	طفل	NOUN_CONCRETE	3	0	0	1	0	circumstantial:2;conjoined:1;adjective:1		ل ل ذ:1		22:5:42;24:31:64;40:67:14
ط ل ب	طالب	NOUN_ACTIVE_PART	1	0	0	0	0	subject:1;conjoined:1				22:73:31
ط ل ب	طلب	GERUND	1	0	0	0	0	direct_object:1				18:41:9
ط ل ب	مطلوب	NOUN_PASSIVE_PART	1	0	0	0	0	conjoined:1				22:73:33
ط ل ح	طلح	NOUN_CONCRETE	1	0	0	1	0	adjective:1		ن ض د:1		56:29:2
ط ل ع	طلع	NOUN_CONCRETE	4	2	2	1	1	idafa:4;predication:3;prep_complement:2;adjective:2		ن ض د:1	مِن:1;لـ:1	6:99:26;26:148:5;37:65:1;50:10:6
ط ل ع	طلوع	GERUND	2	2	2	0	0	idafa:4	ق ب ل:2			20:130:12;50:39:12
ط ل ع	مطلع	NOUN_ACTIVE_PART	1	0	0	0	0	predication:1				37:54:4
ط ل ع	مطلع	NOUN_TIME_PLACE	2	0	2	0	1	idafa:2;direct_object:1;prep_complement:1			حَتَّى:1	18:90:4;97:5:4
ط ل ق	طلاق	GERUND	2	0	0	0	0	direct_object:1;predication:1				2:227:4;2:229:1
ط ل ق	مطلق	NOUN_PASSIVE_PART	2	0	0	0	1	subject:1;prep_complement:1;predication:1			لـ:1	2:228:2;2:241:3
ط ل ل	طل	NOUN_CONCRETE	1	0	0	0	0					2:265:30
ط ل و	طالوت	NOUN_PROP_FOREIGN	2	0	0	0	0	direct_object:1;circumstantial:1;subject:1				2:247:11;2:249:4
ط م أ ن	مطمئن	NOUN_ACTIVE_PART	4	0	0	0	0	predication:1;prep_complement:1;kana_predicate:1;circumstantial:1;adjective:1			بـ:1	16:106:13;16:112:8;17:95:8;89:27:4
ط م ع	طمع	GERUND	4	0	0	0	0	conjoined:4				7:56:12;13:12:7;30:24:8;32:16:9
ط م م	طام	NOUN_PROP	1	0	0	1	0	subject:1;adjective:1		ك ب ر:1		79:34:4
ط ه ر	أطهر	ADJ_COMP	4	0	0	0	0	predication:3;conjoined:2;prep_complement:2			لـ:2	2:232:35;11:78:18;33:53:58;58:12:18
ط ه ر	تطهير	GERUND	1	0	0	0	0	cognate_acc:1				33:33:33
ط ه ر	طهور	ADJ_INTENS	2	0	0	0	0	adjective:2				25:48:15;76:21:16
ط ه ر	متطهر	NOUN_ACTIVE_PART	1	0	0	0	0	direct_object:1				2:222:33
ط ه ر	مطهر	NOUN_ACTIVE_PART	2	0	0	0	0	direct_object:3;conjoined:1;predication:1;prep_complement:1			مِن:1	3:55:12;9:108:25
ط ه ر	مطهر	NOUN_PASSIVE_PART	6	0	0	0	0	adjective:4;subject:1				2:25:36;3:15:21;4:57:20;56:79:4;80:14:2;98:2:6
ط و د	طود	NOUN_CONCRETE	1	0	0	1	1	prep_complement:1;kana_predicate:1;adjective:1		ع ظ م:1	كـ:1	26:63:17
ط و ر	أطوار	NOUN_ABSTRACT	1	0	0	0	0	circumstantial:1				71:14:4
ط و ر	طور	NOUN_ABSTRACT	7	4	0	0	0	idafa:4;direct_object:3	ج ن ب:4			2:63:8;2:93:8;4:154:4;19:52:5;20:80:11;28:29:13;28:46:6
ط و ر	طور	NOUN_PROP	3	0	2	0	1	idafa:2;particle_complement:2;prep_complement:1			مِن:1	23:20:5;52:1:2;95:2:2
ط و ع	طائع	NOUN_ACTIVE_PART	1	0	0	0	0	circumstantial:1				41:11:21
ط و ع	طاع	GERUND	3	0	0	1	0	quoted_complement:1;adjective:1;conjoined:1		ع ر ف:1		4:81:3;24:53:15;47:21:1
ط و ع	طوع	GERUND	4	0	0	0	0	circumstantial:4;conjoined:4				3:83:14;9:53:3;13:15:10;41:11:16
ط و ع	مطاع	GERUND_MEEM	1	0	0	0	0	adverbial:1;conjoined:1				81:21:1
ط و ع	مطوع	NOUN_ACTIVE_PART	1	0	0	0	0	direct_object:1;prep_complement:1			مِن:1	9:79:3
ط و ف	طائف	NOUN_ACTIVE_PART	4	0	0	0	2	prep_complement:4;conjoined:4;subject:2			لـ:2;مِن:2	2:125:26;7:201:6;22:26:17;68:19:4
ط و ف	طائف	NOUN_CONCRETE	24	1	0	2	3	prep_complement:17;subject:15;conjoined:5;direct_object:3;adjective:2;predication:1;idafa:1	أ ح د:1	أ خ ر:1;أ م ن:1	مِن:14;عَلَى:1;عَن:1;إِلَى:1	3:69:2;3:72:3;3:122:3;3:154:10;3:154:13;4:81:10;4:102:13;4:102:31;4:113:10;6:156:7
ط و ف	طواف	ADJ_INTENS	1	0	0	0	0	predication:1;prep_complement:1			عَلَى:1	24:58:43
ط و ف	طوفان	GERUND	2	0	0	0	0	conjoined:4;direct_object:1;subject:1				7:133:4;29:14:18
ط و ق	طاق	NOUN_ABSTRACT	2	0	0	0	0	prep_complement:4;particle_complement:2;adverbial:1			لـ:2;بـ:2	2:249:49;2:286:41
ط و ل	طول	NOUN_ABSTRACT	2	0	0	0	0	direct_object:1;accusative_specification:1				4:25:6;17:37:15
ط و ل	طول	NOUN_CONCRETE	2	2	0	0	0	idafa:2	أ و ل:1;ذ و و:1			9:86:15;40:3:9
ط و ل	طويل	ADJ_QUALIT	2	0	0	0	0	adjective:2				73:7:6;76:26:10
ط و ي	طوى	NOUN_PROP	2	0	0	0	0	apposition:2				20:12:11;79:16:7
ط و ي	طي	GERUND	1	0	1	0	1	prep_complement:1;idafa:1			كـ:1	21:104:5
ط و ي	مطوي	NOUN_PASSIVE_PART	1	0	0	0	0	predication:1;conjoined:1;prep_complement:1			بـ:1	39:67:15
ط ي ب	طوبى	NOUN_ABSTRACT	1	0	0	0	0	predication:1;prep_complement:1;conjoined:1			لـ:1	13:29:6
ط ي ب	طيب	ADJ_QUALIT	28	0	0	0	6	adjective:17;prep_complement:10;predication:4;conjoined:2;circumstantial:1			مِن:4;لـ:4;بـ:1;إِلَى:1	2:168:9;3:38:12;3:179:15;4:2:10;4:43:46;5:6:53;5:88:7;5:100:6;7:32:11;7:58:3
ط ي ب	طيب	NOUN_ABSTRACT	18	0	6	0	12	prep_complement:12;idafa:6;direct_object:4;subject:3;conjoined:2			مِن:12	2:57:13;2:172:7;2:267:7;4:160:9;5:4:9;5:5:4;5:87:7;7:157:25;7:160:42;8:26:22
ط ي ر	طائر	NOUN_ABSTRACT	4	2	2	0	0	idafa:4;predication:3;quoted_complement:2;direct_object:1				7:131:20;17:13:5;27:47:9;36:19:2
ط ي ر	طائر	NOUN_CONCRETE	1	0	0	0	0	conjoined:1;subject:1				6:38:9
ط ي ر	طير	NOUN_CONCRETE	19	4	0	1	3	circumstantial:6;idafa:4;conjoined:4;prep_complement:3;subject:3;direct_object:3;kana_predicate:2;adverbial:1;adjective:1	ه ي أ:2;ن ط ق:1;ل ح م:1	أ ب ل:1	إِلَى:2;مِن:1	2:260:26;3:49:20;3:49:26;5:110:42;5:110:50;12:36:22;12:41:17;16:79:4;21:79:17;22:31:19
ط ي ر	مستطير	NOUN_ACTIVE_PART	1	0	0	0	0	kana_predicate:1				76:7:9
ط ي ن	طين	NOUN_CONCRETE	12	0	0	1	11	prep_complement:11;circumstantial:1;accusative_specification:1;adjective:1		ل ز ب:1	مِن:10;عَلَى:1	3:49:17;5:110:39;6:2:5;7:12:18;17:61:18;23:12:9;28:38:19;32:7:11;37:11:12;38:71:10
ظ ع ن	ظعن	GERUND	1	1	0	0	0	idafa:1	ي و م:1			16:80:17
ظ ف ر	ظفر	NOUN_CONCRETE	1	1	0	0	0	idafa:1	ذ و و:1			6:146:8
ظ ل ل	ظل	NOUN_ABSTRACT	9	1	0	3	2	adjective:3;prep_complement:3;direct_object:2;conjoined:2;idafa:1	ي و م:1	م د د:1;ذ و و:1	إِلَى:2;مِن:1	4:57:23;13:35:13;25:45:7;26:189:7;28:24:8;35:21:3;56:30:2;56:43:2;77:30:3
ظ ل ل	ظل	NOUN_CONCRETE	1	0	0	0	0	predication:1				7:171:7
ظ ل ل	ظلال	NOUN_ABSTRACT	6	1	1	0	2	predication:3;conjoined:2;prep_complement:2;idafa:2;subject:1;direct_object:1			فِي:2	13:15:14;16:48:11;16:81:7;36:56:5;76:14:4;77:41:4
ظ ل ل	ظلل	NOUN_ABSTRACT	4	0	0	0	2	prep_complement:7;conjoined:2;predication:2			مِن:4;فِي:1;كـ:1;لـ:1	2:210:8;31:32:6;39:16:5;39:16:11
ظ ل ل	ظليل	ADJ_INTENS	2	0	0	0	0	adjective:1				4:57:24;77:31:2
ظ ل م	أظلم	ADJ_COMP	16	0	0	0	0	predication:15;prep_complement:14;kana_predicate:1;conjoined:1			مِن:14	2:114:3;2:140:24;6:21:3;6:93:3;6:144:29;6:157:24;7:37:3;10:17:3;11:18:3;18:15:15
ظ ل م	ظالم	NOUN_ACTIVE_PART	135	6	2	1	29	predication:38;prep_complement:37;adjective:25;direct_object:16;kana_predicate:15;subject:14;idafa:8;particle_complement:7;circumstantial:4;adverbial:2	ج ز ي:2;ع ق ب:2;ث و ي:1;ب ع ض:1	ب ي ن:1	لـ:15;مِن:11;بـ:5;عَلَى:3;فِي:3	2:35:24;2:51:14;2:92:15;2:95:13;2:124:24;2:145:42;2:193:20;2:229:55;2:246:62;2:254:25
ظ ل م	ظلام	ADJ_INTENS	5	0	0	0	5	prep_complement:10;kana_predicate:3;predication:2			بـ:5;لـ:5	3:182:11;8:51:11;22:10:11;41:46:16;50:29:9
