unit_id	sura	ayah	wid	word_unit_id	surface	stem	root_norm	form_tag	grammar	has_idafa_dependent	has_idafa_head	has_adjective	has_prep_complement	dependent_attachment_ids	head_attachment_ids	modifier_attachment_ids	prep_attachment_ids	attachment_count	high_count	low_count
ae:v3:s025:035:noun:12	25	35	12	q:25:35:12	وَزِيرَاً	وزير	و ز ر	NOUN_CONCRETE	noun, accusative indefinite (tanwīn), functioning as second complement (ḥāl or mafʿūl thānī) of jaʿalnā	0	0	0	0	ae:v3:s025:035:pass1:attach:a9				1	1	0
ae:v3:s025:036:noun:5	25	36	5	q:25:36:5	الْقَوْمِ	قوم	ق و م	NOUN_CONCRETE	noun, masculine genitive definite (governed by ilā); collective noun for a group of people	0	0	1	1	ae:v3:s025:036:pass1:attach:a2	ae:v3:s025:036:pass1:attach:a3	ae:v3:s025:036:pass1:attach:a3	ae:v3:s025:036:pass1:attach:a2	2	2	0
ae:v3:s025:036:noun:9	25	36	9	q:25:36:9	بِآيَاتِنَا	آي	أ ي ي	NOUN_ABSTRACT	noun, feminine plural genitive (governed by bi-); with 1st person plural possessive pronoun -nā; from ʾ-y-y	1	1	0	1	ae:v3:s025:036:pass1:attach:a4;ae:v3:s025:036:pass1:attach:a5	ae:v3:s025:036:pass1:attach:a5		ae:v3:s025:036:pass1:attach:a4	3	3	0
ae:v3:s025:036:noun:12	25	36	12	q:25:36:12	تَدْمِيرَاً	تدمير	د م ر	GERUND	verbal noun (maṣdar), accusative indefinite; cognate accusative (mafʿūl muṭlaq) reinforcing the verb dammara	0	0	0	0	ae:v3:s025:036:pass1:attach:a7				1	1	0
ae:v3:s025:037:noun:2	25	37	2	q:25:37:2	وَقَوْمَ	قوم	ق و م	NOUN_CONCRETE	noun, masculine accusative singular; accusative as object of elided verb or grammatical continuation from prior context	0	1	0	0	ae:v3:s025:037:pass1:attach:a4	ae:v3:s025:037:pass1:attach:a1			2	1	0
ae:v3:s025:037:noun:3	25	37	3	q:25:37:3	نُوحٍ	نوح	ن و ح	NOUN_PROP_FOREIGN	proper noun, masculine genitive (muḍāf ilayhi); foreign origin (NOUN_PROP_FOREIGN); tanwīn indicates partial declension	1	0	0	0	ae:v3:s025:037:pass1:attach:a1				1	1	0
ae:v3:s025:037:noun:6	25	37	6	q:25:37:6	الرُّسُلَ	رسل	ر س ل	NOUN_CONCRETE	noun, masculine accusative plural definite, direct object of kadhdhabū; from r-s-l = to send	0	0	0	0	ae:v3:s025:037:pass1:attach:a3				1	1	0
ae:v3:s025:037:noun:11	25	37	11	q:25:37:11	لِلنَّاسِ	ناس	أ ن س	NOUN_CONCRETE	noun, masculine genitive plural definite; object of preposition li; from ʾ-n-s = to be sociable, to perceive	0	0	0	1	ae:v3:s025:037:pass1:attach:a8			ae:v3:s025:037:pass1:attach:a8	1	1	0
ae:v3:s025:037:noun:12	25	37	12	q:25:37:12	آيَةً	آي	أ ي ي	NOUN_ABSTRACT	noun, feminine accusative singular indefinite; second object of jaʿalnāhum; from ʾ-y-y	0	0	0	0	ae:v3:s025:037:pass1:attach:a9				1	1	0
ae:v3:s025:037:noun:16	25	37	16	q:25:37:16	لِلظَّالِمِينَ	ظالم	ظ ل م	NOUN_ACTIVE_PART	active participle, masculine genitive plural definite; object of preposition li; from ẓ-l-m = to wrong, to be unjust	0	0	0	1	ae:v3:s025:037:pass1:attach:a11			ae:v3:s025:037:pass1:attach:a11	1	1	0
ae:v3:s025:037:noun:17	25	37	17	q:25:37:17	عَذَابَاً	عذاب	ع ذ ب	NOUN_ABSTRACT	noun, masculine accusative singular indefinite; direct object of aʿtadnā; from ʿ-dh-b	0	0	1	0	ae:v3:s025:037:pass1:attach:a12	ae:v3:s025:037:pass1:attach:a13	ae:v3:s025:037:pass1:attach:a13		2	2	0
ae:v3:s025:037:noun:18	25	37	18	q:25:37:18	أَلِيمَاً	أليم	أ ل م	ADJ_QUALIT	adjective, masculine accusative singular indefinite; qualifies ʿadhāban; intensive form (faʿīl) from ʾ-l-m = pain	0	0	0	0	ae:v3:s025:037:pass1:attach:a13				1	1	0
ae:v3:s025:038:noun:2	25	38	2	q:25:38:2	وَعَادَاً	عاد	ع و د	NOUN_PROP	proper noun, accusative indefinite (tanwīn); direct object of elided verb (ahlaknā); diptote name receiving tanwīn here	0	0	0	0		ae:v3:s025:038:pass1:attach:a1;ae:v3:s025:038:pass1:attach:a2;ae:v3:s025:038:pass1:attach:a4			3	3	0
ae:v3:s025:038:noun:4	25	38	4	q:25:38:4	وَثَمُودَ	ثمود	ث م و د	NOUN_PROP	proper noun, accusative; direct object coordinate with ʿĀdan; diptote (no tanwīn in standard reading)	0	0	0	0	ae:v3:s025:038:pass1:attach:a1				1	1	0
ae:v3:s025:038:noun:6	25	38	6	q:25:38:6	وَأَصْحَابَ	أصحاب	ص ح ب	NOUN_ACTIVE_PART	noun, accusative definite (in construct state with al-Rass); active participle pattern (fuʿʿāl) used as noun; plural of ṣāḥib	0	1	0	0	ae:v3:s025:038:pass1:attach:a2	ae:v3:s025:038:pass1:attach:a3			2	2	0
ae:v3:s025:038:noun:7	25	38	7	q:25:38:7	الرَّسِّ	رس	ر س س	NOUN_PROP	proper noun, genitive definite; second element of construct (aṣḥāb al-Rass); occurs only here and in 50:12	1	0	0	0	ae:v3:s025:038:pass1:attach:a3				1	1	0
ae:v3:s025:038:noun:9	25	38	9	q:25:38:9	وَقُرُونَاً	قرون	ق ر ن	NOUN_ABSTRACT	noun, accusative indefinite (tanwīn); plural of qarn; direct object coordinate with ʿĀdan/Thamūda	0	0	1	0	ae:v3:s025:038:pass1:attach:a4	ae:v3:s025:038:pass1:attach:a5;ae:v3:s025:038:pass1:attach:a7	ae:v3:s025:038:pass1:attach:a7		3	3	0
ae:v3:s025:038:noun:12	25	38	12	q:25:38:12	كَثِيرَاً	كثير	ك ث ر	ADJ_QUALIT	adjective, accusative indefinite (tanwīn); modifies qurūnan (agreement in case and indefiniteness); qualitative adjective in post-position	0	0	0	0	ae:v3:s025:038:pass1:attach:a7				1	1	0
ae:v3:s025:039:noun:2	25	39	2	q:25:39:2	وَكُلَّاً	كل	ك ل ل	NOUN_ABSTRACT	noun (ism), accusative indefinite (manṣūb, tanwīn), fronted object (mafʿūl bihi muqaddam) of ḍarabnā	0	0	0	0	ae:v3:s025:039:pass1:attach:a1				1	1	0
ae:v3:s025:039:noun:5	25	39	5	q:25:39:5	الْأَمْثَالَ	أمثال	م ث ل	NOUN_ABSTRACT	noun (ism), definite (al-), accusative (manṣūb), plural of mathal, second object of ḍarabnā	0	0	0	0	ae:v3:s025:039:pass1:attach:a3				1	1	0
ae:v3:s025:039:noun:7	25	39	7	q:25:39:7	وَكُلَّاً	كل	ك ل ل	NOUN_ABSTRACT	noun (ism), accusative indefinite (manṣūb, tanwīn), fronted object (mafʿūl bihi muqaddam) of tabbarnā	0	0	0	0	ae:v3:s025:039:pass1:attach:a5				1	1	0
ae:v3:s025:039:noun:9	25	39	9	q:25:39:9	تَتْبِيرَاً	تتبير	ت ب ر	GERUND	verbal noun (maṣdar), Form II, accusative indefinite (manṣūb, tanwīn), cognate accusative (mafʿūl muṭlaq) reinforcing tabbarnā	0	0	0	0	ae:v3:s025:039:pass1:attach:a6				1	1	0
ae:v3:s025:040:noun:6	25	40	6	q:25:40:6	الْقَرْيَةِ	قري	ق ر ي	NOUN_CONCRETE	noun (ism), definite (al-), genitive singular feminine (majrūr by ʿalā), concrete	0	0	1	1	ae:v3:s025:040:pass1:attach:a1	ae:v3:s025:040:pass1:attach:a2	ae:v3:s025:040:pass1:attach:a2	ae:v3:s025:040:pass1:attach:a1	2	2	0
ae:v3:s025:040:noun:9	25	40	9	q:25:40:9	مَطَرَ	مطر	م ط ر	NOUN_CONCRETE	noun (ism), accusative singular masculine (cognate accusative / mafʿūl muṭlaq), indefinite in construct (muḍāf to al-sawʾ)	0	1	0	0	ae:v3:s025:040:pass1:attach:a3	ae:v3:s025:040:pass1:attach:a4			2	2	0
ae:v3:s025:040:noun:10	25	40	10	q:25:40:10	السَّوْءِ	سوء	س و أ	NOUN_ABSTRACT	noun (ism), definite (al-), genitive singular masculine (majrūr as muḍāf ilayh), abstract	1	0	0	0	ae:v3:s025:040:pass1:attach:a4				1	1	0
ae:v3:s025:040:noun:19	25	40	19	q:25:40:19	نُشُورَاً	نشور	ن ش ر	GERUND	verbal noun / gerund (maṣdar), accusative singular masculine (manṣūb as object of yarjūna), indefinite with tanwīn	0	0	0	0	ae:v3:s025:040:pass1:attach:a8				1	1	0
ae:v3:s025:041:noun:7	25	41	7	q:25:41:7	هُزُوَاً	هزو	ه ز أ	GERUND	verbal noun (maṣdar), accusative indefinite; second object of yattakhidhūnaka (object complement); Form I gerund	0	0	0	0	ae:v3:s025:041:pass1:attach:a3				1	1	0
ae:v3:s025:041:noun:11	25	41	11	q:25:41:11	اللَّهُ	له	أ ل ه	NOUN_PROP	proper noun, nominative; subject of baʿatha	0	0	0	0	ae:v3:s025:041:pass1:attach:a6				1	1	0
ae:v3:s025:041:noun:12	25	41	12	q:25:41:12	رَسُولَاً	رسول	ر س ل	NOUN_CONCRETE	"noun, accusative indefinite; second object / ḥāl (circumstantial accusative) of baʿatha — ""sent him as a messenger"""	0	0	0	0	ae:v3:s025:041:pass1:attach:a7				1	1	0
ae:v3:s025:042:noun:6	25	42	6	q:25:42:6	آلِهَتِنَا	آله	أ ل ه	NOUN_CONCRETE	noun (ism), definite by possessive pronoun -nā, genitive plural feminine (majrūr by ʿan), concrete	1	1	0	1	ae:v3:s025:042:pass1:attach:a3;ae:v3:s025:042:pass1:attach:a4	ae:v3:s025:042:pass1:attach:a4		ae:v3:s025:042:pass1:attach:a3	3	3	0
ae:v3:s025:042:noun:16	25	42	16	q:25:42:16	الْعَذَابَ	عذاب	ع ذ ب	GERUND	verbal noun (gerund/maṣdar), definite (al-), accusative singular masculine (manṣūb as mafʿūl bih of yarawna)	0	0	0	0	ae:v3:s025:042:pass1:attach:a8				1	1	0
ae:v3:s025:042:noun:18	25	42	18	q:25:42:18	أَضَلُّ	أضل	ض ل ل	ADJ_COMP	elative adjective (ism tafḍīl / ADJ_COMP), nominative as predicate of the interrogative man, comparative degree	0	0	0	0	ae:v3:s025:042:pass1:attach:a10	ae:v3:s025:042:pass1:attach:a11			2	2	0
ae:v3:s025:042:noun:19	25	42	19	q:25:42:19	سَبِيلَاً	سبيل	س ب ل	NOUN_ABSTRACT	noun (ism), indefinite, accusative singular masculine (manṣūb as tamyīz — specification of ʾaḍallu)	0	0	0	0	ae:v3:s025:042:pass1:attach:a11				1	1	0
ae:v3:s025:043:noun:4	25	43	4	q:25:43:4	إِلَهَهُ	إله	أ ل ه	NOUN_CONCRETE	noun (ism), accusative singular masculine (manṣūb as 1st/2nd object of ittakhadha), with 3ms possessive pronoun -hū	1	1	0	0	ae:v3:s025:043:pass1:attach:a2;ae:v3:s025:043:pass1:attach:a4	ae:v3:s025:043:pass1:attach:a4			3	3	0
ae:v3:s025:043:noun:5	25	43	5	q:25:43:5	هَوَاهُ	هوا	ه و ي	GERUND	verbal noun / gerund (maṣdar), accusative singular masculine (manṣūb as 1st/2nd object of ittakhadha), with 3ms possessive pronoun -hū	1	1	0	0	ae:v3:s025:043:pass1:attach:a3;ae:v3:s025:043:pass1:attach:a5	ae:v3:s025:043:pass1:attach:a5			3	3	0
ae:v3:s025:043:noun:10	25	43	10	q:25:43:10	وَكِيلَاً	وكيل	و ك ل	ADJ_QUALIT	adjective (ṣifa), accusative singular masculine (manṣūb as predicate of takūnu), indefinite with tanwīn	0	0	0	0	ae:v3:s025:043:pass1:attach:a8	ae:v3:s025:043:pass1:attach:a7			2	2	0
ae:v3:s025:044:noun:4	25	44	4	q:25:44:4	أَكْثَرَهُمْ	أكثر	ك ث ر	ADJ_COMP	comparative adjective (ism tafḍīl), accusative (manṣūb, ism ʾanna), with 3mp pronoun suffix	1	1	0	0	ae:v3:s025:044:pass1:attach:a2;ae:v3:s025:044:pass1:attach:a3;ae:v3:s025:044:pass1:attach:a5;ae:v3:s025:044:pass1:attach:a8	ae:v3:s025:044:pass1:attach:a3			5	5	0
ae:v3:s025:044:noun:12	25	44	12	q:25:44:12	كَالْأَنْعَامِ	أنعام	ن ع م	NOUN_CONCRETE	noun (ism), definite (al-), genitive singular (majrūr by ka), concrete, plural (broken plural of naʿam)	0	0	0	1	ae:v3:s025:044:pass1:attach:a9;ae:v3:s025:044:pass1:attach:a10			ae:v3:s025:044:pass1:attach:a9	2	2	0
ae:v3:s025:044:noun:15	25	44	15	q:25:44:15	أَضَلُّ	أضل	ض ل ل	ADJ_COMP	comparative adjective (ism tafḍīl), nominative (marfūʿ, khabar of hum), from the root ḍ-l-l	0	0	0	0	ae:v3:s025:044:pass1:attach:a11	ae:v3:s025:044:pass1:attach:a12			2	2	0
ae:v3:s025:044:noun:16	25	44	16	q:25:44:16	سَبِيلَاً	سبيل	س ب ل	NOUN_ABSTRACT	noun (ism), indefinite accusative (tamyīz — specifying the domain of the comparative), abstract	0	0	0	0	ae:v3:s025:044:pass1:attach:a12				1	1	0
ae:v3:s025:045:noun:4	25	45	4	q:25:45:4	رَبِّكَ	رب	ر ب ب	NOUN_CONCRETE	noun (ism), definite (by iḍāfa with -ka), genitive singular masculine (majrūr by ʾilā), with 2ms possessive suffix	1	1	0	1	ae:v3:s025:045:pass1:attach:a1;ae:v3:s025:045:pass1:attach:a2	ae:v3:s025:045:pass1:attach:a2		ae:v3:s025:045:pass1:attach:a1	3	3	0
ae:v3:s025:045:noun:7	25	45	7	q:25:45:7	الظِّلَّ	ظل	ظ ل ل	NOUN_ABSTRACT	noun (ism), definite (al-), accusative singular masculine (mafʿūl bihi of madda), abstract	0	0	0	0	ae:v3:s025:045:pass1:attach:a5				1	1	0
ae:v3:s025:045:noun:13	25	45	13	q:25:45:13	سَاكِنَاً	ساكن	س ك ن	NOUN_ACTIVE_PART	active participle (ism fāʿil), Form I, accusative singular masculine indefinite (complement of jaʿalahu), describing the state the shadow would have been in	0	0	0	0	ae:v3:s025:045:pass1:attach:a7				1	1	0
ae:v3:s025:045:noun:16	25	45	16	q:25:45:16	الشَّمْسَ	شمس	ش م س	NOUN_CONCRETE	noun (ism), definite (al-), accusative singular feminine (first mafʿūl of jaʿalnā), concrete	0	0	0	0	ae:v3:s025:045:pass1:attach:a8				1	1	0
ae:v3:s025:045:noun:18	25	45	18	q:25:45:18	دَلِيلَاً	دليل	د ل ل	NOUN_ABSTRACT	noun (ism), accusative singular masculine indefinite (second mafʿūl of jaʿalnā, complement describing al-shams), abstract	0	0	0	0	ae:v3:s025:045:pass1:attach:a10	ae:v3:s025:045:pass1:attach:a9			2	2	0
ae:v3:s025:046:noun:4	25	46	4	q:25:46:4	قَبْضَاً	قبض	ق ب ض	GERUND	verbal noun (maṣdar), accusative indefinite; cognate accusative (mafʿūl muṭlaq) of qabaḍa; qualifies the manner of the withdrawal	0	0	1	0	ae:v3:s025:046:pass1:attach:a3	ae:v3:s025:046:pass1:attach:a4	ae:v3:s025:046:pass1:attach:a4		2	2	0
ae:v3:s025:046:noun:5	25	46	5	q:25:46:5	يَسِيرَاً	يسير	ي س ر	ADJ_QUALIT	qualitative adjective, accusative indefinite; modifies qabḍan; from y-s-r (ease/facility); faʿīl pattern	0	0	0	0	ae:v3:s025:046:pass1:attach:a4				1	1	0
ae:v3:s025:047:noun:6	25	47	6	q:25:47:6	اللَّيْلَ	ليل	ل ي ل	NOUN_ABSTRACT	noun (ism), definite (al-), accusative singular masculine (naṣb, first object of jaʿala), abstract	0	0	0	0	ae:v3:s025:047:pass1:attach:a3	ae:v3:s025:047:pass1:attach:a7			2	2	0
ae:v3:s025:047:noun:7	25	47	7	q:25:47:7	لِبَاسَاً	لباس	ل ب س	NOUN_ABSTRACT	noun (ism), indefinite, accusative singular masculine (naṣb, second object / complement of jaʿala), abstract	0	0	0	0	ae:v3:s025:047:pass1:attach:a4	ae:v3:s025:047:pass1:attach:a8			2	2	0
ae:v3:s025:047:noun:9	25	47	9	q:25:47:9	وَالنَّوْمَ	نوم	ن و م	GERUND	noun (gerund/maṣdar), definite (al-), accusative singular masculine (naṣb, first object of implied jaʿala), from n-w-m	0	0	0	0	ae:v3:s025:047:pass1:attach:a5;ae:v3:s025:047:pass1:attach:a7				2	2	0
ae:v3:s025:047:noun:10	25	47	10	q:25:47:10	سُبَاتَاً	سبات	س ب ت	GERUND	noun (gerund/maṣdar), indefinite, accusative singular masculine (naṣb, second object / complement), from s-b-t	0	0	0	0	ae:v3:s025:047:pass1:attach:a6;ae:v3:s025:047:pass1:attach:a8				2	2	0
ae:v3:s025:047:noun:13	25	47	13	q:25:47:13	النَّهَارَ	نهار	ن ه ر	NOUN_ABSTRACT	noun (ism), definite (al-), accusative singular masculine (naṣb, first object of jaʿala), abstract	0	0	0	0	ae:v3:s025:047:pass1:attach:a9				1	1	0
ae:v3:s025:047:noun:14	25	47	14	q:25:47:14	نُشُورَاً	نشور	ن ش ر	GERUND	noun (gerund/maṣdar), indefinite, accusative singular masculine (naṣb, second object / complement of jaʿala), from n-sh-r	0	0	0	0	ae:v3:s025:047:pass1:attach:a10				1	1	0
ae:v3:s025:048:noun:5	25	48	5	q:25:48:5	الرِّيَاحَ	رياح	ر و ح	NOUN_ABSTRACT	noun, accusative definite plural, direct object of arsala; broken plural of rīḥ (wind); from root r-w-ḥ	0	0	0	0	ae:v3:s025:048:pass1:attach:a2				1	1	0
ae:v3:s025:048:noun:6	25	48	6	q:25:48:6	بُشْرَاً	بشر	ب ش ر	NOUN_ABSTRACT	noun, accusative indefinite, circumstantial adverb (ḥāl) describing the manner of the winds' sending; masdar or noun of kind from b-sh-r	0	0	0	0	ae:v3:s025:048:pass1:attach:a3				1	1	0
ae:v3:s025:048:noun:8	25	48	8	q:25:48:8	يَدَيْ	يد	ي د ي	NOUN_CONCRETE	noun, genitive dual construct, second element of bayna yaday idiom; refers to raḥmatihi (His mercy)	1	1	0	0	ae:v3:s025:048:pass1:attach:a5	ae:v3:s025:048:pass1:attach:a6			2	2	0
ae:v3:s025:048:noun:9	25	48	9	q:25:48:9	رَحْمَتِهِ	رحم	ر ح م	GERUND	gerund/masdar, genitive singular feminine, in construct with yaday; possessive pronoun -hī refers to God	1	1	0	0	ae:v3:s025:048:pass1:attach:a6;ae:v3:s025:048:pass1:attach:a7	ae:v3:s025:048:pass1:attach:a7			3	3	0
ae:v3:s025:048:noun:13	25	48	13	q:25:48:13	السَّمَاءِ	سماء	س م و	NOUN_CONCRETE	noun, genitive singular definite, object of preposition min; from root s-m-w (to be high/elevated)	0	0	0	1	ae:v3:s025:048:pass1:attach:a8			ae:v3:s025:048:pass1:attach:a8	1	1	0
ae:v3:s025:048:noun:14	25	48	14	q:25:48:14	مَاءً	ماء	م و ه	NOUN_CONCRETE	noun, accusative singular indefinite, direct object of anzalnā; from root m-w-h; the universal substance	0	0	1	0	ae:v3:s025:048:pass1:attach:a9	ae:v3:s025:048:pass1:attach:a10	ae:v3:s025:048:pass1:attach:a10		2	2	0
ae:v3:s025:048:noun:15	25	48	15	q:25:48:15	طَهُورَاً	طهور	ط ه ر	ADJ_INTENS	intensive adjective (faʿūl pattern), accusative indefinite, adjective modifying māʾan; from root ṭ-h-r	0	0	0	0	ae:v3:s025:048:pass1:attach:a10				1	1	0
ae:v3:s025:049:noun:4	25	49	4	q:25:49:4	بَلْدَةً	بلد	ب ل د	NOUN_CONCRETE	noun, accusative indefinite (direct object of nuḥyiya); feminine singular of balad	0	0	1	0	ae:v3:s025:049:pass1:attach:a2	ae:v3:s025:049:pass1:attach:a3	ae:v3:s025:049:pass1:attach:a3		2	2	0
ae:v3:s025:049:noun:5	25	49	5	q:25:49:5	مَيْتَاً	ميت	م و ت	ADJ_QUALIT	adjective, accusative indefinite, qualifying baldatan; masculine form modifying feminine noun (semantic agreement with the land as a whole)	0	0	0	0	ae:v3:s025:049:pass1:attach:a3				1	1	0
ae:v3:s025:049:noun:10	25	49	10	q:25:49:10	أَنْعَامَاً	أنعام	ن ع م	NOUN_CONCRETE	noun, accusative indefinite; object of khalaqnā or explicative apposition to mā; plural broken form of naʿam	0	0	0	0	ae:v3:s025:049:pass1:attach:a8	ae:v3:s025:049:pass1:attach:a9			2	2	0
ae:v3:s025:049:noun:12	25	49	12	q:25:49:12	وَأَنَاسِيَّ	أناس	أ ن س	NOUN_RELATIVE	noun, accusative indefinite; broken plural of insiyy or insān; coordinated with anʿām as second object	0	0	1	0	ae:v3:s025:049:pass1:attach:a9;ae:v3:s025:049:pass1:attach:a10	ae:v3:s025:049:pass1:attach:a11	ae:v3:s025:049:pass1:attach:a11		3	3	0
ae:v3:s025:049:noun:13	25	49	13	q:25:49:13	كَثِيرَاً	كثير	ك ث ر	ADJ_QUALIT	adjective, accusative indefinite; modifying anāsiyy (or both anʿām and anāsiyy); qualitative adjective	0	0	0	0	ae:v3:s025:049:pass1:attach:a11				1	1	0
ae:v3:s025:050:noun:10	25	50	10	q:25:50:10	أَكْثَرُ	أكثر	ك ث ر	ADJ_COMP	comparative/superlative adjective (ADJ_COMP); nominative, subject of abā; in iḍāfa with al-nāsi	0	1	0	0	ae:v3:s025:050:pass1:attach:a4	ae:v3:s025:050:pass1:attach:a5			2	2	0
ae:v3:s025:050:noun:11	25	50	11	q:25:50:11	النَّاسِ	ناس	أ ن س	NOUN_CONCRETE	noun, genitive (in iḍāfa with aktharu); definite with al-; NOUN_CONCRETE	1	0	0	0	ae:v3:s025:050:pass1:attach:a5				1	1	0
ae:v3:s025:050:noun:13	25	50	13	q:25:50:13	كُفُورَاً	كفور	ك ف ر	ADJ_INTENS	intensive adjective (ADJ_INTENS); accusative, object of exception after illā; indefinite with tanwīn; pattern fuʿūl	0	0	0	0	ae:v3:s025:050:pass1:attach:a6				1	1	0
ae:v3:s025:051:noun:7	25	51	7	q:25:51:7	كُلِّ	كل	ك ل ل	NOUN_ABSTRACT	noun (ism), genitive singular masculine (majrūr by fī), in construct state (muḍāf to qaryatin), abstract/quantifier	0	1	0	1	ae:v3:s025:051:pass1:attach:a2	ae:v3:s025:051:pass1:attach:a3		ae:v3:s025:051:pass1:attach:a2	2	2	0
ae:v3:s025:051:noun:8	25	51	8	q:25:51:8	قَرْيَةٍ	قري	ق ر ي	NOUN_CONCRETE	noun (ism), indefinite, genitive singular feminine (majrūr as muḍāf ilayh of kull), concrete	1	0	0	0	ae:v3:s025:051:pass1:attach:a3				1	1	0
ae:v3:s025:051:noun:9	25	51	9	q:25:51:9	نَذِيرَاً	نذير	ن ذ ر	ADJ_INTENS	adjective intensive (ṣīghat mubālaghah, faʿīl pattern), accusative singular masculine (mafʿūl bih of baʿathnā), indefinite	0	0	0	0	ae:v3:s025:051:pass1:attach:a1				1	1	0
ae:v3:s025:052:noun:4	25	52	4	q:25:52:4	الْكَافِرِينَ	كافر	ك ف ر	NOUN_ACTIVE_PART	noun, active participle (fāʿil pattern), masculine plural, accusative definite; object of tuṭiʿ	0	0	0	0	ae:v3:s025:052:pass1:attach:a1				1	1	0
ae:v3:s025:052:noun:8	25	52	8	q:25:52:8	جِهَادَاً	جهاد	ج ه د	GERUND	verbal noun (maṣdar), indefinite accusative; cognate accusative (mafʿūl muṭlaq) reinforcing the verb jāhid	0	0	1	0	ae:v3:s025:052:pass1:attach:a5	ae:v3:s025:052:pass1:attach:a6	ae:v3:s025:052:pass1:attach:a6		2	2	0
ae:v3:s025:052:noun:9	25	52	9	q:25:52:9	كَبِيرَاً	كبير	ك ب ر	ADJ_QUALIT	adjective (ṣifa), qualitative, indefinite accusative; modifying jihādan — masculine singular matching the verbal noun	0	0	0	0	ae:v3:s025:052:pass1:attach:a6				1	1	0
ae:v3:s025:053:noun:5	25	53	5	q:25:53:5	الْبَحْرَيْنِ	بحرين	ب ح ر	NOUN_PROP	noun, dual masculine, accusative/genitive (oblique); direct object of maraja; definite with al-	0	0	0	0	ae:v3:s025:053:pass1:attach:a2				1	1	0
ae:v3:s025:053:noun:7	25	53	7	q:25:53:7	عَذْبٌ	عذب	ع ذ ب	ADJ_QUALIT	qualitative adjective, masculine singular, nominative indefinite; predicate describing the first sea	0	0	1	0	ae:v3:s025:053:pass1:attach:a3	ae:v3:s025:053:pass1:attach:a4	ae:v3:s025:053:pass1:attach:a4		2	2	0
ae:v3:s025:053:noun:8	25	53	8	q:25:53:8	فُرَاتٌ	فرات	ف ر ت	NOUN_CONCRETE	concrete noun used adjectivally, masculine singular, nominative indefinite; second predicate intensifying ʿadhb	0	0	0	0	ae:v3:s025:053:pass1:attach:a4				1	1	0
ae:v3:s025:053:noun:11	25	53	11	q:25:53:11	مِلْحٌ	ملح	م ل ح	NOUN_CONCRETE	concrete noun used predicatively, masculine singular, nominative indefinite; predicate of second sea	0	0	1	0	ae:v3:s025:053:pass1:attach:a5	ae:v3:s025:053:pass1:attach:a6	ae:v3:s025:053:pass1:attach:a6		2	2	0
ae:v3:s025:053:noun:12	25	53	12	q:25:53:12	أُجَاجٌ	أجاج	أ ج ج	NOUN_ABSTRACT	abstract noun used adjectivally, masculine singular, nominative indefinite; second predicate intensifying milḥ	0	0	0	0	ae:v3:s025:053:pass1:attach:a6				1	1	0
ae:v3:s025:053:noun:16	25	53	16	q:25:53:16	بَرْزَخَاً	برزخ	ب ر ز خ	NOUN_CONCRETE	concrete noun, accusative indefinite singular; direct object of jaʿala; quadriliteral root	0	0	0	0	ae:v3:s025:053:pass1:attach:a8	ae:v3:s025:053:pass1:attach:a9			2	2	0
ae:v3:s025:053:noun:18	25	53	18	q:25:53:18	وَحِجْرَاً	حجر	ح ج ر	NOUN_ABSTRACT	abstract noun, accusative indefinite singular; second object of jaʿala, coordinated with barzakhan	0	0	1	0	ae:v3:s025:053:pass1:attach:a9	ae:v3:s025:053:pass1:attach:a10	ae:v3:s025:053:pass1:attach:a10		2	2	0
ae:v3:s025:053:noun:19	25	53	19	q:25:53:19	مَحْجُورَاً	محجور	ح ج ر	NOUN_PASSIVE_PART	passive participle, masculine singular, accusative indefinite; adjective modifying ḥijran; same root as word 18	0	0	0	0	ae:v3:s025:053:pass1:attach:a10				1	1	0
ae:v3:s025:054:noun:6	25	54	6	q:25:54:6	الْمَاءِ	ماء	م و ه	NOUN_CONCRETE	noun (ism), definite with al-, genitive (majrūr by min), singular — the water as universal origin-substance	0	0	0	1	ae:v3:s025:054:pass1:attach:a2			ae:v3:s025:054:pass1:attach:a2	1	1	0
ae:v3:s025:054:noun:7	25	54	7	q:25:54:7	بَشَرَاً	بشر	ب ش ر	NOUN_CONCRETE	noun (ism), accusative singular (manṣūb as object of khalaqa), indefinite with tanwīn	0	0	0	0	ae:v3:s025:054:pass1:attach:a3				1	1	0
ae:v3:s025:054:noun:10	25	54	10	q:25:54:10	نَسَبَاً	نسب	ن س ب	NOUN_ABSTRACT	noun (ism), accusative singular (manṣūb as second object of jaʿala), indefinite with tanwīn	0	0	0	0	ae:v3:s025:054:pass1:attach:a5	ae:v3:s025:054:pass1:attach:a6			2	2	0
ae:v3:s025:054:noun:12	25	54	12	q:25:54:12	وَصِهْرَاً	صهر	ص ه ر	NOUN_ABSTRACT	noun (ism), accusative singular (manṣūb as second object of jaʿala, coordinated with nasaban), indefinite with tanwīn	0	0	0	0	ae:v3:s025:054:pass1:attach:a6				1	1	0
ae:v3:s025:054:noun:15	25	54	15	q:25:54:15	رَبُّكَ	رب	ر ب ب	NOUN_CONCRETE	noun (ism), nominative singular (marfūʿ as subject of kāna), definite by iḍāfa with 2ms pronoun -ka, construct state	0	0	0	0	ae:v3:s025:054:pass1:attach:a7				1	1	0
