unit_id	source_pass	source_rtype	source_local_id	sura	ayah	relation	status	confidence	evidence	reason	dep_wid	dep_unit_id	dep_surface	dep_root_norm	dep_form_tag	dep_part	head_wid	head_unit_id	head_surface	head_root_norm	head_form_tag	head_part	obj_type	prep_base	prep_wid	prep_unit_id	dep_start_wid	dep_end_wid	context	dep_clause_raw	dep_clause_unit_ids	head_clause_raw	head_clause_unit_ids	choice_set_raw	choice_relation
ae:v3:s025:012:pass1:attach:a5	pass1	ATTACH	a5	25	12	direct_object	syntactically_forced	high	case_government;local_syntax	تَغَيُّظًا is an accusative object heard by سَمِعُوا.	9	q:25:12:9	تَغَيُّظَاً	غ ي ظ	GERUND		6	q:25:12:6	سَمِعُوا	س م ع	PV		explicit												
ae:v3:s025:012:pass1:attach:a6	pass1	ATTACH	a6	25	12	conjoined	strongly_licensed	high	parallelism;local_syntax	زَفِيرًا is coordinated with تَغَيُّظًا by وَ.	11	q:25:12:11	وَزَفِيرَاً	ز ف ر	GERUND		9	q:25:12:9	تَغَيُّظَاً	غ ي ظ	GERUND														
ae:v3:s025:013:pass1:attach:a1	pass1	ATTACH	a1	25	13	prep_complement	strongly_licensed	medium	case_government;local_syntax	The pronoun in مِنْهَا is the governed complement of مِنْ with أُلْقُوا۟.	4	q:25:13:4				pronoun_suffix	3	q:25:13:3	أُلْقُوا	ل ق ي	PV_PASS			مِن	4	q:25:13:4									
ae:v3:s025:013:pass1:attach:a2	pass1	ATTACH	a2	25	13	adverbial	strongly_licensed	high	case_government;local_syntax	مَكَانًا is an accusative place adverbial for أُلْقُوا۟.	5	q:25:13:5	مَكَانَاً	ك و ن	NOUN_TIME_PLACE		3	q:25:13:3	أُلْقُوا	ل ق ي	PV_PASS														
ae:v3:s025:013:pass1:attach:a3	pass1	ATTACH	a3	25	13	adjective	strongly_licensed	high	agreement;local_syntax	ضَيِّقًا agrees with and qualifies مَكَانًا.	6	q:25:13:6	ضَيِّقَاً	ض ي ق	ADJ_QUALIT		5	q:25:13:5	مَكَانَاً	ك و ن	NOUN_TIME_PLACE														
ae:v3:s025:013:pass1:attach:a4	pass1	ATTACH	a4	25	13	circumstantial	strongly_licensed	high	case_government;local_syntax	مُّقَرَّنِينَ is the circumstantial state of those thrown by أُلْقُوا۟.	7	q:25:13:7	مُقَرَّنِينَ	ق ر ن	NOUN_PASSIVE_PART		3	q:25:13:3	أُلْقُوا	ل ق ي	PV_PASS														
ae:v3:s025:013:pass1:attach:a5	pass1	ATTACH	a5	25	13	adverbial	strongly_licensed	high	local_syntax	هُنَالِكَ locates the calling expressed by دَعَوْا۟.	9	q:25:13:9	هُنَالِكَ		DEM_PRON		8	q:25:13:8	دَعَوْا	د ع ع	PV														
ae:v3:s025:013:pass1:attach:a6	pass1	ATTACH	a6	25	13	cognate_acc	strongly_licensed	high	case_government;local_syntax	ثُبُورًا is the accusative cry invoked by دَعَوْا۟.	10	q:25:13:10	ثُبُورَاً	ث ب ر	GERUND		8	q:25:13:8	دَعَوْا	د ع ع	PV														
ae:v3:s025:014:pass1:attach:a1	pass1	ATTACH	a1	25	14	particle_complement	syntactically_forced	high	morphology;local_syntax	لَّا governs the jussive verb تَدْعُوا۟ as a prohibition.	2	q:25:14:2	تَدْعُوا	د ع ع	IV		1	q:25:14:1	لَا		NEG_PART														
ae:v3:s025:014:pass1:attach:a2	pass1	ATTACH	a2	25	14	adverbial	strongly_licensed	high	case_government;local_syntax	ٱلْيَوْمَ is the time adverbial for تَدْعُوا۟.	3	q:25:14:3	الْيَوْمَ	ي و م	ADV		2	q:25:14:2	تَدْعُوا	د ع ع	IV														
ae:v3:s025:014:pass1:attach:a3	pass1	ATTACH	a3	25	14	cognate_acc	strongly_licensed	high	case_government;local_syntax	ثُبُورًا is the accusative cry with تَدْعُوا۟.	4	q:25:14:4	ثُبُورَاً	ث ب ر	GERUND		2	q:25:14:2	تَدْعُوا	د ع ع	IV														
ae:v3:s025:014:pass1:attach:a4	pass1	ATTACH	a4	25	14	adjective	strongly_licensed	high	agreement;local_syntax	وَاحِدًا agrees with and qualifies ثُبُورًا.	5	q:25:14:5	وَاحِدَاً	و ح د	NOUN_NUM		4	q:25:14:4	ثُبُورَاً	ث ب ر	GERUND														
ae:v3:s025:014:pass1:attach:a5	pass1	ATTACH	a5	25	14	cognate_acc	strongly_licensed	high	case_government;local_syntax	ثُبُورًا is the accusative cry with ٱدْعُوا۟.	8	q:25:14:8	ثُبُورَاً	ث ب ر	GERUND		7	q:25:14:7	وَادْعُوا	د ع ع	CV														
ae:v3:s025:014:pass1:attach:a6	pass1	ATTACH	a6	25	14	adjective	strongly_licensed	high	agreement;local_syntax	كَثِيرًا agrees with and qualifies ثُبُورًا.	9	q:25:14:9	كَثِيرَاً	ك ث ر	ADJ_QUALIT		8	q:25:14:8	ثُبُورَاً	ث ب ر	GERUND														
ae:v3:s025:015:pass1:attach:a1	pass1	ATTACH	a1	25	15	quoted_complement	syntactically_forced	high	local_syntax	The full utterance أَذَلِكَ خَيْرٌ ... وَمَصِيرًا is the quoted content of قُلْ.	2	q:25:15:2	أَذَلِكَ		DEM_PRON		1	q:25:15:1	قُلْ	ق ل ل	CV						2	15		c2;c3;c4	ae:v3:s025:015:pass1:clause:c2;ae:v3:s025:015:pass1:clause:c3;ae:v3:s025:015:pass1:clause:c4				
ae:v3:s025:015:pass1:attach:a2	pass1	ATTACH	a2	25	15	predication	strongly_licensed	high	local_syntax;word_order	خَيْرٌ is predicated of أَذَلِكَ in the quoted question.	3	q:25:15:3	خَيْرٌ	خ ي ر	ADJ_COMP		2	q:25:15:2	أَذَلِكَ		DEM_PRON														
ae:v3:s025:015:pass1:attach:a3	pass1	ATTACH	a3	25	15	conjoined	strongly_licensed	high	parallelism;local_syntax	جَنَّةُ is the second member coordinated with أَذَلِكَ by أَمْ.	5	q:25:15:5	جَنَّةُ	ج ن ن	NOUN_CONCRETE		2	q:25:15:2	أَذَلِكَ		DEM_PRON														
ae:v3:s025:015:pass1:attach:a4	pass1	ATTACH	a4	25	15	idafa	syntactically_forced	high	morphology;local_syntax	ٱلْخُلْدِ is the genitive complement of construct جَنَّةُ.	6	q:25:15:6	الْخُلْدِ	خ ل د	GERUND		5	q:25:15:5	جَنَّةُ	ج ن ن	NOUN_CONCRETE														
ae:v3:s025:015:pass1:attach:a5	pass1	ATTACH	a5	25	15	adjective	strongly_licensed	high	agreement;local_syntax	ٱلَّتِي introduces a relative modifier of جَنَّةُ.	7	q:25:15:7	الَّتِي	ل ل ت	REL_PRON		5	q:25:15:5	جَنَّةُ	ج ن ن	NOUN_CONCRETE														
ae:v3:s025:015:pass1:attach:a6	pass1	ATTACH	a6	25	15	subject	syntactically_forced	high	case_government;word_order	ٱلْمُتَّقُونَ is the nominative passive subject of وُعِدَ.	9	q:25:15:9	الْمُتَّقُونَ	و ق ي	NOUN_ACTIVE_PART		8	q:25:15:8	وُعِدَ	و ع د	PV														
ae:v3:s025:015:pass1:attach:a7	pass1	ATTACH	a7	25	15	prep_complement	syntactically_forced	high	case_government;local_syntax	هُمْ is governed by لَ in the complement لَهُمْ with كَانَتْ.	12	q:25:15:12	لَهُمْ		PRON		10	q:25:15:10	كَانَتْ	ك و ن	PV			لـ	11	q:25:15:11									
ae:v3:s025:015:pass1:attach:a8	pass1	ATTACH	a8	25	15	kana_predicate	syntactically_forced	high	case_government;local_syntax	جَزَاءً is the accusative predicate of كَانَتْ.	13	q:25:15:13	جَزَاءً	ج ز ي	GERUND		10	q:25:15:10	كَانَتْ	ك و ن	PV														
ae:v3:s025:015:pass1:attach:a9	pass1	ATTACH	a9	25	15	conjoined	strongly_licensed	high	parallelism;local_syntax	مَصِيرًا is coordinated with جَزَاءً by وَ.	15	q:25:15:15	وَمَصِيرَاً	ص ي ر	GERUND_MEEM		13	q:25:15:13	جَزَاءً	ج ز ي	GERUND														
ae:v3:s025:016:pass1:attach:a1	pass1	ATTACH	a1	25	16	prep_complement	syntactically_forced	high	case_government;local_syntax	هُمْ is governed by لَ in the fronted predicate لَهُمْ for مَا.	2	q:25:16:2	لَهُمْ		PRON		4	q:25:16:4	مَا		REL_PRON			لـ	1	q:25:16:1									
ae:v3:s025:016:pass1:attach:a2	pass1	ATTACH	a2	25	16	prep_complement	syntactically_forced	high	case_government;local_syntax	The pronoun in فِيهَا is governed by فِي and locates مَا يَشَاءُونَ in it.	3	q:25:16:3				pronoun_suffix	4	q:25:16:4	مَا		REL_PRON			فِي	3	q:25:16:3									
ae:v3:s025:016:pass1:attach:a3	pass1	ATTACH	a3	25	16	predication	strongly_licensed	high	local_syntax;word_order	لَهُمْ فِيهَا forms the fronted predicate for مَا.	1	q:25:16:1	لَهُمْ	و ل ي	PREP		4	q:25:16:4	مَا		REL_PRON						1	3							
ae:v3:s025:016:pass1:attach:a4	pass1	ATTACH	a4	25	16	direct_object	strongly_licensed	high	local_syntax;word_order	مَا is the object desired by يَشَاءُونَ inside the relative clause.	4	q:25:16:4	مَا		REL_PRON		5	q:25:16:5	يَشَاءُونَ	ش ي أ	IV		explicit												
ae:v3:s025:016:pass1:attach:a5	pass1	ATTACH	a5	25	16	circumstantial	strongly_licensed	high	case_government;local_syntax	خَالِدِينَ is the circumstantial state of the هُمْ in لَهُمْ.	6	q:25:16:6	خَالِدِينَ	خ ل د	NOUN_ACTIVE_PART		2	q:25:16:2	لَهُمْ		PRON														
ae:v3:s025:016:pass1:attach:a6	pass1	ATTACH	a6	25	16	prep_complement	syntactically_forced	high	case_government;local_syntax	رَبِّكَ is governed by عَلَىٰ in the obligation phrase with كَانَ.	9	q:25:16:9	رَبِّكَ	ر ب ب	NOUN_CONCRETE		7	q:25:16:7	كَانَ	ك و ن	PV			عَلَى	8	q:25:16:8									
ae:v3:s025:016:pass1:attach:a7	pass1	ATTACH	a7	25	16	idafa	syntactically_forced	high	morphology;local_syntax	The suffix كَ is the possessor of رَبِّ in رَبِّكَ.	9	q:25:16:9				possessive_suffix	9	q:25:16:9	رَبِّكَ	ر ب ب	NOUN_CONCRETE														
ae:v3:s025:016:pass1:attach:a8	pass1	ATTACH	a8	25	16	kana_predicate	syntactically_forced	high	case_government;local_syntax	وَعْدًا is the accusative predicate of كَانَ.	10	q:25:16:10	وَعْدَاً	و ع د	GERUND		7	q:25:16:7	كَانَ	ك و ن	PV														
ae:v3:s025:016:pass1:attach:a9	pass1	ATTACH	a9	25	16	adjective	strongly_licensed	high	agreement;local_syntax	مَّسْـُٔولًا agrees with and qualifies وَعْدًا.	11	q:25:16:11	مَسْئُولَاً	س أ ل	NOUN_PASSIVE_PART		10	q:25:16:10	وَعْدَاً	و ع د	GERUND														
ae:v3:s025:017:pass1:attach:a1	pass1	ATTACH	a1	25	17	adverbial	strongly_licensed	high	case_government;local_syntax	يَوْمَ is the temporal adverbial for يَحْشُرُهُمْ.	2	q:25:17:2	وَيَوْمَ	ي و م	NOUN_ABSTRACT		3	q:25:17:3	يَحْشُرُهُمْ	ح ش ر	IV														
ae:v3:s025:017:pass1:attach:a2	pass1	ATTACH	a2	25	17	direct_object	syntactically_forced	high	morphology;local_syntax	The suffix هُمْ on يَحْشُرُهُمْ is the first object gathered by يَحْشُرُ.	3	q:25:17:3				object_suffix	3	q:25:17:3	يَحْشُرُهُمْ	ح ش ر	IV		clitic												
ae:v3:s025:017:pass1:attach:a3	pass1	ATTACH	a3	25	17	direct_object	strongly_licensed	high	local_syntax;parallelism	مَا is the coordinated second object gathered by يَحْشُرُ.	5	q:25:17:5	وَمَا		NEG_PART		3	q:25:17:3	يَحْشُرُهُمْ	ح ش ر	IV		explicit												
ae:v3:s025:017:pass1:attach:a4	pass1	ATTACH	a4	25	17	direct_object	strongly_licensed	high	local_syntax;word_order	مَا is the object worshiped by يَعْبُدُونَ in the relative clause.	5	q:25:17:5	وَمَا		NEG_PART		6	q:25:17:6	يَعْبُدُونَ	ع ب د	IV		explicit												
ae:v3:s025:017:pass1:attach:a5	pass1	ATTACH	a5	25	17	prep_complement	syntactically_forced	high	case_government;local_syntax	دُونِ is governed by مِن and completes يَعْبُدُونَ مِن دُونِ ٱللَّهِ.	8	q:25:17:8	دُونِ	د و ن	NOUN_ABSTRACT		6	q:25:17:6	يَعْبُدُونَ	ع ب د	IV			مِن	7	q:25:17:7									
ae:v3:s025:017:pass1:attach:a6	pass1	ATTACH	a6	25	17	idafa	syntactically_forced	high	morphology;local_syntax	ٱللَّهِ is the genitive complement of construct دُونِ.	9	q:25:17:9	اللَّهِ	أ ل ه	NOUN_PROP		8	q:25:17:8	دُونِ	د و ن	NOUN_ABSTRACT														
ae:v3:s025:017:pass1:attach:a7	pass1	ATTACH	a7	25	17	quoted_complement	syntactically_forced	high	local_syntax	The full question ءَأَنتُمْ ... ٱلسَّبِيلَ is the quoted content of يَقُولُ.	12	q:25:17:12	أَأَنْتُمْ		PRON		11	q:25:17:11	فَيَقُولُ	ق و ل	IV						12	19		c4;c5	ae:v3:s025:017:pass1:clause:c4;ae:v3:s025:017:pass1:clause:c5				
ae:v3:s025:017:pass1:attach:a8	pass1	ATTACH	a8	25	17	subject	strongly_licensed	high	local_syntax;word_order	ءَأَنتُمْ explicitly supplies the subject focus for أَضْلَلْتُمْ.	12	q:25:17:12	أَأَنْتُمْ		PRON		13	q:25:17:13	أَضْلَلْتُمْ	ض ل ل	PV														
ae:v3:s025:017:pass1:attach:a9	pass1	ATTACH	a9	25	17	direct_object	syntactically_forced	high	case_government;local_syntax	عِبَادِى is the accusative object of أَضْلَلْتُمْ.	14	q:25:17:14	عِبَادِي	ع ب د	NOUN_CONCRETE		13	q:25:17:13	أَضْلَلْتُمْ	ض ل ل	PV		explicit												
ae:v3:s025:017:pass1:attach:a10	pass1	ATTACH	a10	25	17	idafa	syntactically_forced	high	morphology;local_syntax	The suffix ى is the possessor of عِبَادِ in عِبَادِى.	14	q:25:17:14				possessive_suffix	14	q:25:17:14	عِبَادِي	ع ب د	NOUN_CONCRETE														
ae:v3:s025:017:pass1:attach:a11	pass1	ATTACH	a11	25	17	apposition	strongly_licensed	high	local_syntax;word_order	هَؤُلَاءِ is an appositive clarification of عِبَادِى.	15	q:25:17:15	هَؤُلَاءِ		DEM_PRON		14	q:25:17:14	عِبَادِي	ع ب د	NOUN_CONCRETE														
ae:v3:s025:017:pass1:attach:a12	pass1	ATTACH	a12	25	17	subject	strongly_licensed	high	local_syntax;word_order	هُمْ explicitly supplies the subject focus for ضَلُّوا۟.	17	q:25:17:17	هُمْ		PRON		18	q:25:17:18	ضَلُّوا	ض ل ل	PV														
ae:v3:s025:017:pass1:attach:a13	pass1	ATTACH	a13	25	17	direct_object	ambiguous	medium	case_government;local_syntax	ٱلسَّبِيلَ can be read as the accusative object of ضَلُّوا۟.	19	q:25:17:19	السَّبِيلَ	س ب ل	NOUN_ABSTRACT		18	q:25:17:18	ضَلُّوا	ض ل ل	PV		explicit											cs1	mutually_exclusive
ae:v3:s025:017:pass1:attach:a14	pass1	ATTACH	a14	25	17	adverbial	ambiguous	medium	case_government;local_syntax	ٱلسَّبِيلَ can also be read as an accusative path adverbial with ضَلُّوا۟.	19	q:25:17:19	السَّبِيلَ	س ب ل	NOUN_ABSTRACT		18	q:25:17:18	ضَلُّوا	ض ل ل	PV													cs1	mutually_exclusive
ae:v3:s025:018:pass1:attach:a1	pass1	ATTACH	a1	25	18	quoted_complement	syntactically_forced	high	local_syntax	The full answer سُبْحَانَكَ ... قَوْمًا بُورًا is the quoted content of قَالُوا.	2	q:25:18:2	سُبْحَانَكَ	س ب ح	GERUND		1	q:25:18:1	قَالُوا	ق و ل	PV						2	24		c2;c3;c4;c5;c6;c7	ae:v3:s025:018:pass1:clause:c2;ae:v3:s025:018:pass1:clause:c3;ae:v3:s025:018:pass1:clause:c4;ae:v3:s025:018:pass1:clause:c5;ae:v3:s025:018:pass1:clause:c6;ae:v3:s025:018:pass1:clause:c7				
ae:v3:s025:018:pass1:attach:a2	pass1	ATTACH	a2	25	18	idafa	syntactically_forced	high	morphology;formulaic_construction	The suffix كَ is the possessor in the formula سُبْحَانَكَ.	2	q:25:18:2				possessive_suffix	2	q:25:18:2	سُبْحَانَكَ	س ب ح	GERUND														
ae:v3:s025:018:pass1:attach:a3	pass1	ATTACH	a3	25	18	kana_predicate	strongly_licensed	high	local_syntax	يَنْبَغِي functions as the predicate of كَانَ in مَا كَانَ يَنْبَغِي.	5	q:25:18:5	يَنْبَغِي	ب غ ي	IV		4	q:25:18:4	كَانَ	ك و ن	PV														
ae:v3:s025:018:pass1:attach:a4	pass1	ATTACH	a4	25	18	prep_complement	syntactically_forced	high	case_government;local_syntax	The pronoun in لَنَا is governed by لَ as complement of يَنْبَغِي.	6	q:25:18:6				pronoun_suffix	5	q:25:18:5	يَنْبَغِي	ب غ ي	IV			لـ	6	q:25:18:6									
ae:v3:s025:018:pass1:attach:a5	pass1	ATTACH	a5	25	18	clausal_complement	syntactically_forced	high	local_syntax	أَن نَّتَّخِذَ مِن دُونِكَ مِنْ أَوْلِيَاءَ is the governed content of يَنْبَغِي.	7	q:25:18:7	أَنْ		SUBJUNC_PART		5	q:25:18:5	يَنْبَغِي	ب غ ي	IV						7	12		c4	ae:v3:s025:018:pass1:clause:c4				
ae:v3:s025:018:pass1:attach:a6	pass1	ATTACH	a6	25	18	particle_complement	syntactically_forced	high	morphology;local_syntax	أَنْ governs the subjunctive verb نَتَّخِذَ.	8	q:25:18:8	نَتَّخِذَ	أ خ ذ	IV		7	q:25:18:7	أَنْ		SUBJUNC_PART														
ae:v3:s025:018:pass1:attach:a7	pass1	ATTACH	a7	25	18	prep_complement	syntactically_forced	high	case_government;local_syntax	دُونِكَ is governed by مِنْ with نَتَّخِذَ.	10	q:25:18:10	دُونِكَ	د و ن	NOUN_ABSTRACT		8	q:25:18:8	نَتَّخِذَ	أ خ ذ	IV			مِن	9	q:25:18:9									
ae:v3:s025:018:pass1:attach:a8	pass1	ATTACH	a8	25	18	idafa	syntactically_forced	high	morphology;local_syntax	The suffix كَ is the possessor of دُونِ in دُونِكَ.	10	q:25:18:10				possessive_suffix	10	q:25:18:10	دُونِكَ	د و ن	NOUN_ABSTRACT														
ae:v3:s025:018:pass1:attach:a9	pass1	ATTACH	a9	25	18	prep_complement	syntactically_forced	high	case_government;local_syntax	أَوْلِيَاءَ is governed by مِنْ in the negated object phrase with نَتَّخِذَ.	12	q:25:18:12	أَوْلِيَاءَ	و ل ي	NOUN_CONCRETE		8	q:25:18:8	نَتَّخِذَ	أ خ ذ	IV			مِن	11	q:25:18:11			negation						
ae:v3:s025:018:pass1:attach:a10	pass1	ATTACH	a10	25	18	direct_object	syntactically_forced	high	morphology;local_syntax	The suffix هُمْ on مَّتَّعْتَهُمْ is the object of مَّتَّعْتَ.	15	q:25:18:15				object_suffix	15	q:25:18:15	مَتَّعْتَهُمْ	م ت ع	PV		clitic												
ae:v3:s025:018:pass1:attach:a11	pass1	ATTACH	a11	25	18	direct_object	strongly_licensed	high	case_government;parallelism	ءَابَاءَهُمْ is an accusative object coordinated with the هُمْ object of مَّتَّعْتَ.	17	q:25:18:17	وَآبَاءَهُمْ	أ ب و	NOUN_CONCRETE		15	q:25:18:15	مَتَّعْتَهُمْ	م ت ع	PV		explicit												
ae:v3:s025:018:pass1:attach:a12	pass1	ATTACH	a12	25	18	conjoined	strongly_licensed	high	parallelism;local_syntax	ءَابَاءَهُمْ is coordinated by وَ with the object suffix هُمْ in مَّتَّعْتَهُمْ.	17	q:25:18:17	وَآبَاءَهُمْ	أ ب و	NOUN_CONCRETE		15	q:25:18:15				object_suffix													
ae:v3:s025:018:pass1:attach:a13	pass1	ATTACH	a13	25	18	idafa	syntactically_forced	high	morphology;local_syntax	The suffix هُمْ is the possessor of ءَابَاءِ in ءَابَاءَهُمْ.	17	q:25:18:17				possessive_suffix	17	q:25:18:17	وَآبَاءَهُمْ	أ ب و	NOUN_CONCRETE														
ae:v3:s025:018:pass1:attach:a14	pass1	ATTACH	a14	25	18	direct_object	syntactically_forced	high	case_government;local_syntax	الذِّكْرَ is the accusative object of نَسُوا.	20	q:25:18:20	الذِّكْرَ	ذ ك ر	GERUND		19	q:25:18:19	نَسُوا	ن س ي	PV		explicit												
ae:v3:s025:018:pass1:attach:a15	pass1	ATTACH	a15	25	18	kana_predicate	syntactically_forced	high	case_government;local_syntax	قَوْمًا is the accusative predicate of كَانُوا.	23	q:25:18:23	قَوْمَاً	ق و م	NOUN_CONCRETE		22	q:25:18:22	وَكَانُوا	ك و ن	PV														
ae:v3:s025:018:pass1:attach:a16	pass1	ATTACH	a16	25	18	adjective	ambiguous	medium	agreement;local_syntax	بُورًا can qualify قَوْمًا as its adjective.	24	q:25:18:24	بُورَاً	ب و ر	NOUN_ABSTRACT		23	q:25:18:23	قَوْمَاً	ق و م	NOUN_CONCRETE													cs1	mutually_exclusive
ae:v3:s025:018:pass1:attach:a17	pass1	ATTACH	a17	25	18	kana_predicate	ambiguous	medium	case_government;local_syntax	بُورًا can also be read as a second predicate of كَانُوا.	24	q:25:18:24	بُورَاً	ب و ر	NOUN_ABSTRACT		22	q:25:18:22	وَكَانُوا	ك و ن	PV													cs1	mutually_exclusive
ae:v3:s025:019:pass1:attach:a1	pass1	ATTACH	a1	25	19	direct_object	syntactically_forced	high	morphology;local_syntax	The suffix كُمْ on كَذَّبُوكُمْ is the object of كَذَّبُوا.	3	q:25:19:3				object_suffix	3	q:25:19:3	كَذَّبُوكُمْ	ك ذ ب	PV		clitic												
ae:v3:s025:019:pass1:attach:a2	pass1	ATTACH	a2	25	19	prep_complement	syntactically_forced	high	case_government;local_syntax	مَا is governed by بِ as the content complement of كَذَّبُوكُمْ.	5	q:25:19:5	بِمَا		REL_PRON		3	q:25:19:3	كَذَّبُوكُمْ	ك ذ ب	PV			بـ	4	q:25:19:4									
ae:v3:s025:019:pass1:attach:a3	pass1	ATTACH	a3	25	19	direct_object	strongly_licensed	high	local_syntax;word_order	مَا is the object of تَقُولُونَ within the relative clause.	5	q:25:19:5	بِمَا		REL_PRON		6	q:25:19:6	تَقُولُونَ	ق و ل	IV		explicit												
ae:v3:s025:019:pass1:attach:a4	pass1	ATTACH	a4	25	19	direct_object	syntactically_forced	high	case_government;local_syntax	صَرْفًا is the accusative object of تَسْتَطِيعُونَ.	10	q:25:19:10	صَرْفَاً	ص ر ف	GERUND		9	q:25:19:9	تَسْتَطِيعُونَ	ط و ع	IV		explicit												
ae:v3:s025:019:pass1:attach:a5	pass1	ATTACH	a5	25	19	conjoined	strongly_licensed	high	parallelism;local_syntax	نَصْرًا is coordinated with صَرْفًا by وَلَا.	13	q:25:19:13	نَصْرَاً	ن ص ر	GERUND		10	q:25:19:10	صَرْفَاً	ص ر ف	GERUND														
ae:v3:s025:019:pass1:attach:a6	pass1	ATTACH	a6	25	19	subject	strongly_licensed	high	local_syntax;word_order	مَن supplies the subject of يَظْلِم in the conditional protasis.	15	q:25:19:15	وَمَنْ	م ن ن	CONDITION_PART		16	q:25:19:16	يَظْلِمْ	ظ ل م	IV														
ae:v3:s025:019:pass1:attach:a7	pass1	ATTACH	a7	25	19	prep_complement	syntactically_forced	high	case_government;local_syntax	The suffix كُمْ in مِّنكُمْ is governed by مِنْ and specifies the group for يَظْلِم.	17	q:25:19:17				pronoun_suffix	16	q:25:19:16	يَظْلِمْ	ظ ل م	IV			مِن	17	q:25:19:17									
ae:v3:s025:019:pass1:attach:a8	pass1	ATTACH	a8	25	19	direct_object	syntactically_forced	high	morphology;local_syntax	The suffix هُ on نُذِقْهُ is the person made to taste.	18	q:25:19:18				object_suffix	18	q:25:19:18	نُذِقْهُ	ذ و ق	IV		clitic												
ae:v3:s025:019:pass1:attach:a9	pass1	ATTACH	a9	25	19	direct_object	syntactically_forced	high	case_government;local_syntax	عَذَابًا is the accusative thing tasted through نُذِقْهُ.	19	q:25:19:19	عَذَابَاً	ع ذ ب	NOUN_ABSTRACT		18	q:25:19:18	نُذِقْهُ	ذ و ق	IV		explicit												
ae:v3:s025:019:pass1:attach:a10	pass1	ATTACH	a10	25	19	adjective	strongly_licensed	high	agreement;local_syntax	كَبِيرًا agrees with and qualifies عَذَابًا.	20	q:25:19:20	كَبِيرَاً	ك ب ر	ADJ_QUALIT		19	q:25:19:19	عَذَابَاً	ع ذ ب	NOUN_ABSTRACT														
ae:v3:s025:020:pass1:attach:a1	pass1	ATTACH	a1	25	20	adverbial	strongly_licensed	high	case_government;local_syntax	قَبْلَكَ is the time adverbial for أَرْسَلْنَا.	4	q:25:20:4	قَبْلَكَ	ق ب ل	ADV		3	q:25:20:3	أَرْسَلْنَا	ر س ل	PV														
ae:v3:s025:020:pass1:attach:a2	pass1	ATTACH	a2	25	20	idafa	syntactically_forced	high	morphology;local_syntax	The suffix كَ is the possessor in قَبْلَكَ.	4	q:25:20:4				possessive_suffix	4	q:25:20:4	قَبْلَكَ	ق ب ل	ADV														
ae:v3:s025:020:pass1:attach:a3	pass1	ATTACH	a3	25	20	prep_complement	syntactically_forced	high	case_government;local_syntax	ٱلْمُرْسَلِينَ is governed by مِنَ in the negated sending clause.	6	q:25:20:6	الْمُرْسَلِينَ	ر س ل	NOUN_PASSIVE_PART		3	q:25:20:3	أَرْسَلْنَا	ر س ل	PV			مِن	5	q:25:20:5			negation						
ae:v3:s025:020:pass1:attach:a4	pass1	ATTACH	a4	25	20	exception	syntactically_forced	high	local_syntax	إِلَّا introduces the excepted state إِنَّهُمْ لَيَأْكُلُونَ ... وَيَمْشُونَ.	8	q:25:20:8	إِنَّهُمْ		ANNUL_PART		3	q:25:20:3	أَرْسَلْنَا	ر س ل	PV						8	15		c2;c3	ae:v3:s025:020:pass1:clause:c2;ae:v3:s025:020:pass1:clause:c3				
ae:v3:s025:020:pass1:attach:a5	pass1	ATTACH	a5	25	20	predication	strongly_licensed	high	local_syntax	لَيَأْكُلُونَ supplies the predicate content of إِنَّ in the excepted clause.	10	q:25:20:10	لَيَأْكُلُونَ	أ ك ل	IV		8	q:25:20:8	إِنَّهُمْ		ANNUL_PART								exception						
ae:v3:s025:020:pass1:attach:a6	pass1	ATTACH	a6	25	20	direct_object	syntactically_forced	high	case_government;local_syntax	ٱلطَّعَامَ is the accusative object of يَأْكُلُونَ.	11	q:25:20:11	الطَّعَامَ	ط ع م	NOUN_CONCRETE		10	q:25:20:10	لَيَأْكُلُونَ	أ ك ل	IV		explicit												
ae:v3:s025:020:pass1:attach:a7	pass1	ATTACH	a7	25	20	conjoined	strongly_licensed	high	parallelism;local_syntax	يَمْشُونَ is coordinated with يَأْكُلُونَ by وَ.	13	q:25:20:13	وَيَمْشُونَ	م ش ي	IV		10	q:25:20:10	لَيَأْكُلُونَ	أ ك ل	IV														
ae:v3:s025:020:pass1:attach:a8	pass1	ATTACH	a8	25	20	prep_complement	syntactically_forced	high	case_government;local_syntax	ٱلْأَسْوَاقِ is governed by فِى as the walking location.	15	q:25:20:15	الْأَسْوَاقِ	س و ق	NOUN_CONCRETE		13	q:25:20:13	وَيَمْشُونَ	م ش ي	IV			فِي	14	q:25:20:14									
ae:v3:s025:020:pass1:attach:a9	pass1	ATTACH	a9	25	20	direct_object	syntactically_forced	high	case_government;local_syntax	بَعْضَكُمْ is the first object of جَعَلْنَا.	18	q:25:20:18	بَعْضَكُمْ	ب ع ض	NOUN_ABSTRACT		17	q:25:20:17	وَجَعَلْنَا	ج ع ل	PV		explicit												
ae:v3:s025:020:pass1:attach:a10	pass1	ATTACH	a10	25	20	idafa	syntactically_forced	high	morphology;local_syntax	The suffix كُمْ is the possessor in بَعْضَكُمْ.	18	q:25:20:18				possessive_suffix	18	q:25:20:18	بَعْضَكُمْ	ب ع ض	NOUN_ABSTRACT														
