unit_id	source_pass	source_rtype	source_local_id	sura	ayah	wid	word_unit_id	surface	stem	root_norm	form_tag	grammar	frame_obj_status	object_attachment_ids	object_wids	object_roots	prep_attachment_ids	preps	prep_object_wids	prep_object_roots	clausal_attachment_ids	subject_attachment_id	subject_wid	prodrop	has_cognate_acc	frame_signature	notes
ae:v3:s020:069:pass1:frame:v6	pass1	FRAME	v6	20	69	18	q:20:69:18	أَتَى	أتى	أ ت ي	PV	"perfect verb, Form I (faʿala), 3rd person masculine singular, intransitive here (no explicit object) — ""wherever he came/went"""	none_intransitive									ae:v3:s020:069:pass1:attach:a13	16		0	obj=none_intransitive|prep=-|clause=no|cognate=no	
ae:v3:s020:070:pass1:frame:v1	pass1	FRAME	v1	20	70	2	q:20:70:2	فَأُلْقِيَ	ألقي	ل ق ي	PV_PASS	passive perfect verb (PV_PASS) 3rd person masculine singular; subject is al-saḥaratu (feminine plural treated as collective with masculine verb agreement)	none_passive									ae:v3:s020:070:pass1:attach:a1	3		0	obj=none_passive|prep=-|clause=no|cognate=no	
ae:v3:s020:070:pass1:frame:v2	pass1	FRAME	v2	20	70	5	q:20:70:5	قَالُوا	قال	ق و ل	PV	perfect verb 3rd person masculine plural; introduces direct speech — the sorcerers' verbal declaration following physical prostration	clausal								ae:v3:s020:070:pass1:attach:a3			1	0	obj=clausal|prep=-|clause=yes|cognate=no	
ae:v3:s020:070:pass1:frame:v3	pass1	FRAME	v3	20	70	6	q:20:70:6	آمَنَّا	آمن	أ م ن	PV	perfect verb 1st person plural Form IV — āmana = to believe, trust, accept security; the -nā suffix marks first person plural	none_intransitive				ae:v3:s020:070:pass1:attach:a4	بـ	8	ر ب ب				1	0	obj=none_intransitive|prep=بـ|clause=no|cognate=no	
ae:v3:s020:071:pass1:frame:v1	pass1	FRAME	v1	20	71	1	q:20:71:1	قَالَ	قال	ق و ل	PV	perfect verb, 3rd person masculine singular, active voice	clausal								ae:v3:s020:071:pass1:attach:a1			1	0	obj=clausal|prep=-|clause=yes|cognate=no	
ae:v3:s020:071:pass1:frame:v2	pass1	FRAME	v2	20	71	2	q:20:71:2	آمَنْتُمْ	آمن	أ م ن	PV	perfect verb, Form IV, 2nd person masculine plural, active voice	none_intransitive				ae:v3:s020:071:pass1:attach:a2	لـ	3					1	0	obj=none_intransitive|prep=لـ|clause=no|cognate=no	
ae:v3:s020:071:pass1:frame:v3	pass1	FRAME	v3	20	71	6	q:20:71:6	آذَنَ	آذن	أ ذ ن	PV	perfect verb, Form IV, 1st person singular, active voice	none_absolute				ae:v3:s020:071:pass1:attach:a5	لـ	7					1	0	obj=none_absolute|prep=لـ|clause=no|cognate=no	permission verb has no explicit permitted act beyond the before-clause
ae:v3:s020:071:pass1:frame:v4	pass1	FRAME	v4	20	71	12	q:20:71:12	عَلَّمَكُمُ	علم	ع ل م	PV	perfect verb, Form II, 3rd person masculine singular, active voice, with 2nd person masculine plural object suffix	both	ae:v3:s020:071:pass1:attach:a9;ae:v3:s020:071:pass1:attach:a10	12;13	س ح ر						ae:v3:s020:071:pass1:attach:a23	11		0	obj=both|prep=-|clause=no|cognate=no	
ae:v3:s020:071:pass1:frame:v5	pass1	FRAME	v5	20	71	16	q:20:71:16	فَلَأُقَطِّعَنَّ	قطع	ق ط ع	IV	imperfect verb, Form II, 1st person singular, energetic mood (nūn al-tawkīd), active voice	explicit	ae:v3:s020:071:pass1:attach:a11	17	أ ي د	ae:v3:s020:071:pass1:attach:a13	مِن	21	خ ل ف				1	0	obj=explicit|prep=مِن|clause=no|cognate=no	
ae:v3:s020:071:pass1:frame:v6	pass1	FRAME	v6	20	71	24	q:20:71:24	وَلَأُصَلِّبَنَّكُمْ	صلب	ص ل ب	IV	imperfect verb, Form II, 1st person singular, energetic mood, active voice, with 2nd person masculine plural object suffix	clitic	ae:v3:s020:071:pass1:attach:a15	24		ae:v3:s020:071:pass1:attach:a16	فِي	26	ج ذ ع				1	0	obj=clitic|prep=فِي|clause=no|cognate=no	
ae:v3:s020:071:pass1:frame:v7	pass1	FRAME	v7	20	71	30	q:20:71:30	وَلَتَعْلَمُنَّ	علم	ع ل م	IV	imperfect verb, Form I, 2nd person masculine plural, energetic mood (nūn al-tawkīd), active voice	clausal								ae:v3:s020:071:pass1:attach:a19			1	0	obj=clausal|prep=-|clause=yes|cognate=no	
ae:v3:s020:072:pass1:frame:v1	pass1	FRAME	v1	20	72	1	q:20:72:1	قَالُوا	قال	ق و ل	PV	perfect verb 3rd person masculine plural; introduces direct speech — the sorcerers' collective defiant response to Pharaoh's threat in 20:71	clausal								ae:v3:s020:072:pass1:attach:a1			1	0	obj=clausal|prep=-|clause=yes|cognate=no	
ae:v3:s020:072:pass1:frame:v2	pass1	FRAME	v2	20	72	3	q:20:72:3	نُؤْثِرَكَ	ؤثر	أ ث ر	IV	Form IV imperfect verb 1st person plural subjunctive (governed by lan) + 2nd person masculine singular object pronoun -ka; ʾāthara (IV) = to prefer, give precedence to	clitic	ae:v3:s020:072:pass1:attach:a2	3		ae:v3:s020:072:pass1:attach:a3	عَلَى	5					1	0	obj=clitic|prep=عَلَى|clause=no|cognate=no	
ae:v3:s020:072:pass1:frame:v3	pass1	FRAME	v3	20	72	6	q:20:72:6	جَاءَنَا	جاء	ج ي أ	PV	perfect verb 3rd person masculine singular + 1st person plural object pronoun -nā; jāʾa = to come, arrive; subject is mā (the evidence)	clitic	ae:v3:s020:072:pass1:attach:a4	6		ae:v3:s020:072:pass1:attach:a5	مِن	8	ب ي ن		ae:v3:s020:072:pass1:attach:a13	5		0	obj=clitic|prep=مِن|clause=no|cognate=no	
ae:v3:s020:072:pass1:frame:v4	pass1	FRAME	v4	20	72	11	q:20:72:11	فَطَرَنَا	فطر	ف ط ر	PV	perfect verb 3rd person masculine singular + 1st person plural object pronoun -nā; faṭara (I) = to originate, split, cleave open	clitic	ae:v3:s020:072:pass1:attach:a7	11							ae:v3:s020:072:pass1:attach:a14	10		0	obj=clitic|prep=-|clause=no|cognate=no	
ae:v3:s020:072:pass1:frame:v5	pass1	FRAME	v5	20	72	13	q:20:72:13	فَاقْضِ	قض	ق ض ي	CV	imperative verb 2nd person masculine singular; qaḍā (I) = to judge, decree, decide, complete, finish; addressed to Pharaoh as direct challenge	explicit	ae:v3:s020:072:pass1:attach:a8	14									1	0	obj=explicit|prep=-|clause=no|cognate=no	
ae:v3:s020:072:pass1:frame:v6	pass1	FRAME	v6	20	72	18	q:20:72:18	تَقْضِي	قضي	ق ض ي	IV	imperfect verb 2nd person masculine singular indicative; third occurrence of q-ḍ-y in the ayah — now framed by innamā as restricted	explicit	ae:v3:s020:072:pass1:attach:a10	19									1	0	obj=explicit|prep=-|clause=no|cognate=no	
ae:v3:s020:073:pass1:frame:v1	pass1	FRAME	v1	20	73	2	q:20:73:2	آمَنَّا	آمن	أ م ن	PV	perfect verb, Form IV, 1st person plural, active	none_intransitive				ae:v3:s020:073:pass1:attach:a2	بـ	4	ر ب ب				1	0	obj=none_intransitive|prep=بـ|clause=no|cognate=no	
ae:v3:s020:073:pass1:frame:v2	pass1	FRAME	v2	20	73	6	q:20:73:6	لِيَغْفِرَ	غفر	غ ف ر	IV	imperfect verb, Form I, 3rd person masculine singular, subjunctive (manṣūb by li-)	explicit	ae:v3:s020:073:pass1:attach:a3	8	خ ط أ	ae:v3:s020:073:pass1:attach:a4	لـ	7					1	0	obj=explicit|prep=لـ|clause=no|cognate=no	
ae:v3:s020:073:pass1:frame:v3	pass1	FRAME	v3	20	73	11	q:20:73:11	أَكْرَهْتَنَا	أكره	ك ر ه	PV	perfect verb, Form IV, 2nd person masculine singular, active, with 1st person plural object pronoun	clitic	ae:v3:s020:073:pass1:attach:a6	11		ae:v3:s020:073:pass1:attach:a7;ae:v3:s020:073:pass1:attach:a8	عَلَى;مِن	12;14	س ح ر				1	0	obj=clitic|prep=عَلَى;مِن|clause=no|cognate=no	
ae:v3:s020:074:pass1:frame:v1	pass1	FRAME	v1	20	74	3	q:20:74:3	يَأْتِ	أت	أ ت ي	IV	imperfect verb (muḍāriʿ), Form I, 3rd person masculine singular, jussive (majzūm) — apocopated form due to conditional man; active voice; root: ʾ-t-y	explicit	ae:v3:s020:074:pass1:attach:a2	4	ر ب ب						ae:v3:s020:074:pass1:attach:a9	2		0	obj=explicit|prep=-|clause=no|cognate=no	
ae:v3:s020:074:pass1:frame:v2	pass1	FRAME	v2	20	74	11	q:20:74:11	يَمُوتُ	موت	م و ت	IV	imperfect verb (muḍāriʿ), Form I, 3rd person masculine singular, indicative (marfūʿ); active voice; negated by preceding lā; root: m-w-t	none_intransitive				ae:v3:s020:074:pass1:attach:a7	فِي	12					1	0	obj=none_intransitive|prep=فِي|clause=no|cognate=no	
ae:v3:s020:075:pass1:frame:v1	pass1	FRAME	v1	20	75	3	q:20:75:3	يَأْتِهِ	أت	أ ت ي	IV	imperfect verb, Form I, jussive mood (apocopated by man), 3rd person masculine singular, with 3rd masculine singular pronoun suffix -hi	clitic	ae:v3:s020:075:pass1:attach:a1	3							ae:v3:s020:075:pass1:attach:a7	2		0	obj=clitic|prep=-|clause=no|cognate=no	
ae:v3:s020:075:pass1:frame:v2	pass1	FRAME	v2	20	75	6	q:20:75:6	عَمِلَ	عمل	ع م ل	PV	"perfect verb, Form I, 3rd person masculine singular — subject is the implicit ""whoever"" from man"	explicit	ae:v3:s020:075:pass1:attach:a3	7	ص ل ح						ae:v3:s020:075:pass1:attach:a8	2		0	obj=explicit|prep=-|clause=no|cognate=no	
ae:v3:s020:076:pass1:frame:v1	pass1	FRAME	v1	20	76	3	q:20:76:3	تَجْرِي	جري	ج ر ي	IV	imperfect indicative verb (IV) 3rd person feminine singular; subject is al-anhāru; the verb precedes its subject (VSO order)	none_intransitive				ae:v3:s020:076:pass1:attach:a3	مِن	5	ت ح ت		ae:v3:s020:076:pass1:attach:a2	6		0	obj=none_intransitive|prep=مِن|clause=no|cognate=no	
ae:v3:s020:076:pass1:frame:v2	pass1	FRAME	v2	20	76	13	q:20:76:13	تَزَكَّى	تزكى	ز ك و	PV	perfect verb (PV) Form V (tafaʿʿala) 3rd person masculine singular; reflexive of Form II (zakkā = to purify/make grow); the ṣila (relative clause verb) for man	none_intransitive									ae:v3:s020:076:pass1:attach:a8	12		0	obj=none_intransitive|prep=-|clause=no|cognate=no	
ae:v3:s020:077:pass1:frame:v1	pass1	FRAME	v1	20	77	4	q:20:77:4	أَوْحَيْنَا	أوحي	و ح ي	PV	perfect verb, 1st person plural (majestic), Form IV (afʿala), transitive with ilā	clausal				ae:v3:s020:077:pass1:attach:a1	إِلَى	6		ae:v3:s020:077:pass1:attach:a2			1	0	obj=clausal|prep=إِلَى|clause=yes|cognate=no	
ae:v3:s020:077:pass1:frame:v2	pass1	FRAME	v2	20	77	8	q:20:77:8	أَسْرِ	سر	س ر ر	CV	imperative verb, Form IV (afʿala) or Form I (faʿala per qira'a), 2nd person masculine singular, addressing Musa	none_intransitive				ae:v3:s020:077:pass1:attach:a3	بـ	10	ع ب د				1	0	obj=none_intransitive|prep=بـ|clause=no|cognate=no	
ae:v3:s020:077:pass1:frame:v3	pass1	FRAME	v3	20	77	12	q:20:77:12	فَاضْرِبْ	ضرب	ض ر ب	CV	imperative verb, Form I (faʿala), 2nd person masculine singular, jussive/command form	explicit	ae:v3:s020:077:pass1:attach:a6	15	ط ر ق	ae:v3:s020:077:pass1:attach:a5;ae:v3:s020:077:pass1:attach:a7	لـ;فِي	14;17	ب ح ر				1	0	obj=explicit|prep=لـ;فِي|clause=no|cognate=no	
ae:v3:s020:077:pass1:frame:v4	pass1	FRAME	v4	20	77	20	q:20:77:20	تَخَافُ	خاف	خ و ف	IV	imperfect verb, Form I, 2nd person masculine singular, indicative (marfūʿ) — or jussive (majzūm) per qira'a takhaf	explicit	ae:v3:s020:077:pass1:attach:a9	21	د ر ك								1	0	obj=explicit|prep=-|clause=no|cognate=no	
ae:v3:s020:077:pass1:frame:v5	pass1	FRAME	v5	20	77	24	q:20:77:24	تَخْشَى	خشى	خ ش ي	IV	imperfect verb, Form I, 2nd person masculine singular, indicative (or subjunctive — alif maqṣūra obscures mood), intransitive (no explicit object)	none_absolute											1	0	obj=none_absolute|prep=-|clause=no|cognate=no	coordinated fear verb has no explicit feared object
ae:v3:s020:078:pass1:frame:v1	pass1	FRAME	v1	20	78	2	q:20:78:2	فَأَتْبَعَهُمْ	أتبع	ت ب ع	PV	Form IV perfect verb + 3mp object pronoun; causative of tabiʿa (to follow)	clitic	ae:v3:s020:078:pass1:attach:a1	2		ae:v3:s020:078:pass1:attach:a3	بـ	5	ج ن د		ae:v3:s020:078:pass1:attach:a2	3		0	obj=clitic|prep=بـ|clause=no|cognate=no	
ae:v3:s020:078:pass1:frame:v2	pass1	FRAME	v2	20	78	7	q:20:78:7	فَغَشِيَهُمْ	غشي	غ ش و	PV	Form I perfect verb + 3mp object pronoun; subject is mā (relative pronoun)	clitic	ae:v3:s020:078:pass1:attach:a4	7		ae:v3:s020:078:pass1:attach:a5	مِن	9	ي م م		ae:v3:s020:078:pass1:attach:a6	10		0	obj=clitic|prep=مِن|clause=no|cognate=no	
ae:v3:s020:078:pass1:frame:v3	pass1	FRAME	v3	20	78	11	q:20:78:11	غَشِيَهُمْ	غشي	غ ش و	PV	Form I perfect verb + 3mp object pronoun; second occurrence, inside relative clause headed by mā	clitic	ae:v3:s020:078:pass1:attach:a7	11							ae:v3:s020:078:pass1:attach:a8	10		0	obj=clitic|prep=-|clause=no|cognate=no	
ae:v3:s020:079:pass1:frame:v1	pass1	FRAME	v1	20	79	2	q:20:79:2	وَأَضَلَّ	أضل	ض ل ل	PV	verb, Form IV perfect, 3rd person masculine singular, causative — he caused [someone] to go astray	explicit	ae:v3:s020:079:pass1:attach:a2	4	ق و م						ae:v3:s020:079:pass1:attach:a1	3		0	obj=explicit|prep=-|clause=no|cognate=no	
ae:v3:s020:080:pass1:frame:v1	pass1	FRAME	v1	20	80	5	q:20:80:5	أَنْجَيْنَاكُمْ	أنجي	ن ج و	PV	verb, perfect (PV), Form IV (afʿala), 1st person plural + 2nd person plural object pronoun -kum	clitic	ae:v3:s020:080:pass1:attach:a3	5		ae:v3:s020:080:pass1:attach:a4	مِن	7	ع د و				1	0	obj=clitic|prep=مِن|clause=no|cognate=no	
ae:v3:s020:080:pass1:frame:v2	pass1	FRAME	v2	20	80	9	q:20:80:9	وَوَاعَدْنَاكُمْ	واعد	و ع د	PV	verb, perfect (PV), Form III (fāʿala), 1st person plural + 2nd person plural object pronoun -kum	both	ae:v3:s020:080:pass1:attach:a6;ae:v3:s020:080:pass1:attach:a7	9;10	ج ن ب								1	0	obj=both|prep=-|clause=no|cognate=no	
ae:v3:s020:080:pass1:frame:v3	pass1	FRAME	v3	20	80	14	q:20:80:14	وَنَزَّلْنَا	نزل	ن ز ل	PV	verb, perfect (PV), Form II (faʿʿala), 1st person plural — intensive/iterative sending-down	explicit	ae:v3:s020:080:pass1:attach:a12	16	م ن ن	ae:v3:s020:080:pass1:attach:a11	عَلَى	15					1	0	obj=explicit|prep=عَلَى|clause=no|cognate=no	
ae:v3:s020:081:pass1:frame:v1	pass1	FRAME	v1	20	81	1	q:20:81:1	كُلُوا	كل	ك ل ل	CV	verb, imperative (CV), 2nd person masculine plural, Form I	none_absolute				ae:v3:s020:081:pass1:attach:a1	مِن	3	ط ي ب				1	0	obj=none_absolute|prep=مِن|clause=no|cognate=no	partitive object domain is prepositional
ae:v3:s020:081:pass1:frame:v2	pass1	FRAME	v2	20	81	5	q:20:81:5	رَزَقْنَاكُمْ	رزق	ر ز ق	PV	verb, perfect (PV), Form I, 1st person plural (nā) + 2nd person plural object pronoun (-kum)	clitic	ae:v3:s020:081:pass1:attach:a3	5									1	0	obj=clitic|prep=-|clause=no|cognate=no	
ae:v3:s020:081:pass1:frame:v3	pass1	FRAME	v3	20	81	8	q:20:81:8	تَطْغَوْا	طغ	ط غ و	IV	verb, imperfect (IV), 2nd person masculine plural, jussive mood (majzūm by lā nāhiya), Form I	none_intransitive				ae:v3:s020:081:pass1:attach:a5	فِي	9					1	0	obj=none_intransitive|prep=فِي|clause=no|cognate=no	
ae:v3:s020:081:pass1:frame:v4	pass1	FRAME	v4	20	81	11	q:20:81:11	فَيَحِلَّ	حل	ح ل ي	IV	verb, imperfect (IV), 3rd person masculine singular, subjunctive (manṣūb by fā al-sababiyya after lā nāhiya), Form I	none_intransitive				ae:v3:s020:081:pass1:attach:a6	عَلَى	12			ae:v3:s020:081:pass1:attach:a8	13		0	obj=none_intransitive|prep=عَلَى|clause=no|cognate=no	
ae:v3:s020:081:pass1:frame:v5	pass1	FRAME	v5	20	81	16	q:20:81:16	يَحْلِلْ	حلل	ح ل ل	IV	verb, imperfect (IV), 3rd person masculine singular, jussive (majzūm as sharṭ verb after man), Form I	none_intransitive				ae:v3:s020:081:pass1:attach:a10	عَلَى	17			ae:v3:s020:081:pass1:attach:a12	18		0	obj=none_intransitive|prep=عَلَى|clause=no|cognate=no	
ae:v3:s020:081:pass1:frame:v6	pass1	FRAME	v6	20	81	21	q:20:81:21	هَوَى	هوى	ه و ي	PV	verb, perfect (PV), 3rd person masculine singular, Form I	none_intransitive											1	0	obj=none_intransitive|prep=-|clause=no|cognate=no	
ae:v3:s020:082:pass1:frame:v1	pass1	FRAME	v1	20	82	7	q:20:82:7	تَابَ	تاب	ت و ب	PV	PV 3ms; perfect tense; first of four conditions in the relative clause; intransitive here (no explicit object or prepositional complement)	none_intransitive									ae:v3:s020:082:pass1:attach:a4	6		0	obj=none_intransitive|prep=-|clause=no|cognate=no	
ae:v3:s020:082:pass1:frame:v2	pass1	FRAME	v2	20	82	9	q:20:82:9	وَآمَنَ	آمن	أ م ن	PV	PV 3ms; perfect tense; Form IV (afʿala) causative; second condition in the relative clause	none_intransitive									ae:v3:s020:082:pass1:attach:a6	6		0	obj=none_intransitive|prep=-|clause=no|cognate=no	
ae:v3:s020:082:pass1:frame:v3	pass1	FRAME	v3	20	82	11	q:20:82:11	وَعَمِلَ	عمل	ع م ل	PV	PV 3ms; perfect tense; third condition; transitive here with ṣāliḥan as direct object	explicit	ae:v3:s020:082:pass1:attach:a9	12	ص ل ح						ae:v3:s020:082:pass1:attach:a8	6		0	obj=explicit|prep=-|clause=no|cognate=no	
ae:v3:s020:082:pass1:frame:v4	pass1	FRAME	v4	20	82	14	q:20:82:14	اهْتَدَى	اهتدى	ه د ي	PV	PV 3ms; perfect tense; Form VIII (ifataʿala) reflexive/middle voice; fourth and final condition in the relative clause	none_intransitive									ae:v3:s020:082:pass1:attach:a11	6		0	obj=none_intransitive|prep=-|clause=no|cognate=no	
ae:v3:s020:083:pass1:frame:v1	pass1	FRAME	v1	20	83	3	q:20:83:3	أَعْجَلَكَ	أعجل	ع ج ل	PV	"Form IV perfect verb, 3ms subject (mā), 2ms object suffix (-ka); causative of ʿajila ""to be hasty"""	clitic	ae:v3:s020:083:pass1:attach:a2	3		ae:v3:s020:083:pass1:attach:a3	عَن	5	ق و م		ae:v3:s020:083:pass1:attach:a1	2		0	obj=clitic|prep=عَن|clause=no|cognate=no	
ae:v3:s020:084:pass1:frame:v1	pass1	FRAME	v1	20	84	1	q:20:84:1	قَالَ	قال	ق و ل	PV	PV 3ms; perfect tense reporting speech; introduces direct discourse that follows	clausal								ae:v3:s020:084:pass1:attach:a1			1	0	obj=clausal|prep=-|clause=yes|cognate=no	
ae:v3:s020:084:pass1:frame:v2	pass1	FRAME	v2	20	84	7	q:20:84:7	وَعَجِلْتُ	عجلك	ع ج ل	PV	PV 1cs; perfect tense; ʿajila = to hasten/be quick; first-person confession of urgency	none_intransitive				ae:v3:s020:084:pass1:attach:a6	إِلَى	8					1	0	obj=none_intransitive|prep=إِلَى|clause=no|cognate=no	
ae:v3:s020:084:pass1:frame:v3	pass1	FRAME	v3	20	84	11	q:20:84:11	لِتَرْضَى	رضي	ر ض و	IV	IV subjunctive 2ms (manṣūb after lām al-taʿlīl); from raḍiya = to be pleased/satisfied; the alif maqṣūra ending marks the defective verb	none_intransitive											1	0	obj=none_intransitive|prep=-|clause=no|cognate=no	
ae:v3:s020:085:pass1:frame:v1	pass1	FRAME	v1	20	85	1	q:20:85:1	قَالَ	قال	ق و ل	PV	PV 3ms; perfect tense introducing divine direct speech to Moses; resumes the dialogue from 20:83	clausal								ae:v3:s020:085:pass1:attach:a1			1	0	obj=clausal|prep=-|clause=yes|cognate=no	
ae:v3:s020:085:pass1:frame:v2	pass1	FRAME	v2	20	85	5	q:20:85:5	فَتَنَّا	فتن	ف ت ن	PV	"PV 1cp; perfect tense, first person common plural; divine ""We"" as agent; direct object = qawmaka (your people)"	explicit	ae:v3:s020:085:pass1:attach:a4	6	ق و م	ae:v3:s020:085:pass1:attach:a6	مِن	8	ب ع د				1	0	obj=explicit|prep=مِن|clause=no|cognate=no	
ae:v3:s020:085:pass1:frame:v3	pass1	FRAME	v3	20	85	10	q:20:85:10	وَأَضَلَّهُمُ	أضل	ض ل ل	PV	PV 3ms Form IV; causative of ḍalla (to stray); 3mp object suffix -hum; agent = al-Sāmirī	clitic	ae:v3:s020:085:pass1:attach:a9	10							ae:v3:s020:085:pass1:attach:a10	11		0	obj=clitic|prep=-|clause=no|cognate=no	
ae:v3:s020:086:pass1:frame:v1	pass1	FRAME	v1	20	86	2	q:20:86:2	فَرَجَعَ	رجع	ر ج ع	PV	PV 3ms; intransitive here (no direct object); subject: mūsā; tag: PV	none_intransitive				ae:v3:s020:086:pass1:attach:a2	إِلَى	5	ق و م		ae:v3:s020:086:pass1:attach:a1	3		0	obj=none_intransitive|prep=إِلَى|clause=no|cognate=no	
ae:v3:s020:086:pass1:frame:v2	pass1	FRAME	v2	20	86	8	q:20:86:8	قَالَ	قال	ق و ل	PV	PV 3ms; introduces direct speech; subject: mūsā (implied); tag: PV	clausal								ae:v3:s020:086:pass1:attach:a6			1	0	obj=clausal|prep=-|clause=yes|cognate=no	
ae:v3:s020:086:pass1:frame:v3	pass1	FRAME	v3	20	86	12	q:20:86:12	يَعِدْكُمْ	عد	ع د د	IV	IV jussive (majzūm by lam); 3ms imperfect; root: w-ʿ-d; object suffix -kum (2mp); MASAQ lists root as ʿ-d-d but verb is from w-ʿ-d (yaʿidu); tag: IV	clitic	ae:v3:s020:086:pass1:attach:a8	12							ae:v3:s020:086:pass1:attach:a9	13		0	obj=clitic|prep=-|clause=no|cognate=no	cognate accusative present
ae:v3:s020:086:pass1:frame:v4	pass1	FRAME	v4	20	86	17	q:20:86:17	أَفَطَالَ	طال	ط و ل	PV	PV 3ms; intransitive (subject: al-ʿahd); ʿalā + pronoun = affected party; tag: PV	none_intransitive				ae:v3:s020:086:pass1:attach:a14	عَلَى	18			ae:v3:s020:086:pass1:attach:a15	19		0	obj=none_intransitive|prep=عَلَى|clause=no|cognate=no	
ae:v3:s020:086:pass1:frame:v5	pass1	FRAME	v5	20	86	21	q:20:86:21	أَرَدْتُمْ	أرد	ر و د	PV	PV 2mp; perfect tense; direct volitional act attributed to the people; subject: 2nd person plural (the qawm); tag: PV	clausal								ae:v3:s020:086:pass1:attach:a17			1	0	obj=clausal|prep=-|clause=yes|cognate=no	
ae:v3:s020:086:pass1:frame:v6	pass1	FRAME	v6	20	86	23	q:20:86:23	يَحِلَّ	حل	ح ل ي	IV	IV subjunctive (manṣūb by an); 3ms; subject: ghaḍab; ʿalā marks affected party; MASAQ root: ḥ-l-y; tag: IV	none_intransitive				ae:v3:s020:086:pass1:attach:a18	عَلَى	24			ae:v3:s020:086:pass1:attach:a19	25		0	obj=none_intransitive|prep=عَلَى|clause=no|cognate=no	
ae:v3:s020:086:pass1:frame:v7	pass1	FRAME	v7	20	86	29	q:20:86:29	فَأَخْلَفْتُمْ	أخلف	خ ل ف	PV	"PV 2mp; Form IV (أَفْعَلَ); causative: ""you caused to be different/other"" = you broke/violated; tag: PV"	explicit	ae:v3:s020:086:pass1:attach:a22	30	و ع د								1	0	obj=explicit|prep=-|clause=no|cognate=no	
ae:v3:s020:087:pass1:frame:v1	pass1	FRAME	v1	20	87	1	q:20:87:1	قَالُوا	قال	ق و ل	PV	perfect verb, 3rd person masculine plural; introduces direct speech	clausal								ae:v3:s020:087:pass1:attach:a1			1	0	obj=clausal|prep=-|clause=yes|cognate=no	
ae:v3:s020:087:pass1:frame:v2	pass1	FRAME	v2	20	87	3	q:20:87:3	أَخْلَفْنَا	أخلف	خ ل ف	PV	perfect verb Form IV, 1st person plural; transitive — takes mawʿidaka as direct object	explicit	ae:v3:s020:087:pass1:attach:a2	4	و ع د	ae:v3:s020:087:pass1:attach:a4	بـ	6	م ل ك				1	0	obj=explicit|prep=بـ|clause=no|cognate=no	
ae:v3:s020:087:pass1:frame:v3	pass1	FRAME	v3	20	87	9	q:20:87:9	حُمِّلْنَا	حمل	ح م ل	PV	perfect verb Form II passive (puʿʿila), 1st person plural; passive voice removes agent — who loaded them is left unspecified	explicit	ae:v3:s020:087:pass1:attach:a9	10	و ز ر								1	0	obj=explicit|prep=-|clause=no|cognate=no	
ae:v3:s020:087:pass1:frame:v4	pass1	FRAME	v4	20	87	15	q:20:87:15	فَقَذَفْنَاهَا	قذف	ق ذ ف	PV	perfect verb Form I, 1st person plural + feminine singular object suffix -hā; object refers back to awzār or zīna	clitic	ae:v3:s020:087:pass1:attach:a13	15									1	0	obj=clitic|prep=-|clause=no|cognate=no	
ae:v3:s020:087:pass1:frame:v5	pass1	FRAME	v5	20	87	19	q:20:87:19	أَلْقَى	ألقى	ل ق ي	PV	perfect verb Form IV, 3rd person masculine singular; subject is al-sāmirī	none_absolute				ae:v3:s020:087:pass1:attach:a14	كـ	18			ae:v3:s020:087:pass1:attach:a16	20		0	obj=none_absolute|prep=كـ|clause=no|cognate=no	object of casting is not overt
ae:v3:s020:088:pass1:frame:v1	pass1	FRAME	v1	20	88	2	q:20:88:2	فَأَخْرَجَ	أخرج	خ ر ج	PV	Form IV perfect verb, 3ms; causative of kharaja (to go out); transitive: he caused something to come out/emerge	explicit	ae:v3:s020:088:pass1:attach:a2	5	ع ج ل	ae:v3:s020:088:pass1:attach:a1	لـ	4					1	0	obj=explicit|prep=لـ|clause=no|cognate=no	
ae:v3:s020:088:pass1:frame:v2	pass1	FRAME	v2	20	88	10	q:20:88:10	فَقَالُوا	قال	ق و ل	PV	perfect verb (PV), 3mp; qāla + wāw al-jamāʿa = plural subject (the people); introduces direct speech	clausal								ae:v3:s020:088:pass1:attach:a6			1	0	obj=clausal|prep=-|clause=yes|cognate=no	
ae:v3:s020:088:pass1:frame:v3	pass1	FRAME	v3	20	88	17	q:20:88:17	فَنَسِيَ	نسي	ن س ي	PV	perfect verb (PV), 3ms; intransitive or transitive with elided object; climactic verb of the ayah	none_absolute											1	0	obj=none_absolute|prep=-|clause=no|cognate=no	object of forgetting is not overt
ae:v3:s020:089:pass1:frame:v1	pass1	FRAME	v1	20	89	3	q:20:89:3	يَرَوْنَ	ر	ر أ ي	IV	IV 3mp; imperfect indicative; subject = the calf-worshippers; governs the subordinate clause allā yarjiʿu	clausal								ae:v3:s020:089:pass1:attach:a1			1	0	obj=clausal|prep=-|clause=yes|cognate=no	
ae:v3:s020:089:pass1:frame:v2	pass1	FRAME	v2	20	89	5	q:20:89:5	يَرْجِعُ	رجع	ر ج ع	IV	IV 3ms; imperfect indicative; subject = the golden calf (implicit); object = qawlan; the calf cannot return/produce speech	explicit	ae:v3:s020:089:pass1:attach:a3	7	ق و ل	ae:v3:s020:089:pass1:attach:a2	إِلَى	6					1	0	obj=explicit|prep=إِلَى|clause=no|cognate=no	
