unit_id	source_pass	source_rtype	source_local_id	sura	ayah	type	anchor_wid	anchor_unit_id	clause_raw	clause_unit_id	role	source_clause_raw	source_clause_unit_id	antecedent_clause_raw	antecedent_clause_unit_id	antecedent_wid	antecedent_word_unit_id	antecedent_start_wid	antecedent_end_wid	parallel_clause_raw	parallel_clause_unit_id	text	status	confidence	evidence	translation_instruction	reason
ae:v3:s036:060:pass2:ellip:e1	pass2	ELLIP	e1	36	60	formulaic_ellipsis	4	q:36:60:4			implicit_vocative_call												strongly_licensed	medium	formulaic_construction	preserve_compression_if_target_language_allows	The vocative يَٰبَنِىٓ ءَادَمَ uses the conventional vocative construction with the calling act left unexpressed.
ae:v3:s036:081:pass2:ellip:e1	pass2	ELLIP	e1	36	81	ellipsis_after_particle	14	q:36:81:14			affirmative_answer_content			c1	ae:v3:s036:081:pass1:clause:c1								strongly_licensed	high	local_syntax;condition_structure	target_language_may_require_supplied_word	بَلَى answers the preceding negative question with the affirmed content recoverable from c1.
ae:v3:s036:083:pass2:ellip:e1	pass2	ELLIP	e1	36	83	formulaic_ellipsis	2	q:36:83:2			exclamatory_praise_verb												strongly_licensed	high	formulaic_construction	preserve_compression_if_target_language_allows	سُبْحَٰنَ is a formulaic accusative verbal noun with the praising act conventionally compressed.
ae:v3:s037:001:pass2:ellip:e1	pass2	ELLIP	e1	37	1	formulaic_ellipsis	1	q:37:1:1			oath_performative												strongly_licensed	high	formulaic_construction;local_syntax	preserve_compression_if_target_language_allows	The oath وَٱلصَّٰٓفَّٰتِ uses the conventional oath particle with the performative swearing verb left unspoken.
ae:v3:s037:007:pass2:ellip:e1	pass2	ELLIP	e1	37	7	omitted_verb	2	q:37:7:2			coordinated_verbal_predication												strongly_licensed	medium	coordination;local_syntax	target_language_may_require_supplied_word	حِفْظًا is an accusative maṣdar coordinated after the preceding verbal assertion, leaving its governing predication compressed in 37:7.
ae:v3:s037:010:pass2:ellip:e1	pass2	ELLIP	e1	37	10	ellipsis_in_exception	1	q:37:10:1			implicit_general_term												strongly_licensed	medium	exception_particle;discourse_continuity	target_language_may_require_supplied_word	إِلَّا opens an exception whose general set is supplied by the preceding discourse rather than repeated inside 37:10.
ae:v3:s037:011:pass2:ellip:e1	pass2	ELLIP	e1	37	11	ellipsis_in_comparison	6	q:37:11:6			second_branch_comparative_predicate	c2	ae:v3:s037:011:pass1:clause:c2									أشد خلقا	strongly_licensed	medium	comparative_construction;parallelism	preserve_compression_if_target_language_allows	After أَم مَّنْ خَلَقْنَا the comparative predicate is recovered from أَهُمْ أَشَدُّ خَلْقًا.
ae:v3:s037:017:pass2:ellip:e1	pass2	ELLIP	e1	37	17	omitted_predicate	2	q:37:17:2			coordinated_resurrection_predicate			37:16:c3	ae:v3:s037:016:pass1:clause:c3							لمبعوثون	strongly_licensed	high	parallelism;interrogative_continuity	target_language_may_require_supplied_word	أَوَءَابَآؤُنَا ٱلْأَوَّلُونَ coordinates an additional subject with the resurrection predicate stated in 37:16.
ae:v3:s037:018:pass2:ellip:e1	pass2	ELLIP	e1	37	18	ellipsis_after_particle	2	q:37:18:2			affirmed_answer_content			37:16:c3	ae:v3:s037:016:pass1:clause:c3								strongly_licensed	high	interrogative_continuity;local_syntax	target_language_may_require_supplied_word	نَعَمْ affirms the preceding resurrection question without restating its predicate.
ae:v3:s037:020:pass2:ellip:e1	pass2	ELLIP	e1	37	20	formulaic_ellipsis	3	q:37:20:3			vocative_lament_invocation												surface_form	medium	vocative;formulaic_construction	preserve_compression_if_target_language_allows	يَٰوَيْلَنَا is a formulaic vocative lament with no overt summoned predicate.
ae:v3:s037:025:pass2:ellip:e1	pass2	ELLIP	e1	37	25	formulaic_ellipsis	1	q:37:25:1	c1	ae:v3:s037:025:pass1:clause:c1	state_or_cause_questioned												strongly_licensed	medium	formulaic_construction;local_syntax	preserve_compression_if_target_language_allows	The مَا لَكُمْ idiom leaves the questioned state or cause implicit, with لَا تَنَاصَرُونَ supplying the explanation.
ae:v3:s037:035:pass2:ellip:e1	pass2	ELLIP	e1	37	35	omitted_predicate	8	q:37:35:8	c4	ae:v3:s037:035:pass1:clause:c4	predicate_of_categorical_negation												strongly_licensed	medium	formulaic_construction;local_syntax	preserve_compression_if_target_language_allows	The لَآ إِلَٰهَ إِلَّا ٱللَّهُ construction conventionally leaves the existential or truth predicate unexpressed.
ae:v3:s037:040:pass2:ellip:e1	pass2	ELLIP	e1	37	40	ellipsis_in_exception	1	q:37:40:1			exception_scope_from_previous_clause												strongly_licensed	medium	local_syntax;discourse_proximity	target_language_may_require_supplied_word	The standalone إِلَّا phrase has no internal finite clause and takes its exception scope from the preceding recompense statement.
ae:v3:s037:056:pass2:ellip:e1	pass2	ELLIP	e1	37	56	formulaic_ellipsis	2	q:37:56:2	c2	ae:v3:s037:056:pass1:clause:c2	oath_operator												strongly_licensed	medium	formulaic_construction;local_syntax	preserve_compression_if_target_language_allows	The oath particle تَ with ٱللَّهِ licenses a conventional oath without an overt swear verb.
ae:v3:s037:057:pass2:ellip:e1	pass2	ELLIP	e1	37	57	omitted_predicate	2	q:37:57:2	c1	ae:v3:s037:057:pass1:clause:c1	existential_predicate												strongly_licensed	high	formulaic_construction;condition_structure	target_language_may_require_supplied_word	لَوْلَا with نِعْمَةُ رَبِّى forms a prevention protasis whose existential predicate is not overt.
ae:v3:s037:059:pass2:ellip:e1	pass2	ELLIP	e1	37	59	ellipsis_in_exception	1	q:37:59:1			exception_from_prior_negated_predicate												strongly_licensed	high	exception_particle;cross_ayah_continuity	target_language_may_require_supplied_word	إِلَّا مَوْتَتَنَا ٱلْأُولَىٰ depends on the negated predicate in 37:58 with the exception scope compressed.
ae:v3:s037:062:pass2:ellip:e1	pass2	ELLIP	e1	37	62	ellipsis_in_comparison	4	q:37:62:4			second_comparative_predicate												strongly_licensed	high	comparative_construction;parallelism	target_language_may_require_supplied_word	أَمْ introduces شَجَرَةُ ٱلزَّقُّومِ as the second comparative arm with the predicate خَيْرٌ نُّزُلًا recoverable from the first arm.
ae:v3:s037:074:pass2:ellip:e1	pass2	ELLIP	e1	37	74	ellipsis_in_exception	1	q:37:74:1			exception_scope												strongly_licensed	medium	exception_particle;cross_ayah_continuity	target_language_may_require_supplied_word	إِلَّا opens an exceptive fragment whose excluded class is interpreted against the preceding outcome clause.
ae:v3:s037:100:pass2:ellip:e1	pass2	ELLIP	e1	37	100	formulaic_ellipsis	1	q:37:100:1			vocative_particle											يَا	strongly_licensed	high	vocative_form;formulaic_construction	target_language_may_require_supplied_word	رَبِّ is a bare vocative form with the vocative particle omitted by formulaic address.
ae:v3:s037:100:pass2:ellip:e2	pass2	ELLIP	e2	37	100	omitted_object	2	q:37:100:2			requested_gift												strongly_licensed	medium	selectional_syntax;partitive_context	target_language_may_require_supplied_word	هَبْ with لِى and مِنَ ٱلصَّٰلِحِينَ leaves the gifted entity unspoken while the partitive class is expressed.
ae:v3:s037:128:pass2:ellip:e1	pass2	ELLIP	e1	37	128	ellipsis_in_exception	1	q:37:128:1			exception_scope_from_prior_predicate												strongly_licensed	high	exception_particle;cross_ayah_continuity	target_language_may_require_supplied_word	إِلَّا introduces an excepted group whose governing exclusion scope is supplied from the preceding مُحْضَرُونَ clause.
ae:v3:s037:135:pass2:ellip:e1	pass2	ELLIP	e1	37	135	ellipsis_in_exception	1	q:37:135:1			excluded_item_from_prior_rescue_domain			37:134:c1	ae:v3:s037:134:pass1:clause:c1								strongly_licensed	high	exception_particle;discourse_continuity	target_language_may_require_supplied_word	The exception phrase depends on the preceding rescue clause for its governing event and comparison set.
ae:v3:s037:138:pass2:ellip:e1	pass2	ELLIP	e1	37	138	omitted_verb	3	q:37:138:3			parallel_predicate_for_night_temporal_phrase	37:137:c1	ae:v3:s037:137:pass1:clause:c1									تَمُرُّونَ	strongly_licensed	high	coordination;parallelism	target_language_may_require_supplied_word	The overt night prepositional phrase is coordinated with the morning circumstantial frame and shares the verbal predicate from the preceding ayah.
ae:v3:s037:159:pass2:ellip:e1	pass2	ELLIP	e1	37	159	formulaic_ellipsis	1	q:37:159:1	c1	ae:v3:s037:159:pass1:clause:c1	governing_verb												strongly_licensed	high	formulaic_construction;local_syntax	target_language_may_require_supplied_word	سُبْحَانَ is a formulaic accusative verbal noun with an understood governing verb of declaring transcendence.
ae:v3:s037:160:pass2:ellip:e1	pass2	ELLIP	e1	37	160	ellipsis_in_exception	1	q:37:160:1			exception_scope												strongly_licensed	high	exception_particle;discourse_continuity	preserve_compression_if_target_language_allows	إِلَّا opens an exceptive phrase without an overt in-ayah matrix, so its scope is supplied from the preceding discourse.
ae:v3:s037:163:pass2:ellip:e1	pass2	ELLIP	e1	37	163	ellipsis_in_exception	1	q:37:163:1			implicit_general_term												strongly_licensed	medium	exception_particle;local_syntax	preserve_compression_if_target_language_allows	إِلَّا introduces an excepted relative after a negated predicate whose general affected class is not overtly stated.
ae:v3:s037:164:pass2:ellip:e1	pass2	ELLIP	e1	37	164	ellipsis_in_exception	4	q:37:164:4			implicit_partitive_member												strongly_licensed	high	exception_particle;partitive_context	preserve_compression_if_target_language_allows	The مَا مِنَّا إِلَّا construction implies an individual member of the partitive group without spelling out the noun.
ae:v3:s037:180:pass2:ellip:e1	pass2	ELLIP	e1	37	180	formulaic_ellipsis	1	q:37:180:1	c1	ae:v3:s037:180:pass1:clause:c1	exonerative_verbal_basis												strongly_licensed	medium	formulaic_construction;local_syntax	preserve_compression_if_target_language_allows	سُبْحَانَ functions as a fixed exonerative verbal-noun formula with its verbal basis left unexpressed.
ae:v3:s038:001:pass2:ellip:e1	pass2	ELLIP	e1	38	1	formulaic_ellipsis	2	q:38:1:2			oath_response												discourse_inferred	medium	formulaic_construction	avoid_adding_recovered_text	وَٱلْقُرْءَانِ is an oath phrase without an overt local oath response in the ayah.
ae:v3:s038:003:pass2:ellip:e1	pass2	ELLIP	e1	38	3	omitted_predicate	10	q:38:3:10	c3	ae:v3:s038:003:pass1:clause:c3	negated_availability_predicate												strongly_licensed	medium	formulaic_construction;local_syntax	preserve_compression_if_target_language_allows	لَاتَ with حِينَ مَنَاصٍ forms a compressed negated time expression with the availability predicate left implicit.
ae:v3:s038:016:pass2:ellip:e1	pass2	ELLIP	e1	38	16	formulaic_ellipsis	3	q:38:16:3			omitted_vocative_particle											يا	syntactically_forced	high	vocative	preserve_compression_if_target_language_allows	رَبَّنَا functions as a vocative with the vocative particle omitted.
ae:v3:s038:019:pass2:ellip:e1	pass2	ELLIP	e1	38	19	omitted_verb	2	q:38:19:2			coordinated_verbal_predicate											سخرنا	strongly_licensed	high	parallelism;case_government	target_language_may_require_supplied_word	وَٱلطَّيْرَ مَحْشُورَةً is accusative and coordinated with the prior object of سَخَّرْنَا, so the governing verb is recoverable from the preceding clause.
ae:v3:s038:022:pass2:ellip:e1	pass2	ELLIP	e1	38	22	omitted_predicate	11	q:38:22:11	c6	ae:v3:s038:022:pass1:clause:c6	pronominal_subject												strongly_licensed	high	local_syntax;speech_role	target_language_may_require_supplied_word	خَصْمَانِ is a compact predicate with the speaking first-person subject omitted.
ae:v3:s038:024:pass2:ellip:e1	pass2	ELLIP	e1	38	24	ellipsis_in_exception	20	q:38:24:20	c5	ae:v3:s038:024:pass1:clause:c5	excluded_partitive_group												strongly_licensed	high	exception_particle;parallelism	preserve_compression_if_target_language_allows	إِلَّا ٱلَّذِينَ omits the repeated partitive frame from كَثِيرًا مِّنَ ٱلْخُلَطَآءِ.
ae:v3:s038:027:pass2:ellip:e1	pass2	ELLIP	e1	38	27	formulaic_ellipsis	16	q:38:27:16	c5	ae:v3:s038:027:pass1:clause:c5	imprecative_predicate												strongly_licensed	high	formulaic_construction;local_syntax	preserve_compression_if_target_language_allows	وَيْلٌ لِّلَّذِينَ is an imprecative formula with the predicative force left compressed.
ae:v3:s038:028:pass2:ellip:e1	pass2	ELLIP	e1	38	28	ellipsis_in_comparison	8	q:38:28:8	c1	ae:v3:s038:028:pass1:clause:c1	comparison_complement												strongly_licensed	high	comparative_construction;local_syntax	preserve_compression_if_target_language_allows	كَٱلْمُفْسِدِينَ compresses the compared status supplied by نَجْعَلُ.
ae:v3:s038:028:pass2:ellip:e2	pass2	ELLIP	e2	38	28	ellipsis_in_comparison	15	q:38:28:15	c3	ae:v3:s038:028:pass1:clause:c3	comparison_complement												strongly_licensed	high	comparative_construction;parallelism	preserve_compression_if_target_language_allows	كَٱلْفُجَّارِ repeats the same compressed comparison frame in the second rhetorical question.
ae:v3:s038:030:pass2:ellip:e1	pass2	ELLIP	e1	38	30	formulaic_ellipsis	6	q:38:30:6	c2	ae:v3:s038:030:pass1:clause:c2	specific_praised_referent												strongly_licensed	medium	formulaic_construction;local_syntax	preserve_compression_if_target_language_allows	نِعْمَ ٱلْعَبْدُ is a praise formula whose specific praised referent is compressed and then resumed by إِنَّهُۥٓ.
ae:v3:s038:035:pass2:ellip:e1	pass2	ELLIP	e1	38	35	formulaic_ellipsis	2	q:38:35:2			omitted_vocative_particle												strongly_licensed	high	local_syntax;local_syntax	preserve_compression_if_target_language_allows	رَبِّ functions as a direct vocative address without an overt vocative particle.
ae:v3:s038:037:pass2:ellip:e1	pass2	ELLIP	e1	38	37	omitted_verb	2	q:38:37:2			governing_verb_for_coordinated_object			38:36.c1	ae:v3:s038:036:pass1:clause:c1	2	q:38:37:2					سَخَّرْنَا	strongly_licensed	medium	parallelism;case_government	target_language_may_require_supplied_word	The accusative coordinated phrase وَٱلشَّيَاطِينَ continues the object sequence governed by سَخَّرْنَا in 38:36 without restating the verb.
ae:v3:s038:038:pass2:ellip:e1	pass2	ELLIP	e1	38	38	omitted_verb	2	q:38:38:2			governing_verb_for_coordinated_object			38:36.c1	ae:v3:s038:036:pass1:clause:c1	2	q:38:38:2					سَخَّرْنَا	strongly_licensed	medium	parallelism;case_government	target_language_may_require_supplied_word	The accusative وَءَاخَرِينَ is another coordinated object group under the prior governing verb سَخَّرْنَا.
ae:v3:s038:044:pass2:ellip:e1	pass2	ELLIP	e1	38	44	formulaic_ellipsis	15	q:38:44:15			specific_praised_entity												strongly_licensed	medium	formulaic_construction;discourse_proximity	target_language_may_require_supplied_word	The نِعْمَ praise formula with a definite praised subject can leave the specific praised entity unspoken.
ae:v3:s038:055:pass2:ellip:e1	pass2	ELLIP	e1	38	55	omitted_predicate	1	q:38:55:1	c1	ae:v3:s038:055:pass1:clause:c1	deictic_summary_predicate												strongly_licensed	medium	local_syntax;discourse_continuity	preserve_compression_if_target_language_allows	The one-word demonstrative functions as a compressed deictic summary with the predicate left unspoken.
ae:v3:s038:059:pass2:ellip:e1	pass2	ELLIP	e1	38	59	formulaic_ellipsis	5	q:38:59:5	c2	ae:v3:s038:059:pass1:clause:c2	negative_welcome_formula												strongly_licensed	high	formulaic_construction	preserve_compression_if_target_language_allows	لَا مَرْحَبًا بِهِمْ is a fixed rejection formula with the verbal or existential welcome element left unexpressed.
ae:v3:s038:060:pass2:ellip:e1	pass2	ELLIP	e1	38	60	formulaic_ellipsis	4	q:38:60:4	c3	ae:v3:s038:060:pass1:clause:c3	negative_welcome_formula												strongly_licensed	high	formulaic_construction	preserve_compression_if_target_language_allows	لَا مَرْحَبًا بِكُمْ is a fixed rejection formula with the verbal or existential welcome element left unexpressed.
ae:v3:s038:065:pass2:ellip:e1	pass2	ELLIP	e1	38	65	omitted_predicate			c4	ae:v3:s038:065:pass1:clause:c4	existential_predicate												strongly_licensed	medium	local_syntax	target_language_may_require_supplied_word	The negated min plus indefinite noun construction supplies an existential predication without an overt predicate word.
ae:v3:s038:074:pass2:ellip:e1	pass2	ELLIP	e1	38	74	ellipsis_in_exception	1	q:38:74:1			exception_base												strongly_licensed	high	exception_particle;discourse_proximity	preserve_compression_if_target_language_allows	إِلَّا opens an exception whose general term is supplied by the immediately preceding prostrating group.
ae:v3:s038:076:pass2:ellip:e1	pass2	ELLIP	e1	38	76	ellipsis_in_comparison	3	q:38:76:3			comparison_respect												strongly_licensed	medium	comparative_construction	preserve_compression_if_target_language_allows	خَيْرٌ مِّنْهُ gives the comparative relation while leaving the exact respect of comparison unexpressed.
ae:v3:s038:083:pass2:ellip:e1	pass2	ELLIP	e1	38	83	ellipsis_in_exception	1	q:38:83:1			excepted_object_from_prior_clause												strongly_licensed	high	exception_particle;parallelism	preserve_compression_if_target_language_allows	إِلَّا introduces an excepted group whose governing exclusion is recovered from the prior clause rather than repeated.
ae:v3:s038:084:pass2:ellip:e1	pass2	ELLIP	e1	38	84	omitted_predicate	3	q:38:84:3			predicate_of_fronted_truth_noun												ambiguous	medium	case_government;local_syntax	preserve_ambiguity	The nominative ٱلْحَقُّ stands in the quoted clause without an overt predicate or overt verbal governor.
ae:v3:s039:004:pass2:ellip:e1	pass2	ELLIP	e1	39	4	formulaic_ellipsis	13	q:39:4:13			omitted_verb_of_glorification												strongly_licensed	medium	local_syntax	preserve_compression_if_target_language_allows	سُبْحَٰنَهُۥ is a formulaic cognate accusative with an understood act of declaring transcendence.
ae:v3:s039:009:pass2:ellip:e1	pass2	ELLIP	e1	39	9	ellipsis_in_comparison	1	q:39:9:1	c1	ae:v3:s039:009:pass1:clause:c1	omitted_comparative_counterpart												strongly_licensed	high	local_syntax;parallelism	target_language_may_require_supplied_word	أَمَّنْ opens a comparison whose counterpart is compressed before the later explicit equality question.
ae:v3:s039:016:pass2:ellip:e1	pass2	ELLIP	e1	39	16	omitted_preposition	11	q:39:16:11			material_source_pp	c1	ae:v3:s039:016:pass1:clause:c1							c2	ae:v3:s039:016:pass1:clause:c2	من النار	strongly_licensed	medium	parallelism	target_language_may_require_supplied_word	The lower parallel clause omits the material/source phrase supplied in the upper clause.
ae:v3:s039:016:pass2:ellip:e2	pass2	ELLIP	e2	39	16	formulaic_ellipsis	18	q:39:16:18			first_person_possessive_suffix												strongly_licensed	medium	local_syntax;morphology	target_language_may_require_supplied_word	The vocative عباد is a construct vocative with an unexpressed first-person possessive ending.
ae:v3:s039:017:pass2:ellip:e1	pass2	ELLIP	e1	39	17	formulaic_ellipsis	16	q:39:17:16			first_person_possessive_suffix												strongly_licensed	medium	morphology;local_syntax	target_language_may_require_supplied_word	عباد is a construct object with the first-person possessive ending unexpressed in the surface form.
ae:v3:s039:022:pass2:ellip:e1	pass2	ELLIP	e1	39	22	ellipsis_after_particle	1	q:39:22:1			suspended_local_syntax_apodosis												discourse_inferred	medium	local_syntax;discourse_continuity	target_language_may_require_supplied_word	أَفَمَن opens a rhetorical local_syntax whose balancing predicate is compressed before the discourse_continuityive فَوَيْلٌ clause.
ae:v3:s039:024:pass2:ellip:e1	pass2	ELLIP	e1	39	24	ellipsis_after_particle	1	q:39:24:1			suspended_local_syntax_apodosis												discourse_inferred	medium	local_syntax;local_syntax	target_language_may_require_supplied_word	أَفَمَن opens a compressed rhetorical local_syntax whose balancing predicate is not overtly stated in the ayah.
ae:v3:s039:039:pass2:ellip:e1	pass2	ELLIP	e1	39	39	omitted_preposition	8	q:39:39:8	c4	ae:v3:s039:039:pass1:clause:c4	parallel_basis_complement												strongly_licensed	medium	parallelism;local_syntax	preserve_compression_if_target_language_allows	عَٰمِلٌ parallels ٱعْمَلُوا۟ عَلَىٰ مَكَانَتِكُمْ with its matching basis phrase left compressed.
ae:v3:s039:067:pass2:ellip:e1	pass2	ELLIP	e1	39	67	formulaic_ellipsis	18	q:39:67:18			formulaic_transcendence_declaration												strongly_licensed	high	formulaic_construction	preserve_compression_if_target_language_allows	سُبْحَٰنَهُۥ is a fixed accusative-form declaration with compressed predicative force.
ae:v3:s040:010:pass2:ellip:e1	pass2	ELLIP	e1	40	10	ellipsis_in_comparison	8	q:40:10:8			comparative_standard												strongly_licensed	medium	comparative_construction	target_language_may_require_supplied_word	أَكْبَرُ مِن مَّقْتِكُمْ leaves the compared measure compressed after مِن; target wording may need a supplied comparative phrase.
ae:v3:s040:057:pass2:ellip:e1	pass2	ELLIP	e1	40	57	ellipsis_in_comparison	5	q:40:57:5			comparative_standard												strongly_licensed	medium	comparative_construction	target_language_may_require_supplied_word	أَكْبَرُ مِنْ خَلْقِ ٱلنَّاسِ uses the من comparative standard without repeating the full measure of greatness.
ae:v3:s040:082:pass2:ellip:e1	pass2	ELLIP	e1	40	82	ellipsis_in_comparison	15	q:40:82:15			comparative_predicate												strongly_licensed	medium	comparative_construction	target_language_may_require_supplied_word	أَكْثَرَ مِنْهُمْ compresses the compared domain after مِن, with أَشَدَّ coordinated to the same comparison.
ae:v3:s042:011:pass2:ellip:e1	pass2	ELLIP	e1	42	11	ellipsis_in_comparison	18	q:42:11:18			compared_resemblance												syntactically_forced	high	comparative_construction;local_syntax	avoid_adding_recovered_text	لَيْسَ كَمِثْلِهِۦ شَىْءٌ uses a comparative_construction phrase where the compared resemblance relation is compressed.
ae:v3:s042:015:pass2:ellip:e1	pass2	ELLIP	e1	42	15	omitted_object	5	q:42:15:5			called_content												strongly_licensed	medium	local_syntax	target_language_may_require_supplied_word	ٱدْعُ has no expressed direct object; the content/domain is recoverable only from the preceding لِذَٰلِكَ frame.
ae:v3:s042:036:pass2:ellip:e1	pass2	ELLIP	e1	42	36	ellipsis_in_comparison			c3	ae:v3:s042:036:pass1:clause:c3	compared_value												strongly_licensed	medium	comparative_construction;local_syntax	target_language_may_require_supplied_word	خَيْرٌ وَأَبْقَىٰ compresses the compared counterpart from مَتَٰعُ ٱلْحَيَوٰةِ ٱلدُّنْيَا.
ae:v3:s042:047:pass2:ellip:e1	pass2	ELLIP	e1	42	47	formulaic_ellipsis	18	q:42:47:18			temporal_deixis												strongly_licensed	medium	local_syntax	target_language_may_require_supplied_word	يَوْمَئِذٍ compresses an understood event-time supplied by the preceding day clause.
ae:v3:s043:002:pass2:ellip:e1	pass2	ELLIP	e1	43	2	formulaic_ellipsis	1	q:43:2:1			oath_response												strongly_licensed	medium	formulaic_construction	target_language_may_require_supplied_word	The oath by ٱلْكِتَٰبِ opens an oath frame whose response is supplied by the following assertion rather than repeated in the oath phrase.
ae:v3:s043:011:pass2:ellip:e1	pass2	ELLIP	e1	43	11	ellipsis_in_comparison	14	q:43:11:14			compared_process												strongly_licensed	medium	formulaic_construction	target_language_may_require_supplied_word	كَذَٰلِكَ compares the revival process with the coming خروج while leaving the repeated process compressed.
ae:v3:s043:023:pass2:ellip:e1	pass2	ELLIP	e1	43	23	ellipsis_in_exception	12	q:43:23:12			repeated_sending_event												strongly_licensed	medium	formulaic_construction	target_language_may_require_supplied_word	إِلَّا introduces the recurring response while the general negated sending event remains understood from مَا أَرْسَلْنَا.
ae:v3:s043:035:pass2:ellip:e1	pass2	ELLIP	e1	43	35	omitted_predicate	2	q:43:35:2			continued_luxury_list												strongly_licensed	medium	formulaic_construction	target_language_may_require_supplied_word	وَزُخْرُفًا continues the objects of لَجَعَلْنَا from 43:33-34 with the verb not repeated.
ae:v3:s043:052:pass2:ellip:e1	pass2	ELLIP	e1	43	52	ellipsis_in_comparison	3	q:43:52:3			standard_of_comparison												strongly_licensed	medium	formulaic_construction	target_language_may_require_supplied_word	أَنَا خَيْرٌ مِنْ هَٰذَا leaves the compared superiority predicate compressed after خَيْرٌ.
ae:v3:s043:082:pass2:ellip:e1	pass2	ELLIP	e1	43	82	formulaic_ellipsis	1	q:43:82:1			tanzih_formula												strongly_licensed	medium	formulaic_construction	target_language_may_require_supplied_word	سُبْحَانَ functions as a fixed exclamatory verbal-noun formula with its verbal act not separately expressed.
ae:v3:s043:087:pass2:ellip:e1	pass2	ELLIP	e1	43	87	omitted_predicate	9	q:43:87:9			quoted_answer_predicate												strongly_licensed	medium	formulaic_construction	target_language_may_require_supplied_word	ٱللَّهُ is an elliptical answer to مَّنْ خَلَقَهُمْ with the predicate recoverable from the question.
ae:v3:s043:089:pass2:ellip:e1	pass2	ELLIP	e1	43	89	formulaic_ellipsis	6	q:43:89:6			compressed_greeting												strongly_licensed	medium	formulaic_construction	target_language_may_require_supplied_word	سَلَٰمٌ is a compressed quoted utterance with no finite verb expressed.
ae:v3:s044:002:pass2:ellip:e1	pass2	ELLIP	e1	44	2	formulaic_ellipsis	1	q:44:2:1			oath_response_carried_by_following_inna_clause												strongly_licensed	medium	formulaic_construction;discourse_sequence	target_language_may_require_supplied_word	وَٱلْكِتَٰبِ is an oath phrase whose answer is supplied by the following إِنَّا أَنزَلْنَٰهُ clause rather than by a local verb.
ae:v3:s044:008:pass2:ellip:e1	pass2	ELLIP	e1	44	8	formulaic_ellipsis	1	q:44:8:1			negated_existential_predicate_in_la_jins_formula												syntactically_forced	high	formulaic_construction	avoid_adding_recovered_text	لَآ إِلَٰهَ إِلَّا هُوَ is a fixed categorical negation whose existential predication is compressed in the formula.
ae:v3:s044:014:pass2:ellip:e1	pass2	ELLIP	e1	44	14	omitted_predicate			c3	ae:v3:s044:014:pass1:clause:c3	quoted_nominal_subject_understood_from_target_of_accusation												strongly_licensed	medium	quotation;local_syntax	target_language_may_require_supplied_word	The quoted labels مُعَلَّمٌ مَّجْنُونٌ stand as predicates with the accused messenger understood from عَنْهُ.
ae:v3:s044:037:pass2:ellip:e1	pass2	ELLIP	e1	44	37	ellipsis_in_comparison	2	q:44:37:2			compared_property_after_خَيْرٌ												strongly_licensed	medium	comparative_construction	avoid_adding_recovered_text	خَيْرٌ sets a comparison between هُمْ and قَوْمُ تُبَّعٍ without restating the full compared scale.
ae:v3:s044:043:pass2:ellip:e1	pass2	ELLIP	e1	44	43	omitted_predicate	1	q:44:43:1			predicate_supplied_by_next_ayah											طَعَامُ ٱلْأَثِيمِ	strongly_licensed	high	cross_ayah_continuity;local_syntax	target_language_may_require_supplied_word	إِنَّ شَجَرَتَ ٱلزَّقُّومِ opens an inna clause whose predicate follows as طَعَامُ ٱلْأَثِيمِ in 44:44.
ae:v3:s044:046:pass2:ellip:e1	pass2	ELLIP	e1	44	46	ellipsis_in_comparison	1	q:44:46:1			compared_boiling_event_recovered_from_previous_verb	c1	ae:v3:s044:045:pass1:clause:c1									يَغْلِى	strongly_licensed	high	comparative_construction;cross_ayah_continuity	target_language_may_require_supplied_word	كَغَلْىِ ٱلْحَمِيمِ is a comparative phrase whose compared event is supplied by يَغْلِى in 44:45.
ae:v3:s044:056:pass2:ellip:e1	pass2	ELLIP	e1	44	56	ellipsis_in_exception	5	q:44:56:5			exception_scope_after_negated_tasting												syntactically_forced	high	exception_particle;local_syntax	avoid_adding_recovered_text	إِلَّا ٱلْمَوْتَةَ ٱلْأُولَىٰ compresses the excepted death within the negated لا يذوقون الموت frame.
ae:v3:s045:007:pass2:ellip:e1	pass2	ELLIP	e1	45	7	formulaic_ellipsis	1	q:45:7:1	c1	ae:v3:s045:007:pass1:clause:c1	warning_predicate												strongly_licensed	medium	formulaic_construction	preserve_compression_if_target_language_allows	وَيْلٌ لِكُلِّ أَفَّاكٍ is a verbless warning formula with no expressed finite verb.
ae:v3:s045:010:pass2:ellip:e1	pass2	ELLIP	e1	45	10	omitted_verb	12	q:45:10:12	c4	ae:v3:s045:010:pass1:clause:c4	repeated_negated_predicate											يُغْنِى	strongly_licensed	high	parallelism;local_syntax	target_language_may_require_supplied_word	The second وَلَا مَا coordinate lacks an overt finite verb and depends on the preceding وَلَا يُغْنِى frame.
ae:v3:s046:005:pass2:ellip:e1	pass2	ELLIP	e1	46	5	ellipsis_in_comparison	3	q:46:5:3			compared_quality												strongly_licensed	medium	comparative_construction	target_language_may_require_supplied_word	أَضَلُّ مِمَّن forms an elative comparison whose compared property is compressed by the Arabic comparative construction.
