unit_id	source_pass	source_rtype	source_local_id	sura	ayah	type	severity	anchor_wid	anchor_unit_id	frame_raw	frame_unit_id	xref_raw	xref_unit_id	implicit_raw	implicit_unit_id	reason
ae:v3:s032:007:pass3:issue:ts1	pass3	ISSUE	ts1	32	7	upstream_evidence_missing	warning	2	q:32:7:2							Pass 1 reports أَحْسَنَ as syntactically verbal but emits no FRAME row because the input marks is_verb=false; frame-derived transfer support for this token cannot be projected from supplied rows.
ae:v3:s033:008:pass1:issue:s1	pass1	ISSUE	s1	33	8	manual_review_needed	warning	1	q:33:8:1							The purpose لِّيَسْـَٔلَ points back across the ayah boundary, so c1 is linked to the nearest in-ayah clause only as a placeholder.
ae:v3:s033:019:pass1:issue:s1	pass1	ISSUE	s1	33	19	schema_limitation	note	1	q:33:19:1							أَشِحَّةً عَلَيْكُمْ continues a circumstantial description from the preceding ayah, but cross-ayah attachments are out of scope.
ae:v3:s034:004:pass1:issue:s1	pass1	ISSUE	s1	34	4	schema_limitation	note	1	q:34:4:1							لِّيَجْزِىَ has visible purpose force tied to prior discourse, but the contract forbids cross-ayah links.
ae:v3:s034:046:pass3:issue:ts1	pass3	ISSUE	ts1	34	46	translation_bias_risk	warning	17	q:34:46:17							صَاحِبِكُم is a relational description in the supplied Arabic evidence; preserve the Arabic description unless supplied evidence grammatically fixes a named identity.
ae:v3:s035:005:pass1:issue:s1	pass1	ISSUE	s1	35	5	source_data_unclear	warning	5	q:35:5:5							وَعْدَ functions here as the verbal noun in إِنَّ وَعْدَ ٱللَّهِ حَقٌّ, but the input marks it is_verb=true, so a frame row is emitted for contract coverage.
ae:v3:s035:030:pass1:issue:s1	pass1	ISSUE	s1	35	30	schema_limitation	warning	1	q:35:30:1							لِيُوَفِّيَهُمْ has its purpose governor in 35:29, but Pass 1 forbids cross-ayah links.
ae:v3:s035:033:pass1:issue:s1	pass1	ISSUE	s1	35	33	source_data_unclear	warning	9	q:35:33:9							ذَهَبٍ is a genitive noun after مِن, but the input marks it is_verb true; a placeholder frame is included to satisfy the source traversal.
ae:v3:s035:030:pass3:issue:ts1	pass3	ISSUE	ts1	35	30	upstream_evidence_missing	warning	1	q:35:30:1							Pass 1 reports that لِيُوَفِّيَهُمْ has its purpose governor in 35:29 but cannot encode the cross-ayah link, so the support row relies on the supplied warning plus local Pass 2 continuity.
ae:v3:s035:033:pass3:issue:ts1	pass3	ISSUE	ts1	35	33	coverage_uncertain	warning	11	q:35:33:11							لُؤْلُؤًا is accusative and Pass 1 gives only a medium conjoined attachment, while the input notes it can coordinate with the bracelets or with gold as material; preserve the coordination openness.
ae:v3:s035:033:pass3:issue:ts2	pass3	ISSUE	ts2	35	33	upstream_evidence_missing	warning	9	q:35:33:9							Pass 1 reports source data uncertainty for ذَهَبٍ because the input marks it verbal although the local syntax treats it as a genitive noun after مِن, so no verb-frame support should be inferred from frame v3.
ae:v3:s036:006:pass1:issue:s1	pass1	ISSUE	s1	36	6	schema_limitation	note	1	q:36:6:1							لِتُنذِرَ has purpose lām, but its visible governor lies outside the ayah, so no local purpose_link can be emitted without a cross-ayah reference.
ae:v3:s036:007:pass1:issue:s1	pass1	ISSUE	s1	36	7	source_data_unclear	warning	3	q:36:7:3							حَقَّ is a visible perfect verb in the Arabic and grammar summary, but the input marks is_verb=false; no FRAME was emitted under the contract traversal.
ae:v3:s036:019:pass1:issue:s1	pass1	ISSUE	s1	36	19	manual_review_needed	warning	4	q:36:19:4							أَئِن ذُكِّرْتُم has no overt apodosis before بَلْ, so c4 is linked to the corrective clause as the best visible response.
ae:v3:s036:027:pass1:issue:s1	pass1	ISSUE	s1	36	27	schema_limitation	warning	1	q:36:27:1							بِمَا depends semantically on يَعْلَمُونَ in 36:26, but cross-ayah attachments are forbidden in this pass.
ae:v3:s036:035:pass1:issue:s1	pass1	ISSUE	s1	36	35	schema_limitation	warning	1	q:36:35:1							لِ in لِيَأْكُلُوا marks purpose linked to 36:34, but cross-ayah links are out of scope for this pass.
ae:v3:s036:044:pass1:issue:s1	pass1	ISSUE	s1	36	44	schema_limitation	warning	1	q:36:44:1							إِلَّا رَحْمَةً completes a prior conditional scope, but cross-ayah attachment is outside Pass 1.
ae:v3:s036:062:pass1:issue:s1	pass1	ISSUE	s1	36	62	source_data_unclear	warning	4	q:36:62:4							أَضَلَّ is a finite verb in the Arabic and summary, but the input sets is_verb false so no FRAME row is emitted for wid 4.
ae:v3:s036:070:pass1:issue:s1	pass1	ISSUE	s1	36	70	coverage_uncertain	warning	1	q:36:70:1							The purpose lām points back to the preceding ayah, but cross-ayah links are out of scope so the local purpose clauses are linked only to each other.
ae:v3:s036:080:pass1:issue:s1	pass1	ISSUE	s1	36	80	schema_limitation	warning	1	q:36:80:1							الَّذِي opens a relative clause but its antecedent is outside 36:80; no cross-ayah parent can be written.
ae:v3:s036:007:pass2:issue:s1	pass2	ISSUE	s1	36	7	upstream_clause_issue	note	3	q:36:7:3							Pass_1_emits_no_FRAME_for_حَقَّ_after_the_input_marks_the_visible_perfect_as_nonverbal.
ae:v3:s036:062:pass2:issue:s1	pass2	ISSUE	s1	36	62	upstream_clause_issue	warning	4	q:36:62:4							Pass 1 notes أَضَلَّ as finite in analysis but no FRAME row is available for it, so no pass 2 implicit subject row can be tied to that verb.
ae:v3:s036:012:pass3:issue:ts1	pass3	ISSUE	ts1	36	12	translation_bias_risk	warning	16	q:36:12:16							إِمَامٍ مُّبِينٍ is an indefinite descriptive register or guide expression in the supplied evidence, so avoid a named identity unless external evidence is explicitly supplied.
ae:v3:s036:020:pass3:issue:ts1	pass3	ISSUE	ts1	36	20	translation_bias_risk	warning	6	q:36:20:6							رَجُلٌ is indefinite and unnamed in the supplied evidence, so preserve the Arabic description as a man unless external evidence is explicitly supplied.
ae:v3:s036:035:pass3:issue:ts1	pass3	ISSUE	ts1	36	35	coverage_uncertain	warning	6	q:36:35:6							The input marks مَا as a relative pronoun with a plausible negative-particle reading while Pass 1 models the clause as negative without a supplied choice set; translation may need manual review of the live ما reading.
ae:v3:s036:052:pass3:issue:ts1	pass3	ISSUE	ts1	36	52	coverage_uncertain	warning	4	q:36:52:4							The input notes مَن can also be read as relative or exclamatory, but Pass 1 and Pass 2 provide no choice set for those alternatives; a target language may force a clause-type decision.
ae:v3:s036:056:pass3:issue:ts1	pass3	ISSUE	ts1	36	56	coverage_uncertain	warning	3	q:36:56:3							The input notes أَزْوَٰجُهُمْ can cover spouses or paired counterparts, but no upstream choice set represents this lexical range; gendered target languages may force a narrower rendering.
ae:v3:s036:062:pass3:issue:ts1	pass3	ISSUE	ts1	36	62	upstream_evidence_missing	warning	4	q:36:62:4							Pass 1 reports أَضَلَّ as finite in analysis but has no FRAME row because the input marks it nonverbal, so frame-derived support for its subject cannot be projected.
ae:v3:s037:138:pass1:issue:s1	pass1	ISSUE	s1	37	138	schema_limitation	warning	3	q:37:138:3							وَبِٱلَّيْلِ is an overt temporal prepositional phrase whose natural governor is تَمُرُّونَ in 37:137, but cross-ayah attachments are out of scope.
ae:v3:s037:143:pass1:issue:s1	pass1	ISSUE	s1	37	143	schema_limitation	warning	2	q:37:143:2							لَوْلَا opens a protasis whose apodosis is لَلَبِثَ in 37:144, but the TSV link fields cannot safely point across ayahs.
ae:v3:s037:144:pass1:issue:s1	pass1	ISSUE	s1	37	144	source_data_unclear	warning	2	q:37:144:2							لَبِثَ is syntactically a perfect verb in the Arabic, but the input marks is_verb=false, so no FRAME row is emitted for it.
ae:v3:s037:161:pass1:issue:s1	pass1	ISSUE	s1	37	161	schema_limitation	warning	2	q:37:161:2							The predicate of إِنَّكُمْ is not present within ayah 161, so the visible إنّ frame is annotated without cross-ayah linkage.
ae:v3:s037:167:pass1:issue:s1	pass1	ISSUE	s1	37	167	schema_limitation	warning	5	q:37:167:5							يَقُولُونَ has no quote span inside ayah 167; its utterance begins in the following ayah, so no cross-ayah quoted_complement is emitted.
ae:v3:s037:168:pass1:issue:s1	pass1	ISSUE	s1	37	168	schema_limitation	warning	1	q:37:168:1							The لَوْ protasis in ayah 168 takes its apodosis from the following ayah, so it is not linked across ayahs.
ae:v3:s037:169:pass1:issue:s1	pass1	ISSUE	s1	37	169	schema_limitation	warning	2	q:37:169:2							This apodosis answers the لَوْ protasis in ayah 168, but Pass 1 rows here do not link across ayahs.
ae:v3:s037:040:pass3:issue:ts1	pass3	ISSUE	ts1	37	40	coverage_uncertain	warning	4	q:37:40:4							The input note mentions a standard passive participial reading and an active variant for ٱلْمُخْلَصِينَ, but no supplied ambiguity row represents whether the adjective is passive or active; target languages may force that choice.
ae:v3:s037:101:pass3:issue:ts1	pass3	ISSUE	ts1	37	101	translation_bias_risk	warning	4	q:37:101:4							The promised boy is grammatically unnamed in the supplied Arabic-side evidence; avoid inserting a conventional identity unless the target translation policy separately requires it.
ae:v3:s037:102:pass3:issue:ts1	pass3	ISSUE	ts1	37	102	coverage_uncertain	warning	18	q:37:102:18							The input grammar notes qiraat allowing causative or passive readings for تَرَىٰ, but no supplied ambiguity rows provide alternatives to project.
ae:v3:s037:125:pass3:issue:ts1	pass3	ISSUE	ts1	37	125	coverage_uncertain	warning	2	q:37:125:2							The input notes بَعْلًا can be read as a named deity-title or a common lord/master sense, but the supplied upstream rows do not provide an ambiguity set; do not force an identity beyond the Arabic evidence.
ae:v3:s037:169:pass3:issue:ts1	pass3	ISSUE	ts1	37	169	coverage_uncertain	warning	5	q:37:169:5							The supplied input notes a qiraʾat active reading for ٱلْمُخْلَصِينَ while Pass 1 records the adjective as passive participle; target-language voice or agency should be reviewed against the intended reading.
ae:v3:s038:025:pass1:issue:s1	pass1	ISSUE	s1	38	25	source_data_unclear	note	12	q:38:25:12							The input marks حُسْنَ as is_verb true, but the surface syntax is a construct noun coordinated with زُلْفَىٰ.
ae:v3:s038:040:pass1:issue:s1	pass1	ISSUE	s1	38	40	source_data_unclear	warning	8	q:38:40:8							حُسْنَ functions syntactically as a noun in construct with مَـَٔابٍ, but the input marks wid 8 as is_verb.
ae:v3:s038:025:pass3:issue:ts1	pass3	ISSUE	ts1	38	25	upstream_evidence_missing	note	12	q:38:25:12							Pass 1 reports source_data_unclear because the input marks حُسْنَ as a verb although the surface syntax is a construct noun coordinated with زُلْفَىٰ.
ae:v3:s038:032:pass3:issue:ts1	pass3	ISSUE	ts1	38	32	coverage_uncertain	warning	11	q:38:32:11							تَوَارَتْ has an unexpressed feminine singular subject; Pass 2 supplies the horses as the available candidate, but the supplied rows do not audit whether another discourse reading remains live for translation.
ae:v3:s038:034:pass3:issue:ts1	pass3	ISSUE	ts1	38	34	translation_bias_risk	warning	10	q:38:34:10							جَسَدًا is an indefinite description in the supplied Arabic-side evidence; do not identify the body beyond what the grammar fixes.
ae:v3:s038:077:pass3:issue:ts1	pass3	ISSUE	ts1	38	77	coverage_uncertain	warning	4	q:38:77:4							Pass 2 reports no overt feminine singular source noun for مِنْهَا in the supplied registry context; do not import a named source from outside the provided evidence.
ae:v3:s039:019:pass1:issue:s1	pass1	ISSUE	s1	39	19	source_data_unclear	warning	3	q:39:19:3							حَقَّ has verbal syntax with عَلَيْهِ and كَلِمَةُ, but the input marks is_verb=false, so no FRAME row is emitted.
ae:v3:s039:020:pass1:issue:s1	pass1	ISSUE	s1	39	20	source_data_unclear	warning	16	q:39:20:16							وَعْدَ is surface accusative verbal noun syntax, but the input marks is_verb=true, so a FRAME row is emitted for contract traversal.
ae:v3:s039:019:pass3:issue:ts1	pass3	ISSUE	ts1	39	19	upstream_evidence_missing	warning	3	q:39:19:3							Pass 1 reports source_data_unclear for حَقَّ and emits no FRAME row despite verbal syntax, so frame-derived transfer support for this predicate cannot be projected.
ae:v3:s039:036:pass3:issue:ts1	pass3	ISSUE	ts1	39	36	translation_bias_risk	warning	5	q:39:36:5							عَبْدَهُۥ is a definite description with possessive suffix in the supplied Arabic evidence; preserve the Arabic description unless supplied evidence grammatically fixes the servant's identity.
ae:v3:s040:024:pass1:issue:s1	pass1	ISSUE	s1	40	24	schema_limitation	note	1	q:40:24:1							إِلَىٰ فِرْعَوْنَ depends on أَرْسَلْنَا in 40:23, so no cross-ayah prep attachment was emitted.
ae:v3:s040:055:pass1:issue:s1	pass1	ISSUE	s1	40	55	source_data_unclear	warning	4	q:40:55:4							وَعْدَ is annotated in the input as is_verb=true and pos=PV, but the surface grammar is the noun وَعْدَ governed by إِنَّ.
ae:v3:s040:074:pass1:issue:s1	pass1	ISSUE	s1	40	74	schema_limitation	note	1	q:40:74:1							مِن دُونِ ٱللَّهِ continues a cross-ayah construction, so no present local governor is annotated for the preposition مِن.
ae:v3:s040:028:pass3:issue:ts1	pass3	ISSUE	ts1	40	28	translation_bias_risk	warning	3	q:40:28:3							رَجُلٌ مُّؤْمِنٌ is an indefinite unnamed participant in the supplied Arabic evidence; preserve the Arabic description unless supplied evidence grammatically fixes an identity.
ae:v3:s041:007:pass1:issue:s1	pass1	ISSUE	s1	41	7	schema_limitation	warning	1	q:41:7:1							ٱلَّذِينَ appears to modify the prior ayah's ٱلْمُشْرِكِينَ, but cross-ayah links are out of scope.
ae:v3:s041:029:pass3:issue:ts1	pass3	ISSUE	ts1	41	29	translation_bias_risk	warning	7	q:41:29:7							ٱلَّذَيْنِ is a dual relative description and the supplied Arabic evidence names no fixed identities; preserve the description unless supplied evidence grammatically fixes who the two are.
ae:v3:s041:035:pass3:issue:ts1	pass3	ISSUE	ts1	41	35	coverage_uncertain	warning	3	q:41:35:3							Pass 2 supplies no XREF for the feminine suffix in يُلَقَّىٰهَا, although the local discourse appears to require reference tracking from 41:34 for translation.
ae:v3:s042:016:pass3:issue:ts1	pass3	ISSUE	ts1	42	16	coverage_uncertain	warning	10	q:42:16:10							The input notes that the suffix in له may have a divine or event referent, but no Pass 2 XREF row is supplied for this local referent risk.
ae:v3:s043:010:pass1:issue:s1	pass1	ISSUE	s1	43	10	schema_limitation	note	1	q:43:10:1							ٱلَّذِى points to an antecedent in the preceding ayah, so no cross-ayah relative parent is emitted.
ae:v3:s043:036:pass1:issue:s1	pass1	ISSUE	s1	43	36	source_data_unclear	warning	7	q:43:36:7							نُقَيِّضْ is syntactically a finite verb with object شَيْطَٰنًا, but the input marks wid 7 as is_verb=false; no FRAME row is emitted for this non-verb-flagged token.
ae:v3:s043:053:pass1:issue:s1	pass1	ISSUE	s1	43	53	source_data_unclear	warning	7	q:43:53:7							ذَهَبٍ is marked is_verb:true in the input, but its form and summary make it the noun governed by مِن.
ae:v3:s043:069:pass1:issue:s1	pass1	ISSUE	s1	43	69	schema_limitation	warning	1	q:43:69:1							ٱلَّذِينَ has its discourse antecedent in the prior ayah, so the local clause is typed subordinate rather than linked across ayahs.
ae:v3:s043:071:pass1:issue:s1	pass1	ISSUE	s1	43	71	source_data_unclear	warning	6	q:43:71:6							ذَهَبٍ is gold in the Arabic and grammar summary, but the input sets is_verb true and pos PV.
ae:v3:s043:001:pass2:issue:src_s1	pass2	ISSUE	src_s1	43	1	coverage_uncertain	note									No surface refrain chain of 3+ verbatim or near-verbatim instances was detected in Surah 43 during the refrain-chain sweep.
ae:v3:s043:036:pass3:issue:ts1	pass3	ISSUE	ts1	43	36	upstream_evidence_missing	warning	7	q:43:36:7							Pass 1 reports نُقَيِّضْ as syntactically finite but emits no FRAME because the input marks wid 7 as non-verb; frame-derived support for this verb cannot be projected.
ae:v3:s043:053:pass3:issue:ts1	pass3	ISSUE	ts1	43	53	manual_review_needed	warning	7	q:43:53:7							Pass 1 reports source_data_unclear because ذَهَبٍ is marked as a verb in the chunk input although the local syntax treats it as the noun governed by مِن.
ae:v3:s043:071:pass3:issue:ts1	pass3	ISSUE	ts1	43	71	upstream_evidence_missing	warning	6	q:43:71:6							Pass 1 reports that dhahab is gold in the Arabic but the input flags the word as a verb, so support rows treat the material phrase through the syntax evidence rather than the input POS flag.
ae:v3:s043:088:pass3:issue:ts1	pass3	ISSUE	ts1	43	88	coverage_uncertain	warning	2	q:43:88:2							The supplied rows treat وَقِيلِهِۦ as a medium-confidence governed saying-frame, while the input notes possible coordination, resumption, or oath-like/genitive function; no supplied ambiguity row resolves this translation-forcing attachment risk.
ae:v3:s044:046:pass1:issue:s1	pass1	ISSUE	s1	44	46	schema_limitation	note	1	q:44:46:1							The semantic governor of كَغَلْىِ is outside this ayah, so the prep complement is anchored to the visible كَ surface form.
ae:v3:s044:001:pass2:issue:src_s1	pass2	ISSUE	src_s1	44	1	coverage_uncertain	note									No surface refrain chain of 3 or more instances was detected in Surah 44 after the Pass 2c sweep.
ae:v3:s044:007:pass3:issue:ts1	pass3	ISSUE	ts1	44	7	coverage_uncertain	warning	1	q:44:7:1							Pass 1 marks رَبِّ ٱلسَّمَٰوَٰتِ as ambiguous between genitive apposition and nominative resumption but supplies no choice-set rows enumerating alternatives; target-language syntax may force a choice.
ae:v3:s044:015:pass3:issue:ts1	pass3	ISSUE	ts1	44	15	coverage_uncertain	warning	4	q:44:15:4							The supplied word analysis says قَلِيلًا may limit by time, degree, or amount, but no upstream ambiguity row represents this translation-forcing choice.
ae:v3:s044:018:pass3:issue:ts1	pass3	ISSUE	ts1	44	18	coverage_uncertain	warning	4	q:44:18:4							The supplied word analysis notes possible vocative force for عِبَادَ ٱللَّهِ alongside the base direct-object parse, but no supplied upstream ambiguity row represents that choice.
ae:v3:s045:009:pass1:issue:s1	pass1	ISSUE	s1	45	9	source_data_unclear	warning	3	q:45:9:3							عَلِمَ is morphologically and syntactically a finite verb, but the input marks wid 3 as is_verb=false, so no FRAME row is emitted under the contract traversal rule.
ae:v3:s045:032:pass1:issue:s1	pass1	ISSUE	s1	45	32	source_data_unclear	warning	5	q:45:32:5							وَعْدَ is a verbal noun in context but the input marks it is_verb, so a conservative frame is included.
ae:v3:s045:009:pass3:issue:ts1	pass3	ISSUE	ts1	45	9	upstream_evidence_missing	warning	3	q:45:9:3							Pass 1 reports عَلِمَ as syntactically finite in its warning but emits no FRAME row because the supplied input marks wid 3 as is_verb false; frame-derived transfer support for this verb cannot be projected from the supplied upstream rows.
ae:v3:s045:023:pass3:issue:ts1	pass3	ISSUE	ts1	45	23	coverage_uncertain	warning	10	q:45:23:10							على علم is flagged in the supplied input as debated in force, but no supplied ambiguity row represents whether it means upon knowledge, knowingly, or despite knowledge.
ae:v3:s045:032:pass3:issue:ts1	pass3	ISSUE	ts1	45	32	manual_review_needed	warning	5	q:45:32:5							Pass 1 flags وَعْدَ as a verbal noun while also emitting FRAME v2 because the input marks it verbal; treat the transfer-risk row for v2 as upstream-conditioned metadata.
ae:v3:s046:016:pass1:issue:s1	pass1	ISSUE	s1	46	16	source_data_unclear	warning	15	q:46:16:15							وَعْدَ ٱلصِّدْقِ parses as a verbal noun, but the input marks word 15 as is_verb true, so a frame was emitted.
ae:v3:s046:017:pass1:issue:s1	pass1	ISSUE	s1	46	17	source_data_unclear	warning	24	q:46:17:24							وَعْدَ ٱللَّهِ parses as the ism of إِنَّ, but the input marks word 24 as is_verb true, so a frame was emitted.
ae:v3:s046:018:pass1:issue:s1	pass1	ISSUE	s1	46	18	source_data_unclear	warning	3	q:46:18:3							حَقَّ is morphologically a perfect verb in the Arabic, but the input marks word 3 as is_verb false, so no frame was emitted under the contract.
ae:v3:s046:028:pass1:issue:s1	pass1	ISSUE	s1	46	28	source_data_unclear	warning	3	q:46:28:3							نَصَرَهُمُ is Arabic PV with an object suffix, but the input marks is_verb=false; no FRAME row was emitted because the contract keys frames to is_verb.
ae:v3:s046:001:pass2:issue:src_s1	pass2	ISSUE	src_s1	46	1	coverage_uncertain	note									No surface refrain chain of 3+ instances was detected in Surah 46; repeated participant labels and common prepositional formulas were not treated as refrain-chain anchors.
ae:v3:s046:001:pass3:issue:ts1	pass3	ISSUE	ts1	46	1	coverage_uncertain	note	1	q:46:1:1							Pass 2 reported no surface refrain chain of three or more instances in Surah 46, so no refrain support is projected here.
ae:v3:s046:010:pass3:issue:ts1	pass3	ISSUE	ts1	46	10	translation_bias_risk	warning	13	q:46:10:13							The Arabic identifies only an indefinite witness from the Children of Israel, so a translation should not insert a named identity unless supplied evidence grammatically fixes it.
ae:v3:s046:016:pass3:issue:ts1	pass3	ISSUE	ts1	46	16	manual_review_needed	warning	15	q:46:16:15							Pass 1 reports source_data_unclear because وَعْدَ ٱلصِّدْقِ parses as a verbal noun while the input marks word 15 as is_verb true.
ae:v3:s046:017:pass3:issue:ts1	pass3	ISSUE	ts1	46	17	manual_review_needed	warning	24	q:46:17:24							Pass 1 reports source_data_unclear because وَعْدَ ٱللَّهِ parses as the ism of إِنَّ while the input marks word 24 as is_verb true.
ae:v3:s046:018:pass3:issue:ts1	pass3	ISSUE	ts1	46	18	manual_review_needed	warning	3	q:46:18:3							Pass 1 reports source_data_unclear because حَقَّ is morphologically a perfect verb but the input marks word 3 as is_verb false, so no frame was emitted.
ae:v3:s046:028:pass3:issue:ts1	pass3	ISSUE	ts1	46	28	upstream_evidence_missing	warning	3	q:46:28:3							Pass 1 reports نَصَرَهُمُ as Arabic PV with object suffix but no FRAME row was emitted because the input marks it is_verb=false.
ae:v3:s046:031:pass3:issue:ts1	pass3	ISSUE	ts1	46	31	translation_bias_risk	warning	4	q:46:31:4							دَاعِىَ ٱللَّهِ is a descriptive construct in the supplied Arabic-side evidence; preserve the description unless supplied evidence grammatically fixes a named identity.
ae:v3:s046:035:pass3:issue:ts1	pass3	ISSUE	ts1	46	35	translation_bias_risk	warning	6	q:46:35:6							أُو۟لُوا ٱلْعَزْمِ مِنَ ٱلرُّسُلِ is a definite description in the supplied Arabic-side evidence; preserve the description unless supplied evidence grammatically fixes named messengers.
ae:v3:s047:002:pass1:issue:s1	pass1	ISSUE	s1	47	2	source_data_unclear	warning	20	q:47:2:20							The text has عَنْهُمْ, but the input supplies عَنْ without a separate هُمْ token, so no prep_complement can cite the governed pronoun.
ae:v3:s047:020:pass1:issue:s1	pass1	ISSUE	s1	47	20	source_data_unclear	warning	24	q:47:20:24							نَظَرَ is tagged as a verb in the input but functions here as cognate accusative after يَنظُرُونَ.
ae:v3:s047:002:pass3:issue:ts1	pass3	ISSUE	ts1	47	2	upstream_evidence_missing	warning	20	q:47:2:20							Pass 1 reports that the text has عَنْهُمْ but the input tokenization supplies عَنْ without a separate هُمْ token, so Pass 3 cannot cite a governed pronoun attachment for that phrase.
ae:v3:s047:020:pass3:issue:ts1	pass3	ISSUE	ts1	47	20	upstream_evidence_missing	warning	24	q:47:20:24	v8	ae:v3:s047:020:pass1:frame:v8					Pass 1 marks frame v8 as obj=none_absolute, but the same row set says نَظَرَ is tagged as a verb while functioning as a cognate accusative, so the mandatory frame projection is blocked rather than repaired here.
ae:v3:s048:006:pass1:issue:s1	pass1	ISSUE	s1	48	6	source_data_unclear	warning	19	q:48:6:19							غَضِبَ functions as a verb in the clause, but the input marks is_verb=false, so no FRAME row is emitted for it.
ae:v3:s048:018:pass1:issue:s1	pass1	ISSUE	s1	48	18	source_data_unclear	warning	12	q:48:18:12							عَلِمَ is morphologically a verb, but the input marks is_verb=false, so no FRAME row is emitted for it.
ae:v3:s048:027:pass1:issue:s1	pass1	ISSUE	s1	48	27	source_data_unclear	warning	24	q:48:27:24							عَلِمَ is described as a perfect verb in grammar_summary but has is_verb=false, so no FRAME row was emitted for it.
ae:v3:s048:006:pass3:issue:ts1	pass3	ISSUE	ts1	48	6	upstream_evidence_missing	warning	19	q:48:6:19							Pass 1 reports that غَضِبَ functions as a verb but the input marks it non-verbal, so no FRAME projection is available for that predicate.
ae:v3:s048:010:pass3:issue:ts1	pass3	ISSUE	ts1	48	10	coverage_uncertain	warning	26	q:48:10:26							The input notes that ٱللَّهَ in عَاهَدَ عَلَيْهُ ٱللَّهَ has a disputed grammatical role, but no supplied choice set or ambiguity row is available for a full ALT projection.
ae:v3:s048:018:pass3:issue:ts1	pass3	ISSUE	ts1	48	18	upstream_evidence_missing	warning	12	q:48:18:12							Pass 1 reports عَلِمَ as morphologically verbal in the supplied grammar summary but emits no FRAME row because the input marks is_verb=false; frame-derived support for this predicate cannot be projected.
ae:v3:s048:027:pass3:issue:ts1	pass3	ISSUE	ts1	48	27	upstream_evidence_missing	warning	24	q:48:27:24							Pass 1 reports source_data_unclear for عَلِمَ and emits no FRAME row, so Pass 3 cannot project a frame-based support note for that verb.
ae:v3:s049:008:pass1:issue:s1	pass1	ISSUE	s1	49	8	schema_limitation	warning	1	q:49:8:1							فَضْلًا is an initial accusative tied to preceding discourse, but cross-ayah attachment is out of scope.
ae:v3:s049:018:pass2:issue:sr_s1	pass2	ISSUE	sr_s1	49	18	coverage_uncertain	note	13	q:49:18:13							Pass 2b audited direct_addressees, single_addressee, ٱلْأَعْرَابُ, callers, and two-party conflict chains; no additive long-range XREF was licensed because visible resumptions in this short surah are already covered in the base.
ae:v3:s049:008:pass3:issue:ts1	pass3	ISSUE	ts1	49	8	coverage_uncertain	warning	1	q:49:8:1							Pass 1 flags فَضْلًا as tied to preceding discourse but says cross-ayah attachment is out of scope, so the exact attachment should be reviewed.
ae:v3:s049:012:pass3:issue:ts1	pass3	ISSUE	ts1	49	12	coverage_uncertain	warning	27	q:49:12:27							Pass 1 marks مَيْتًا as a medium-confidence circumstantial modifier and the supplied word summary leaves attachment to أَخِيهِ or لَحْمَ live, so target languages may force a choice not settled upstream.
ae:v3:s049:018:pass3:issue:ts1	pass3	ISSUE	ts1	49	18	coverage_uncertain	note	13	q:49:18:13							Pass 2 reports that long-range addressee chains were audited and no additive long-range XREF was licensed beyond the visible resumptions already covered.
ae:v3:s050:009:pass1:issue:s1	pass1	ISSUE	s1	50	9	source_data_unclear	warning	9	q:50:9:9							The word list shows wid 9 as بِ while the ayah text has بِهِۦ; the row treats the fused pronoun as part of wid 9.
ae:v3:s050:001:pass2:issue:src_s1	pass2	ISSUE	src_s1	50	1	coverage_uncertain	note									No verbatim or near-verbatim surface formula of 3+ instances was detected in Surah 50; repeated two-instance returns remain below the refrain threshold.
ae:v3:s050:009:pass3:issue:ts1	pass3	ISSUE	ts1	50	9	upstream_evidence_missing	warning	9	q:50:9:9							Pass 1 reports a word-list versus text mismatch for بِهِۦ at wid 9, so support for the pronoun in بِهِۦ relies on Pass 1 and Pass 2 treating the fused pronoun as part of wid 9.
ae:v3:s050:012:pass3:issue:ts1	pass3	ISSUE	ts1	50	12	translation_bias_risk	warning	6	q:50:12:6							أَصْحَٰبُ ٱلرَّسِّ names a group by association with ٱلرَّسّ, but the supplied Arabic evidence does not grammatically fix a fuller historical identity.
ae:v3:s050:014:pass3:issue:ts1	pass3	ISSUE	ts1	50	14	translation_bias_risk	warning	2	q:50:14:2							أَصْحَٰبُ ٱلْأَيْكَةِ names a group by association with ٱلْأَيْكَةِ, but the supplied Arabic evidence does not grammatically fix a fuller historical identity.
ae:v3:s050:014:pass3:issue:ts2	pass3	ISSUE	ts2	50	14	translation_bias_risk	warning	5	q:50:14:5							قَوْمُ تُبَّعٍ names a people through تُبَّعٍ, but the supplied Arabic evidence does not grammatically fix which historical referent a translation tradition may identify.
ae:v3:s050:020:pass3:issue:ts1	pass3	ISSUE	ts1	50	20	translation_bias_risk	warning	4	q:50:20:4							ٱلصُّورِ is definite but not further identified in the supplied Arabic evidence; avoid importing a fuller conventional object description unless the target tradition requires it.
ae:v3:s050:023:pass3:issue:ts1	pass3	ISSUE	ts1	50	23	translation_bias_risk	warning	3	q:50:23:3							The possessed companion is grammatically identified by relation, not by a named external identity; preserve the relational description unless supplied evidence fixes who or what it is.
ae:v3:s050:027:pass3:issue:ts1	pass3	ISSUE	ts1	50	27	translation_bias_risk	warning	2	q:50:27:2							The possessed companion is grammatically identified by relation to the condemned individual, not by a named external identity; preserve the relational description unless supplied evidence fixes it.
