unit_id	row_kind	source_pass	source_rtype	source_local_id	sura	ayah	support_unit_id	support_type	anchor_wid	anchor_unit_id	clause_raw	clause_unit_id	attachment_raw	attachment_unit_ids	frame_raw	frame_unit_id	xref_raw	xref_unit_ids	implicit_raw	implicit_unit_ids	ellipsis_raw	ellipsis_unit_ids	choice_set_raw	choice_set_unit_id	role	scope	force	construction	source	window	window_relation	window_scope	related_wids	related_word_unit_ids	related_clauses	related_unresolved_wids	related_clause_unit_ids	related_xref_unit_ids	related_unresolved_refs	reading	status	confidence	evidence	translation_instruction	risk	reason
ae:v3:s027:050:pass3:support:t4	support	pass3	SUPPORT	t4	27	50	ae:v3:s027:050:pass3:support:t4	transfer_risk	10	q:27:50:10					v3	ae:v3:s027:050:pass1:frame:v3																									syntactically_forced	high	local_syntax	preserve_compression_if_target_language_allows	The perceiving verb is absolute and target languages may be tempted to add an unstated object.	Pass 1 frame v3 marks yash'urun as obj=none_absolute.
ae:v3:s027:050:pass3:support:t5	support	pass3	SUPPORT	t5	27	50	ae:v3:s027:050:pass3:support:t5	context_window	2	q:27:50:2																				27:48-50	short_window	intra_surah	2;8	q:27:50:2;q:27:50:8							discourse_inferred	high	discourse_sequence	recommend_reading_window	The pronoun they in the plotting clause depends on the nine clansmen and their oath in the prior two ayahs.	The plot is the continuation of the group introduced in 27:48 and quoted in 27:49.
ae:v3:s027:051:pass3:support:t1	support	pass3	SUPPORT	t1	27	51	ae:v3:s027:051:pass3:support:t1	surface_force	2	q:27:51:2	c1	ae:v3:s027:051:pass1:clause:c1															imperative														syntactically_forced	high	imperative;local_syntax	preserve_surface_force	Target language should preserve the command to observe rather than flattening it into narration.	CLAUSE c1 and FRAME v1 mark ٱنظُرْ as a 2ms imperative governing the following indirect question.
ae:v3:s027:051:pass3:support:t2	support	pass3	SUPPORT	t2	27	51	ae:v3:s027:051:pass3:support:t2	scope	3	q:27:51:3	c2	ae:v3:s027:051:pass1:clause:c2	a1	ae:v3:s027:051:pass1:attach:a1												quotation															strongly_licensed	high	local_syntax;kana_predicate	preserve_scope	The indirect كَيْفَ question should stay inside the object/content scope of ٱنظُرْ.	ATTACH a1 makes كَيْفَ كَانَ عَاقِبَةُ مَكْرِهِمْ the clausal complement of ٱنظُرْ.
ae:v3:s027:051:pass3:support:t3	support	pass3	SUPPORT	t3	27	51	ae:v3:s027:051:pass3:support:t3	referent_resolution_risk	6	q:27:51:6							r1	ae:v3:s027:051:pass2:xref:r1																							strongly_licensed	high	agreement;discourse_accessibility	target_language_may_require_resolution	An explicit target-language noun for the possessive suffix could be needed but must track the plotting group supplied by discourse.	Pass 2 XREF r1 links the suffix in مَكْرِهِم to the corrupting group introduced earlier.
ae:v3:s027:051:pass3:support:t4	support	pass3	SUPPORT	t4	27	51	ae:v3:s027:051:pass3:support:t4	context_window	6	q:27:51:6							r1	ae:v3:s027:051:pass2:xref:r1												27:48-51	short_window	intra_surah	6	q:27:51:6							discourse_inferred	high	cross_ayah_continuity;discourse_proximity	recommend_reading_window	Single-ayah rendering may leave the plural possessive in مَكْرِهِم without its discourse antecedent.	Pass 2 r1 points outside the assigned ayah to the group in 27:48.
ae:v3:s027:052:pass3:support:t1	support	pass3	SUPPORT	t1	27	52	ae:v3:s027:052:pass3:support:t1	transfer_risk	7	q:27:52:7					v1	ae:v3:s027:052:pass1:frame:v1																									syntactically_forced	high	local_syntax	preserve_compression_if_target_language_allows	Target languages with obligatory objects may be tempted to supply an object for ظَلَمُوا that the Arabic leaves compressed.	FRAME v1 marks ظَلَمُوا with obj=none_absolute inside the causal بِمَا clause.
ae:v3:s027:052:pass3:support:t2	support	pass3	SUPPORT	t2	27	52	ae:v3:s027:052:pass3:support:t2	transfer_risk	15	q:27:52:15					v2	ae:v3:s027:052:pass1:frame:v2																									syntactically_forced	high	local_syntax	preserve_compression_if_target_language_allows	Target languages may require an object of knowing, but the Arabic leaves يَعْلَمُونَ absolute.	FRAME v2 marks يَعْلَمُونَ with obj=none_absolute in the adjectival clause for قَوْمٍ.
ae:v3:s027:052:pass3:support:t3	support	pass3	SUPPORT	t3	27	52	ae:v3:s027:052:pass3:support:t3	construction_unit	8	q:27:52:8	c3	ae:v3:s027:052:pass1:clause:c3																emphatic_inna_clause													syntactically_forced	high	local_syntax;formulaic_construction	preserve_surface_force	The emphatic sign statement should not lose the combined force of إِنَّ and the prefixed لَـ.	CLAUSE c3 frames إِنَّ فِي ذَٰلِكَ لَآيَةً as an emphatic inna construction.
ae:v3:s027:052:pass3:support:t4	support	pass3	SUPPORT	t4	27	52	ae:v3:s027:052:pass3:support:t4	semantic_role	5	q:27:52:5			a3	ae:v3:s027:052:pass1:attach:a3											cause				causal بِمَا phrase												syntactically_forced	high	case_government;local_syntax	preserve_argument_role	The بِمَا phrase gives the cause of the houses' ruined state, not a merely instrumental adjunct.	ATTACH a3 governs مَا by بِ as the causal complement of خَاوِيَةً.
ae:v3:s027:053:pass3:support:t1	support	pass3	SUPPORT	t1	27	53	ae:v3:s027:053:pass3:support:t1	transfer_risk	7	q:27:53:7					v4	ae:v3:s027:053:pass1:frame:v4																									syntactically_forced	high	local_syntax	preserve_compression_if_target_language_allows	Target languages may try to add an object to يَتَّقُونَ, but the Arabic presents the trait absolutely.	FRAME v4 marks يَتَّقُونَ with obj=none_absolute.
ae:v3:s027:053:pass3:support:t2	support	pass3	SUPPORT	t2	27	53	ae:v3:s027:053:pass3:support:t2	construction_unit	6	q:27:53:6	c3	ae:v3:s027:053:pass1:clause:c3																kana_plus_imperfect													strongly_licensed	high	local_syntax;kana_predicate	preserve_argument_role	The كَانُوا يَتَّقُونَ construction carries durative or habitual characterization rather than a separate existential event.	ATTACH a4 makes يَتَّقُونَ the predicate of كَانُوا in the coordinated relative characterization.
ae:v3:s027:053:pass3:support:t3	support	pass3	SUPPORT	t3	27	53	ae:v3:s027:053:pass3:support:t3	construction_unit	3	q:27:53:3	c2	ae:v3:s027:053:pass1:clause:c2																coordinated_relative_characterization							c2;c3		ae:v3:s027:053:pass1:clause:c2;ae:v3:s027:053:pass1:clause:c3				strongly_licensed	high	relative_clause;coordination	preserve_scope	The two descriptions of the rescued group should remain coordinated characterizations of ٱلَّذِينَ.	CLAUSES c2 and c3 both modify the object ٱلَّذِينَ in the rescue clause.
ae:v3:s027:054:pass3:support:t1	support	pass3	SUPPORT	t1	27	54	ae:v3:s027:054:pass3:support:t1	surface_force	7	q:27:54:7	c2	ae:v3:s027:054:pass1:clause:c2															rhetorical_question_candidate														strongly_licensed	high	quotation;local_syntax	preserve_surface_force	The quoted rebuke is interrogative in form and should not be flattened into a neutral statement.	CLAUSE c2 begins with أَتَأْتُونَ inside Lot's quoted speech.
ae:v3:s027:054:pass3:support:t2	support	pass3	SUPPORT	t2	27	54	ae:v3:s027:054:pass3:support:t2	transfer_risk	11	q:27:54:11					v3	ae:v3:s027:054:pass1:frame:v3																									syntactically_forced	high	local_syntax	preserve_compression_if_target_language_allows	Target languages may require an object of seeing or perceiving, but تُبْصِرُونَ is objectless in the Arabic.	FRAME v3 marks تُبْصِرُونَ with obj=none_absolute.
ae:v3:s027:054:pass3:support:t3	support	pass3	SUPPORT	t3	27	54	ae:v3:s027:054:pass3:support:t3	referent_resolution_risk	7	q:27:54:7							r1	ae:v3:s027:054:pass2:xref:r1																							strongly_licensed	high	agreement;discourse_accessibility	target_language_may_require_resolution	The second-person plural verbs in the quote may need an explicit addressee in translation.	Pass 2 XREF r1 ties the address in تَأْتُونَ to Lot's people named before the quote.
ae:v3:s027:054:pass3:support:t4	support	pass3	SUPPORT	t4	27	54	ae:v3:s027:054:pass3:support:t4	construction_unit	4	q:27:54:4			a3	ae:v3:s027:054:pass1:attach:a3														quoted_speech_frame													syntactically_forced	high	quotation;local_syntax	preserve_scope	The addressee phrase لِقَوْمِهِ should remain outside the quoted wording while the rebuke stays inside it.	ATTACH a3 marks words 7-11 as the utterance of قَالَ and excludes لِقَوْمِهِ.
ae:v3:s027:055:pass3:support:t1	support	pass3	SUPPORT	t1	27	55	ae:v3:s027:055:pass3:support:t1	ambiguity_note	5	q:27:55:5			a4;a5	ae:v3:s027:055:pass1:attach:a4;ae:v3:s027:055:pass1:attach:a5									cs1	ae:v3:s027:055:pass1:cs:cs1																	ambiguous	medium	case_government;local_syntax	do_not_resolve_in_default	Choosing a single function for شَهْوَةً may force a motive or state reading that the supplied syntax keeps open.	Pass 1 choice set cs1 marks the circumstantial and adverbial attachments as mutually exclusive.
ae:v3:s027:055:pass3:support:t2	support	pass3	SUPPORT	t2	27	55	ae:v3:s027:055:pass3:support:t2	transfer_risk	12	q:27:55:12					v2	ae:v3:s027:055:pass1:frame:v2																									syntactically_forced	high	local_syntax	preserve_compression_if_target_language_allows	Target languages may want to specify what is not known, but تَجْهَلُونَ is absolute in the Arabic description.	FRAME v2 marks تَجْهَلُونَ with obj=none_absolute.
ae:v3:s027:055:pass3:support:t3	support	pass3	SUPPORT	t3	27	55	ae:v3:s027:055:pass3:support:t3	surface_force	1	q:27:55:1	c1	ae:v3:s027:055:pass1:clause:c1															rhetorical_question_candidate	emphatic_interrogative_inna													syntactically_forced	high	interrogative_continuity;formulaic_construction	preserve_surface_force	The interrogative and emphatic particles should keep the rebuking force of the question.	CLAUSE c1 opens with interrogative hamza plus إِنَّ and the emphatic لَـ before تَأْتُونَ.
ae:v3:s027:055:pass3:support:t4	support	pass3	SUPPORT	t4	27	55	ae:v3:s027:055:pass3:support:t4	construction_unit	6	q:27:55:6			a6	ae:v3:s027:055:pass1:attach:a6														min_duni_phrase													syntactically_forced	high	case_government;local_syntax	preserve_argument_role	The مِن دُونِ ٱلنِّسَاءِ phrase marks contrast or exclusion and should not be reduced to a simple source phrase.	ATTACH a6 governs دُونِ with مِن in the construction مِن دُونِ ٱلنِّسَاءِ.
ae:v3:s027:055:pass3:alt:t1.x1	alt	pass3	ALT	t1.x1	27	55	ae:v3:s027:055:pass3:support:t1																																	شَهْوَةً functions as a circumstantial accusative describing the state in which the act is done	ambiguous					
ae:v3:s027:055:pass3:alt:t1.x2	alt	pass3	ALT	t1.x2	27	55	ae:v3:s027:055:pass3:support:t1																																	شَهْوَةً functions adverbially as motive or manner for تَأْتُونَ	ambiguous					
ae:v3:s027:056:pass3:support:t1	support	pass3	SUPPORT	t1	27	56	ae:v3:s027:056:pass3:support:t1	scope	2	q:27:56:2	c1	ae:v3:s027:056:pass1:clause:c1	a4	ae:v3:s027:056:pass1:attach:a4												exception															syntactically_forced	high	exception_particle;local_syntax	preserve_scope	The restriction ما كان...إلا limits their answer to the quoted expulsion proposal.	ATTACH a4 makes إِلَّا restrict جَوَابَ قَوْمِهِ to the following saying clause.
ae:v3:s027:056:pass3:support:t2	support	pass3	SUPPORT	t2	27	56	ae:v3:s027:056:pass3:support:t2	surface_force	9	q:27:56:9	c3	ae:v3:s027:056:pass1:clause:c3															imperative														syntactically_forced	high	imperative;quotation	preserve_surface_force	The command أَخْرِجُوا should remain a quoted imperative rather than a reported policy.	CLAUSE c3 is the quoted command governed by قَالُوا.
ae:v3:s027:056:pass3:support:t3	support	pass3	SUPPORT	t3	27	56	ae:v3:s027:056:pass3:support:t3	construction_unit	8	q:27:56:8			a5	ae:v3:s027:056:pass1:attach:a5														quoted_speech_frame													syntactically_forced	high	quotation;local_syntax	preserve_scope	The expulsion command and its justification should stay inside the people's quoted answer.	ATTACH a5 marks words 9-16 as the quoted complement of قَالُوا.
ae:v3:s027:056:pass3:support:t4	support	pass3	SUPPORT	t4	27	56	ae:v3:s027:056:pass3:support:t4	referent_resolution_risk	14	q:27:56:14							r1	ae:v3:s027:056:pass2:xref:r1																							strongly_licensed	high	agreement;discourse_accessibility	target_language_may_force_choice	An explicit noun for إِنَّهُمْ may force whether the referent is Lot's household as a group or the proposal's target class.	Pass 2 XREF r1 links the derisive description أُنَاسٌ يَتَطَهَّرُونَ to آل لوط.
ae:v3:s027:057:pass3:support:t1	support	pass3	SUPPORT	t1	27	57	ae:v3:s027:057:pass3:support:t1	scope	5	q:27:57:5	c1	ae:v3:s027:057:pass1:clause:c1	a4	ae:v3:s027:057:pass1:attach:a4												exception															syntactically_forced	high	exception_particle;local_syntax	preserve_scope	The exception ٱمْرَأَتَهُ must remain outside the saved family group.	ATTACH a4 marks ٱمْرَأَتَهُ as the exception from أَهْلَهُ.
ae:v3:s027:057:pass3:support:t2	support	pass3	SUPPORT	t2	27	57	ae:v3:s027:057:pass3:support:t2	referent_resolution_risk	4	q:27:57:4							r1	ae:v3:s027:057:pass2:xref:r1																							strongly_licensed	high	agreement;discourse_accessibility	target_language_may_require_resolution	The possessive suffix in أَهْلَهُ may require an explicit possessor in translation.	Pass 2 XREF r1 resolves the masculine singular suffix to Lot in the narrative.
ae:v3:s027:057:pass3:support:t3	support	pass3	SUPPORT	t3	27	57	ae:v3:s027:057:pass3:support:t3	semantic_role	8	q:27:57:8			a6	ae:v3:s027:057:pass1:attach:a6											source				مِنَ complement with group assignment												syntactically_forced	high	case_government;local_syntax	preserve_argument_role	The مِنَ phrase classifies her among those left behind and should not be treated as physical source alone.	ATTACH a6 governs ٱلْغَابِرِينَ as the group assignment complement of قَدَّرْنَاهَا.
ae:v3:s027:058:pass3:support:t1	support	pass3	SUPPORT	t1	27	58	ae:v3:s027:058:pass3:support:t1	transfer_risk	2	q:27:58:2					v1	ae:v3:s027:058:pass1:frame:v1																									syntactically_forced	high	local_syntax	preserve_compression_if_target_language_allows	Target languages may add a direct object to أَمْطَرْنَا, but Pass 1 treats the clause as objectless apart from the cognate accusative and عَلَيْهِم.	FRAME v1 marks أَمْطَرْنَا with obj=none_absolute and notes مَطَرًا is not a direct object.
ae:v3:s027:058:pass3:support:t2	support	pass3	SUPPORT	t2	27	58	ae:v3:s027:058:pass3:support:t2	construction_unit	4	q:27:58:4			a2	ae:v3:s027:058:pass1:attach:a2														cognate_accusative													syntactically_forced	high	case_government;local_syntax	avoid_adding_explanatory_noun	مَطَرًا should be handled as cognate intensification rather than as a separate new object.	ATTACH a2 marks مَطَرًا as a cognate accusative reinforcing أَمْطَرْنَا.
ae:v3:s027:058:pass3:support:t3	support	pass3	SUPPORT	t3	27	58	ae:v3:s027:058:pass3:support:t3	surface_force	6	q:27:58:6	c2	ae:v3:s027:058:pass1:clause:c2															emphasis														strongly_licensed	high	result_link;local_syntax	preserve_surface_force	The evaluative blame force of فَسَاءَ should not be rendered as a plain event of becoming bad.	CLAUSE c2 gives the evaluative result with سَاءَ and delayed subject مَطَرُ ٱلْمُنذَرِينَ.
ae:v3:s027:059:pass3:support:t1	support	pass3	SUPPORT	t1	27	59	ae:v3:s027:059:pass3:support:t1	referent_resolution_risk	10	q:27:59:10							sr1	ae:v3:s027:059:pass2:xref:sr1																							discourse_inferred	medium	discourse_accessibility;discourse_continuity	target_language_may_require_resolution	A target-language explicit noun for ٱلَّذِينَ ٱصْطَفَى may force one live discourse identification over another.	Pass 2 XREF sr1 supplies multiple discourse candidates for the selected servants.
ae:v3:s027:059:pass3:support:t2	support	pass3	SUPPORT	t2	27	59	ae:v3:s027:059:pass3:support:t2	surface_force	1	q:27:59:1	c1	ae:v3:s027:059:pass1:clause:c1															imperative														syntactically_forced	high	imperative;quotation	preserve_surface_force	The opening قُلِ should remain a command introducing quoted proclamation.	CLAUSE c1 and ATTACH a1 make words 2-14 the utterance commanded by قُلِ.
ae:v3:s027:059:pass3:support:t3	support	pass3	SUPPORT	t3	27	59	ae:v3:s027:059:pass3:support:t3	surface_force	11	q:27:59:11	c5	ae:v3:s027:059:pass1:clause:c5															rhetorical_question_candidate														syntactically_forced	high	interrogative_continuity;quotation	preserve_surface_force	The final contrast question should keep its rhetorical force rather than become an information-seeking question.	CLAUSE c5 marks ءَآللَّهُ خَيْرٌ أَمَّا يُشْرِكُونَ as quoted interrogative content.
ae:v3:s027:059:pass3:support:t4	support	pass3	SUPPORT	t4	27	59	ae:v3:s027:059:pass3:support:t4	construction_unit	13	q:27:59:13			a9	ae:v3:s027:059:pass1:attach:a9														disjunctive_question													strongly_licensed	high	coordination;local_syntax	preserve_scope	The أَمْ alternative should contrast Allah with what they associate, not coordinate two equal declarative subjects.	ATTACH a9 coordinates مَا يُشْرِكُونَ as the alternative to ءَآللَّهُ in the question.
ae:v3:s027:059:pass3:alt:t1.x1	alt	pass3	ALT	t1.x1	27	59	ae:v3:s027:059:pass3:support:t1																																	the selected servants evoke Dawud and Sulayman from the earlier praise sequence	discourse_inferred					
ae:v3:s027:059:pass3:alt:t1.x2	alt	pass3	ALT	t1.x2	27	59	ae:v3:s027:059:pass3:support:t1																																	the selected servants include the named messengers in the completed judgment narratives	discourse_inferred					
ae:v3:s027:060:pass3:support:t1	support	pass3	SUPPORT	t1	27	60	ae:v3:s027:060:pass3:support:t1	ellipsis_projection	24	q:27:60:24											e1	ae:v3:s027:060:pass2:ellip:e1																			strongly_licensed	medium	formulaic_construction;local_syntax	preserve_compression_if_target_language_allows	Target languages may need an existential predicate in أَإِلَٰهٌ مَّعَ ٱللَّهِ, but the Arabic leaves the relation compressed.	Pass 2 ELLIP e1 marks an omitted existential or predicate relation in the repeated question formula.
ae:v3:s027:060:pass3:support:t2	support	pass3	SUPPORT	t2	27	60	ae:v3:s027:060:pass3:support:t2	transfer_risk	30	q:27:60:30					v6	ae:v3:s027:060:pass1:frame:v6																									syntactically_forced	high	local_syntax	preserve_compression_if_target_language_allows	Target languages may try to specify the object or direction of يَعْدِلُونَ, but the Arabic leaves it absolute.	FRAME v6 marks يَعْدِلُونَ with obj=none_absolute.
ae:v3:s027:060:pass3:support:t3	support	pass3	SUPPORT	t3	27	60	ae:v3:s027:060:pass3:support:t3	surface_force	24	q:27:60:24	c6	ae:v3:s027:060:pass1:clause:c6					r1	ae:v3:s027:060:pass2:xref:r1									rhetorical_question_candidate														strongly_licensed	high	interrogative_continuity;deixis	preserve_surface_force	The deity question should retain its rhetorical testing force after the sign cluster.	Pass 2 XREF r1 links أَإِلَٰهٌ مَّعَ ٱللَّهِ to the preceding created-order evidence.
ae:v3:s027:060:pass3:support:t4	support	pass3	SUPPORT	t4	27	60	ae:v3:s027:060:pass3:support:t4	scope	18	q:27:60:18	c4	ae:v3:s027:060:pass1:clause:c4														negation															strongly_licensed	high	local_syntax;kana_predicate	preserve_scope	The negation in مَا كَانَ لَكُمْ scopes over the ability or entitlement to grow the gardens' trees.	CLAUSE c4 contains مَا كَانَ لَكُمْ with the infinitival subject أَن تُنبِتُوا شَجَرَهَا.
ae:v3:s027:060:pass3:support:t5	support	pass3	SUPPORT	t5	27	60	ae:v3:s027:060:pass3:support:t5	semantic_role	14	q:27:60:14			a10	ae:v3:s027:060:pass1:attach:a10											instrument				بـ pronoun complement												syntactically_forced	high	agreement;local_syntax	preserve_argument_role	The pronoun in بِهِ should be kept as the means of causing growth and not attached to a later created item.	ATTACH a10 governs the 3ms suffix in بِهِ as the means by which the gardens are made to grow.
ae:v3:s027:060:pass3:support:t6	support	pass3	SUPPORT	t6	27	60	ae:v3:s027:060:pass3:support:t6	construction_unit	1	q:27:60:1	c1	ae:v3:s027:060:pass1:clause:c1																fused_interrogative_relative													strongly_licensed	high	interrogative_continuity;relative_syntax	avoid_lexicalizing_particle_twice	The fused أَمَّنْ should not be translated as two separate full particles if that duplicates the comparison.	CLAUSE c1 opens with أَمَّنْ governing the creation clause as the first rhetorical alternative.
ae:v3:s027:061:pass3:support:t1	support	pass3	SUPPORT	t1	27	61	ae:v3:s027:061:pass3:support:t1	transfer_risk	25	q:27:61:25					v5	ae:v3:s027:061:pass1:frame:v5																									surface_form	medium	local_syntax	preserve_compression_if_target_language_allows	Target languages with obligatory objects may be tempted to supply a generic object for يَعْلَمُونَ though the Arabic leaves knowing absolute.	FRAME v5 marks يَعْلَمُونَ with obj=none_absolute.
ae:v3:s027:061:pass3:support:t2	support	pass3	SUPPORT	t2	27	61	ae:v3:s027:061:pass3:support:t2	ellipsis_projection	19	q:27:61:19											e1	ae:v3:s027:061:pass2:ellip:e1																			strongly_licensed	medium	formulaic_construction;local_syntax	preserve_compression_if_target_language_allows	Target languages may need an existential predicate for the أَإِلَٰهٌ مَعَ ٱللَّهِ refrain, but the Arabic keeps it compressed.	Pass 2 marks the repeated divinity question as an omitted-predicate construction after the sign evidence.
ae:v3:s027:061:pass3:support:t3	support	pass3	SUPPORT	t3	27	61	ae:v3:s027:061:pass3:support:t3	surface_force	19	q:27:61:19	c5	ae:v3:s027:061:pass1:clause:c5					r1	ae:v3:s027:061:pass2:xref:r1									rhetorical_question_candidate														strongly_licensed	high	interrogative_continuity;deixis	preserve_surface_force	A flat information question could lose the challenge force carried by the refrain after the sign cluster.	Pass 2 links أَإِلَٰهٌ مَعَ ٱللَّهِ to the preceding earth, river, mountain, and barrier signs.
ae:v3:s027:061:pass3:support:t4	support	pass3	SUPPORT	t4	27	61	ae:v3:s027:061:pass3:support:t4	context_window	1	q:27:61:1							src1;src2	ae:v3:s027:061:pass2:xref:src1;ae:v3:s027:061:pass2:xref:src2												27:60-64	pericope	intra_surah	1;19	q:27:61:1;q:27:61:19							discourse_inferred	high	textual_repetition;cross_ayah_parallelism	recommend_reading_window	Single-ayah rendering may miss that the opener and refrain are the second member of a repeated sign-question cycle.	Pass 2 records the أَمَّنْ opener and أَإِلَٰهٌ مَعَ ٱللَّهِ refrain as repeated from 27:60 through 27:64.
ae:v3:s027:061:pass3:support:t5	support	pass3	SUPPORT	t5	27	61	ae:v3:s027:061:pass3:support:t5	scope	24	q:27:61:24	c6	ae:v3:s027:061:pass1:clause:c6														negation															syntactically_forced	high	local_syntax	preserve_scope	The negation belongs to the verbal predicate of أَكْثَرُهُمْ and should not be spread over the preceding rhetorical question.	Pass 1 separates بَلْ أَكْثَرُهُمْ لَا يَعْلَمُونَ as clause c6.
ae:v3:s027:061:pass3:support:t6	support	pass3	SUPPORT	t6	27	61	ae:v3:s027:061:pass3:support:t6	construction_unit	2	q:27:61:2	c1	ae:v3:s027:061:pass1:clause:c1																coordinated_repeated_predicates							c1;c2;c3;c4		ae:v3:s027:061:pass1:clause:c1;ae:v3:s027:061:pass1:clause:c2;ae:v3:s027:061:pass1:clause:c3;ae:v3:s027:061:pass1:clause:c4				strongly_licensed	high	coordination;parallelism	preserve_argument_role	Rendering the repeated جَعَلَ clauses unevenly can obscure the parallel sequence of created-order acts.	Pass 1 marks four coordinated جَعَلَ clauses before the refrain.
ae:v3:s027:062:pass3:support:t1	support	pass3	SUPPORT	t1	27	62	ae:v3:s027:062:pass3:support:t1	transfer_risk	18	q:27:62:18					v5	ae:v3:s027:062:pass1:frame:v5																									surface_form	medium	local_syntax	preserve_compression_if_target_language_allows	Target languages with obligatory objects may be tempted to add a specified lesson or reminder object for تَذَكَّرُونَ though the Arabic leaves it absolute.	FRAME v5 marks تَذَكَّرُونَ with obj=none_absolute.
ae:v3:s027:062:pass3:support:t2	support	pass3	SUPPORT	t2	27	62	ae:v3:s027:062:pass3:support:t2	ellipsis_projection	13	q:27:62:13											e1	ae:v3:s027:062:pass2:ellip:e1																			strongly_licensed	medium	formulaic_construction;local_syntax	preserve_compression_if_target_language_allows	Target languages may need an existential predicate for the أَإِلَٰهٌ مَعَ ٱللَّهِ refrain, but the Arabic keeps it compressed.	Pass 2 marks the repeated divinity question as an omitted-predicate construction after the distress and succession evidence.
ae:v3:s027:062:pass3:support:t3	support	pass3	SUPPORT	t3	27	62	ae:v3:s027:062:pass3:support:t3	surface_force	13	q:27:62:13	c5	ae:v3:s027:062:pass1:clause:c5					r1	ae:v3:s027:062:pass2:xref:r1									rhetorical_question_candidate														strongly_licensed	high	interrogative_continuity;deixis	preserve_surface_force	A flat information question could lose the challenge force carried by the refrain after the sign cluster.	Pass 2 links أَإِلَٰهٌ مَعَ ٱللَّهِ to the preceding acts of answering distress, removing harm, and making successors.
ae:v3:s027:062:pass3:support:t4	support	pass3	SUPPORT	t4	27	62	ae:v3:s027:062:pass3:support:t4	context_window	1	q:27:62:1							src1;src2	ae:v3:s027:062:pass2:xref:src1;ae:v3:s027:062:pass2:xref:src2												27:60-64	pericope	intra_surah	1;13	q:27:62:1;q:27:62:13							discourse_inferred	high	textual_repetition;cross_ayah_parallelism	recommend_reading_window	Single-ayah rendering may miss that the opener and refrain are the third member of a repeated sign-question cycle.	Pass 2 records the أَمَّنْ opener and أَإِلَٰهٌ مَعَ ٱللَّهِ refrain as repeated from 27:60 through 27:64.
ae:v3:s027:062:pass3:support:t5	support	pass3	SUPPORT	t5	27	62	ae:v3:s027:062:pass3:support:t5	scope	4	q:27:62:4	c2	ae:v3:s027:062:pass1:clause:c2														condition															syntactically_forced	high	condition_structure;local_syntax	preserve_scope	The إِذَا clause should remain the temporal condition of the distressed person's calling, not a separate event.	Pass 1 marks إِذَا دَعَاهُ as clause c2 qualifying يُجِيبُ.
ae:v3:s027:062:pass3:support:t6	support	pass3	SUPPORT	t6	27	62	ae:v3:s027:062:pass3:support:t6	particle_function	17	q:27:62:17			a14	ae:v3:s027:062:pass1:attach:a14														qalilan_ma_formula													strongly_licensed	medium	formulaic_construction;local_syntax	avoid_lexicalizing_particle_twice	Word-for-word rendering of مَا may add a separate lexical item where Arabic uses it to restrain قَلِيلًا.	Pass 1 marks مَا as the particle complement in the قَلِيلًا مَا formula.
ae:v3:s027:063:pass3:support:t1	support	pass3	SUPPORT	t1	27	63	ae:v3:s027:063:pass3:support:t1	transfer_risk	22	q:27:63:22					v4	ae:v3:s027:063:pass1:frame:v4																									surface_form	medium	local_syntax	preserve_compression_if_target_language_allows	Target languages with obligatory objects may be tempted to supply an explicit partner object for يُشْرِكُونَ though the Arabic leaves the act compressed.	FRAME v4 marks يُشْرِكُونَ with obj=none_absolute.
ae:v3:s027:063:pass3:support:t2	support	pass3	SUPPORT	t2	27	63	ae:v3:s027:063:pass3:support:t2	ellipsis_projection	16	q:27:63:16											e1	ae:v3:s027:063:pass2:ellip:e1																			strongly_licensed	medium	formulaic_construction;local_syntax	preserve_compression_if_target_language_allows	Target languages may need an existential predicate for the أَإِلَٰهٌ مَعَ ٱللَّهِ refrain, but the Arabic keeps it compressed.	Pass 2 marks the repeated divinity question as an omitted-predicate construction after the guidance and winds evidence.
ae:v3:s027:063:pass3:support:t3	support	pass3	SUPPORT	t3	27	63	ae:v3:s027:063:pass3:support:t3	semantic_role	3	q:27:63:3			a3	ae:v3:s027:063:pass1:attach:a3	v1	ae:v3:s027:063:pass1:frame:v1									location				verb plus فِي complement												syntactically_forced	high	case_government;local_syntax	preserve_argument_role	The فِي phrase gives the setting of guidance and should not be recast as a second direct object.	Pass 1 marks ظُلُمَاتِ as governed by فِي as the setting of يَهْدِيكُمْ.
ae:v3:s027:063:pass3:support:t4	support	pass3	SUPPORT	t4	27	63	ae:v3:s027:063:pass3:support:t4	construction_unit	13	q:27:63:13			a10	ae:v3:s027:063:pass1:attach:a10														bayna_yaday_idiom	بَيْنَ يَدَيْ plus genitive complement												strongly_licensed	high	formulaic_construction;local_syntax	preserve_argument_role	Overliteral rendering may duplicate the hand imagery and lose the idiomatic anterior relation before رَحْمَتِهِ.	Pass 1 treats بَيْنَ يَدَيْ رَحْمَتِهِ as the adverbial position of the sent winds.
ae:v3:s027:063:pass3:support:t5	support	pass3	SUPPORT	t5	27	63	ae:v3:s027:063:pass3:support:t5	surface_force	16	q:27:63:16	c3	ae:v3:s027:063:pass1:clause:c3					r1	ae:v3:s027:063:pass2:xref:r1									rhetorical_question_candidate														strongly_licensed	high	interrogative_continuity;deixis	preserve_surface_force	A flat information question could lose the challenge force carried by the refrain after the sign cluster.	Pass 2 links أَإِلَٰهٌ مَعَ ٱللَّهِ to the preceding guidance and wind signs.
