root_arabic	form_tag	form_tag_available	instance_count	total_attach	partner_count	top_partner_root	top_partner_form_tag	top_partner_count	top_partner_ratio	constraint_ratio	collocation_entropy	batch_count	low_occurrence
ش ر ح	CV:I	True	1	2	2	ر ب ب	NOUN_CONCRETE	1	0.5	1.0	1.0	1	True
ش ر ح	IV:I	True	2	3	3	س ل م	GERUND	1	0.333	0.5	1.585	2	True
ش ر ح	PV:I	True	2	5	4	ص د ر	NOUN_CONCRETE	2	0.4	1.0	1.922	2	True
ش ر ذ م	NOUN_CONCRETE	True	1	1	1	ق ل ل	ADJ_QUALIT	1	1.0	1.0	0.0	1	True
ش ر ر	ADJ_COMP	True	1	1	1	أ و ب	NOUN_TIME_PLACE	1	1.0	1.0	0.0	1	True
ش ر ر	ADJ_INTENS	True	1	1	1	ع د د	IV:I	1	1.0	1.0	0.0	1	True
ش ر ر	GERUND	True	3	3	1	م س س	PV:I	3	1.0	1.0	0.0	2	True
ش ر ر	NOUN_ABSTRACT	True	13	12	11	د ب ب	NOUN_CONCRETE	2	0.167	0.154	3.418	9	False
ش ر ر	NOUN_CONCRETE	True	1	2	2	ر م ي	IV:I	1	0.5	1.0	1.0	1	True
ش ر ط	NOUN_ABSTRACT	True	1	1	1	ج ي أ	PV:I	1	1.0	1.0	0.0	1	True
ش ر ع	GERUND_INSTANT	True	1	2	2	ج ع ل	PV:I	1	0.5	1.0	1.0	1	True
ش ر ع	NOUN_ABSTRACT	True	1	2	2	أ م ر	NOUN_ABSTRACT	1	0.5	1.0	1.0	1	True
ش ر ع	NOUN_ACTIVE_PART	True	1	1	1	ح و ت	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ش ر ع	PV:I	True	2	2	1	د ي ن	NOUN_ABSTRACT	2	1.0	1.0	0.0	1	True
ش ر ق	GERUND	True	1	2	2	س ب ح	IV:II	1	0.5	1.0	1.0	1	True
ش ر ق	NOUN_ACTIVE_PART	True	2	1	1	ت ب ع	PV:IV	1	1.0	0.5	0.0	2	True
ش ر ق	NOUN_RELATIVE	True	2	3	3	ش ج ر	NOUN_CONCRETE	1	0.333	0.5	1.585	2	True
ش ر ق	NOUN_TIME_PLACE	True	11	19	9	غ ر ب	NOUN_PROP	5	0.263	0.455	2.86	8	False
ش ر ق	PV:IV	True	1	3	3	أ ر ض	NOUN_CONCRETE	1	0.333	1.0	1.585	1	True
ش ر ك	ADJ_QUALIT	True	6	6	4	ك و ن	IV:I	2	0.333	0.333	1.918	4	False
ش ر ك	CV:III	True	1	3	3	ج ل ب	CV:IV	1	0.333	1.0	1.585	1	True
ش ر ك	CV:IV	True	1	1	1	أ م ر	NOUN_ABSTRACT	1	1.0	1.0	0.0	1	True
ش ر ك	GERUND	True	4	3	2	س م و	NOUN_CONCRETE	2	0.667	0.5	0.918	3	True
ش ر ك	IV:I	True	6	5	5	أ ح د	NOUN_NUM	1	0.2	0.167	2.322	6	False
ش ر ك	IV:IV	True	44	43	19	أ ل ه	NOUN_PROP	8	0.186	0.182	3.804	24	False
ش ر ك	NOUN_ACTIVE_PART	True	51	54	24	ك و ن	IV:I	12	0.222	0.235	3.92	21	False
ش ر ك	NOUN_CONCRETE	True	34	22	17	ج ع ل	PV:I	4	0.182	0.118	3.914	15	False
ش ر ك	PV:IV	True	18	8	5	أ ب و	NOUN_CONCRETE	2	0.25	0.111	2.25	10	False
ش ر ي	GERUND	True	5	7	6	ن ب أ	IV:II	2	0.286	0.4	2.522	5	False
ش ر ي	IV:I	True	2	4	4	أ خ ر	NOUN_ABSTRACT	1	0.25	0.5	2.0	2	True
ش ر ي	IV:VIII	True	11	19	9	ث م ن	NOUN_ABSTRACT	8	0.421	0.727	2.629	6	False
ش ر ي	NOUN_ABSTRACT	True	6	11	9	ك و ن	NOUN_TIME_PLACE	3	0.273	0.5	3.027	6	False
ش ر ي	PV:I	True	2	3	3	ث م ن	NOUN_ABSTRACT	1	0.333	0.5	1.585	2	True
ش ر ي	PV:VIII	True	10	22	20	ض ل ل	GERUND	2	0.091	0.2	4.278	4	False
ش ط أ	NOUN_CONCRETE	True	2	3	3	خ ر ج	PV:IV	1	0.333	0.5	1.585	2	True
ش ط ر	ADV	True	5	8	2	و ل ي	CV:II	5	0.625	1.0	0.954	1	False
ش ط ط	IV:IV	True	1	1	1	ح ك م	CV:I	1	1.0	1.0	0.0	1	True
ش ط ط	NOUN_ABSTRACT	True	1	1	1	ق و ل	IV:I	1	1.0	1.0	0.0	1	True
ش ط ط	NOUN_CONCRETE	True	1	1	1	ق و ل	PV:I	1	1.0	1.0	0.0	1	True
ش ط ن	NOUN_CONCRETE	True	88	97	66	خ ط و	GERUND_INSTANT	5	0.052	0.057	5.808	36	False
ش ع ب	NOUN_ABSTRACT	True	1	1	1	ث ل ث	NOUN_NUM	1	1.0	1.0	0.0	1	True
ش ع ب	NOUN_CONCRETE	True	1	2	2	ج ع ل	PV:I	1	0.5	1.0	1.0	1	True
ش ع ب	NOUN_PROP	True	11	8	5	أ خ و	NOUN_FIVE	3	0.375	0.273	2.156	4	False
ش ع ر	GERUND	True	1	1	1	ع ل م	PV:II	1	1.0	1.0	0.0	1	True
ش ع ر	IV:I	True	22	5	5	ب ص ر	PV:I	1	0.2	0.045	2.322	14	False
ش ع ر	IV:IV	True	5	2	2	أ ح د	NOUN_CONCRETE	1	0.5	0.2	1.0	5	False
ش ع ر	NOUN_ABSTRACT	True	4	11	8	أ ل ه	NOUN_PROP	4	0.364	1.0	2.732	3	True
ش ع ر	NOUN_ACTIVE_PART	True	5	5	5	ت ب ع	IV:VIII	1	0.2	0.2	2.322	5	False
ش ع ر	NOUN_CONCRETE	True	1	1	1	ص و ف	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ش ع ر	NOUN_PROP	True	1	1	1	ر ب ب	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ش ع ر	NOUN_TIME_PLACE	True	1	1	1	ح ر م	NOUN_PROP	1	1.0	1.0	0.0	1	True
ش ع ل	PV:VIII	True	1	3	3	ر أ س	NOUN_CONCRETE	1	0.333	1.0	1.585	1	True
ش غ ف	PV:I	True	1	1	1	ح ب ب	GERUND	1	1.0	1.0	0.0	1	True
ش غ ل	GERUND	True	1	1	1	ف ك ه	NOUN_ACTIVE_PART	1	1.0	1.0	0.0	1	True
ش غ ل	PV:I	True	1	2	2	ق و ل	IV:I	1	0.5	1.0	1.0	1	True
ش ف ع	ADJ_QUALIT	True	9	11	9	و ل ي	NOUN_CONCRETE	3	0.273	0.333	3.027	7	False
ش ف ع	GERUND	True	11	16	10	ن ف ع	IV:I	4	0.25	0.364	3.125	8	False
ش ف ع	IV:I	True	5	5	4	ش ف ع	GERUND	2	0.4	0.4	1.922	4	False
ش ف ع	NOUN_ABSTRACT	True	3	3	3	غ ن ي	IV:I	1	0.333	0.333	1.585	3	True
ش ف ع	NOUN_ACTIVE_PART	True	2	1	1	ش ف ع	GERUND	1	1.0	0.5	0.0	2	True
ش ف ع	NOUN_CONCRETE	True	1	1	1	ع ن د	ADV	1	1.0	1.0	0.0	1	True
ش ف ق	NOUN_ABSTRACT	True	1	1	1	ق س م	IV:IV	1	1.0	1.0	0.0	1	True
ش ف ق	NOUN_ACTIVE_PART	True	8	9	8	خ ش ي	GERUND	2	0.222	0.25	2.948	6	False
ش ف ق	PV:I	True	1	1	1	أ ب ي	PV:I	1	1.0	1.0	0.0	1	True
ش ف ه	NOUN_CONCRETE	True	1	1	1	ل س ن	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ش ف و	NOUN_CONCRETE	True	2	5	4	ك و ن	PV:I	2	0.4	1.0	1.922	2	True
ش ف ي	GERUND	True	4	5	5	أ م ن	NOUN_ACTIVE_PART	1	0.2	0.25	2.322	4	True
ش ف ي	IV:I	True	2	3	3	أ ل ه	NOUN_PROP	1	0.333	0.5	1.585	2	True
ش ق ق	ADJ_COMP	True	1	1	1	ع ذ ب	NOUN_ABSTRACT	1	1.0	1.0	0.0	1	True
ش ق ق	GERUND	True	8	8	6	ب ع د	ADJ_QUALIT	3	0.375	0.375	2.406	7	False
ش ق ق	IV:III	True	4	5	4	أ ل ه	NOUN_PROP	2	0.4	0.5	1.922	4	True
ش ق ق	IV:V	True	1	2	2	خ ر ج	IV:I	1	0.5	1.0	1.0	1	True
ش ق ق	PV:I	True	2	5	5	أ ر ض	NOUN_CONCRETE	1	0.2	0.5	2.322	2	True
ش ق ق	PV:III	True	2	3	2	أ ل ه	NOUN_PROP	2	0.667	1.0	0.918	2	True
ش ق ق	PV:V	True	2	7	6	ي و م	ADV	2	0.286	1.0	2.522	2	True
ش ق ق	PV:VII	True	4	5	3	س م و	NOUN_CONCRETE	3	0.6	0.75	1.371	4	True
ش ق و	ADJ_COMP	True	3	3	3	ب ع ث	PV:VII	1	0.333	0.333	1.585	3	True
ش ق و	ADJ_QUALIT	True	4	5	4	ك و ن	IV:I	2	0.4	0.5	1.922	2	True
ش ق و	GERUND	True	1	2	2	ب ل غ	NOUN_ACTIVE_PART	1	0.5	1.0	1.0	1	True
ش ق و	NOUN_ABSTRACT	True	1	1	1	غ ل ب	PV:I	1	1.0	1.0	0.0	1	True
ش ق و	NOUN_CONCRETE	True	1	1	1	ب ع د	PV:I	1	1.0	1.0	0.0	1	True
ش ق ي	IV:I	True	2	1	1	ض ل ل	IV:I	1	1.0	0.5	0.0	1	True
ش ك ر	ADJ_INTENS	True	10	8	4	ص ب ر	ADJ_INTENS	4	0.5	0.4	1.75	7	False
ش ك ر	CV:I	True	7	10	8	أ ل ه	NOUN_PROP	2	0.2	0.286	2.922	5	False
ش ك ر	GERUND	True	3	3	3	ج ز ي	GERUND	1	0.333	0.333	1.585	3	True
ش ك ر	IV:I	True	35	12	7	ق ل ل	ADJ_QUALIT	4	0.333	0.114	2.585	24	False
ش ك ر	NOUN_ACTIVE_PART	True	13	18	9	ك و ن	IV:I	6	0.333	0.462	2.753	9	False
ش ك ر	NOUN_PASSIVE_PART	True	2	2	1	ك و ن	PV:I	2	1.0	1.0	0.0	2	True
ش ك ر	NOUN_PROP	True	1	1	1	ع ل م	ADJ_QUALIT	1	1.0	1.0	0.0	1	True
ش ك ر	PV:I	True	4	1	1	أ م ن	PV:IV	1	1.0	0.25	0.0	4	True
ش ك س	NOUN_ACTIVE_PART	True	1	1	1	ش ر ك	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ش ك ك	GERUND	True	15	17	6	ر ي ب	NOUN_ACTIVE_PART	6	0.353	0.4	2.145	11	False
ش ك ل	NOUN_ABSTRACT	True	2	2	2	أ خ ر	ADJ_COMP	1	0.5	0.5	1.0	2	True
ش ك و	IV:I	True	1	3	3	أ ل ه	NOUN_PROP	1	0.333	1.0	1.585	1	True
ش ك و	IV:VIII	True	1	2	2	أ ل ه	NOUN_PROP	1	0.5	1.0	1.0	1	True
ش ك و	NOUN_INSTRUMENT	True	1	1	1	م ث ل	NOUN_ABSTRACT	1	1.0	1.0	0.0	1	True
ش م أ ز	PV:I	True	1	1	1	ق ل ب	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ش م ت	IV:IV	True	1	2	2	ج ع ل	IV:I	1	0.5	1.0	1.0	1	True
ش م خ	NOUN_ACTIVE_PART	True	1	1	1	ر س و	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ش م س	NOUN_CONCRETE	True	31	50	23	ق م ر	NOUN_CONCRETE	13	0.26	0.419	3.841	27	False
ش م س	NOUN_PROP	True	2	2	1	س ج د	IV:I	2	1.0	1.0	0.0	2	True
ش م ل	NOUN_ABSTRACT	True	8	11	7	ي م ن	NOUN_ABSTRACT	4	0.364	0.5	2.55	7	False
ش م ل	NOUN_CONCRETE	True	2	2	2	أ ت ي	PV_PASS:I	1	0.5	0.5	1.0	2	True
ش م ل	PV:VIII	True	2	2	1	ر ح م	NOUN_CONCRETE	2	1.0	1.0	0.0	1	True
ش ن أ	GERUND	True	2	4	2	ج ر م	IV:I	2	0.5	1.0	1.0	1	True
ش ه ب	NOUN_CONCRETE	True	5	10	9	ت ب ع	PV:IV	2	0.2	0.4	3.122	4	False
ش ه د	CV:I	True	4	3	3	أ م ن	PV:IV	1	0.333	0.25	1.585	3	True
ش ه د	CV:IV	True	3	3	3	ذ و و	NOUN_CONCRETE	1	0.333	0.333	1.585	3	True
ش ه د	CV:X	True	2	2	2	ر ب ع	NOUN_NUM	1	0.5	0.5	1.0	2	True
ش ه د	GERUND	True	11	18	14	أ ل ه	NOUN_PROP	3	0.167	0.273	3.684	5	False
ش ه د	IV:I	True	20	22	17	أ ل ه	NOUN_PROP	6	0.273	0.3	3.754	15	False
ش ه د	IV:IV	True	5	5	4	أ ل ه	NOUN_PROP	2	0.4	0.4	1.922	4	False
ش ه د	NOUN_ABSTRACT	True	15	17	8	غ ي ب	GERUND	9	0.529	0.6	2.292	14	False
ش ه د	NOUN_ACTIVE_PART	True	21	27	18	ك و ن	PV:I	3	0.111	0.143	4.032	16	False
ش ه د	NOUN_CONCRETE	True	57	72	30	ك ف ي	PV:I	8	0.111	0.14	4.425	25	False
ش ه د	NOUN_PASSIVE_PART	True	3	3	3	ش ه د	NOUN_ACTIVE_PART	1	0.333	0.333	1.585	3	True
ش ه د	PV:I	True	17	15	12	ن ف س	NOUN_ABSTRACT	3	0.2	0.176	3.457	10	False
ش ه د	PV:IV	True	2	5	5	أ خ ذ	PV:I	1	0.2	0.5	2.322	2	True
ش ه ر	NOUN_ABSTRACT	True	18	25	16	ح ر م	NOUN_PROP	5	0.2	0.278	3.749	9	False
ش ه ر	NOUN_CONCRETE	True	3	4	4	ث ن ي	NOUN_NUM	1	0.25	0.333	2.0	1	True
ش ه ق	GERUND	True	2	2	2	ز ف ر	GERUND	1	0.5	0.5	1.0	2	True
ش ه و	GERUND	True	2	1	1	أ ت ي	IV:IV	1	1.0	0.5	0.0	2	True
ش ه و	IV:I	True	2	2	2	ل ذ ذ	IV:I	1	0.5	0.5	1.0	2	True
ش ه و	IV:VIII	True	5	2	2	ل ح م	NOUN_CONCRETE	1	0.5	0.2	1.0	5	False
ش ه و	NOUN_ABSTRACT	True	3	4	4	ت ب ع	IV:VIII	1	0.25	0.333	2.0	3	True
ش ه و	PV:VIII	True	1	1	1	ن ف س	NOUN_ABSTRACT	1	1.0	1.0	0.0	1	True
ش و ب	NOUN_CONCRETE	True	1	1	1	ح م م	ADJ_INTENS	1	1.0	1.0	0.0	1	True
ش و ر	CV:III	True	1	2	2	أ م ر	NOUN_ABSTRACT	1	0.5	1.0	1.0	1	True
ش و ر	GERUND	True	1	1	1	ر ض و	GERUND	1	1.0	1.0	0.0	1	True
ش و ر	NOUN_ABSTRACT	True	1	2	2	أ م ر	NOUN_ABSTRACT	1	0.5	1.0	1.0	1	True
ش و ظ	NOUN_CONCRETE	True	1	3	3	ر س ل	IV:I	1	0.333	1.0	1.585	1	True
ش و ك	NOUN_CONCRETE	True	1	1	1	ذ و و	NOUN_ABSTRACT	1	1.0	1.0	0.0	1	True
ش و ي	IV:I	True	1	2	2	م و ه	NOUN_CONCRETE	1	0.5	1.0	1.0	1	True
ش و ي	NOUN_CONCRETE	True	1	1	1	ن ز ع	ADJ_INTENS	1	1.0	1.0	0.0	1	True
ش ي ء	ADJ_QUALIT	True	1	2	2	أ م ر	ADJ_QUALIT	1	0.5	1.0	1.0	1	True
ش ي ء	NOUN_ABSTRACT	True	271	297	94	ك ل ل	NOUN_ABSTRACT	118	0.397	0.435	4.633	65	False
ش ي ء	NOUN_CONCRETE	True	10	10	8	ك ل ل	NOUN_CONCRETE	3	0.3	0.3	2.846	2	False
ش ي أ	IV:I	True	160	23	7	أ ل ه	NOUN_PROP	13	0.565	0.081	1.997	41	False
ش ي أ	IV:IV	True	5	1	1	ن ز ل	IV:II	1	1.0	0.2	0.0	4	False
ش ي أ	NOUN_ABSTRACT	True	2	2	2	ب ي ن	NOUN_ACTIVE_PART	1	0.5	0.5	1.0	2	True
ش ي أ	PV:I	True	71	36	3	أ ل ه	NOUN_PROP	28	0.778	0.394	0.885	33	False
ش ي ب	ADJ_QUALIT	True	1	1	1	ج ع ل	IV:I	1	1.0	1.0	0.0	1	True
ش ي ب	GERUND	True	1	2	2	ج ع ل	PV:I	1	0.5	1.0	1.0	1	True
ش ي ب	NOUN_CONCRETE	True	1	1	1	ش ع ل	PV:VIII	1	1.0	1.0	0.0	1	True
ش ي خ	ADJ_QUALIT	True	4	5	4	أ ب و	NOUN_CONCRETE	2	0.4	0.5	1.922	4	True
ش ي د	NOUN_PASSIVE_PART	True	2	2	2	ب ر ج	NOUN_CONCRETE	1	0.5	0.5	1.0	2	True
ش ي ع	IV:I	True	1	1	1	ف ح ش	NOUN_ABSTRACT	1	1.0	1.0	0.0	1	True
ش ي ع	NOUN_CONCRETE	True	8	9	8	ك و ن	PV:I	2	0.222	0.25	2.948	7	False
ص ب ب	CV:I	True	1	2	2	ع ذ ب	NOUN_ABSTRACT	1	0.5	1.0	1.0	1	True
ص ب ب	GERUND	True	1	1	1	ص ب ب	PV:I	1	1.0	1.0	0.0	1	True
ص ب ب	IV:I	True	2	4	4	ح م م	NOUN_CONCRETE	1	0.25	0.5	2.0	2	True
ص ب ب	IV:IV	True	6	6	4	س و أ	ADJ_QUALIT	3	0.5	0.5	1.792	5	False
ص ب ب	PV:I	True	2	4	4	ر ب ب	NOUN_CONCRETE	1	0.25	0.5	2.0	2	True
ص ب ح	ADV	True	2	3	3	س و أ	PV:I	1	0.333	0.5	1.585	2	True
ص ب ح	GERUND	True	1	1	1	ف ل ق	NOUN_ACTIVE_PART	1	1.0	1.0	0.0	1	True
ص ب ح	IV:I	True	1	1	1	ن د م	NOUN_ACTIVE_PART	1	1.0	1.0	0.0	1	True
ص ب ح	IV:IV	True	6	9	8	ن د م	NOUN_ACTIVE_PART	2	0.222	0.333	2.948	5	False
ص ب ح	NOUN_ABSTRACT	True	4	1	1	ل ي س	UNINFLECTED_VERB	1	1.0	0.25	0.0	3	True
ص ب ح	NOUN_ACTIVE_PART	True	5	5	5	أ خ ذ	PV:I	1	0.2	0.2	2.322	3	False
ص ب ح	NOUN_INSTRUMENT	True	4	3	2	ز ي ن	PV:II	2	0.667	0.5	0.918	3	True
ص ب ح	PV:I	True	7	11	10	ص ر م	NOUN_PASSIVE_PART	2	0.182	0.286	3.278	6	False
ص ب ح	PV:II	True	1	2	2	ب ك ر	NOUN_ABSTRACT	1	0.5	1.0	1.0	1	True
ص ب ح	PV:IV	True	14	25	15	خ س ر	NOUN_ACTIVE_PART	5	0.2	0.357	3.539	11	False
ص ب ر	ADJ_COMP	True	1	1	1	ن و ر	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ص ب ر	ADJ_INTENS	True	4	8	2	ش ك ر	ADJ_INTENS	4	0.5	1.0	1.0	4	True
ص ب ر	CV:I	True	24	25	22	ح ك م	GERUND	3	0.12	0.125	4.374	19	False
ص ب ر	CV:II	True	1	1	1	س ب ح	CV:II	1	1.0	1.0	0.0	1	True
ص ب ر	CV:III	True	1	1	1	ص ب ر	CV:I	1	1.0	1.0	0.0	1	True
ص ب ر	CV:VIII	True	3	4	4	أ م ر	CV:I	1	0.25	0.333	2.0	3	True
ص ب ر	GERUND	True	15	19	9	ط و ع	IV:X	4	0.211	0.267	3.05	8	False
ص ب ر	IV:I	True	11	8	5	و ق ي	IV:VIII	4	0.5	0.364	2.0	9	False
ص ب ر	NOUN_ACTIVE_PART	True	22	25	21	م ع ع	ADV	4	0.16	0.182	4.244	13	False
ص ب ر	PV:I	True	21	12	11	و ك ل	IV:V	2	0.167	0.095	3.418	16	False
ص ب ع	NOUN_CONCRETE	True	2	2	2	ج ع ل	IV:I	1	0.5	0.5	1.0	2	True
ص ب غ	NOUN_ABSTRACT	True	2	2	2	أ ل ه	NOUN_PROP	1	0.5	0.5	1.0	1	True
ص ب غ	NOUN_CONCRETE	True	1	2	2	أ ك ل	NOUN_ACTIVE_PART	1	0.5	1.0	1.0	1	True
ص ب و	NOUN_CONCRETE	True	2	2	2	أ ت ي	PV:I	1	0.5	0.5	1.0	1	True
ص ح ب	CV:III	True	1	4	4	ت ب ع	CV:VIII	1	0.25	1.0	2.0	1	True
ص ح ب	NOUN_ACTIVE_PART	True	94	146	64	ن و ر	NOUN_CONCRETE	20	0.137	0.213	5.224	45	False
ص ح ف	NOUN_CONCRETE	True	9	12	11	و ل ي	NOUN_NUM	2	0.167	0.222	3.418	8	False
ص خ خ	NOUN_PROP	True	1	1	1	ج ي أ	PV:I	1	1.0	1.0	0.0	1	True
ص خ ر	NOUN_CONCRETE	True	3	6	5	ك و ن	IV:I	2	0.333	0.667	2.252	3	True
ص د د	GERUND	True	3	9	8	س ب ل	NOUN_ABSTRACT	2	0.222	0.667	2.948	2	True
ص د د	IV:I	True	20	29	19	س ب ل	NOUN_ABSTRACT	9	0.31	0.45	3.71	14	False
ص د د	NOUN_CONCRETE	True	1	1	1	م و ه	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ص د د	PV:I	True	17	25	9	س ب ل	NOUN_ABSTRACT	11	0.44	0.647	2.421	12	False
ص د د	PV_PASS:I	True	1	2	2	ز ي ن	PV_PASS:II	1	0.5	1.0	1.0	1	True
ص د ر	GERUND	True	3	4	4	أ ن س	NOUN_CONCRETE	1	0.25	0.333	2.0	2	True
ص د ر	IV:I	True	1	3	3	أ ن س	NOUN_CONCRETE	1	0.333	1.0	1.585	1	True
ص د ر	IV:IV	True	1	2	2	ر ع ي	NOUN_ACTIVE_PART	1	0.5	1.0	1.0	1	True
ص د ر	NOUN_ABSTRACT	True	18	14	13	ك ن ن	IV:IV	2	0.143	0.111	3.664	11	False
ص د ر	NOUN_CONCRETE	True	23	21	9	ذ و و	NOUN_ABSTRACT	12	0.571	0.522	2.249	20	False
ص د ع	CV:I	True	1	1	1	ع ر ض	CV:IV	1	1.0	1.0	0.0	1	True
ص د ع	IV:II	True	1	1	1	ن ز ف	IV:IV	1	1.0	1.0	0.0	1	True
ص د ع	IV:V	True	1	1	1	ي و م	NOUN_ABSTRACT	1	1.0	1.0	0.0	1	True
ص د ع	NOUN_ACTIVE_PART	True	1	2	2	خ ش ي	GERUND	1	0.5	1.0	1.0	1	True
ص د ع	NOUN_CONCRETE	True	1	1	1	ذ و و	NOUN_ABSTRACT	1	1.0	1.0	0.0	1	True
ص د ف	IV:I	True	3	2	2	أ ي ي	NOUN_ABSTRACT	1	0.5	0.333	1.0	1	True
ص د ف	NOUN_CONCRETE	True	1	1	1	ب ي ن	ADV	1	1.0	1.0	0.0	1	True
ص د ف	PV:I	True	1	1	1	ك ذ ب	PV:II	1	1.0	1.0	0.0	1	True
ص د ق	ADJ_COMP	True	2	4	3	أ ل ه	NOUN_PROP	2	0.5	1.0	1.5	1	True
ص د ق	ADJ_INTENS	True	4	4	2	ك و ن	PV:I	2	0.5	0.5	1.0	3	True
ص د ق	ADJ_QUALIT	True	2	1	1	ح م م	ADJ_INTENS	1	1.0	0.5	0.0	2	True
ص د ق	GERUND	True	16	21	18	ج ي أ	PV:I	2	0.095	0.125	4.107	11	False
ص د ق	GERUND_INSTANT	True	1	1	1	أ م م	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ص د ق	IV:II	True	3	2	2	ر د أ	NOUN_ABSTRACT	1	0.5	0.333	1.0	3	True
ص د ق	IV:V	True	3	1	1	ك و ن	IV:I	1	1.0	0.333	0.0	3	True
ص د ق	NOUN_ABSTRACT	True	9	11	11	أ ت ي	CV:IV	1	0.091	0.111	3.459	3	False
ص د ق	NOUN_ACTIVE_PART	True	84	86	22	ك و ن	PV:I	52	0.605	0.619	2.603	38	False
ص د ق	NOUN_CONCRETE	True	6	15	13	ف ق ر	ADJ_QUALIT	2	0.133	0.333	3.64	2	False
ص د ق	PV:I	True	15	18	12	أ ل ه	NOUN_PROP	5	0.278	0.333	3.261	13	False
ص د ق	PV:II	True	7	10	9	ج ي أ	PV:I	2	0.2	0.286	3.122	6	False
ص د ق	PV:V	True	2	1	1	خ ي ر	ADJ_COMP	1	1.0	0.5	0.0	2	True
ص د ي	GERUND	True	1	1	1	م ك و	GERUND	1	1.0	1.0	0.0	1	True
ص ر ح	NOUN_CONCRETE	True	4	5	5	ب ن ي	CV:I	1	0.2	0.25	2.322	3	True
ص ر خ	IV:VIII	True	1	1	1	ر ب ب	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ص ر ر	IV:IV	True	3	4	4	ح ن ث	NOUN_ABSTRACT	1	0.25	0.333	2.0	3	True
ص ر ر	NOUN_ABSTRACT	True	2	1	1	ق ب ل	PV:IV	1	1.0	0.5	0.0	2	True
ص ر ر	PV:IV	True	1	2	2	غ ش و	PV:X	1	0.5	1.0	1.0	1	True
ص ر ص ر	ADJ_QUALIT	True	2	2	1	ر و ح	NOUN_CONCRETE	2	1.0	1.0	0.0	2	True
ص ر ص ر	NOUN_ABSTRACT	True	1	1	1	ر و ح	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ص ر ط	NOUN_ABSTRACT	True	43	71	21	ق و م	NOUN_ACTIVE_PART	33	0.465	0.767	3.016	25	False
ص ر ط	NOUN_CONCRETE	True	2	2	2	س ب ق	PV:X	1	0.5	0.5	1.0	2	True
ص ر ع	NOUN_PASSIVE_PART	True	1	1	1	ر أ ي	IV:I	1	1.0	1.0	0.0	1	True
ص ر ف	CV:I	True	1	2	2	ر ب ب	NOUN_CONCRETE	1	0.5	1.0	1.0	1	True
ص ر ف	GERUND	True	3	7	6	ر و ح	NOUN_ABSTRACT	2	0.286	0.667	2.522	3	True
ص ر ف	IV:I	True	5	7	7	أ ي ي	NOUN_ABSTRACT	1	0.143	0.2	2.807	4	False
ص ر ف	IV:II	True	4	5	2	أ ي ي	NOUN_ABSTRACT	4	0.8	1.0	0.722	2	True
ص ر ف	NOUN_CONCRETE	True	1	1	1	ج د د	IV:I	1	1.0	1.0	0.0	1	True
ص ر ف	NOUN_PASSIVE_PART	True	1	1	1	ل ي س	UNINFLECTED_VERB	1	1.0	1.0	0.0	1	True
ص ر ف	PV:I	True	4	7	7	أ ل ه	NOUN_PROP	1	0.143	0.25	2.807	4	True
ص ر ف	PV:II	True	6	10	9	أ ن س	NOUN_CONCRETE	2	0.2	0.333	3.122	5	False
ص ر ف	PV_PASS:I	True	1	2	2	ب ص ر	NOUN_ABSTRACT	1	0.5	1.0	1.0	1	True
ص ر م	NOUN_ACTIVE_PART	True	1	1	1	ك و ن	PV:I	1	1.0	1.0	0.0	1	True
ص ر م	NOUN_PASSIVE_PART	True	1	2	1	ص ب ح	PV:I	2	1.0	2.0	0.0	1	True
ص ر م	PV:I	True	1	1	1	ص ب ح	NOUN_ACTIVE_PART	1	1.0	1.0	0.0	1	True
ص ع د	IV:I	True	1	2	2	ر ف ع	IV:I	1	0.5	1.0	1.0	1	True
ص ع د	IV:IV	True	1	2	2	ر س ل	NOUN_CONCRETE	1	0.5	1.0	1.0	1	True
ص ع د	IV:V	True	1	1	1	س م و	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ص ع د	NOUN_ABSTRACT	True	2	2	2	ر ه ق	IV:IV	1	0.5	0.5	1.0	2	True
ص ع د	NOUN_CONCRETE	True	4	8	6	ط ي ب	ADJ_QUALIT	2	0.25	0.5	2.5	3	True
ص ع ر	IV:II	True	1	3	3	أ ن س	NOUN_CONCRETE	1	0.333	1.0	1.585	1	True
ص ع ق	ADJ_QUALIT	True	1	1	1	خ ر ر	PV:I	1	1.0	1.0	0.0	1	True
ص ع ق	NOUN_ABSTRACT	True	3	6	5	م ث ل	NOUN_ABSTRACT	2	0.333	0.667	2.252	1	True
