root_arabic	form_tag	form_tag_available	instance_count	dep_total	head_total	dep_dominant	dep_dominant_ratio	head_dominant	head_dominant_ratio	dep_entropy	head_entropy	ambiguous_dep	ambiguous_head	dep_dist	head_dist	batch_count	low_occurrence
ش ع ر	IV:IV	True	5	1	5	conjoined	1.0	direct_object	0.4	0.0	1.922	0	0	"{""conjoined"": 1}"	"{""clausal_complement"": 1, ""direct_object"": 2, ""prep_complement"": 1, ""subject"": 1}"	5	False
ش ع ر	NOUN_ABSTRACT	True	4	5	8	direct_object	0.4	conjoined	0.5	1.522	1.0	0	0	"{""direct_object"": 2, ""predication"": 1, ""prep_complement"": 2}"	"{""conjoined"": 4, ""idafa"": 4}"	3	True
ش ع ر	NOUN_ACTIVE_PART	True	5	4	2	idafa	0.25	adjective	0.5	2.0	1.0	0	0	"{""idafa"": 1, ""predication"": 1, ""prep_complement"": 1, ""quoted_complement"": 1}"	"{""adjective"": 1, ""predication"": 1}"	5	False
ش ع ر	NOUN_CONCRETE	True	1	1	0	conjoined	1.0		0.0	0.0	0.0	0	0	"{""conjoined"": 1}"	{}	1	True
ش ع ر	NOUN_PROP	True	1	1	0	idafa	1.0		0.0	0.0	0.0	0	0	"{""idafa"": 1}"	{}	1	True
ش ع ر	NOUN_TIME_PLACE	True	1	1	1	idafa	1.0	adjective	1.0	0.0	0.0	0	0	"{""idafa"": 1}"	"{""adjective"": 1}"	1	True
ش ع ل	PV:VIII	True	1	1	2	conjoined	1.0	accusative_specification	0.5	0.0	1.0	0	0	"{""conjoined"": 1}"	"{""accusative_specification"": 1, ""subject"": 1}"	1	True
ش غ ف	PV:I	True	1	0	2		0.0	cognate_acc	0.5	0.0	1.0	0	0	{}	"{""cognate_acc"": 1, ""direct_object"": 1}"	1	True
ش غ ل	GERUND	True	1	2	0	predication	0.5		0.0	1.0	0.0	0	0	"{""predication"": 1, ""prep_complement"": 1}"	{}	1	True
ش غ ل	PV:I	True	1	1	2	quoted_complement	1.0	direct_object	0.5	0.0	1.0	0	0	"{""quoted_complement"": 1}"	"{""direct_object"": 1, ""subject"": 1}"	1	True
ش ف ع	ADJ_QUALIT	True	9	12	5	conjoined	0.333	prep_complement	0.6	1.918	1.371	0	0	"{""conjoined"": 4, ""direct_object"": 2, ""prep_complement"": 2, ""subject"": 4}"	"{""adjective"": 1, ""predication"": 1, ""prep_complement"": 3}"	7	False
ش ف ع	GERUND	True	11	10	6	subject	0.5	adjective	0.333	1.761	2.252	0	0	"{""cognate_acc"": 2, ""conjoined"": 1, ""direct_object"": 2, ""subject"": 5}"	"{""adjective"": 2, ""circumstantial"": 1, ""idafa"": 1, ""predication"": 1, ""prep_complement"": 1}"	8	False
ش ف ع	IV:I	True	5	0	10		0.0	subject	0.4	0.0	1.846	0	0	{}	"{""adverbial"": 1, ""cognate_acc"": 2, ""prep_complement"": 3, ""subject"": 4}"	4	False
ش ف ع	NOUN_ABSTRACT	True	3	3	3	subject	0.667	idafa	0.667	0.918	0.918	0	0	"{""particle_complement"": 1, ""subject"": 2}"	"{""conjoined"": 1, ""idafa"": 2}"	3	True
ش ف ع	NOUN_ACTIVE_PART	True	2	3	1	idafa	0.333	prep_complement	1.0	1.585	0.0	0	0	"{""idafa"": 1, ""predication"": 1, ""prep_complement"": 1}"	"{""prep_complement"": 1}"	2	True
ش ف ع	NOUN_CONCRETE	True	1	1	1	predication	1.0	adverbial	1.0	0.0	0.0	0	0	"{""predication"": 1}"	"{""adverbial"": 1}"	1	True
ش ف ق	NOUN_ABSTRACT	True	1	1	0	prep_complement	1.0		0.0	0.0	0.0	0	0	"{""prep_complement"": 1}"	{}	1	True
ش ف ق	NOUN_ACTIVE_PART	True	8	8	9	predication	0.625	prep_complement	0.889	1.299	0.503	0	0	"{""circumstantial"": 2, ""kana_predicate"": 1, ""predication"": 5}"	"{""conjoined"": 1, ""prep_complement"": 8}"	6	False
ش ف ق	PV:I	True	1	1	1	conjoined	1.0	prep_complement	1.0	0.0	0.0	0	0	"{""conjoined"": 1}"	"{""prep_complement"": 1}"	1	True
ش ف ق	PV:IV	True	1	0	1		0.0	clausal_complement	1.0	0.0	0.0	0	0	{}	"{""clausal_complement"": 1}"	1	True
ش ف ه	NOUN_CONCRETE	True	1	1	0	conjoined	1.0		0.0	0.0	0.0	0	0	"{""conjoined"": 1}"	{}	1	True
ش ف و	NOUN_CONCRETE	True	2	3	2	prep_complement	0.667	idafa	1.0	0.918	0.0	0	0	"{""kana_predicate"": 1, ""prep_complement"": 2}"	"{""idafa"": 2}"	2	True
ش ف ي	GERUND	True	4	3	6	conjoined	0.667	prep_complement	0.667	0.918	1.252	0	0	"{""conjoined"": 2, ""predication"": 1}"	"{""conjoined"": 1, ""predication"": 1, ""prep_complement"": 4}"	4	True
ش ف ي	IV:I	True	2	1	4	conjoined	1.0	direct_object	0.5	0.0	1.0	0	0	"{""conjoined"": 1}"	"{""direct_object"": 2, ""subject"": 2}"	2	True
ش ق ق	ADJ_COMP	True	1	1	0	predication	1.0		0.0	0.0	0.0	0	0	"{""predication"": 1}"	{}	1	True
ش ق ق	GERUND	True	8	10	4	prep_complement	0.4	adjective	0.75	2.322	0.811	0	0	"{""cognate_acc"": 1, ""conjoined"": 1, ""direct_object"": 1, ""predication"": 2, ""prep_complement"": 4, ""subject"": 1}"	"{""adjective"": 3, ""idafa"": 1}"	7	False
ش ق ق	IV:III	True	4	1	7	kana_predicate	1.0	direct_object	0.429	0.0	1.557	0	0	"{""kana_predicate"": 1}"	"{""direct_object"": 3, ""prep_complement"": 2, ""subject"": 2}"	4	True
ش ق ق	IV:V	True	1	0	2		0.0	conjoined	0.5	0.0	1.0	0	0	{}	"{""conjoined"": 1, ""subject"": 1}"	1	True
ش ق ق	PV:I	True	2	1	4	conjoined	1.0	direct_object	0.5	0.0	1.5	0	0	"{""conjoined"": 1}"	"{""cognate_acc"": 1, ""direct_object"": 2, ""prep_complement"": 1}"	2	True
ش ق ق	PV:III	True	2	1	3	predication	1.0	direct_object	1.0	0.0	0.0	0	0	"{""predication"": 1}"	"{""direct_object"": 3}"	2	True
ش ق ق	PV:V	True	2	1	7	idafa	1.0	adverbial	0.286	0.0	1.95	0	0	"{""idafa"": 1}"	"{""adverbial"": 2, ""conjoined"": 1, ""prep_complement"": 2, ""subject"": 2}"	2	True
ش ق ق	PV:VII	True	4	1	6	conjoined	1.0	subject	0.667	0.0	0.918	0	0	"{""conjoined"": 1}"	"{""adverbial"": 2, ""subject"": 4}"	4	True
ش ق و	ADJ_COMP	True	3	3	1	subject	1.0	idafa	1.0	0.0	0.0	0	0	"{""subject"": 3}"	"{""idafa"": 1}"	3	True
ش ق و	ADJ_QUALIT	True	4	3	3	kana_predicate	0.667	prep_complement	0.667	0.918	0.918	0	0	"{""adjective"": 1, ""kana_predicate"": 2}"	"{""conjoined"": 1, ""prep_complement"": 2}"	2	True
ش ق و	GERUND	True	1	1	1	prep_complement	1.0	idafa	1.0	0.0	0.0	0	0	"{""prep_complement"": 1}"	"{""idafa"": 1}"	1	True
ش ق و	IV:I	True	1	0	1		0.0	prep_complement	1.0	0.0	0.0	0	0	{}	"{""prep_complement"": 1}"	1	True
ش ق و	NOUN_ABSTRACT	True	1	1	0	subject	1.0		0.0	0.0	0.0	0	0	"{""subject"": 1}"	{}	1	True
ش ق و	NOUN_CONCRETE	True	1	1	0	subject	1.0		0.0	0.0	0.0	0	0	"{""subject"": 1}"	{}	1	True
ش ق و	PV:I	True	1	0	1		0.0	subject	1.0	0.0	0.0	0	0	{}	"{""subject"": 1}"	1	True
ش ق ي	IV:I	True	2	1	0	conjoined	1.0		0.0	0.0	0.0	0	0	"{""conjoined"": 1}"	{}	1	True
ش ك ر	ADJ_INTENS	True	10	9	1	adjective	0.556	predication	1.0	0.991	0.0	0	0	"{""adjective"": 5, ""predication"": 4}"	"{""predication"": 1}"	7	False
ش ك ر	CV:I	True	7	5	9	conjoined	1.0	prep_complement	0.778	0.0	0.986	0	0	"{""conjoined"": 5}"	"{""conjoined"": 1, ""direct_object"": 1, ""prep_complement"": 7}"	5	False
ش ك ر	GERUND	True	3	3	0	cognate_acc	0.333		0.0	1.585	0.0	0	0	"{""cognate_acc"": 1, ""conjoined"": 1, ""direct_object"": 1}"	{}	3	True
ش ك ر	IV:I	True	35	23	11	predication	0.739	adverbial	0.273	1.155	2.482	0	0	"{""adjective"": 1, ""clausal_complement"": 1, ""particle_complement"": 4, ""predication"": 17}"	"{""adverbial"": 3, ""cognate_acc"": 1, ""conjoined"": 1, ""direct_object"": 2, ""prep_complement"": 2, ""subject"": 2}"	24	False
ش ك ر	NOUN_ACTIVE_PART	True	13	17	2	kana_predicate	0.353	conjoined	0.5	1.983	1.0	0	0	"{""circumstantial"": 1, ""direct_object"": 3, ""kana_predicate"": 6, ""predication"": 1, ""prep_complement"": 6}"	"{""conjoined"": 1, ""prep_complement"": 1}"	9	False
ش ك ر	NOUN_PASSIVE_PART	True	2	2	0	kana_predicate	1.0		0.0	0.0	0.0	0	0	"{""kana_predicate"": 2}"	{}	2	True
ش ك ر	NOUN_PROP	True	1	1	1	predication	1.0	adjective	1.0	0.0	0.0	0	0	"{""predication"": 1}"	"{""adjective"": 1}"	1	True
ش ك ر	PV:I	True	4	0	3		0.0	subject	0.667	0.0	0.918	0	0	{}	"{""conjoined"": 1, ""subject"": 2}"	4	True
ش ك س	NOUN_ACTIVE_PART	True	1	1	0	adjective	1.0		0.0	0.0	0.0	0	0	"{""adjective"": 1}"	{}	1	True
ش ك ك	GERUND	True	15	27	20	prep_complement	0.519	prep_complement	0.65	1.428	1.141	0	0	"{""kana_predicate"": 4, ""predication"": 9, ""prep_complement"": 14}"	"{""adjective"": 6, ""predication"": 1, ""prep_complement"": 13}"	11	False
ش ك ل	NOUN_ABSTRACT	True	2	2	1	prep_complement	1.0	idafa	1.0	0.0	0.0	0	0	"{""prep_complement"": 2}"	"{""idafa"": 1}"	2	True
ش ك و	IV:I	True	1	0	3		0.0	direct_object	0.667	0.0	0.918	0	0	{}	"{""direct_object"": 2, ""prep_complement"": 1}"	1	True
ش ك و	IV:VIII	True	1	1	1	conjoined	1.0	prep_complement	1.0	0.0	0.0	0	0	"{""conjoined"": 1}"	"{""prep_complement"": 1}"	1	True
ش ك و	NOUN_INSTRUMENT	True	1	1	0	prep_complement	1.0		0.0	0.0	0.0	0	0	"{""prep_complement"": 1}"	{}	1	True
ش م أ ز	PV:I	True	1	0	1		0.0	subject	1.0	0.0	0.0	0	0	{}	"{""subject"": 1}"	1	True
ش م ت	IV:IV	True	1	0	3		0.0	conjoined	0.333	0.0	1.585	0	0	{}	"{""conjoined"": 1, ""direct_object"": 1, ""prep_complement"": 1}"	1	True
ش م خ	NOUN_ACTIVE_PART	True	1	1	0	adjective	1.0		0.0	0.0	0.0	0	0	"{""adjective"": 1}"	{}	1	True
ش م س	NOUN_CONCRETE	True	31	32	20	direct_object	0.438	conjoined	0.8	2.107	1.022	0	0	"{""conjoined"": 7, ""direct_object"": 14, ""idafa"": 5, ""particle_complement"": 1, ""prep_complement"": 1, ""subject"": 4}"	"{""circumstantial"": 2, ""conjoined"": 16, ""predication"": 1, ""prep_complement"": 1}"	27	False
ش م س	NOUN_PROP	True	2	2	0	prep_complement	1.0		0.0	0.0	0.0	0	0	"{""prep_complement"": 2}"	{}	2	True
ش م ل	NOUN_ABSTRACT	True	8	11	0	conjoined	0.364		0.0	1.573	0.0	0	0	"{""conjoined"": 4, ""idafa"": 3, ""prep_complement"": 4}"	{}	7	False
ش م ل	NOUN_CONCRETE	True	2	2	1	idafa	0.5	idafa	1.0	1.0	0.0	0	0	"{""idafa"": 1, ""prep_complement"": 1}"	"{""idafa"": 1}"	2	True
ش م ل	PV:VIII	True	2	0	4		0.0	prep_complement	0.5	0.0	1.0	0	0	{}	"{""prep_complement"": 2, ""subject"": 2}"	1	True
ش ن أ	GERUND	True	2	2	3	subject	1.0	idafa	0.667	0.0	0.918	0	0	"{""subject"": 2}"	"{""clausal_complement"": 1, ""idafa"": 2}"	1	True
ش ن أ	NOUN_ACTIVE_PART	True	1	1	2	particle_complement	1.0	direct_object	0.5	0.0	1.0	0	0	"{""particle_complement"": 1}"	"{""direct_object"": 1, ""idafa"": 1}"	1	True
ش ه ب	NOUN_CONCRETE	True	5	6	4	subject	0.333	adjective	0.75	2.252	0.811	0	0	"{""accusative_specification"": 1, ""conjoined"": 1, ""direct_object"": 1, ""prep_complement"": 1, ""subject"": 2}"	"{""adjective"": 3, ""apposition"": 1}"	4	False
ش ه د	CV:I	True	4	3	3	conjoined	0.667	clausal_complement	0.667	0.918	0.918	0	0	"{""conjoined"": 2, ""quoted_complement"": 1}"	"{""clausal_complement"": 2, ""prep_complement"": 1}"	3	True
ش ه د	CV:IV	True	3	1	4	conjoined	1.0	adverbial	0.25	0.0	2.0	0	0	"{""conjoined"": 1}"	"{""adverbial"": 1, ""conjoined"": 1, ""direct_object"": 1, ""prep_complement"": 1}"	3	True
ش ه د	CV:X	True	2	0	3		0.0	direct_object	0.667	0.0	0.918	0	0	{}	"{""direct_object"": 2, ""prep_complement"": 1}"	2	True
ش ه د	GERUND	True	11	9	10	direct_object	0.333	idafa	0.3	1.891	2.171	0	0	"{""accusative_specification"": 1, ""direct_object"": 3, ""prep_complement"": 3, ""subject"": 2}"	"{""adverbial"": 1, ""clausal_complement"": 1, ""idafa"": 3, ""predication"": 3, ""prep_complement"": 2}"	5	False
ش ه د	IV:I	True	20	5	33	predication	0.6	subject	0.364	1.371	2.437	0	0	"{""conjoined"": 1, ""predication"": 3, ""quoted_complement"": 1}"	"{""adverbial"": 2, ""clausal_complement"": 6, ""cognate_acc"": 1, ""conjoined"": 2, ""direct_object"": 4, ""prep_complement"": 6, ""subject"": 12}"	15	False
ش ه د	IV:IV	True	5	4	6	conjoined	0.5	clausal_complement	0.333	1.0	1.918	0	0	"{""conjoined"": 2, ""predication"": 2}"	"{""clausal_complement"": 2, ""conjoined"": 1, ""direct_object"": 2, ""prep_complement"": 1}"	4	False
ش ه د	NOUN_ABSTRACT	True	15	16	2	conjoined	0.562	idafa	1.0	1.67	0.0	0	0	"{""conjoined"": 9, ""direct_object"": 2, ""idafa"": 3, ""prep_complement"": 2}"	"{""idafa"": 2}"	14	False
ش ه د	NOUN_ACTIVE_PART	True	21	23	14	subject	0.217	prep_complement	0.714	2.877	0.863	0	0	"{""adjective"": 2, ""circumstantial"": 3, ""idafa"": 2, ""kana_predicate"": 3, ""particle_complement"": 1, ""predication"": 3, ""prep_complement"": 4, ""subject"": 5}"	"{""conjoined"": 4, ""prep_complement"": 10}"	16	False
ش ه د	NOUN_CONCRETE	True	57	56	36	kana_predicate	0.25	prep_complement	0.75	2.87	1.173	1	1	"{""accusative_specification"": 8, ""circumstantial"": 2, ""conjoined"": 6, ""direct_object"": 7, ""idafa"": 2, ""kana_predicate"": 14, ""predication"": 11, ""prep_complement"": 4, ""subject"": 2}"	"{""adjective"": 1, ""adverbial"": 6, ""exception"": 1, ""predication"": 1, ""prep_complement"": 27}"	25	False
ش ه د	NOUN_PASSIVE_PART	True	3	4	0	adjective	0.25		0.0	2.0	0.0	0	0	"{""adjective"": 1, ""conjoined"": 1, ""kana_predicate"": 1, ""particle_complement"": 1}"	{}	3	True
ش ه د	PV:I	True	17	2	26	conjoined	0.5	prep_complement	0.385	1.0	2.259	0	0	"{""conjoined"": 1, ""quoted_complement"": 1}"	"{""circumstantial"": 1, ""clausal_complement"": 4, ""conjoined"": 2, ""direct_object"": 3, ""prep_complement"": 10, ""subject"": 6}"	10	False
ش ه د	PV:IV	True	2	1	7	conjoined	1.0	direct_object	0.429	0.0	2.128	0	0	"{""conjoined"": 1}"	"{""conjoined"": 1, ""direct_object"": 3, ""prep_complement"": 1, ""quoted_complement"": 1, ""subject"": 1}"	2	True
ش ه ر	NOUN_ABSTRACT	True	18	17	13	idafa	0.412	adjective	0.692	2.226	1.506	0	0	"{""accusative_specification"": 1, ""conjoined"": 2, ""direct_object"": 1, ""idafa"": 7, ""predication"": 4, ""prep_complement"": 2}"	"{""adjective"": 9, ""apposition"": 1, ""idafa"": 1, ""predication"": 1, ""prep_complement"": 1}"	9	False
ش ه ر	NOUN_CONCRETE	True	3	3	1	accusative_specification	0.333	adjective	1.0	1.585	0.0	0	0	"{""accusative_specification"": 1, ""idafa"": 1, ""subject"": 1}"	"{""adjective"": 1}"	1	True
ش ه ق	GERUND	True	2	2	1	conjoined	0.5	prep_complement	1.0	1.0	0.0	0	0	"{""conjoined"": 1, ""direct_object"": 1}"	"{""prep_complement"": 1}"	2	True
ش ه و	GERUND	True	2	1	0	circumstantial	1.0		0.0	0.0	0.0	2	0	"{""circumstantial"": 1}"	{}	2	True
ش ه و	IV:I	True	2	0	4		0.0	direct_object	0.5	0.0	1.5	0	0	{}	"{""conjoined"": 1, ""direct_object"": 2, ""subject"": 1}"	2	True
ش ه و	IV:VIII	True	5	1	5	prep_complement	1.0	direct_object	0.8	0.0	0.722	0	0	"{""prep_complement"": 1}"	"{""direct_object"": 4, ""subject"": 1}"	5	False
ش ه و	NOUN_ABSTRACT	True	3	3	1	direct_object	0.667	prep_complement	1.0	0.918	0.0	0	0	"{""direct_object"": 2, ""idafa"": 1}"	"{""prep_complement"": 1}"	3	True
ش ه و	PV:VIII	True	1	0	2		0.0	direct_object	0.5	0.0	1.0	0	0	{}	"{""direct_object"": 1, ""subject"": 1}"	1	True
ش و ب	NOUN_CONCRETE	True	1	1	3	particle_complement	1.0	prep_complement	1.0	0.0	0.0	0	0	"{""particle_complement"": 1}"	"{""prep_complement"": 3}"	1	True
ش و ر	CV:III	True	1	1	2	conjoined	1.0	direct_object	0.5	0.0	1.0	0	0	"{""conjoined"": 1}"	"{""direct_object"": 1, ""prep_complement"": 1}"	1	True
ش و ر	GERUND	True	1	1	0	conjoined	1.0		0.0	0.0	0.0	0	0	"{""conjoined"": 1}"	{}	1	True
ش و ر	NOUN_ABSTRACT	True	1	1	1	predication	1.0	adverbial	1.0	0.0	0.0	0	0	"{""predication"": 1}"	"{""adverbial"": 1}"	1	True
ش و ر	PV:IV	True	1	0	1		0.0	prep_complement	1.0	0.0	0.0	0	0	{}	"{""prep_complement"": 1}"	1	True
ش و ظ	NOUN_CONCRETE	True	1	1	2	subject	1.0	conjoined	0.5	0.0	1.0	0	0	"{""subject"": 1}"	"{""conjoined"": 1, ""prep_complement"": 1}"	1	True
ش و ك	NOUN_CONCRETE	True	1	1	0	idafa	1.0		0.0	0.0	0.0	0	0	"{""idafa"": 1}"	{}	1	True
ش و ي	IV:I	True	1	0	2		0.0	direct_object	0.5	0.0	1.0	0	0	{}	"{""direct_object"": 1, ""subject"": 1}"	1	True
ش و ي	NOUN_CONCRETE	True	1	1	0	prep_complement	1.0		0.0	0.0	0.0	0	0	"{""prep_complement"": 1}"	{}	1	True
ش ي ء	ADJ_QUALIT	True	1	1	1	direct_object	1.0	adjective	1.0	0.0	0.0	0	0	"{""direct_object"": 1}"	"{""adjective"": 1}"	1	True
ش ي ء	NOUN_ABSTRACT	True	271	282	47	idafa	0.429	prep_complement	0.596	2.251	1.274	2	0	"{""accusative_specification"": 15, ""cognate_acc"": 7, ""conjoined"": 1, ""direct_object"": 58, ""idafa"": 121, ""kana_predicate"": 3, ""particle_complement"": 1, ""predication"": 6, ""prep_complement"": 59, ""subject"": 11}"	"{""adjective"": 15, ""predication"": 4, ""prep_complement"": 28}"	65	False
ش ي ء	NOUN_CONCRETE	True	10	10	0	idafa	0.4		0.0	1.846	0.0	0	0	"{""accusative_specification"": 1, ""direct_object"": 2, ""idafa"": 4, ""prep_complement"": 3}"	{}	2	False
ش ي أ	IV:I	True	160	9	133	particle_complement	0.667	direct_object	0.714	1.447	1.391	0	0	"{""adjective"": 1, ""conjoined"": 1, ""particle_complement"": 6, ""prep_complement"": 1}"	"{""adverbial"": 6, ""clausal_complement"": 1, ""conjoined"": 2, ""direct_object"": 95, ""exception"": 2, ""prep_complement"": 5, ""subject"": 22}"	41	False
ش ي أ	IV:IV	True	5	0	4		0.0	direct_object	0.75	0.0	0.811	0	0	{}	"{""clausal_complement"": 1, ""direct_object"": 3}"	4	False
ش ي أ	NOUN_ABSTRACT	True	2	2	2	particle_complement	0.5	adjective	0.5	1.0	1.0	0	0	"{""particle_complement"": 1, ""prep_complement"": 1}"	"{""adjective"": 1, ""prep_complement"": 1}"	2	True
ش ي أ	PV:I	True	71	2	67	particle_complement	1.0	subject	0.701	0.0	1.351	0	0	"{""particle_complement"": 2}"	"{""adverbial"": 2, ""clausal_complement"": 3, ""direct_object"": 13, ""prep_complement"": 1, ""subject"": 47, ""vocative"": 1}"	33	False
ش ي ب	ADJ_QUALIT	True	1	1	0	direct_object	1.0		0.0	0.0	0.0	0	0	"{""direct_object"": 1}"	{}	1	True
ش ي ب	GERUND	True	1	2	0	conjoined	0.5		0.0	1.0	0.0	0	0	"{""conjoined"": 1, ""direct_object"": 1}"	{}	1	True
ش ي ب	NOUN_CONCRETE	True	1	1	0	accusative_specification	1.0		0.0	0.0	0.0	0	0	"{""accusative_specification"": 1}"	{}	1	True
ش ي خ	ADJ_QUALIT	True	4	4	1	adjective	0.25	adjective	1.0	2.0	0.0	0	0	"{""adjective"": 1, ""circumstantial"": 1, ""kana_predicate"": 1, ""predication"": 1}"	"{""adjective"": 1}"	4	True
ش ي د	NOUN_PASSIVE_PART	True	2	2	0	adjective	1.0		0.0	0.0	0.0	0	0	"{""adjective"": 2}"	{}	2	True
ش ي ع	IV:I	True	1	0	2		0.0	prep_complement	0.5	0.0	1.0	0	0	{}	"{""prep_complement"": 1, ""subject"": 1}"	1	True
ش ي ع	NOUN_ABSTRACT	True	3	6	1	predication	0.5	idafa	1.0	1.0	0.0	0	0	"{""predication"": 3, ""prep_complement"": 3}"	"{""idafa"": 1}"	2	True
ش ي ع	NOUN_CONCRETE	True	8	8	2	direct_object	0.25	idafa	1.0	2.25	0.0	0	0	"{""circumstantial"": 1, ""direct_object"": 2, ""idafa"": 1, ""kana_predicate"": 2, ""prep_complement"": 2}"	"{""idafa"": 2}"	7	False
ص ب أ	NOUN_ACTIVE_PART	True	3	3	0	conjoined	1.0		0.0	0.0	0.0	0	0	"{""conjoined"": 3}"	{}	3	True
ص ب ب	CV:I	True	1	0	2		0.0	adverbial	0.5	0.0	1.0	0	0	{}	"{""adverbial"": 1, ""prep_complement"": 1}"	1	True
ص ب ب	GERUND	True	1	1	0	cognate_acc	1.0		0.0	0.0	0.0	0	0	"{""cognate_acc"": 1}"	{}	1	True
ص ب ب	IV:I	True	2	0	5		0.0	prep_complement	0.4	0.0	1.922	0	0	{}	"{""conjoined"": 1, ""exception"": 1, ""prep_complement"": 2, ""subject"": 1}"	2	True
ص ب ب	IV:IV	True	6	0	13		0.0	direct_object	0.462	0.0	1.314	0	0	{}	"{""direct_object"": 6, ""prep_complement"": 1, ""subject"": 6}"	5	False
ص ب ب	PV:I	True	2	1	5	predication	1.0	direct_object	0.4	0.0	1.922	0	0	"{""predication"": 1}"	"{""cognate_acc"": 1, ""direct_object"": 2, ""prep_complement"": 1, ""subject"": 1}"	2	True
ص ب ح	ADV	True	2	2	1	adverbial	0.5	idafa	1.0	1.0	0.0	0	0	"{""adverbial"": 1, ""subject"": 1}"	"{""idafa"": 1}"	2	True
ص ب ح	GERUND	True	1	1	0	idafa	1.0		0.0	0.0	0.0	0	0	"{""idafa"": 1}"	{}	1	True
ص ب ح	IV:I	True	1	0	1		0.0	kana_predicate	1.0	0.0	0.0	0	0	{}	"{""kana_predicate"": 1}"	1	True
ص ب ح	IV:IV	True	6	3	8	conjoined	0.333	kana_predicate	0.625	1.585	1.299	0	0	"{""conjoined"": 1, ""idafa"": 1, ""particle_complement"": 1}"	"{""kana_predicate"": 5, ""prep_complement"": 1, ""subject"": 2}"	5	False
ص ب ح	NOUN_ABSTRACT	True	4	4	1	particle_complement	0.5	adverbial	1.0	1.5	0.0	0	0	"{""particle_complement"": 2, ""predication"": 1, ""subject"": 1}"	"{""adverbial"": 1}"	3	True
ص ب ح	NOUN_ACTIVE_PART	True	5	5	0	circumstantial	1.0		0.0	0.0	0.0	0	0	"{""circumstantial"": 5}"	{}	3	False
ص ب ح	NOUN_INSTRUMENT	True	4	3	2	prep_complement	0.667	prep_complement	1.0	0.918	0.0	0	0	"{""predication"": 1, ""prep_complement"": 2}"	"{""prep_complement"": 2}"	3	True
ص ب ح	PV:I	True	7	0	12		0.0	kana_predicate	0.5	0.0	1.5	0	0	{}	"{""kana_predicate"": 6, ""prep_complement"": 3, ""subject"": 3}"	6	False
ص ب ح	PV:II	True	1	0	3		0.0	adverbial	0.333	0.0	1.585	0	0	{}	"{""adverbial"": 1, ""direct_object"": 1, ""subject"": 1}"	1	True
ص ب ح	PV:IV	True	14	2	23	conjoined	1.0	kana_predicate	0.609	0.0	1.163	0	0	"{""conjoined"": 2}"	"{""circumstantial"": 1, ""kana_predicate"": 14, ""prep_complement"": 8}"	11	False
ص ب ر	ADJ_COMP	True	1	0	3		0.0	direct_object	0.333	0.0	1.585	0	0	{}	"{""direct_object"": 1, ""prep_complement"": 1, ""subject"": 1}"	1	True
ص ب ر	ADJ_INTENS	True	4	4	4	idafa	1.0	adjective	1.0	0.0	0.0	0	0	"{""idafa"": 4}"	"{""adjective"": 4}"	4	True
ص ب ر	CV:I	True	24	5	28	conjoined	1.0	conjoined	0.464	0.0	1.903	0	0	"{""conjoined"": 5}"	"{""adverbial"": 1, ""clausal_complement"": 1, ""cognate_acc"": 1, ""conjoined"": 13, ""direct_object"": 1, ""prep_complement"": 10, ""vocative"": 1}"	19	False
ص ب ر	CV:II	True	1	0	2		0.0	conjoined	0.5	0.0	1.0	0	0	{}	"{""conjoined"": 1, ""prep_complement"": 1}"	1	True
ص ب ر	CV:III	True	1	1	0	conjoined	1.0		0.0	0.0	0.0	0	0	"{""conjoined"": 1}"	{}	1	True
ص ب ر	CV:VIII	True	3	3	2	conjoined	1.0	prep_complement	1.0	0.0	0.0	0	0	"{""conjoined"": 3}"	"{""prep_complement"": 2}"	3	True
ص ب ر	GERUND	True	15	12	8	direct_object	0.5	adjective	0.375	1.459	2.156	0	0	"{""cognate_acc"": 2, ""direct_object"": 6, ""prep_complement"": 4}"	"{""adjective"": 3, ""conjoined"": 2, ""idafa"": 1, ""predication"": 1, ""prep_complement"": 1}"	8	False
ص ب ر	IV:I	True	11	3	9	conjoined	0.667	conjoined	0.556	0.918	1.352	0	0	"{""conjoined"": 2, ""particle_complement"": 1}"	"{""adverbial"": 1, ""conjoined"": 5, ""prep_complement"": 3}"	9	False
ص ب ر	NOUN_ACTIVE_PART	True	22	21	8	conjoined	0.238	conjoined	0.625	2.661	1.299	0	0	"{""adjective"": 2, ""circumstantial"": 1, ""conjoined"": 5, ""direct_object"": 4, ""idafa"": 4, ""prep_complement"": 3, ""subject"": 2}"	"{""adverbial"": 1, ""conjoined"": 5, ""prep_complement"": 2}"	13	False
ص ب ر	PV:I	True	21	4	16	conjoined	0.75	conjoined	0.375	0.811	1.811	0	0	"{""conjoined"": 3, ""predication"": 1}"	"{""adverbial"": 2, ""conjoined"": 6, ""prep_complement"": 2, ""subject"": 6}"	16	False
ص ب ع	NOUN_CONCRETE	True	2	2	2	direct_object	1.0	idafa	1.0	0.0	0.0	0	0	"{""direct_object"": 2}"	"{""idafa"": 2}"	2	True
ص ب غ	NOUN_ABSTRACT	True	2	1	1	accusative_specification	1.0	idafa	1.0	0.0	0.0	0	0	"{""accusative_specification"": 1}"	"{""idafa"": 1}"	1	True
