root_arabic	form_tag	form_tag_available	instance_count	frame_count	absolute_ratio	top_prep	prep_profile	obj_status_dist	clausal_complement_count	passive_count	prodrop_count	batch_count	low_occurrence
ص ل ي	IV:I	True	8	8	0.2	إِلَى	"{""إِلَى"": 3, ""بـ"": 1}"	"{""clitic"": 3, ""explicit"": 1, ""none_absolute"": 1, ""none_intransitive"": 3}"	0	0	7	6	False
ص ل ي	IV:II	True	4	4	1.0	عَلَى	"{""عَلَى"": 2}"	"{""none_absolute"": 3, ""none_intransitive"": 1}"	0	0	3	3	True
ص ل ي	IV:IV	True	5	5	0.0		{}	"{""both"": 5}"	0	0	5	3	False
ص ل ي	IV:VIII	True	1	1	0.0		{}	"{""none_intransitive"": 1}"	0	0	1	1	True
ص ل ي	PV:I	True	1	1	0.0	فِي	"{""فِي"": 1}"	"{""none_intransitive"": 1}"	0	0	1	1	True
ص ل ي	PV:II	True	1	1	0.0	عَلَى	"{""عَلَى"": 1}"	"{""none_intransitive"": 1}"	0	0	0	1	True
ص م م	PV:I	True	2	2	0.0		{}	"{""none_intransitive"": 2}"	0	0	1	1	True
ص م م	PV:IV	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	1	1	True
ص ن ع	CV:I	True	2	2	0.0	بـ	"{""بـ"": 2}"	"{""explicit"": 2}"	0	0	2	2	True
ص ن ع	IV:I	True	9	9	0.111	عَلَى	"{""عَلَى"": 1}"	"{""explicit"": 7, ""none_absolute"": 1, ""none_passive"": 1}"	0	1	8	8	False
ص ن ع	PV:I	True	4	4	0.0	فِي	"{""فِي"": 1}"	"{""explicit"": 4}"	0	0	4	3	True
ص ن ع	PV:VIII	True	1	1	0.0	لـ	"{""لـ"": 1}"	"{""clitic"": 1}"	0	0	1	1	True
ص ه ر	IV_PASS:IV	True	1	1	0.0	بـ	"{""بـ"": 1}"	"{""none_passive"": 1}"	0	1	0	1	True
ص و ب	IV:I	True	4	4	0.0		{}	"{""clitic"": 3, ""explicit"": 1}"	0	0	0	4	True
ص و ب	IV:IV	True	20	20	0.0	بـ	"{""بـ"": 10, ""فِي"": 1, ""مِن"": 1}"	"{""clitic"": 13, ""explicit"": 7}"	0	0	6	15	False
ص و ب	PV:I	True	6	6	0.0	بـ	"{""بـ"": 1}"	"{""clitic"": 5, ""explicit"": 1}"	0	0	2	4	False
ص و ب	PV:IV	True	27	27	0.077	مِن	"{""بـ"": 4, ""فِي"": 4, ""مِن"": 5}"	"{""clitic"": 21, ""explicit"": 3, ""none_absolute"": 2, ""none_intransitive"": 1}"	0	0	4	14	False
ص و ر	CV:I	True	1	1	0.0	إِلَى	"{""إِلَى"": 1}"	"{""clitic"": 1}"	0	0	1	1	True
ص و ر	IV:II	True	1	1	0.0	فِي	"{""فِي"": 1}"	"{""clitic"": 1}"	0	0	1	1	True
ص و ر	PV:II	True	3	3	0.0		{}	"{""clitic"": 3}"	0	0	3	3	True
ص و م	IV:I	True	2	2	0.0		{}	"{""clitic"": 1, ""none_intransitive"": 1}"	0	0	2	1	True
ص ي د	CV:VIII	True	1	1	1.0		{}	"{""none_absolute"": 1}"	0	0	1	1	True
ص ي ر	IV:I	True	1	1	0.0	إِلَى	"{""إِلَى"": 1}"	"{""none_intransitive"": 1}"	0	0	0	1	True
ض ح ك	IV:I	True	6	6	0.0	مِن	"{""مِن"": 4}"	"{""none_intransitive"": 6}"	0	0	4	5	False
ض ح ك	PV:I	True	1	1	0.0		{}	"{""none_intransitive"": 1}"	0	0	1	1	True
ض ح ك	PV:IV	True	1	1	1.0		{}	"{""none_absolute"": 1}"	0	0	1	1	True
ض ح و	IV:I	True	1	1	0.0		{}	"{""none_intransitive"": 1}"	0	0	1	1	True
ض ر ب	CV:I	True	12	12	0.167	بـ	"{""بـ"": 5, ""فِي"": 1, ""لـ"": 4, ""مِن"": 1}"	"{""clitic"": 2, ""explicit"": 8, ""none_absolute"": 2}"	0	0	12	9	False
ض ر ب	IV:I	True	15	15	0.143	لـ	"{""بـ"": 2, ""عَلَى"": 1, ""عَن"": 1, ""فِي"": 1, ""كـ"": 3, ""لـ"": 6}"	"{""clitic"": 2, ""explicit"": 10, ""none_absolute"": 2, ""none_intransitive"": 1}"	0	0	8	11	False
ض ر ب	PV:I	True	24	24	0.15	لـ	"{""عَلَى"": 1, ""فِي"": 7, ""لـ"": 12, ""مِن"": 2}"	"{""both"": 1, ""clitic"": 1, ""explicit"": 13, ""none_absolute"": 3, ""none_intransitive"": 4, ""none_passive"": 2}"	0	2	13	14	False
ض ر ب	PV_PASS:I	True	4	4	0.0	عَلَى	"{""بـ"": 1, ""عَلَى"": 3}"	"{""none_passive"": 4}"	0	4	0	3	True
ض ر ر	GERUND	True	32	1	0.0		{}	"{""none_intransitive"": 1}"	0	0	0	22	False
ض ر ر	IV:I	True	19	19	0.053	مِن	"{""مِن"": 1}"	"{""clitic"": 14, ""explicit"": 4, ""none_absolute"": 1}"	0	0	13	13	False
ض ر ر	IV:III	True	2	2	0.0		{}	"{""clitic"": 1, ""none_passive"": 1}"	0	1	1	2	True
ض ر ر	IV:VIII	True	2	2	0.0	إِلَى	"{""إِلَى"": 2}"	"{""clitic"": 2}"	0	0	1	2	True
ض ر ر	IV_PASS:III	True	1	1	0.0	بـ	"{""بـ"": 2}"	"{""none_passive"": 1}"	0	1	0	1	True
ض ر ر	PV:VIII	True	5	5	0.0	إِلَى	"{""إِلَى"": 1, ""فِي"": 1}"	"{""none_intransitive"": 1, ""none_passive"": 4}"	0	4	1	4	False
ض ر ع	IV:V	True	3	3	0.0		{}	"{""none_intransitive"": 3}"	0	0	3	3	True
ض ر ع	PV:V	True	1	1	0.0		{}	"{""none_intransitive"": 1}"	0	0	1	1	True
ض ع ف	IV:I	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	1	1	True
ض ع ف	IV:III	True	8	8	0.125	لـ	"{""لـ"": 8}"	"{""clitic"": 3, ""none_absolute"": 1, ""none_passive"": 4}"	0	4	3	6	False
ض ع ف	IV:X	True	1	1	0.0		{}	"{""explicit"": 1}"	0	0	1	1	True
ض ع ف	IV_PASS:X	True	1	1	0.0		{}	"{""none_passive"": 1}"	0	1	1	1	True
ض ع ف	PV:I	True	2	1	0.0		{}	"{""none_intransitive"": 1}"	0	0	1	2	True
ض ع ف	PV:X	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	1	1	True
ض ع ف	PV_PASS:X	True	5	5	0.0	فِي	"{""فِي"": 1}"	"{""none_passive"": 5}"	0	5	1	3	False
ض ل ل	IV:I	True	16	16	0.0	عَلَى	"{""عَلَى"": 3, ""عَن"": 3, ""كـ"": 1}"	"{""clitic"": 1, ""explicit"": 6, ""none_intransitive"": 9}"	0	0	9	11	False
ض ل ل	IV:IV	True	42	42	0.143	بـ	"{""بـ"": 9, ""عَن"": 7, ""كـ"": 2}"	"{""clitic"": 10, ""explicit"": 25, ""none_absolute"": 6, ""none_passive"": 1}"	1	1	28	22	False
ض ل ل	PV:I	True	41	41	0.2	عَن	"{""عَن"": 15, ""فِي"": 2, ""مِن"": 1}"	"{""explicit"": 4, ""none_absolute"": 1, ""none_intransitive"": 36}"	0	0	21	25	False
ض ل ل	PV:IV	True	16	13	0.0	عَلَى	"{""عَلَى"": 1, ""عَن"": 1}"	"{""both"": 1, ""clitic"": 6, ""explicit"": 6}"	0	0	7	14	False
ض م م	CV:I	True	2	2	0.0	إِلَى	"{""إِلَى"": 2, ""مِن"": 1}"	"{""explicit"": 2}"	0	0	2	2	True
ض ه ء	IV:III	True	1	1	0.0		{}	"{""explicit"": 1}"	0	0	1	1	True
ض و ء	IV:I	True	1	1	0.0		{}	"{""none_intransitive"": 1}"	0	0	0	1	True
ض و أ	PV:IV	True	2	2	0.0	لـ	"{""لـ"": 1}"	"{""explicit"": 1, ""none_intransitive"": 1}"	0	0	2	1	True
ض ي ع	IV:IV	True	9	9	0.0		{}	"{""explicit"": 9}"	0	0	7	7	False
ض ي ع	PV:IV	True	1	1	0.0		{}	"{""explicit"": 1}"	0	0	1	1	True
ض ي ف	IV:II	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	1	1	True
ض ي ق	IV:I	True	2	2	0.0	بـ	"{""بـ"": 1}"	"{""none_intransitive"": 2}"	0	0	0	2	True
ض ي ق	IV:II	True	1	1	1.0	عَلَى	"{""عَلَى"": 1}"	"{""none_absolute"": 1}"	0	0	1	1	True
ض ي ق	PV:I	True	5	5	0.0	عَلَى	"{""بـ"": 2, ""عَلَى"": 3}"	"{""none_intransitive"": 5}"	0	0	2	3	False
ط ب ع	IV:I	True	5	5	1.0	عَلَى	"{""عَلَى"": 5, ""كـ"": 4}"	"{""none_absolute"": 5}"	0	0	2	4	False
ط ب ع	PV:I	True	4	4	1.0	عَلَى	"{""بـ"": 1, ""عَلَى"": 4}"	"{""none_absolute"": 4}"	0	0	0	4	True
ط ب ع	PV_PASS:I	True	2	2	0.0	عَلَى	"{""عَلَى"": 2}"	"{""none_passive"": 2}"	0	2	0	2	True
ط ح و	PV:I	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	0	1	True
ط ر ح	CV:I	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	1	1	True
ط ر د	IV:I	True	2	2	0.0		{}	"{""clitic"": 1, ""explicit"": 1}"	0	0	2	1	True
ط ر د	PV:I	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	1	1	True
ط ع م	CV:IV	True	2	2	0.0		{}	"{""explicit"": 2}"	0	0	2	1	True
ط ع م	IV:I	True	5	5	0.0	بـ	"{""بـ"": 1, ""لـ"": 1}"	"{""clitic"": 4, ""explicit"": 1}"	0	0	4	4	False
ط ع م	IV:IV	True	6	6	0.167	عَلَى	"{""عَلَى"": 1}"	"{""both"": 1, ""clitic"": 2, ""explicit"": 2, ""none_absolute"": 1}"	0	0	4	6	False
ط ع م	IV_PASS:IV	True	1	1	0.0		{}	"{""none_passive"": 1}"	0	1	0	1	True
ط ع م	PV:I	True	2	2	0.5		{}	"{""explicit"": 1, ""none_absolute"": 1}"	0	0	2	2	True
ط ع م	PV:IV	True	2	2	0.0	مِن	"{""مِن"": 1}"	"{""clitic"": 2}"	0	0	1	2	True
ط ع م	PV:X	True	1	1	0.0		{}	"{""explicit"": 1}"	0	0	1	1	True
ط ع ن	PV:I	True	1	1	1.0	فِي	"{""فِي"": 1}"	"{""none_absolute"": 1}"	0	0	1	1	True
ط غ و	IV:I	True	3	3	0.0	فِي	"{""فِي"": 2}"	"{""none_intransitive"": 3}"	0	0	3	3	True
ط غ و	PV:I	True	1	1	0.0	فِي	"{""فِي"": 1}"	"{""none_intransitive"": 1}"	0	0	1	1	True
ط غ ي	IV:I	True	2	2	0.0		{}	"{""none_intransitive"": 2}"	0	0	2	2	True
ط غ ي	PV:I	True	6	6	0.0		{}	"{""none_intransitive"": 6}"	0	0	4	4	False
ط غ ي	PV:IV	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	1	1	True
ط ف ء	IV:I	True	1	1	0.0	بـ	"{""بـ"": 1}"	"{""explicit"": 1}"	0	0	1	1	True
ط ف ء	IV:IV	True	1	1	0.0	بـ	"{""بـ"": 1}"	"{""explicit"": 1}"	0	0	1	1	True
ط ف أ	PV:IV	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	0	1	True
ط ف ق	PV:I	True	3	3	0.0		{}	"{""clausal"": 2, ""none_intransitive"": 1}"	2	0	3	3	True
ط ل ب	IV:I	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	1	1	True
ط ل ع	IV:I	True	1	1	0.0	عَلَى	"{""عَلَى"": 1}"	"{""none_intransitive"": 1}"	0	0	1	1	True
ط ل ع	IV:IV	True	1	1	0.0	عَلَى	"{""عَلَى"": 1}"	"{""clitic"": 1}"	0	0	1	1	True
ط ل ع	IV:VIII	True	4	4	0.0	إِلَى	"{""إِلَى"": 2, ""عَلَى"": 2}"	"{""none_intransitive"": 4}"	0	0	3	4	True
ط ل ع	PV:I	True	1	1	0.0		{}	"{""none_intransitive"": 1}"	0	0	1	1	True
ط ل ع	PV:VIII	True	3	3	0.0	عَلَى	"{""عَلَى"": 1}"	"{""explicit"": 1, ""none_intransitive"": 2}"	0	0	3	3	True
ط ل ق	CV:II	True	1	1	0.0	لـ	"{""لـ"": 1}"	"{""clitic"": 1}"	0	0	1	1	True
ط ل ق	CV:VII	True	2	2	0.0	إِلَى	"{""إِلَى"": 2}"	"{""none_intransitive"": 2}"	0	0	2	1	True
ط ل ق	IV:VII	True	1	1	0.0		{}	"{""none_intransitive"": 1}"	0	0	0	1	True
ط ل ق	PV:II	True	9	9	0.0	مِن	"{""مِن"": 2}"	"{""clitic"": 5, ""explicit"": 4}"	0	0	9	4	False
ط ل ق	PV:VII	True	6	6	0.0	إِلَى	"{""إِلَى"": 1}"	"{""none_intransitive"": 6}"	0	0	5	4	False
ط م أ ن	IV:I	True	4	4	0.0	بـ	"{""بـ"": 3}"	"{""none_intransitive"": 4}"	0	0	0	3	True
ط م أ ن	IV:IV	True	2	2	0.0	بـ	"{""بـ"": 1}"	"{""none_intransitive"": 2}"	0	0	0	2	True
ط م أ ن	PV:I	True	3	3	0.0	بـ	"{""بـ"": 2}"	"{""none_intransitive"": 3}"	0	0	3	3	True
ط م ث	IV:I	True	2	2	0.0		{}	"{""clitic"": 2}"	0	0	0	1	True
ط م س	CV:I	True	1	1	1.0	عَلَى	"{""عَلَى"": 1}"	"{""none_absolute"": 1}"	0	0	1	1	True
ط م س	IV:I	True	1	1	0.0		{}	"{""explicit"": 1}"	0	0	1	1	True
ط م س	PV:I	True	2	2	0.5	عَلَى	"{""عَلَى"": 1}"	"{""explicit"": 1, ""none_absolute"": 1}"	0	0	2	2	True
ط م س	PV_PASS:I	True	1	1	0.0		{}	"{""none_passive"": 1}"	0	1	0	1	True
ط م ع	IV:I	True	8	8	0.143		{}	"{""clausal"": 6, ""none_absolute"": 1, ""none_intransitive"": 1}"	6	0	6	7	False
ط ه ر	CV:II	True	3	3	0.0	لـ	"{""لـ"": 2}"	"{""explicit"": 3}"	0	0	3	3	True
ط ه ر	CV:V	True	1	1	0.0		{}	"{""none_intransitive"": 1}"	0	0	1	1	True
ط ه ر	IV:I	True	2	2	0.0		{}	"{""clitic"": 1, ""none_intransitive"": 1}"	0	0	2	2	True
ط ه ر	IV:II	True	4	4	0.0	بـ	"{""بـ"": 1}"	"{""clitic"": 3, ""explicit"": 1}"	0	0	4	3	True
ط ه ر	IV:V	True	3	3	0.0		{}	"{""none_intransitive"": 3}"	0	0	3	3	True
ط ه ر	PV:II	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	0	1	True
ط ه ر	PV:V	True	1	1	0.0		{}	"{""none_intransitive"": 1}"	0	0	1	1	True
ط و ع	CV:IV	True	31	31	0.032		{}	"{""clitic"": 11, ""explicit"": 19, ""none_absolute"": 1}"	0	0	31	13	False
ط و ع	IV:I	True	1	1	0.0	فِي	"{""فِي"": 1}"	"{""clitic"": 1}"	0	0	1	1	True
ط و ع	IV:IV	True	26	26	0.038	فِي	"{""فِي"": 2}"	"{""clitic"": 5, ""explicit"": 20, ""none_absolute"": 1}"	0	0	22	17	False
ط و ع	IV:X	True	26	26	0.154	عَلَى	"{""عَلَى"": 1, ""لـ"": 1, ""مِن"": 1}"	"{""both"": 1, ""clausal"": 3, ""explicit"": 18, ""none_absolute"": 4}"	4	0	21	14	False
ط و ع	IV_PASS:IV	True	2	2	0.0	بـ	"{""بـ"": 1}"	"{""none_passive"": 2}"	0	2	0	2	True
ط و ع	PV:I	True	1	1	0.0		{}	"{""explicit"": 1}"	0	0	1	1	True
ط و ع	PV:II	True	1	1	0.0	لـ	"{""لـ"": 1}"	"{""explicit"": 1}"	0	0	0	1	True
ط و ع	PV:IV	True	13	13	0.385		{}	"{""clitic"": 4, ""explicit"": 4, ""none_absolute"": 5}"	0	0	12	8	False
ط و ع	PV:V	True	2	2	0.0		{}	"{""explicit"": 2}"	0	0	0	1	True
ط و ع	PV:X	True	15	15	0.4	مِن	"{""لـ"": 1, ""مِن"": 2}"	"{""clausal"": 3, ""explicit"": 6, ""none_absolute"": 6}"	3	0	14	13	False
ط و ف	IV:I	True	4	4	0.0	عَلَى	"{""عَلَى"": 3}"	"{""none_intransitive"": 4}"	0	0	1	4	True
ط و ف	IV:V	True	2	2	1.0	بـ	"{""بـ"": 2}"	"{""none_absolute"": 1, ""none_intransitive"": 1}"	0	0	2	2	True
ط و ف	IV_PASS:I	True	3	3	0.0	بـ	"{""بـ"": 4, ""عَلَى"": 3}"	"{""none_passive"": 3}"	0	3	0	3	True
ط و ف	PV:I	True	1	1	0.0	عَلَى	"{""عَلَى"": 1}"	"{""none_intransitive"": 1}"	0	0	0	1	True
ط و ق	IV:IV	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	1	1	True
ط و ق	IV_PASS:II	True	1	1	0.0		{}	"{""explicit"": 1}"	0	0	0	1	True
ط و ل	PV:I	True	3	3	0.0	عَلَى	"{""عَلَى"": 3}"	"{""none_intransitive"": 3}"	0	0	0	3	True
ط و ل	PV:VI	True	1	1	0.0	عَلَى	"{""عَلَى"": 1}"	"{""none_intransitive"": 1}"	0	0	0	1	True
ط و ي	IV:I	True	3	3	0.0	كـ	"{""كـ"": 1}"	"{""clitic"": 2, ""explicit"": 1}"	0	0	3	3	True
ط ي ب	PV:I	True	3	3	0.0	لـ	"{""عَن"": 1, ""لـ"": 2, ""مِن"": 1}"	"{""none_intransitive"": 3}"	0	0	3	2	True
ط ي ر	IV:I	True	1	1	0.0	بـ	"{""بـ"": 1}"	"{""none_intransitive"": 1}"	0	0	0	1	True
ط ي ر	IV:V	True	1	1	0.0	بـ	"{""بـ"": 1}"	"{""none_intransitive"": 1}"	0	0	1	1	True
ط ي ر	PV:V	True	2	2	0.0	بـ	"{""بـ"": 3}"	"{""none_intransitive"": 2}"	0	0	2	2	True
ظ ف ر	PV:IV	True	1	1	0.0	عَلَى	"{""عَلَى"": 1}"	"{""clitic"": 1}"	0	0	1	1	True
ظ ل ل	IV:I	True	2	2	0.0	عَلَى	"{""عَلَى"": 1}"	"{""none_copular"": 2}"	0	0	2	2	True
ظ ل ل	PV:I	True	8	8	0.0	عَلَى	"{""عَلَى"": 2, ""مِن"": 1}"	"{""explicit"": 1, ""none_copular"": 7}"	0	0	5	8	False
ظ ل ل	PV:II	True	1	1	0.0	عَلَى	"{""عَلَى"": 1}"	"{""explicit"": 1}"	0	0	1	1	True
ظ ل م	ADJ_COMP	True	14	13	0.0	مِن	"{""مِن"": 1}"	"{""none_copular"": 1, ""none_intransitive"": 12}"	0	0	0	10	False
ظ ل م	IV:I	True	24	24	0.167	مِن	"{""بـ"": 1, ""فِي"": 1, ""مِن"": 2}"	"{""clitic"": 3, ""explicit"": 17, ""none_absolute"": 4}"	0	0	20	12	False
ظ ل م	IV_PASS:I	True	20	20	0.0		{}	"{""none_passive"": 20}"	0	20	8	14	False
ظ ل م	IV_PASS:IV	True	1	1	0.0		{}	"{""none_passive"": 1}"	0	1	1	1	True
ظ ل م	PV:I	True	64	64	0.645	بـ	"{""بـ"": 4, ""مِن"": 2}"	"{""clitic"": 8, ""explicit"": 13, ""none_absolute"": 40, ""none_intransitive"": 2, ""none_passive"": 1}"	0	1	39	28	False
ظ ل م	PV:IV	True	1	1	0.0	عَلَى	"{""عَلَى"": 1}"	"{""none_intransitive"": 1}"	0	0	1	1	True
ظ ل م	PV_PASS:I	True	3	3	0.0		{}	"{""none_passive"": 3}"	0	3	2	3	True
ظ م أ	IV:I	True	1	1	0.0	فِي	"{""فِي"": 1}"	"{""none_intransitive"": 1}"	0	0	1	1	True
ظ ن ن	IV:I	True	19	19	0.263	بـ	"{""بـ"": 2, ""مِن"": 2}"	"{""both"": 5, ""clausal"": 7, ""clitic"": 2, ""none_absolute"": 5}"	8	0	15	13	False
ظ ن ن	PV:I	True	28	27	0.074	بـ	"{""بـ"": 2, ""مِن"": 1}"	"{""both"": 1, ""clausal"": 21, ""clitic"": 1, ""explicit"": 2, ""none_absolute"": 2}"	21	0	23	18	False
ظ ه ر	IV:I	True	6	6	0.0	عَلَى	"{""عَلَى"": 5}"	"{""clitic"": 1, ""explicit"": 1, ""none_intransitive"": 4}"	0	0	5	5	False
ظ ه ر	IV:III	True	4	4	0.0	مِن	"{""عَلَى"": 1, ""مِن"": 4}"	"{""explicit"": 1, ""none_intransitive"": 3}"	0	0	1	3	True
ظ ه ر	IV:IV	True	5	5	0.0	عَلَى	"{""عَلَى"": 3, ""فِي"": 1}"	"{""clitic"": 3, ""explicit"": 1, ""none_intransitive"": 1}"	0	0	5	5	False
ظ ه ر	IV:VI	True	1	1	0.0	بـ	"{""بـ"": 1, ""عَلَى"": 1}"	"{""none_intransitive"": 1}"	0	0	1	1	True
ظ ه ر	PV:I	True	5	5	0.0	مِن	"{""بـ"": 1, ""فِي"": 1, ""مِن"": 3}"	"{""none_intransitive"": 5}"	0	0	1	5	False
ظ ه ر	PV:III	True	2	2	0.0	عَلَى	"{""عَلَى"": 1}"	"{""clitic"": 1, ""none_intransitive"": 1}"	0	0	2	2	True
ظ ه ر	PV:IV	True	1	1	0.0	عَلَى	"{""عَلَى"": 1}"	"{""clitic"": 1}"	0	0	0	1	True
ظ ه ر	PV:VI	True	2	2	0.0	عَلَى	"{""عَلَى"": 1}"	"{""none_intransitive"": 2}"	0	0	1	2	True
ع ب ء	IV:I	True	1	1	0.0	بـ	"{""بـ"": 1}"	"{""none_intransitive"": 1}"	0	0	0	1	True
ع ب ث	IV:I	True	1	1	0.0		{}	"{""none_intransitive"": 1}"	0	0	1	1	True
ع ب د	CV:I	True	37	37	0.027		{}	"{""both"": 1, ""clitic"": 12, ""explicit"": 23, ""none_absolute"": 1}"	0	0	37	22	False
ع ب د	IV:I	True	81	81	0.025	مِن	"{""عَلَى"": 1, ""كـ"": 1, ""مِن"": 18}"	"{""both"": 1, ""clitic"": 4, ""explicit"": 73, ""none_absolute"": 2, ""none_passive"": 1}"	1	1	73	37	False
ع ب د	PV:I	True	3	3	0.0	مِن	"{""مِن"": 2}"	"{""clitic"": 1, ""explicit"": 2}"	0	0	2	3	True
ع ب د	PV:II	True	1	1	0.0		{}	"{""explicit"": 1}"	0	0	1	1	True
ع ب ر	CV:VIII	True	1	1	0.0		{}	"{""none_intransitive"": 1}"	0	0	1	1	True
ع ب ر	IV:I	True	1	1	1.0	لـ	"{""لـ"": 1}"	"{""none_absolute"": 1}"	0	0	1	1	True
ع ب س	PV:I	True	2	2	0.0		{}	"{""none_intransitive"": 2}"	0	0	2	2	True
ع ت ب	IV:X	True	1	1	1.0		{}	"{""none_absolute"": 1}"	0	0	1	1	True
ع ت ب	IV_PASS:X	True	3	3	0.0		{}	"{""none_passive"": 3}"	0	3	0	3	True
ع ت د	IV:I	True	1	1	1.0		{}	"{""none_absolute"": 1}"	0	0	1	1	True
ع ت د	IV:IV	True	7	7	0.0	لـ	"{""لـ"": 7}"	"{""explicit"": 7}"	0	0	7	4	False
ع ت د	IV:VIII	True	5	5	0.0		{}	"{""clitic"": 1, ""none_intransitive"": 4}"	0	0	5	3	False
ع ت د	PV:IV	True	1	1	0.0	لـ	"{""لـ"": 1}"	"{""explicit"": 1}"	0	0	1	1	True
ع ت ل	CV:I	True	1	1	0.0	إِلَى	"{""إِلَى"": 1}"	"{""clitic"": 1}"	0	0	1	1	True
ع ت و	PV:I	True	5	5	0.0	عَن	"{""عَن"": 4}"	"{""none_intransitive"": 5}"	0	0	4	4	False
ع ث ر	PV:IV	True	1	1	1.0	عَلَى	"{""عَلَى"": 1, ""كـ"": 1}"	"{""none_absolute"": 1}"	0	0	1	1	True
ع ث ر	PV_PASS:I	True	1	1	0.0		{}	"{""none_passive"": 1}"	1	1	0	1	True
ع ث و	IV:I	True	5	5	0.0	فِي	"{""فِي"": 5}"	"{""none_intransitive"": 5}"	0	0	5	5	False
ع ج ب	IV:I	True	3	3	0.0	مِن	"{""مِن"": 2}"	"{""none_intransitive"": 3}"	0	0	3	3	True
ع ج ب	IV:IV	True	5	5	0.0	فِي	"{""فِي"": 2}"	"{""clitic"": 4, ""explicit"": 1}"	0	0	0	4	False
ع ج ب	PV:I	True	5	5	0.0		{}	"{""clausal"": 4, ""none_intransitive"": 1}"	4	0	5	4	False
ع ج ب	PV:IV	True	6	6	0.0		{}	"{""clitic"": 5, ""explicit"": 1}"	0	0	2	5	False
ع ج ز	IV:I	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	1	1	True
ع ج ز	IV:IV	True	3	3	0.333	فِي	"{""فِي"": 1, ""مِن"": 1}"	"{""clitic"": 1, ""explicit"": 1, ""none_absolute"": 1}"	0	0	2	3	True
ع ج ز	PV:I	True	1	1	0.0		{}	"{""clausal"": 1}"	1	0	1	1	True
ع ج ل	CV:II	True	1	1	0.0	لـ	"{""لـ"": 1}"	"{""explicit"": 1}"	0	0	1	1	True
ع ج ل	IV:I	True	3	3	0.0	بـ	"{""بـ"": 2, ""عَلَى"": 1, ""مِن"": 1}"	"{""none_intransitive"": 3}"	0	0	3	3	True
ع ج ل	IV:II	True	1	1	0.0	لـ	"{""لـ"": 1}"	"{""explicit"": 1}"	0	0	0	1	True
ع ج ل	IV:V	True	1	1	0.0	فِي	"{""فِي"": 1}"	"{""none_intransitive"": 1}"	0	0	0	1	True
ع ج ل	IV:X	True	18	18	0.375	بـ	"{""بـ"": 12, ""لـ"": 2, ""مِن"": 1}"	"{""clitic"": 7, ""explicit"": 3, ""none_absolute"": 6, ""none_intransitive"": 2}"	0	0	16	13	False
ع ج ل	PV:I	True	2	2	0.0	إِلَى	"{""إِلَى"": 1}"	"{""explicit"": 1, ""none_intransitive"": 1}"	0	0	2	2	True
ع ج ل	PV:II	True	3	3	0.0	لـ	"{""فِي"": 1, ""لـ"": 4}"	"{""explicit"": 3}"	0	0	3	3	True
ع ج ل	PV:IV	True	1	1	0.0	عَن	"{""عَن"": 1}"	"{""clitic"": 1}"	0	0	0	1	True
ع ج ل	PV:X	True	1	1	1.0	بـ	"{""بـ"": 1}"	"{""none_absolute"": 1}"	0	0	1	1	True
ع د د	CV:I	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	1	1	True
ع د د	CV:IV	True	1	1	0.0	لـ	"{""لـ"": 1}"	"{""explicit"": 1}"	0	0	1	1	True
ع د د	IV:I	True	8	8	0.143	عَن	"{""عَن"": 1, ""لـ"": 1, ""مِن"": 1}"	"{""clitic"": 2, ""explicit"": 4, ""none_absolute"": 1, ""none_intransitive"": 1}"	0	0	7	8	False
ع د د	IV:IV	True	1	1	0.0		{}	"{""both"": 1}"	0	0	0	1	True
ع د د	IV:V	True	3	3	0.0		{}	"{""explicit"": 3}"	0	0	2	3	True
ع د د	IV:VIII	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	1	1	True
ع د د	PV:I	True	3	3	0.667		{}	"{""clitic"": 1, ""none_absolute"": 2}"	0	0	3	2	True
ع د د	PV:II	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	0	1	True
ع د د	PV:IV	True	19	19	0.0	لـ	"{""لـ"": 19}"	"{""both"": 1, ""explicit"": 18}"	0	0	11	8	False
ع د د	PV:VIII	True	3	3	0.0	لـ	"{""فِي"": 1, ""لـ"": 2}"	"{""explicit"": 2, ""none_intransitive"": 1}"	0	0	3	3	True
ع د د	PV_PASS:I	True	2	2	0.0	لـ	"{""لـ"": 2}"	"{""none_passive"": 2}"	0	2	0	2	True
ع د د	PV_PASS:IV	True	2	2	0.0	لـ	"{""لـ"": 2}"	"{""none_passive"": 2}"	0	2	1	2	True
ع د ل	CV:I	True	2	2	1.0		{}	"{""none_absolute"": 1, ""none_intransitive"": 1}"	0	0	2	2	True
