root_arabic	form_tag	form_tag_available	instance_count	narration	in_quoted	imperative	in_supplication	in_interrogative	vocative	narration_ratio	in_quote_ratio	imperative_ratio	legacy_direct_speech	legacy_discourse_dist	batch_count	low_occurrence
ص ل ح	PV:IV	True	14	9	1	0	0	4	0	0.643	0.071	0.0	0	{}	11	False
ص ل د	ADJ_QUALIT	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ص ل ص ل	NOUN_CONCRETE	True	4	2	2	0	0	0	0	0.5	0.5	0.0	0	{}	2	True
ص ل و	GERUND	True	77	73	4	0	2	0	0	0.948	0.052	0.0	0	{}	31	False
ص ل و	IV:I	True	4	4	0	0	0	0	0	1.0	0.0	0.0	0	{}	4	True
ص ل و	IV:IV	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ص ل و	NOUN_ABSTRACT	True	4	4	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	True
ص ل و	NOUN_CONCRETE	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ص ل و	NOUN_TIME_PLACE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ص ل و	PV:II	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	True
ص ل ي	ADJ_QUALIT	True	1	1	0	0	0	0	0	1.0	0.0	0.0	1	"{""direct-speech"": 1}"	1	True
ص ل ي	CV:I	True	2	0	0	2	0	0	0	0.0	0.0	1.0	1	"{""direct-speech"": 1}"	2	True
ص ل ي	CV:II	True	4	0	0	4	0	0	0	0.0	0.0	1.0	1	"{""direct-speech"": 1}"	4	True
ص ل ي	GERUND	True	1	1	0	0	0	0	0	1.0	0.0	0.0	1	"{""direct-speech"": 1}"	1	True
ص ل ي	IV:I	True	8	5	3	0	2	0	0	0.625	0.375	0.0	1	"{""direct-speech"": 1}"	6	False
ص ل ي	IV:II	True	4	4	0	0	0	0	0	1.0	0.0	0.0	1	"{""direct-speech"": 1}"	3	True
ص ل ي	IV:IV	True	5	5	0	0	0	0	0	1.0	0.0	0.0	1	"{""direct-speech"": 1}"	3	False
ص ل ي	IV:VIII	True	1	0	1	0	0	0	0	0.0	1.0	0.0	1	"{""direct-speech"": 1}"	1	True
ص ل ي	NOUN_ACTIVE_PART	True	6	5	1	0	0	0	0	0.833	0.167	0.0	1	"{""direct-speech"": 1}"	6	False
ص ل ي	PV:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	1	"{""direct-speech"": 1}"	1	True
ص ل ي	PV:II	True	1	1	0	0	0	0	0	1.0	0.0	0.0	1	"{""direct-speech"": 1}"	1	True
ص م ت	NOUN_ACTIVE_PART	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ص م د	NOUN_PROP	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ص م ع	NOUN_CONCRETE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ص م م	ADJ_QUALIT	True	12	11	1	0	0	0	0	0.917	0.083	0.0	0	{}	11	False
ص م م	PV:I	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ص م م	PV:IV	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ص ن ع	CV:I	True	2	0	0	2	0	0	0	0.0	0.0	1.0	0	{}	2	True
ص ن ع	GERUND	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ص ن ع	IV:I	True	9	9	0	0	0	0	0	1.0	0.0	0.0	0	{}	8	False
ص ن ع	NOUN_ABSTRACT	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ص ن ع	NOUN_TIME_PLACE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ص ن ع	PV:I	True	4	4	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	True
ص ن ع	PV:VIII	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ص ن م	NOUN_CONCRETE	True	5	2	3	0	1	0	0	0.4	0.6	0.0	0	{}	5	False
ص ن و	NOUN_ABSTRACT	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ص ه ر	IV_PASS:IV	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ص ه ر	NOUN_ABSTRACT	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ص و ب	GERUND	True	1	1	0	0	0	0	0	1.0	0.0	0.0	1	"{""direct-speech"": 1}"	1	True
ص و ب	IV:I	True	4	3	1	0	0	0	0	0.75	0.25	0.0	1	"{""direct-speech"": 1}"	4	True
ص و ب	IV:IV	True	20	17	3	0	0	0	0	0.85	0.15	0.0	1	"{""direct-speech"": 1}"	15	False
ص و ب	NOUN_ABSTRACT	True	10	10	0	0	0	0	0	1.0	0.0	0.0	1	"{""direct-speech"": 1}"	8	False
ص و ب	NOUN_ACTIVE_PART	True	2	1	1	0	1	0	0	0.5	0.5	0.0	1	"{""direct-speech"": 1}"	2	True
ص و ب	PV:I	True	6	6	0	0	0	0	0	1.0	0.0	0.0	1	"{""direct-speech"": 1}"	4	False
ص و ب	PV:IV	True	27	26	1	0	1	0	0	0.963	0.037	0.0	1	"{""direct-speech"": 1}"	14	False
ص و ت	NOUN_ABSTRACT	True	8	8	0	0	0	0	0	1.0	0.0	0.0	0	{}	4	False
ص و ر	CV:I	True	1	0	1	1	1	0	0	0.0	1.0	1.0	0	{}	1	True
ص و ر	IV:II	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ص و ر	NOUN_ABSTRACT	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ص و ر	NOUN_ACTIVE_PART	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ص و ر	NOUN_CONCRETE	True	12	12	0	0	0	0	0	1.0	0.0	0.0	0	{}	12	False
ص و ر	PV:II	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	True
ص و ع	NOUN_CONCRETE	True	1	0	1	0	0	0	0	0.0	1.0	0.0	0	{}	1	True
ص و ف	NOUN_CONCRETE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ص و م	GERUND	True	10	10	0	0	0	0	0	1.0	0.0	0.0	0	{}	5	False
ص و م	IV:I	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ص و م	NOUN_ACTIVE_PART	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ص ي ح	GERUND	True	7	7	0	0	0	0	0	1.0	0.0	0.0	0	{}	5	False
ص ي ح	GERUND_INSTANT	True	6	6	0	0	0	0	0	1.0	0.0	0.0	0	{}	4	False
ص ي د	CV:VIII	True	1	0	0	1	0	0	0	0.0	0.0	1.0	0	{}	1	True
ص ي د	GERUND	True	5	5	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	False
ص ي ر	GERUND	True	23	19	4	0	1	0	0	0.826	0.174	0.0	0	{}	18	False
ص ي ر	GERUND_MEEM	True	5	4	1	0	0	0	0	0.8	0.2	0.0	0	{}	4	False
ص ي ر	IV:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ص ي ص	NOUN_CONCRETE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ص ي ف	NOUN_PROP	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ض أ ن	NOUN_CONCRETE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ض ب ح	GERUND	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ض ج ع	NOUN_TIME_PLACE	True	3	2	1	0	0	0	0	0.667	0.333	0.0	0	{}	3	True
ض ح ك	IV:I	True	6	6	0	0	0	0	0	1.0	0.0	0.0	0	{}	5	False
ض ح ك	NOUN_ACTIVE_PART	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ض ح ك	PV:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ض ح ك	PV:IV	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ض ح و	ADV	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ض ح و	IV:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ض ح و	NOUN_ABSTRACT	True	5	4	1	0	0	0	0	0.8	0.2	0.0	0	{}	5	False
ض د د	NOUN_ABSTRACT	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ض ر ب	CV:I	True	12	0	2	12	2	0	0	0.0	0.167	1.0	0	{}	9	False
ض ر ب	GERUND	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	True
ض ر ب	IV:I	True	15	13	2	0	0	0	0	0.867	0.133	0.0	0	{}	11	False
ض ر ب	PV:I	True	24	24	0	0	0	0	0	1.0	0.0	0.0	0	{}	14	False
ض ر ب	PV_PASS:I	True	4	3	1	0	0	0	0	0.75	0.25	0.0	0	{}	3	True
ض ر ر	GERUND	True	32	22	10	0	2	1	0	0.688	0.312	0.0	1	"{""direct-speech"": 1}"	22	False
ض ر ر	IV:I	True	19	17	2	0	1	0	0	0.895	0.105	0.0	1	"{""direct-speech"": 1}"	13	False
ض ر ر	IV:III	True	2	2	0	0	0	0	0	1.0	0.0	0.0	1	"{""direct-speech"": 1}"	2	True
ض ر ر	IV:VIII	True	2	1	1	0	0	0	0	0.5	0.5	0.0	1	"{""direct-speech"": 1}"	2	True
ض ر ر	IV_PASS:III	True	1	1	0	0	0	0	0	1.0	0.0	0.0	1	"{""direct-speech"": 1}"	1	True
ض ر ر	NOUN_ABSTRACT	True	9	8	1	0	0	0	0	0.889	0.111	0.0	1	"{""direct-speech"": 1}"	7	False
ض ر ر	NOUN_ACTIVE_PART	True	2	2	0	0	0	0	0	1.0	0.0	0.0	1	"{""direct-speech"": 1}"	2	True
ض ر ر	NOUN_PASSIVE_PART	True	2	2	0	0	0	0	0	1.0	0.0	0.0	1	"{""direct-speech"": 1}"	2	True
ض ر ر	PV:VIII	True	5	1	1	0	0	4	0	0.2	0.2	0.0	1	"{""direct-speech"": 1}"	4	False
ض ر ع	GERUND	True	3	2	1	0	0	0	0	0.667	0.333	0.0	0	{}	2	True
ض ر ع	IV:V	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	True
ض ر ع	NOUN_CONCRETE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ض ر ع	PV:V	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ض ع ف	ADJ_COMP	True	2	1	1	0	0	0	0	0.5	0.5	0.0	0	{}	2	True
ض ع ف	ADJ_QUALIT	True	9	8	1	0	0	0	0	0.889	0.111	0.0	0	{}	6	False
ض ع ف	GERUND	True	6	6	0	0	0	0	0	1.0	0.0	0.0	0	{}	4	False
ض ع ف	IV:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ض ع ف	IV:III	True	8	8	0	0	0	0	0	1.0	0.0	0.0	0	{}	6	False
ض ع ف	IV:X	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ض ع ف	IV_PASS:X	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ض ع ف	NOUN_ABSTRACT	True	10	7	3	0	2	0	0	0.7	0.3	0.0	0	{}	7	False
ض ع ف	NOUN_ACTIVE_PART	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ض ع ف	NOUN_PASSIVE_PART	True	5	4	1	0	0	0	0	0.8	0.2	0.0	0	{}	2	False
ض ع ف	PV:I	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ض ع ف	PV:X	True	1	0	1	0	0	0	0	0.0	1.0	0.0	0	{}	1	True
ض ع ف	PV_PASS:X	True	5	5	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	False
ض غ ث	NOUN_ABSTRACT	True	2	0	2	0	0	0	0	0.0	1.0	0.0	0	{}	2	True
ض غ ث	NOUN_CONCRETE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ض غ ن	NOUN_ABSTRACT	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ض ف د ع	NOUN_CONCRETE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ض ل ل	ADJ_COMP	True	11	8	3	0	0	1	0	0.727	0.273	0.0	1	"{""direct-speech"": 1}"	9	False
ض ل ل	GERUND	True	48	35	12	0	0	1	0	0.729	0.25	0.0	1	"{""direct-speech"": 1}"	32	False
ض ل ل	IV:I	True	16	13	3	0	0	0	0	0.812	0.188	0.0	1	"{""direct-speech"": 1}"	11	False
ض ل ل	IV:IV	True	42	38	4	0	2	1	0	0.905	0.095	0.0	1	"{""direct-speech"": 1}"	22	False
ض ل ل	NOUN_ACTIVE_PART	True	17	10	7	0	1	0	1	0.588	0.412	0.0	1	"{""direct-speech"": 1}"	15	False
ض ل ل	PV:I	True	41	31	10	0	0	0	0	0.756	0.244	0.0	1	"{""direct-speech"": 1}"	25	False
ض ل ل	PV:IV	True	16	9	6	0	3	1	0	0.562	0.375	0.0	1	"{""direct-speech"": 1}"	14	False
ض م ر	NOUN_CONCRETE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ض م م	CV:I	True	2	0	0	2	0	0	0	0.0	0.0	1.0	0	{}	2	True
ض ن ك	GERUND	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ض ن ن	ADJ_QUALIT	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ض ه ء	IV:III	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ض و ء	IV:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ض و أ	GERUND	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ض و أ	NOUN_ABSTRACT	True	1	0	1	0	0	0	0	0.0	1.0	0.0	0	{}	1	True
ض و أ	PV:IV	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ض ي ر	GERUND	True	1	0	1	0	0	0	0	0.0	1.0	0.0	0	{}	1	True
ض ي ز	NOUN_ABSTRACT	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ض ي ع	IV:IV	True	9	8	1	0	0	0	0	0.889	0.111	0.0	0	{}	7	False
ض ي ع	PV:IV	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ض ي ف	IV:II	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ض ي ف	NOUN_CONCRETE	True	5	2	2	0	1	1	0	0.4	0.4	0.0	0	{}	4	False
ض ي ق	ADJ_QUALIT	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ض ي ق	GERUND	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ض ي ق	IV:I	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ض ي ق	IV:II	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ض ي ق	NOUN_ACTIVE_PART	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ض ي ق	PV:I	True	5	5	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	False
ط ب ع	IV:I	True	5	5	0	0	0	0	0	1.0	0.0	0.0	0	{}	4	False
ط ب ع	PV:I	True	4	4	0	0	0	0	0	1.0	0.0	0.0	0	{}	4	True
ط ب ع	PV_PASS:I	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ط ب ق	GERUND	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ط ب ق	NOUN_ABSTRACT	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ط ح و	PV:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ط ر ح	CV:I	True	1	0	0	1	0	0	0	0.0	0.0	1.0	0	{}	1	True
ط ر د	IV:I	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ط ر د	NOUN_ACTIVE_PART	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ط ر د	PV:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ط ر ف	NOUN_ABSTRACT	True	8	7	1	0	0	0	0	0.875	0.125	0.0	0	{}	8	False
ط ر ف	NOUN_CONCRETE	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	True
ط ر ق	NOUN_ABSTRACT	True	7	5	2	0	0	0	0	0.714	0.286	0.0	0	{}	5	False
ط ر ق	NOUN_ACTIVE_PART	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ط ر ق	NOUN_CONCRETE	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ط ر و	ADJ_QUALIT	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ط ع م	CV:IV	True	2	0	0	2	0	0	0	0.0	0.0	1.0	0	{}	1	True
ط ع م	GERUND	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	True
ط ع م	IV:I	True	5	1	4	0	0	0	0	0.2	0.8	0.0	0	{}	4	False
ط ع م	IV:IV	True	6	5	1	0	0	0	0	0.833	0.167	0.0	0	{}	6	False
ط ع م	IV_PASS:IV	True	1	0	1	0	0	0	0	0.0	1.0	0.0	0	{}	1	True
ط ع م	NOUN_ABSTRACT	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ط ع م	NOUN_ACTIVE_PART	True	1	0	1	0	0	0	0	0.0	1.0	0.0	0	{}	1	True
ط ع م	NOUN_CONCRETE	True	24	19	5	0	2	0	0	0.792	0.208	0.0	0	{}	16	False
ط ع م	PV:I	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ط ع م	PV:IV	True	2	1	1	0	0	0	0	0.5	0.5	0.0	0	{}	2	True
ط ع م	PV:X	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ط ع ن	GERUND	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ط ع ن	PV:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ط غ و	GERUND	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ط غ و	IV:I	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	True
ط غ و	NOUN_ACTIVE_PART	True	4	3	1	0	0	0	0	0.75	0.25	0.0	0	{}	4	True
ط غ و	PV:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ط غ ي	ADJ_COMP	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ط غ ي	GERUND	True	9	8	1	0	0	0	0	0.889	0.111	0.0	0	{}	8	False
ط غ ي	IV:I	True	2	1	1	0	1	0	0	0.5	0.5	0.0	0	{}	2	True
ط غ ي	NOUN_ABSTRACT	True	8	6	1	0	0	2	0	0.75	0.125	0.0	0	{}	5	False
ط غ ي	NOUN_ACTIVE_PART	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	True
ط غ ي	PV:I	True	6	6	0	0	0	0	0	1.0	0.0	0.0	0	{}	4	False
ط غ ي	PV:IV	True	1	0	1	0	0	0	0	0.0	1.0	0.0	0	{}	1	True
ط ف ء	IV:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ط ف ء	IV:IV	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ط ف أ	PV:IV	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ط ف ف	NOUN_ACTIVE_PART	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ط ف ق	PV:I	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	True
ط ف ل	NOUN_CONCRETE	True	4	3	1	0	0	0	0	0.75	0.25	0.0	0	{}	3	True
ط ل ب	GERUND	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ط ل ب	IV:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ط ل ب	NOUN_ACTIVE_PART	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ط ل ب	NOUN_PASSIVE_PART	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ط ل ح	NOUN_CONCRETE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ط ل ع	GERUND	True	2	2	0	0	0	0	0	1.0	0.0	0.0	1	"{""direct-speech"": 1}"	2	True
ط ل ع	IV:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	1	"{""direct-speech"": 1}"	1	True
ط ل ع	IV:IV	True	1	1	0	0	0	0	0	1.0	0.0	0.0	1	"{""direct-speech"": 1}"	1	True
ط ل ع	IV:VIII	True	4	3	1	0	1	0	0	0.75	0.25	0.0	1	"{""direct-speech"": 1}"	4	True
ط ل ع	NOUN_ACTIVE_PART	True	1	0	0	0	0	1	0	0.0	0.0	0.0	1	"{""direct-speech"": 1}"	1	True
ط ل ع	NOUN_CONCRETE	True	5	5	0	0	0	0	0	1.0	0.0	0.0	1	"{""direct-speech"": 1}"	5	False
ط ل ع	NOUN_TIME_PLACE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	1	"{""direct-speech"": 1}"	1	True
ط ل ع	PV:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	1	"{""direct-speech"": 1}"	1	True
ط ل ع	PV:VIII	True	3	3	0	0	0	0	0	1.0	0.0	0.0	1	"{""direct-speech"": 1}"	3	True
ط ل ق	CV:II	True	1	0	0	1	0	0	0	0.0	0.0	1.0	1	"{""direct-speech"": 1}"	1	True
ط ل ق	CV:VII	True	2	0	0	2	0	0	0	0.0	0.0	1.0	1	"{""direct-speech"": 1}"	1	True
ط ل ق	GERUND	True	2	2	0	0	0	0	0	1.0	0.0	0.0	1	"{""direct-speech"": 1}"	1	True
ط ل ق	IV:VII	True	1	1	0	0	0	0	0	1.0	0.0	0.0	1	"{""direct-speech"": 1}"	1	True
ط ل ق	NOUN_PASSIVE_PART	True	2	2	0	0	0	0	0	1.0	0.0	0.0	1	"{""direct-speech"": 1}"	1	True
ط ل ق	PV:II	True	9	9	0	0	0	0	0	1.0	0.0	0.0	1	"{""direct-speech"": 1}"	4	False
ط ل ق	PV:VII	True	6	6	0	0	0	0	0	1.0	0.0	0.0	1	"{""direct-speech"": 1}"	4	False
ط ل ل	NOUN_CONCRETE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ط م أ ن	IV:I	True	4	3	1	0	0	0	0	0.75	0.25	0.0	0	{}	3	True
ط م أ ن	IV:IV	True	2	1	1	0	0	0	0	0.5	0.5	0.0	0	{}	2	True
ط م أ ن	NOUN_ACTIVE_PART	True	4	4	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	True
ط م أ ن	PV:I	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	True
ط م ث	IV:I	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ط م س	CV:I	True	1	0	1	1	1	0	0	0.0	1.0	1.0	0	{}	1	True
ط م س	IV:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ط م س	PV:I	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ط م س	PV_PASS:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ط م ع	GERUND	True	4	4	0	0	0	0	0	1.0	0.0	0.0	0	{}	4	True
ط م ع	IV:I	True	8	8	0	0	0	0	0	1.0	0.0	0.0	0	{}	7	False
ط م م	NOUN_PROP	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ط ه ر	ADJ_COMP	True	4	3	1	0	1	0	0	0.75	0.25	0.0	0	{}	4	True
ط ه ر	ADJ_INTENS	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ط ه ر	CV:II	True	3	0	0	3	0	0	0	0.0	0.0	1.0	0	{}	3	True
ط ه ر	CV:V	True	1	0	0	1	0	0	0	0.0	0.0	1.0	0	{}	1	True
ط ه ر	GERUND	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ط ه ر	IV:I	True	2	1	1	0	1	0	0	0.5	0.5	0.0	0	{}	2	True
ط ه ر	IV:II	True	4	4	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	True
ط ه ر	IV:V	True	3	1	2	0	1	0	0	0.333	0.667	0.0	0	{}	3	True
ط ه ر	NOUN_ACTIVE_PART	True	3	1	2	0	1	0	0	0.333	0.667	0.0	0	{}	3	True
ط ه ر	NOUN_PASSIVE_PART	True	6	5	1	0	0	0	0	0.833	0.167	0.0	0	{}	6	False
ط ه ر	PV:II	True	1	0	1	0	0	0	0	0.0	1.0	0.0	0	{}	1	True
ط ه ر	PV:V	True	1	0	1	0	1	0	0	0.0	1.0	0.0	0	{}	1	True
ط و د	NOUN_CONCRETE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ط و ر	NOUN_ABSTRACT	True	8	8	0	0	0	0	0	1.0	0.0	0.0	0	{}	6	False
ط و ر	NOUN_PROP	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	True
ط و ع	CV:IV	True	31	0	6	31	6	0	0	0.0	0.194	1.0	0	{}	13	False
ط و ع	GERUND	True	7	3	4	0	2	0	0	0.429	0.571	0.0	0	{}	7	False
ط و ع	GERUND_MEEM	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ط و ع	IV:I	True	1	0	1	0	0	0	0	0.0	1.0	0.0	0	{}	1	True
ط و ع	IV:IV	True	26	24	2	0	1	0	0	0.923	0.077	0.0	0	{}	17	False
ط و ع	IV:X	True	26	20	5	0	0	2	0	0.769	0.192	0.0	0	{}	14	False
ط و ع	IV_PASS:IV	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ط و ع	NOUN_ACTIVE_PART	True	2	1	1	0	0	0	0	0.5	0.5	0.0	0	{}	2	True
ط و ع	PV:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ط و ع	PV:II	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ط و ع	PV:IV	True	13	4	9	0	2	0	0	0.308	0.692	0.0	0	{}	8	False
ط و ع	PV:V	True	2	1	0	0	0	1	0	0.5	0.0	0.0	0	{}	1	True
ط و ع	PV:X	True	15	11	4	0	2	0	0	0.733	0.267	0.0	0	{}	13	False
ط و ف	ADJ_INTENS	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ط و ف	GERUND	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ط و ف	IV:I	True	4	4	0	0	0	0	0	1.0	0.0	0.0	0	{}	4	True
ط و ف	IV:V	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ط و ف	IV_PASS:I	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	True
ط و ف	NOUN_ACTIVE_PART	True	7	7	0	0	0	0	0	1.0	0.0	0.0	0	{}	5	False
ط و ف	NOUN_CONCRETE	True	21	20	1	0	0	0	0	0.952	0.048	0.0	0	{}	12	False
ط و ف	PV:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
