root_arabic	form_tag	form_tag_available	instance_count	partner_root	partner_form_tag	attach_count	total_attach	pair_ratio	top_rel	rel_dist	batch_count	low_occurrence
ص ر ف	PV:II	True	6	ن ز ل	PV:IV	1	10	0.1	dep_of:conjoined	"{""dep_of:conjoined"": 1}"	5	False
ص ر ف	PV:II	True	6	ه ل ك	PV:IV	1	10	0.1	dep_of:conjoined	"{""dep_of:conjoined"": 1}"	5	False
ص ر ف	PV:II	True	6	و ع د	GERUND	1	10	0.1	head_of:prep_complement	"{""head_of:prep_complement"": 1}"	5	False
ص ر ف	PV_PASS:I	True	1	ب ص ر	NOUN_ABSTRACT	1	2	0.5	head_of:subject	"{""head_of:subject"": 1}"	1	True
ص ر ف	PV_PASS:I	True	1	ل ق ي	ADV	1	2	0.5	head_of:adverbial	"{""head_of:adverbial"": 1}"	1	True
ص ر م	NOUN_ACTIVE_PART	True	1	ك و ن	PV:I	1	1	1.0	dep_of:kana_predicate	"{""dep_of:kana_predicate"": 1}"	1	True
ص ر م	NOUN_PASSIVE_PART	True	1	ص ب ح	PV:I	2	2	1.0	dep_of:kana_predicate	"{""dep_of:kana_predicate"": 1, ""dep_of:prep_complement"": 1}"	1	True
ص ر م	PV:I	True	1	ص ب ح	NOUN_ACTIVE_PART	1	1	1.0	head_of:circumstantial	"{""head_of:circumstantial"": 1}"	1	True
ص ع د	IV:I	True	1	ر ف ع	IV:I	1	2	0.5	head_of:conjoined	"{""head_of:conjoined"": 1}"	1	True
ص ع د	IV:I	True	1	ك ل م	NOUN_ABSTRACT	1	2	0.5	head_of:subject	"{""head_of:subject"": 1}"	1	True
ص ع د	IV:IV	True	1	ر س ل	NOUN_CONCRETE	1	2	0.5	head_of:circumstantial	"{""head_of:circumstantial"": 1}"	1	True
ص ع د	IV:IV	True	1	ل و ي	IV:I	1	2	0.5	head_of:conjoined	"{""head_of:conjoined"": 1}"	1	True
ص ع د	IV:V	True	1	س م و	NOUN_CONCRETE	1	1	1.0	head_of:prep_complement	"{""head_of:prep_complement"": 1}"	1	True
ص ع د	NOUN_ABSTRACT	True	2	ر ه ق	IV:IV	1	2	0.5	dep_of:direct_object	"{""dep_of:direct_object"": 1}"	2	True
ص ع د	NOUN_ABSTRACT	True	2	ع ذ ب	NOUN_ABSTRACT	1	2	0.5	dep_of:adjective	"{""dep_of:adjective"": 1}"	2	True
ص ع د	NOUN_CONCRETE	True	4	ط ي ب	ADJ_QUALIT	2	8	0.25	head_of:adjective	"{""head_of:adjective"": 2}"	3	True
ص ع د	NOUN_CONCRETE	True	4	ي م م	CV:V	2	8	0.25	dep_of:direct_object	"{""dep_of:direct_object"": 2}"	3	True
ص ع د	NOUN_CONCRETE	True	4	ج ر ز	ADJ_QUALIT	1	8	0.125	head_of:adjective	"{""head_of:adjective"": 1}"	3	True
ص ع د	NOUN_CONCRETE	True	4	ج ع ل	NOUN_ACTIVE_PART	1	8	0.125	dep_of:direct_object	"{""dep_of:direct_object"": 1}"	3	True
ص ع د	NOUN_CONCRETE	True	4	ز ل ق	GERUND	1	8	0.125	head_of:adjective	"{""head_of:adjective"": 1}"	3	True
ص ع د	NOUN_CONCRETE	True	4	ص ب ح	IV:IV	1	8	0.125	dep_of:kana_predicate	"{""dep_of:kana_predicate"": 1}"	3	True
ص ع ر	IV:II	True	1	أ ن س	NOUN_CONCRETE	1	3	0.333	head_of:prep_complement	"{""head_of:prep_complement"": 1}"	1	True
ص ع ر	IV:II	True	1	خ د د	NOUN_CONCRETE	1	3	0.333	head_of:direct_object	"{""head_of:direct_object"": 1}"	1	True
ص ع ر	IV:II	True	1	م ش ي	IV:I	1	3	0.333	head_of:conjoined	"{""head_of:conjoined"": 1}"	1	True
ص ع ق	ADJ_QUALIT	True	1	خ ر ر	PV:I	1	1	1.0	dep_of:circumstantial	"{""dep_of:circumstantial"": 1}"	1	True
ص ع ق	NOUN_ABSTRACT	True	3	م ث ل	NOUN_ABSTRACT	2	6	0.333	dep_of:idafa	"{""dep_of:idafa"": 1, ""head_of:adjective"": 1}"	1	True
ص ع ق	NOUN_ABSTRACT	True	3	أ خ ذ	PV:I	1	6	0.167	dep_of:subject	"{""dep_of:subject"": 1}"	1	True
ص ع ق	NOUN_ABSTRACT	True	3	ع ذ ب	GERUND	1	6	0.167	head_of:idafa	"{""head_of:idafa"": 1}"	1	True
ص ع ق	NOUN_ABSTRACT	True	3	ع و د	NOUN_PROP	1	6	0.167	head_of:idafa	"{""head_of:idafa"": 1}"	1	True
ص ع ق	NOUN_ABSTRACT	True	3	ن ذ ر	PV:IV	1	6	0.167	dep_of:direct_object	"{""dep_of:direct_object"": 1}"	1	True
ص ع ق	NOUN_ACTIVE_PART	True	3	أ خ ذ	PV:I	3	3	1.0	dep_of:subject	"{""dep_of:subject"": 3}"	3	True
ص ع ق	NOUN_CONCRETE	True	2	ج ع ل	IV:I	1	2	0.5	dep_of:prep_complement	"{""dep_of:prep_complement"": 1}"	2	True
ص ع ق	NOUN_CONCRETE	True	2	ر س ل	IV:IV	1	2	0.5	dep_of:direct_object	"{""dep_of:direct_object"": 1}"	2	True
ص غ ر	ADJ_COMP	True	2	ث ق ل	NOUN_ABSTRACT	2	4	0.5	dep_of:conjoined	"{""dep_of:conjoined"": 2}"	2	True
ص غ ر	ADJ_COMP	True	2	ك ب ر	ADJ_COMP	2	4	0.5	head_of:conjoined	"{""head_of:conjoined"": 2}"	2	True
ص غ ر	ADJ_QUALIT	True	6	ك ب ر	ADJ_QUALIT	4	12	0.333	head_of:conjoined	"{""head_of:conjoined"": 4}"	6	False
ص غ ر	ADJ_QUALIT	True	6	ر ب و	PV:I	1	12	0.083	dep_of:circumstantial	"{""dep_of:circumstantial"": 1}"	6	False
ص غ ر	ADJ_QUALIT	True	6	ص و ب	IV:IV	1	12	0.083	dep_of:subject	"{""dep_of:subject"": 1}"	6	False
ص غ ر	ADJ_QUALIT	True	6	ع ذ ب	NOUN_ABSTRACT	1	12	0.083	head_of:conjoined	"{""head_of:conjoined"": 1}"	6	False
ص غ ر	ADJ_QUALIT	True	6	ع ن د	ADV	1	12	0.083	head_of:adverbial	"{""head_of:adverbial"": 1}"	6	False
ص غ ر	ADJ_QUALIT	True	6	غ د ر	IV:III	1	12	0.083	dep_of:direct_object	"{""dep_of:direct_object"": 1}"	6	False
ص غ ر	ADJ_QUALIT	True	6	ك ت ب	IV:I	1	12	0.083	dep_of:circumstantial	"{""dep_of:circumstantial"": 1}"	6	False
ص غ ر	ADJ_QUALIT	True	6	ك ل ل	NOUN_ABSTRACT	1	12	0.083	dep_of:idafa	"{""dep_of:idafa"": 1}"	6	False
ص غ ر	ADJ_QUALIT	True	6	ن ف ق	NOUN_CONCRETE	1	12	0.083	dep_of:adjective	"{""dep_of:adjective"": 1}"	6	False
ص غ ر	NOUN_ACTIVE_PART	True	5	ك و ن	IV:I	2	3	0.667	dep_of:kana_predicate	"{""dep_of:kana_predicate"": 1, ""dep_of:prep_complement"": 1}"	4	False
ص غ ر	NOUN_ACTIVE_PART	True	5	ق ل ب	PV:VII	1	3	0.333	dep_of:circumstantial	"{""dep_of:circumstantial"": 1}"	4	False
ص غ و	IV:I	True	1	ف أ د	NOUN_ABSTRACT	1	1	1.0	head_of:subject	"{""head_of:subject"": 1}"	1	True
ص غ و	PV:I	True	1	ق ل ب	NOUN_CONCRETE	1	1	1.0	head_of:subject	"{""head_of:subject"": 1}"	1	True
ص ف ح	CV:I	True	4	ع ف و	CV:I	2	4	0.5	dep_of:conjoined	"{""dep_of:conjoined"": 2}"	4	True
ص ف ح	CV:I	True	4	ص ف ح	GERUND	1	4	0.25	head_of:cognate_acc	"{""head_of:cognate_acc"": 1}"	4	True
ص ف ح	CV:I	True	4	ق و ل	CV:I	1	4	0.25	head_of:conjoined	"{""head_of:conjoined"": 1}"	4	True
ص ف ح	GERUND	True	2	ج م ل	ADJ_QUALIT	1	3	0.333	head_of:adjective	"{""head_of:adjective"": 1}"	2	True
ص ف ح	GERUND	True	2	ص ف ح	CV:I	1	3	0.333	dep_of:cognate_acc	"{""dep_of:cognate_acc"": 1}"	2	True
ص ف ح	GERUND	True	2	ض ر ب	IV:I	1	3	0.333	dep_of:cognate_acc	"{""dep_of:cognate_acc"": 1}"	2	True
ص ف ح	IV:I	True	2	ع ف و	IV:I	2	2	1.0	dep_of:conjoined	"{""dep_of:conjoined"": 2}"	2	True
ص ف د	NOUN_CONCRETE	True	2	ق ر ن	NOUN_PASSIVE_PART	2	2	1.0	dep_of:prep_complement	"{""dep_of:prep_complement"": 2}"	2	True
ص ف ر	ADJ_QUALIT	True	1	ب ق ر	NOUN_CONCRETE	1	1	1.0	dep_of:adjective	"{""dep_of:adjective"": 1}"	1	True
ص ف ر	NOUN_NUM	True	1	ج م ل	NOUN_CONCRETE	1	1	1.0	dep_of:adjective	"{""dep_of:adjective"": 1}"	1	True
ص ف ر	NOUN_PASSIVE_PART	True	3	ر أ ي	IV:I	2	3	0.667	dep_of:circumstantial	"{""dep_of:circumstantial"": 2}"	3	True
ص ف ر	NOUN_PASSIVE_PART	True	3	ر أ ي	PV:I	1	3	0.333	dep_of:circumstantial	"{""dep_of:circumstantial"": 1}"	3	True
ص ف ص ف	NOUN_ABSTRACT	True	1	ق و ع	NOUN_CONCRETE	1	1	1.0	dep_of:adjective	"{""dep_of:adjective"": 1}"	1	True
ص ف ف	NOUN_ABSTRACT	True	6	م ل ك	NOUN_CONCRETE	2	6	0.333	dep_of:circumstantial	"{""dep_of:circumstantial"": 2}"	5	False
ص ف ف	NOUN_ABSTRACT	True	6	أ ت ي	CV:I	1	6	0.167	dep_of:circumstantial	"{""dep_of:circumstantial"": 1}"	5	False
ص ف ف	NOUN_ABSTRACT	True	6	ص ف ف	NOUN_CONCRETE	1	6	0.167	dep_of:cognate_acc	"{""dep_of:cognate_acc"": 1}"	5	False
ص ف ف	NOUN_ABSTRACT	True	6	ق ت ل	IV:III	1	6	0.167	dep_of:circumstantial	"{""dep_of:circumstantial"": 1}"	5	False
ص ف ف	NOUN_ABSTRACT	True	6	ق و م	IV:I	1	6	0.167	dep_of:circumstantial	"{""dep_of:circumstantial"": 1}"	5	False
ص ف ف	NOUN_ACTIVE_PART	True	4	ط ي ر	NOUN_CONCRETE	2	4	0.5	dep_of:circumstantial	"{""dep_of:circumstantial"": 2}"	4	True
ص ف ف	NOUN_ACTIVE_PART	True	4	ذ ك ر	CV:I	1	4	0.25	dep_of:circumstantial	"{""dep_of:circumstantial"": 1}"	4	True
ص ف ف	NOUN_ACTIVE_PART	True	4	ق ب ض	IV:I	1	4	0.25	head_of:conjoined	"{""head_of:conjoined"": 1}"	4	True
ص ف ف	NOUN_CONCRETE	True	2	ص ف ف	NOUN_ABSTRACT	1	2	0.5	head_of:cognate_acc	"{""head_of:cognate_acc"": 1}"	2	True
ص ف ف	NOUN_CONCRETE	True	2	ع ر ض	PV_PASS:I	1	2	0.5	dep_of:circumstantial	"{""dep_of:circumstantial"": 1}"	2	True
ص ف ف	NOUN_PASSIVE_PART	True	2	س ر ر	NOUN_CONCRETE	1	2	0.5	dep_of:adjective	"{""dep_of:adjective"": 1}"	2	True
ص ف ف	NOUN_PASSIVE_PART	True	2	ن م ر ق	NOUN_CONCRETE	1	2	0.5	dep_of:adjective	"{""dep_of:adjective"": 1}"	2	True
ص ف ن	NOUN_CONCRETE	True	1	ج و د	NOUN_CONCRETE	1	2	0.5	head_of:adjective	"{""head_of:adjective"": 1}"	1	True
ص ف ن	NOUN_CONCRETE	True	1	ع ر ض	PV_PASS:I	1	2	0.5	dep_of:subject	"{""dep_of:subject"": 1}"	1	True
ص ف و	IV:VIII	True	1	أ ل ه	NOUN_PROP	1	4	0.25	head_of:subject	"{""head_of:subject"": 1}"	1	True
ص ف و	IV:VIII	True	1	أ ن س	NOUN_CONCRETE	1	4	0.25	head_of:prep_complement	"{""head_of:prep_complement"": 1}"	1	True
ص ف و	IV:VIII	True	1	ر س ل	NOUN_CONCRETE	1	4	0.25	head_of:direct_object	"{""head_of:direct_object"": 1}"	1	True
ص ف و	IV:VIII	True	1	م ل ك	NOUN_CONCRETE	1	4	0.25	head_of:prep_complement	"{""head_of:prep_complement"": 1}"	1	True
ص ف و	NOUN_CONCRETE	True	1	م ث ل	NOUN_ABSTRACT	1	1	1.0	dep_of:idafa	"{""dep_of:idafa"": 1}"	1	True
ص ف و	NOUN_PASSIVE_PART	True	2	خ ي ر	ADJ_QUALIT	1	3	0.333	head_of:adjective	"{""head_of:adjective"": 1}"	2	True
ص ف و	NOUN_PASSIVE_PART	True	2	ع س ل	NOUN_CONCRETE	1	3	0.333	dep_of:adjective	"{""dep_of:adjective"": 1}"	2	True
ص ف و	NOUN_PASSIVE_PART	True	2	ع ن د	ADV	1	3	0.333	head_of:adverbial	"{""head_of:adverbial"": 1}"	2	True
ص ف و	PV:IV	True	2	أ خ ذ	PV:VIII	2	5	0.4	dep_of:conjoined	"{""dep_of:conjoined"": 1, ""head_of:conjoined"": 1}"	2	True
ص ف و	PV:IV	True	2	ب ن ي	NOUN_CONCRETE	2	5	0.4	head_of:prep_complement	"{""head_of:prep_complement"": 2}"	2	True
ص ف و	PV:IV	True	2	ر ب ب	NOUN_CONCRETE	1	5	0.2	head_of:subject	"{""head_of:subject"": 1}"	2	True
ص ف و	PV:VIII	True	11	أ ل ه	NOUN_PROP	5	19	0.263	head_of:subject	"{""head_of:subject"": 5}"	7	False
ص ف و	PV:VIII	True	11	أ و ل	NOUN_CONCRETE	2	19	0.105	head_of:direct_object	"{""head_of:direct_object"": 2}"	7	False
ص ف و	PV:VIII	True	11	ب ن ي	NOUN_CONCRETE	2	19	0.105	head_of:direct_object	"{""head_of:direct_object"": 1, ""head_of:prep_complement"": 1}"	7	False
ص ف و	PV:VIII	True	11	أ ن س	NOUN_CONCRETE	1	19	0.053	head_of:prep_complement	"{""head_of:prep_complement"": 1}"	7	False
ص ف و	PV:VIII	True	11	د ن و	NOUN_ABSTRACT	1	19	0.053	head_of:prep_complement	"{""head_of:prep_complement"": 1}"	7	False
ص ف و	PV:VIII	True	11	د ي ن	NOUN_ABSTRACT	1	19	0.053	head_of:direct_object	"{""head_of:direct_object"": 1}"	7	False
ص ف و	PV:VIII	True	11	ر س ل	NOUN_ABSTRACT	1	19	0.053	head_of:prep_complement	"{""head_of:prep_complement"": 1}"	7	False
ص ف و	PV:VIII	True	11	ز و د	PV:I	1	19	0.053	head_of:conjoined	"{""head_of:conjoined"": 1}"	7	False
ص ف و	PV:VIII	True	11	ط ه ر	PV:II	1	19	0.053	head_of:conjoined	"{""head_of:conjoined"": 1}"	7	False
ص ف و	PV:VIII	True	11	ع ب د	NOUN_CONCRETE	1	19	0.053	head_of:prep_complement	"{""head_of:prep_complement"": 1}"	7	False
ص ف و	PV:VIII	True	11	ع ل م	NOUN_ABSTRACT	1	19	0.053	head_of:prep_complement	"{""head_of:prep_complement"": 1}"	7	False
ص ف و	PV:VIII	True	11	ك ل م	NOUN_ABSTRACT	1	19	0.053	head_of:prep_complement	"{""head_of:prep_complement"": 1}"	7	False
ص ف و	PV:VIII	True	11	ن س و	NOUN_CONCRETE	1	19	0.053	head_of:prep_complement	"{""head_of:prep_complement"": 1}"	7	False
ص ك ك	PV:I	True	1	و ج ه	NOUN_CONCRETE	1	1	1.0	head_of:direct_object	"{""head_of:direct_object"": 1}"	1	True
ص ل ب	IV:II	True	3	ج ذ ع	NOUN_CONCRETE	1	3	0.333	head_of:prep_complement	"{""head_of:prep_complement"": 1}"	3	True
ص ل ب	IV:II	True	3	ق ط ع	IV:II	1	3	0.333	dep_of:conjoined	"{""dep_of:conjoined"": 1}"	3	True
ص ل ب	IV:II	True	3	ق ط ع	PV:II	1	3	0.333	dep_of:conjoined	"{""dep_of:conjoined"": 1}"	3	True
ص ل ب	IV_PASS:I	True	1	أ خ ر	ADJ_COMP	1	1	1.0	head_of:subject	"{""head_of:subject"": 1}"	1	True
ص ل ب	NOUN_CONCRETE	True	2	ب ي ن	NOUN_ABSTRACT	1	2	0.5	dep_of:idafa	"{""dep_of:idafa"": 1}"	2	True
ص ل ب	NOUN_CONCRETE	True	2	ت ر ب	NOUN_CONCRETE	1	2	0.5	head_of:conjoined	"{""head_of:conjoined"": 1}"	2	True
ص ل ح	CV:IV	True	6	ب ي ن	ADV	3	11	0.273	head_of:adverbial	"{""head_of:adverbial"": 3}"	4	False
ص ل ح	CV:IV	True	6	و ق ي	CV:VIII	2	11	0.182	dep_of:conjoined	"{""dep_of:conjoined"": 1, ""head_of:conjoined"": 1}"	4	False
ص ل ح	CV:IV	True	6	ت ب ع	IV:VIII	1	11	0.091	head_of:conjoined	"{""head_of:conjoined"": 1}"	4	False
ص ل ح	CV:IV	True	6	خ ل ف	CV:I	1	11	0.091	dep_of:conjoined	"{""dep_of:conjoined"": 1}"	4	False
ص ل ح	CV:IV	True	6	ذ و و	NOUN_ABSTRACT	1	11	0.091	head_of:direct_object	"{""head_of:direct_object"": 1}"	4	False
ص ل ح	CV:IV	True	6	ع د ل	GERUND	1	11	0.091	head_of:prep_complement	"{""head_of:prep_complement"": 1}"	4	False
ص ل ح	CV:IV	True	6	ق س ط	CV:IV	1	11	0.091	head_of:conjoined	"{""head_of:conjoined"": 1}"	4	False
ص ل ح	CV:IV	True	6	و ز ع	CV:IV	1	11	0.091	dep_of:conjoined	"{""dep_of:conjoined"": 1}"	4	False
ص ل ح	GERUND	True	9	ب ع د	ADV	2	11	0.182	dep_of:idafa	"{""dep_of:idafa"": 2}"	4	False
ص ل ح	GERUND	True	9	خ ي ر	ADJ_COMP	2	11	0.182	head_of:predication	"{""head_of:predication"": 2}"	4	False
ص ل ح	GERUND	True	9	ر و د	IV:IV	2	11	0.182	dep_of:direct_object	"{""dep_of:direct_object"": 2}"	4	False
ص ل ح	GERUND	True	9	ب ي ن	ADV	1	11	0.091	head_of:adverbial	"{""head_of:adverbial"": 1}"	4	False
ص ل ح	GERUND	True	9	ر و د	PV:IV	1	11	0.091	dep_of:direct_object	"{""dep_of:direct_object"": 1}"	4	False
ص ل ح	GERUND	True	9	ص د ق	NOUN_ABSTRACT	1	11	0.091	dep_of:conjoined	"{""dep_of:conjoined"": 1}"	4	False
ص ل ح	GERUND	True	9	ص ل ح	IV:IV	1	11	0.091	dep_of:cognate_acc	"{""dep_of:cognate_acc"": 1}"	4	False
ص ل ح	GERUND	True	9	ق ل ل	CV:I	1	11	0.091	dep_of:quoted_complement	"{""dep_of:quoted_complement"": 1}"	4	False
ص ل ح	IV:I	True	1	ف س د	IV:I	1	1	1.0	dep_of:conjoined	"{""dep_of:conjoined"": 1}"	1	True
ص ل ح	IV:IV	True	7	ب ي ن	ADV	2	12	0.167	head_of:adverbial	"{""head_of:adverbial"": 2}"	6	False
ص ل ح	IV:IV	True	7	أ ل ه	NOUN_PROP	1	12	0.083	head_of:subject	"{""head_of:subject"": 1}"	6	False
ص ل ح	IV:IV	True	7	ب ر ر	IV:I	1	12	0.083	dep_of:conjoined	"{""dep_of:conjoined"": 1}"	6	False
ص ل ح	IV:IV	True	7	ب و ل	NOUN_ABSTRACT	1	12	0.083	head_of:direct_object	"{""head_of:direct_object"": 1}"	6	False
ص ل ح	IV:IV	True	7	ص ل ح	GERUND	1	12	0.083	head_of:cognate_acc	"{""head_of:cognate_acc"": 1}"	6	False
ص ل ح	IV:IV	True	7	ع م ل	GERUND	1	12	0.083	head_of:direct_object	"{""head_of:direct_object"": 1}"	6	False
ص ل ح	IV:IV	True	7	ع م ل	NOUN_ABSTRACT	1	12	0.083	head_of:direct_object	"{""head_of:direct_object"": 1}"	6	False
ص ل ح	IV:IV	True	7	غ ف ر	IV:I	1	12	0.083	head_of:conjoined	"{""head_of:conjoined"": 1}"	6	False
ص ل ح	IV:IV	True	7	ف س د	IV:IV	1	12	0.083	dep_of:conjoined	"{""dep_of:conjoined"": 1}"	6	False
ص ل ح	IV:IV	True	7	ه د ي	IV:IV	1	12	0.083	dep_of:conjoined	"{""dep_of:conjoined"": 1}"	6	False
ص ل ح	IV:IV	True	7	و ق ي	IV:VIII	1	12	0.083	head_of:conjoined	"{""head_of:conjoined"": 1}"	6	False
ص ل ح	NOUN_ACTIVE_PART	True	136	ع م ل	PV:I	69	137	0.504	dep_of:direct_object	"{""dep_of:direct_object"": 69}"	52	False
ص ل ح	NOUN_ACTIVE_PART	True	136	ع م ل	IV:I	12	137	0.088	dep_of:direct_object	"{""dep_of:direct_object"": 9, ""dep_of:prep_complement"": 3}"	52	False
ص ل ح	NOUN_ACTIVE_PART	True	136	ك و ن	IV:I	7	137	0.051	dep_of:kana_predicate	"{""dep_of:kana_predicate"": 4, ""dep_of:prep_complement"": 3}"	52	False
ص ل ح	NOUN_ACTIVE_PART	True	136	ع م ل	GERUND	5	137	0.036	dep_of:adjective	"{""dep_of:adjective"": 5}"	52	False
ص ل ح	NOUN_ACTIVE_PART	True	136	ع ب د	NOUN_CONCRETE	4	137	0.029	dep_of:adjective	"{""dep_of:adjective"": 3, ""head_of:prep_complement"": 1}"	52	False
ص ل ح	NOUN_ACTIVE_PART	True	136	أ خ ر	NOUN_ACTIVE_PART	3	137	0.022	head_of:prep_complement	"{""head_of:prep_complement"": 3}"	52	False
ص ل ح	NOUN_ACTIVE_PART	True	136	أ خ و	NOUN_FIVE	3	137	0.022	dep_of:apposition	"{""dep_of:apposition"": 3}"	52	False
ص ل ح	NOUN_ACTIVE_PART	True	136	ن ب أ	NOUN_CONCRETE	3	137	0.022	dep_of:prep_complement	"{""dep_of:conjoined"": 1, ""dep_of:prep_complement"": 2}"	52	False
ص ل ح	NOUN_ACTIVE_PART	True	136	أ ت ي	PV:IV	2	137	0.015	dep_of:direct_object	"{""dep_of:direct_object"": 2}"	52	False
ص ل ح	NOUN_ACTIVE_PART	True	136	ب ق ي	NOUN_ACTIVE_PART	2	137	0.015	dep_of:adjective	"{""dep_of:adjective"": 2}"	52	False
ص ل ح	NOUN_ACTIVE_PART	True	136	ج ع ل	PV:I	2	137	0.015	dep_of:direct_object	"{""dep_of:direct_object"": 1, ""dep_of:prep_complement"": 1}"	52	False
ص ل ح	NOUN_ACTIVE_PART	True	136	ر ض ي	IV:I	2	137	0.015	head_of:adjective	"{""head_of:adjective"": 2}"	52	False
ص ل ح	NOUN_ACTIVE_PART	True	136	غ ي ر	NOUN_ABSTRACT	2	137	0.015	dep_of:idafa	"{""dep_of:idafa"": 1, ""head_of:adjective"": 1}"	52	False
ص ل ح	NOUN_ACTIVE_PART	True	136	ق و م	NOUN_CONCRETE	2	137	0.015	dep_of:adjective	"{""dep_of:adjective"": 2}"	52	False
ص ل ح	NOUN_ACTIVE_PART	True	136	ك ل ل	NOUN_ABSTRACT	2	137	0.015	dep_of:predication	"{""dep_of:predication"": 1, ""dep_of:prep_complement"": 1}"	52	False
ص ل ح	NOUN_ACTIVE_PART	True	136	ل ح ق	CV:IV	2	137	0.015	dep_of:prep_complement	"{""dep_of:prep_complement"": 2}"	52	False
ص ل ح	NOUN_ACTIVE_PART	True	136	أ ج ر	GERUND	1	137	0.007	dep_of:idafa	"{""dep_of:idafa"": 1}"	52	False
ص ل ح	NOUN_ACTIVE_PART	True	136	أ ه ل	NOUN_ABSTRACT	1	137	0.007	dep_of:predication	"{""dep_of:predication"": 1}"	52	False
ص ل ح	NOUN_ACTIVE_PART	True	136	أ ي م	NOUN_CONCRETE	1	137	0.007	dep_of:conjoined	"{""dep_of:conjoined"": 1}"	52	False
ص ل ح	NOUN_ACTIVE_PART	True	136	ج د د	IV:I	1	137	0.007	dep_of:prep_complement	"{""dep_of:prep_complement"": 1}"	52	False
ص ل ح	NOUN_ACTIVE_PART	True	136	ح ف ظ	NOUN_ACTIVE_PART	1	137	0.007	dep_of:predication	"{""dep_of:predication"": 1}"	52	False
ص ل ح	NOUN_ACTIVE_PART	True	136	د خ ل	IV:IV	1	137	0.007	dep_of:prep_complement	"{""dep_of:prep_complement"": 1}"	52	False
ص ل ح	NOUN_ACTIVE_PART	True	136	ر س ل	NOUN_PASSIVE_PART	1	137	0.007	head_of:predication	"{""head_of:predication"": 1}"	52	False
ص ل ح	NOUN_ACTIVE_PART	True	136	ع م ل	CV:I	1	137	0.007	dep_of:direct_object	"{""dep_of:direct_object"": 1}"	52	False
ص ل ح	NOUN_ACTIVE_PART	True	136	ف س د	NOUN_ACTIVE_PART	1	137	0.007	dep_of:prep_complement	"{""dep_of:prep_complement"": 1}"	52	False
ص ل ح	NOUN_ACTIVE_PART	True	136	ق ن ت	NOUN_ACTIVE_PART	1	137	0.007	dep_of:predication	"{""dep_of:predication"": 1}"	52	False
ص ل ح	NOUN_ACTIVE_PART	True	136	ك ل م	IV:II	1	137	0.007	dep_of:prep_complement	"{""dep_of:prep_complement"": 1}"	52	False
ص ل ح	NOUN_ACTIVE_PART	True	136	ك و ن	PV:I	1	137	0.007	dep_of:kana_predicate	"{""dep_of:kana_predicate"": 1}"	52	False
ص ل ح	NOUN_ACTIVE_PART	True	136	ن ج و	PV:II	1	137	0.007	dep_of:direct_object	"{""dep_of:direct_object"": 1}"	52	False
ص ل ح	NOUN_ACTIVE_PART	True	136	و ل ي	IV:V	1	137	0.007	dep_of:direct_object	"{""dep_of:direct_object"": 1}"	52	False
ص ل ح	NOUN_ACTIVE_PART	True	136	و ه ب	CV:I	1	137	0.007	dep_of:prep_complement	"{""dep_of:prep_complement"": 1}"	52	False
ص ل ح	NOUN_PROP	True	5	أ خ و	NOUN_FIVE	1	3	0.333	dep_of:apposition	"{""dep_of:apposition"": 1}"	4	False
ص ل ح	NOUN_PROP	True	5	أ م ن	NOUN_ACTIVE_PART	1	3	0.333	head_of:idafa	"{""head_of:idafa"": 1}"	4	False
ص ل ح	NOUN_PROP	True	5	ق و م	NOUN_CONCRETE	1	3	0.333	dep_of:idafa	"{""dep_of:idafa"": 1}"	4	False
ص ل ح	PV:I	True	2	أ ب و	NOUN_CONCRETE	2	2	1.0	head_of:prep_complement	"{""head_of:prep_complement"": 2}"	2	True
ص ل ح	PV:IV	True	14	ت و ب	PV:I	8	15	0.533	dep_of:conjoined	"{""dep_of:conjoined"": 8}"	11	False
ص ل ح	PV:IV	True	14	أ م ن	PV:IV	1	15	0.067	dep_of:conjoined	"{""dep_of:conjoined"": 1}"	11	False
ص ل ح	PV:IV	True	14	ب و ل	NOUN_ABSTRACT	1	15	0.067	head_of:direct_object	"{""head_of:direct_object"": 1}"	11	False
ص ل ح	PV:IV	True	14	ب ي ن	ADV	1	15	0.067	head_of:adverbial	"{""head_of:adverbial"": 1}"	11	False
ص ل ح	PV:IV	True	14	ز و ج	NOUN_CONCRETE	1	15	0.067	head_of:direct_object	"{""head_of:direct_object"": 1}"	11	False
ص ل ح	PV:IV	True	14	ع ف و	PV:I	1	15	0.067	dep_of:conjoined	"{""dep_of:conjoined"": 1}"	11	False
ص ل ح	PV:IV	True	14	ك ف ر	PV:II	1	15	0.067	dep_of:conjoined	"{""dep_of:conjoined"": 1}"	11	False
ص ل ح	PV:IV	True	14	و ق ي	PV:VIII	1	15	0.067	dep_of:conjoined	"{""dep_of:conjoined"": 1}"	11	False
ص ل د	ADJ_QUALIT	True	1	ت ر ك	PV:I	1	1	1.0	dep_of:direct_object	"{""dep_of:direct_object"": 1}"	1	True
ص ل ص ل	NOUN_CONCRETE	True	4	ح م أ	NOUN_CONCRETE	3	8	0.375	head_of:prep_complement	"{""head_of:prep_complement"": 3}"	2	True
ص ل ص ل	NOUN_CONCRETE	True	4	خ ل ق	PV:I	3	8	0.375	dep_of:prep_complement	"{""dep_of:prep_complement"": 3}"	2	True
