root_arabic	form_tag	form_tag_available	instance_count	pass2_xref_candidate_count	pass2_xref_resolved_candidate_count	pass2_candidate_density	candidate_root_dist	candidate_type_dist	status_dist	conf_dist	pass2_ayah_count	pass2_ayah_refs	source	batch_count	low_occurrence
ر ج ل	NOUN_CONCRETE	True	73	33	31	0.452	"{""ر ج ل"": 33}"	"{""word"": 33, ""xref:demonstrative_reference"": 1, ""xref:pronoun_antecedent"": 31, ""xref:resumptive_reference"": 1}"	"{""ambiguous"": 3, ""strongly_licensed"": 55, ""syntactically_forced"": 8}"	"{""high"": 60, ""medium"": 6}"	21	7:195;10:2;12:109;12:111;16:43;18:32;24:38;33:4;33:23;34:8;36:20;36:22;36:23;36:24;36:25;36:26;36:27;36:28;38:62;38:63;39:29	pass2	32	False
ر ح م	GERUND	True	113	5	3	0.044	"{""ر ح م"": 5}"	"{""word"": 5, ""xref:pronoun_antecedent"": 5}"	"{""ambiguous"": 4, ""strongly_licensed"": 4, ""syntactically_forced"": 2}"	"{""high"": 6, ""medium"": 4}"	4	11:9;11:28;30:36;35:2	pass2	37	False
ر ح م	NOUN_ACTIVE_PART	True	6	1	0	0.167	"{""ر ح م"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""ambiguous"": 2}"	"{""medium"": 2}"	1	7:152	pass2	4	False
ر ح م	NOUN_CONCRETE	True	14	1	1	0.071	"{""ر ح م"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	13:8	pass2	13	False
ر ح م	NOUN_PROP	True	89	19	17	0.213	"{""ر ح م"": 19}"	"{""word"": 19, ""xref:discourse_reference"": 4, ""xref:pronoun_antecedent"": 15}"	"{""ambiguous"": 4, ""strongly_licensed"": 30, ""syntactically_forced"": 4}"	"{""high"": 27, ""low"": 2, ""medium"": 9}"	13	25:60;55:3;55:4;55:7;55:10;55:14;55:19;55:78;67:19;67:23;67:24;67:29;78:37	pass2	30	False
ر د م	GERUND	True	1	6	6	6.0	"{""ر د م"": 6}"	"{""word"": 6, ""xref:demonstrative_reference"": 1, ""xref:pronoun_antecedent"": 5}"	"{""strongly_licensed"": 12}"	"{""high"": 12}"	3	18:96;18:97;18:98	pass2	1	True
ر ز ق	GERUND	True	51	3	2	0.059	"{""ر ز ق"": 3}"	"{""word"": 3, ""xref:pronoun_antecedent"": 3}"	"{""ambiguous"": 3, ""strongly_licensed"": 3}"	"{""high"": 2, ""medium"": 4}"	3	7:32;16:75;45:5	pass2	29	False
ر ز ق	NOUN_CONCRETE	True	4	1	1	0.25	"{""ر ز ق"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	38:54	pass2	4	True
ر س ل	NOUN_CONCRETE	True	333	85	79	0.255	"{""ر س ل"": 85}"	"{""word"": 85, ""xref:demonstrative_reference"": 3, ""xref:discourse_reference"": 13, ""xref:pronoun_antecedent"": 69}"	"{""ambiguous"": 14, ""strongly_licensed"": 154, ""syntactically_forced"": 2}"	"{""high"": 119, ""low"": 3, ""medium"": 48}"	64	5:109;7:158;8:20;9:24;9:62;9:83;9:85;9:88;9:120;9:128;9:129;10:74;10:75;10:103;11:70;11:77;11:81;12:50;12:110;12:111;13:38;14:4;14:10;14:11;14:12;14:13;15:11;15:80;23:33;23:38;23:52;23:70;24:54;24:62;24:63;25:7;25:41;25:42;25:56;29:33;30:47;33:53;36:30;40:5;40:78;44:14;44:20;44:21;44:22;44:23;44:24;46:35;48:9;49:4;57:25;57:28;61:6;61:9;65:11;72:27;72:28;73:16;81:20;81:23	pass2	61	False
ر س ل	NOUN_PASSIVE_PART	True	35	21	19	0.6	"{""ر س ل"": 21}"	"{""word"": 21, ""xref:pronoun_antecedent"": 20, ""xref:relative_reference"": 1}"	"{""ambiguous"": 4, ""discourse_inferred"": 1, ""strongly_licensed"": 37}"	"{""high"": 37, ""medium"": 5}"	14	7:7;7:78;27:36;27:37;36:14;36:15;36:16;36:17;36:18;36:19;36:21;51:31;51:32;51:33	pass2	13	False
ر س ل	PV:IV	True	83	4	4	0.048	"{""ر س ل"": 4}"	"{""word"": 4, ""xref:connector_reference"": 1, ""xref:discourse_reference"": 2, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 8}"	"{""high"": 8}"	4	27:45;40:24;40:27;40:53	pass2	41	False
ر ع ي	NOUN_TIME_PLACE	True	2	1	1	0.5	"{""ر ع ي"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	87:5	pass2	2	True
ر ق ب	CV:VIII	True	4	1	1	0.25	"{""ر ق ب"": 1}"	"{""word"": 1, ""xref:discourse_reference"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	44:59	pass2	3	True
ر ك ب	PV:I	True	2	2	2	1.0	"{""ر ك ب"": 2}"	"{""word"": 2, ""xref:discourse_reference"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 4}"	"{""high"": 4}"	2	29:65;29:66	pass2	2	True
ر ه ب	GERUND_PROFESSION	True	1	4	4	4.0	"{""ر ه ب"": 4}"	"{""word"": 4, ""xref:pronoun_antecedent"": 4}"	"{""strongly_licensed"": 8}"	"{""high"": 8}"	1	57:27	pass2	1	True
ر و ح	NOUN_ABSTRACT	True	47	8	7	0.17	"{""ر و ح"": 8}"	"{""word"": 8, ""xref:pronoun_antecedent"": 8}"	"{""ambiguous"": 2, ""strongly_licensed"": 14}"	"{""high"": 14, ""medium"": 2}"	4	34:12;46:24;46:25;51:42	pass2	35	False
ر و ح	NOUN_CONCRETE	True	8	4	2	0.5	"{""ر و ح"": 4}"	"{""word"": 4, ""xref:pronoun_antecedent"": 4}"	"{""ambiguous"": 4, ""strongly_licensed"": 4}"	"{""high"": 4, ""low"": 2, ""medium"": 2}"	3	30:51;54:20;69:7	pass2	8	False
ر و م	NOUN_RELATIVE	True	1	2	2	2.0	"{""ر و م"": 2}"	"{""word"": 2, ""xref:pronoun_antecedent"": 2}"	"{""strongly_licensed"": 4}"	"{""high"": 4}"	1	30:3	pass2	1	True
ز ج ج	NOUN_CONCRETE	True	2	1	1	0.5	"{""ز ج ج"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""medium"": 2}"	1	24:35	pass2	1	True
ز ج ر	GERUND_INSTANT	True	2	1	1	0.5	"{""ز ج ر"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""medium"": 2}"	1	37:19	pass2	2	True
ز ر ع	NOUN_CONCRETE	True	8	4	4	0.5	"{""ز ر ع"": 4}"	"{""word"": 4, ""xref:pronoun_antecedent"": 4}"	"{""strongly_licensed"": 8}"	"{""high"": 8}"	2	32:27;39:21	pass2	8	False
ز ق م	NOUN_CONCRETE	True	1	1	0	1.0	"{""ز ق م"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""ambiguous"": 2}"	"{""medium"": 2}"	1	56:54	pass2	1	True
ز م ل	NOUN_ACTIVE_PART	True	1	15	15	15.0	"{""ز م ل"": 15}"	"{""word"": 15, ""xref:pronoun_antecedent"": 15}"	"{""strongly_licensed"": 30}"	"{""high"": 30}"	9	73:2;73:3;73:4;73:5;73:7;73:8;73:9;73:10;73:20	pass2	1	True
ز و ج	NOUN_CONCRETE	True	76	27	26	0.355	"{""ز و ج"": 27}"	"{""word"": 27, ""xref:pronoun_antecedent"": 25, ""xref:relative_reference"": 1, ""xref:resumptive_reference"": 1}"	"{""ambiguous"": 2, ""strongly_licensed"": 46, ""syntactically_forced"": 6}"	"{""high"": 50, ""medium"": 4}"	13	7:189;24:8;30:21;33:4;33:28;33:29;33:37;33:50;33:51;33:53;33:55;36:36;43:12	pass2	40	False
ز ي ت	NOUN_CONCRETE	True	7	2	2	0.286	"{""ز ي ت"": 2}"	"{""word"": 2, ""xref:pronoun_antecedent"": 2}"	"{""strongly_licensed"": 4}"	"{""medium"": 4}"	1	24:35	pass2	5	False
ز ي د	NOUN_PROP	True	1	1	1	1.0	"{""ز ي د"": 1}"	"{""word"": 1, ""xref:relative_reference"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	33:37	pass2	1	True
ز ي ن	NOUN_CONCRETE	True	9	1	1	0.111	"{""ز ي ن"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""medium"": 2}"	1	24:31	pass2	4	False
س أ ل	IV:I	True	57	1	1	0.018	"{""س أ ل"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	68:47	pass2	31	False
س أ ل	PV:I	True	19	5	5	0.263	"{""س أ ل"": 5}"	"{""word"": 5, ""xref:demonstrative_reference"": 1, ""xref:discourse_reference"": 2, ""xref:pronoun_antecedent"": 2}"	"{""discourse_inferred"": 1, ""strongly_licensed"": 9}"	"{""high"": 6, ""medium"": 4}"	5	29:63;29:67;31:25;34:47;43:88	pass2	16	False
س ب أ	NOUN_PROP	True	2	12	12	6.0	"{""س ب أ"": 12}"	"{""word"": 12, ""xref:pronoun_antecedent"": 12}"	"{""strongly_licensed"": 24}"	"{""high"": 24}"	6	34:15;34:16;34:17;34:18;34:19;34:20	pass2	2	True
س ب ت	NOUN_PROP	True	6	2	2	0.333	"{""س ب ت"": 2}"	"{""word"": 2, ""xref:pronoun_antecedent"": 2}"	"{""strongly_licensed"": 4}"	"{""high"": 4}"	1	16:124	pass2	4	False
س ب ح	GERUND	True	45	1	0	0.022	"{""س ب ح"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""ambiguous"": 2}"	"{""medium"": 2}"	1	7:143	pass2	29	False
س ب ل	NOUN_ABSTRACT	True	158	1	1	0.006	"{""س ب ل"": 1}"	"{""word"": 1, ""xref:resumptive_reference"": 1}"	"{""ambiguous"": 1, ""strongly_licensed"": 1}"	"{""medium"": 2}"	1	80:20	pass2	46	False
س ج د	NOUN_CONCRETE	True	8	3	3	0.375	"{""س ج د"": 3}"	"{""word"": 3, ""xref:pronoun_antecedent"": 3}"	"{""strongly_licensed"": 6}"	"{""high"": 6}"	1	9:108	pass2	2	False
س ح ب	NOUN_CONCRETE	True	9	7	7	0.778	"{""س ح ب"": 7}"	"{""word"": 7, ""xref:pronoun_antecedent"": 7}"	"{""strongly_licensed"": 14}"	"{""high"": 10, ""medium"": 4}"	3	24:43;30:48;35:9	pass2	8	False
س ح ر	GERUND	True	29	2	2	0.069	"{""س ح ر"": 2}"	"{""word"": 2, ""xref:pronoun_antecedent"": 1, ""xref:relative_reference"": 1}"	"{""strongly_licensed"": 4}"	"{""high"": 2, ""medium"": 2}"	2	10:81;26:49	pass2	19	False
س ح ر	NOUN_ACTIVE_PART	True	22	2	2	0.091	"{""س ح ر"": 2}"	"{""word"": 2, ""xref:pronoun_antecedent"": 2}"	"{""strongly_licensed"": 4}"	"{""high"": 4}"	1	10:80	pass2	8	False
س د د	NOUN_CONCRETE	True	4	1	1	0.25	"{""س د د"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	18:93	pass2	2	True
س ر ب	NOUN_ABSTRACT	True	2	1	1	0.5	"{""س ر ب"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""medium"": 2}"	1	24:39	pass2	2	True
س ر ر	NOUN_CONCRETE	True	7	1	1	0.143	"{""س ر ر"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	56:16	pass2	7	False
س ر ي	NOUN_PASSIVE_PART	True	1	2	2	2.0	"{""س ر ي"": 2}"	"{""word"": 2, ""xref:pronoun_antecedent"": 2}"	"{""strongly_licensed"": 4}"	"{""high"": 4}"	1	8:71	pass2	1	True
س ط ر	NOUN_CONCRETE	True	7	1	1	0.143	"{""س ط ر"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	25:5	pass2	7	False
س ع د	ADJ_QUALIT	True	1	1	1	1.0	"{""س ع د"": 1}"	"{""word"": 1, ""xref:relative_reference"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	11:108	pass2	1	True
س ع ر	NOUN_CONCRETE	True	17	2	2	0.118	"{""س ع ر"": 2}"	"{""word"": 2, ""xref:pronoun_antecedent"": 2}"	"{""strongly_licensed"": 4}"	"{""high"": 4}"	2	25:13;33:65	pass2	14	False
س ع ي	GERUND	True	10	1	0	0.1	"{""س ع ي"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""ambiguous"": 2}"	"{""medium"": 2}"	1	53:41	pass2	9	False
س ف ر	GERUND	True	6	1	1	0.167	"{""س ف ر"": 1}"	"{""word"": 1, ""xref:demonstrative_reference"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	18:62	pass2	4	False
س ف ن	NOUN_CONCRETE	True	4	3	3	0.75	"{""س ف ن"": 3}"	"{""word"": 3, ""xref:discourse_reference"": 1, ""xref:pronoun_antecedent"": 2}"	"{""strongly_licensed"": 6}"	"{""high"": 6}"	2	18:79;29:15	pass2	2	True
س ق ر	NOUN_PROP	True	4	4	3	1.0	"{""س ق ر"": 4}"	"{""word"": 4, ""xref:discourse_reference"": 1, ""xref:pronoun_antecedent"": 3}"	"{""ambiguous"": 3, ""strongly_licensed"": 5}"	"{""high"": 5, ""medium"": 3}"	4	74:30;74:31;74:35;74:42	pass2	2	True
س ق ي	GERUND	True	2	1	1	0.5	"{""س ق ي"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	12:76	pass2	2	True
س ك ن	ADJ_INTENS	True	22	1	1	0.045	"{""س ك ن"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	18:79	pass2	17	False
س ل س ل	NOUN_ABSTRACT	True	1	1	1	1.0	"{""س ل س ل"": 1}"	"{""word"": 1, ""xref:resumptive_reference"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	69:32	pass2	1	True
س ل ط	NOUN_ABSTRACT	True	33	1	1	0.03	"{""س ل ط"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""syntactically_forced"": 2}"	"{""high"": 2}"	1	30:35	pass2	23	False
س ل ل	CV:I	True	2	1	1	0.5	"{""س ل ل"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	68:41	pass2	2	True
س ل م	GERUND	True	51	1	1	0.02	"{""س ل م"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	8:61	pass2	30	False
س ل م	NOUN_ACTIVE_PART	True	47	5	0	0.106	"{""س ل م"": 5}"	"{""word"": 5, ""xref:pronoun_antecedent"": 5}"	"{""ambiguous"": 10}"	"{""low"": 3, ""medium"": 7}"	3	7:127;72:16;72:17	pass2	27	False
س ل م	NOUN_CONCRETE	True	2	1	1	0.5	"{""س ل م"": 1}"	"{""word"": 1, ""xref:resumptive_reference"": 1}"	"{""syntactically_forced"": 2}"	"{""high"": 2}"	1	52:38	pass2	2	True
س م ع	IV:I	True	43	1	1	0.023	"{""س م ع"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	27:80	pass2	30	False
س م و	NOUN_ABSTRACT	True	39	7	4	0.179	"{""س م و"": 7}"	"{""word"": 7, ""xref:pronoun_antecedent"": 5, ""xref:resumptive_reference"": 2}"	"{""ambiguous"": 6, ""strongly_licensed"": 4, ""syntactically_forced"": 4}"	"{""high"": 8, ""medium"": 6}"	4	7:180;7:181;12:40;53:23	pass2	23	False
س م و	NOUN_CONCRETE	True	310	24	22	0.077	"{""س م و"": 24}"	"{""word"": 24, ""xref:pronoun_antecedent"": 24}"	"{""ambiguous"": 4, ""strongly_licensed"": 32, ""syntactically_forced"": 12}"	"{""high"": 44, ""medium"": 4}"	19	8:11;13:2;15:16;15:17;34:2;42:5;50:6;55:37;57:4;67:5;69:16;69:17;71:16;72:8;72:9;79:28;79:29;84:2;91:5	pass2	76	False
س ن ن	NOUN_ABSTRACT	True	28	1	1	0.036	"{""س ن ن"": 1}"	"{""word"": 1, ""xref:relative_reference"": 1}"	"{""syntactically_forced"": 2}"	"{""high"": 2}"	1	48:23	pass2	21	False
س و أ	ADJ_QUALIT	True	18	1	1	0.056	"{""س و أ"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	10:27	pass2	13	False
س و أ	GERUND	True	45	1	0	0.022	"{""س و أ"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""ambiguous"": 2}"	"{""medium"": 2}"	1	7:74	pass2	23	False
س و د	ADJ_QUALIT	True	4	1	1	0.25	"{""س و د"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	12:25	pass2	4	True
س و ر	NOUN_ABSTRACT	True	5	3	3	0.6	"{""س و ر"": 3}"	"{""word"": 3, ""xref:pronoun_antecedent"": 3}"	"{""strongly_licensed"": 6}"	"{""medium"": 6}"	1	24:1	pass2	4	False
س و ر	NOUN_CONCRETE	True	11	4	4	0.364	"{""س و ر"": 4}"	"{""word"": 4, ""xref:demonstrative_reference"": 1, ""xref:pronoun_antecedent"": 3}"	"{""strongly_licensed"": 8}"	"{""high"": 8}"	2	9:124;57:13	pass2	8	False
س و ع	NOUN_ABSTRACT	True	47	13	12	0.277	"{""س و ع"": 13}"	"{""word"": 13, ""xref:discourse_reference"": 2, ""xref:pronoun_antecedent"": 11}"	"{""ambiguous"": 2, ""strongly_licensed"": 20, ""syntactically_forced"": 4}"	"{""high"": 24, ""medium"": 2}"	13	22:2;22:7;30:55;33:63;34:3;42:18;45:32;54:46;79:42;79:43;79:44;79:45;79:46	pass2	27	False
س و ع	NOUN_CONCRETE	True	3	1	1	0.333	"{""س و ع"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""syntactically_forced"": 2}"	"{""high"": 2}"	1	18:21	pass2	2	True
س و ع	NOUN_PROP	True	2	1	1	0.5	"{""س و ع"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	43:61	pass2	2	True
س ي ر	NOUN_INSTRUMENT	True	1	1	1	1.0	"{""س ي ر"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	12:19	pass2	1	True
ش أ ن	NOUN_ABSTRACT	True	4	2	0	0.5	"{""ش أ ن"": 2}"	"{""word"": 2, ""xref:pronoun_antecedent"": 2}"	"{""ambiguous"": 4}"	"{""medium"": 4}"	1	10:61	pass2	4	True
ش ج ر	NOUN_CONCRETE	True	26	9	5	0.346	"{""ش ج ر"": 9}"	"{""word"": 9, ""xref:pronoun_antecedent"": 9}"	"{""ambiguous"": 8, ""strongly_licensed"": 10}"	"{""high"": 10, ""low"": 1, ""medium"": 7}"	6	7:22;16:10;37:65;37:66;37:67;56:73	pass2	18	False
ش د د	ADJ_QUALIT	True	56	2	1	0.036	"{""ش د د"": 2}"	"{""word"": 2, ""xref:pronoun_antecedent"": 2}"	"{""ambiguous"": 2, ""strongly_licensed"": 2}"	"{""high"": 2, ""medium"": 2}"	2	53:7;53:13	pass2	35	False
ش ر ب	NOUN_CONCRETE	True	14	1	1	0.071	"{""ش ر ب"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	16:69	pass2	11	False
ش ر ر	NOUN_CONCRETE	True	1	1	1	1.0	"{""ش ر ر"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	77:33	pass2	1	True
ش ر ع	NOUN_ABSTRACT	True	1	1	1	1.0	"{""ش ر ع"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	45:18	pass2	1	True
ش ر ك	NOUN_ACTIVE_PART	True	51	23	18	0.451	"{""ش ر ك"": 23}"	"{""word"": 23, ""xref:demonstrative_reference"": 1, ""xref:discourse_reference"": 5, ""xref:pronoun_antecedent"": 16, ""xref:relative_reference"": 1}"	"{""ambiguous"": 10, ""strongly_licensed"": 36}"	"{""high"": 36, ""medium"": 10}"	12	6:148;9:5;9:6;9:8;9:9;9:17;9:28;9:36;9:73;9:113;30:32;30:35	pass2	21	False
ش ر ك	NOUN_CONCRETE	True	34	12	10	0.353	"{""ش ر ك"": 12}"	"{""word"": 12, ""xref:demonstrative_reference"": 1, ""xref:pronoun_antecedent"": 10, ""xref:relative_reference"": 1}"	"{""ambiguous"": 4, ""strongly_licensed"": 16, ""syntactically_forced"": 4}"	"{""high"": 20, ""medium"": 4}"	9	7:190;10:28;10:29;13:33;16:86;18:52;30:28;30:40;35:40	pass2	15	False
ش ط ن	NOUN_CONCRETE	True	88	24	21	0.273	"{""ش ط ن"": 24}"	"{""word"": 24, ""xref:discourse_reference"": 2, ""xref:pronoun_antecedent"": 19, ""xref:relative_reference"": 2, ""xref:resumptive_reference"": 1}"	"{""ambiguous"": 6, ""strongly_licensed"": 39, ""syntactically_forced"": 3}"	"{""high"": 36, ""medium"": 12}"	19	7:20;14:22;15:18;16:99;16:100;17:53;22:4;24:21;26:221;31:33;35:6;36:60;43:36;43:37;43:38;43:62;58:10;59:16;67:5	pass2	36	False
ش ع ب	NOUN_PROP	True	11	40	37	3.636	"{""ش ع ب"": 40}"	"{""word"": 40, ""xref:pronoun_antecedent"": 38, ""xref:relative_reference"": 2}"	"{""ambiguous"": 6, ""strongly_licensed"": 66, ""syntactically_forced"": 8}"	"{""high"": 74, ""medium"": 6}"	12	7:92;11:84;11:85;11:86;11:87;11:88;11:89;11:90;11:91;11:92;11:93;11:94	pass2	4	False
ش ق و	ADJ_COMP	True	3	2	2	0.667	"{""ش ق و"": 2}"	"{""word"": 2, ""xref:relative_reference"": 2}"	"{""strongly_licensed"": 4}"	"{""high"": 4}"	2	87:12;92:16	pass2	3	True
ش ق و	ADJ_QUALIT	True	4	1	1	0.25	"{""ش ق و"": 1}"	"{""word"": 1, ""xref:relative_reference"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	11:106	pass2	2	True
ش ك ر	NOUN_ACTIVE_PART	True	13	3	0	0.231	"{""ش ك ر"": 3}"	"{""word"": 3, ""xref:pronoun_antecedent"": 3}"	"{""ambiguous"": 6}"	"{""medium"": 6}"	3	7:145;7:191;7:192	pass2	9	False
ش م س	NOUN_CONCRETE	True	31	10	10	0.323	"{""ش م س"": 10}"	"{""word"": 10, ""xref:pronoun_antecedent"": 10}"	"{""ambiguous"": 3, ""strongly_licensed"": 13, ""syntactically_forced"": 4}"	"{""high"": 17, ""medium"": 3}"	8	18:86;18:90;36:38;36:40;91:1;91:2;91:3;91:4	pass2	27	False
ش ه د	NOUN_CONCRETE	True	57	4	4	0.07	"{""ش ه د"": 4}"	"{""word"": 4, ""xref:pronoun_antecedent"": 4}"	"{""ambiguous"": 4, ""strongly_licensed"": 4}"	"{""high"": 4, ""medium"": 4}"	1	57:19	pass2	25	False
ش ه ر	NOUN_CONCRETE	True	3	2	1	0.667	"{""ش ه ر"": 2}"	"{""word"": 2, ""xref:pronoun_antecedent"": 2}"	"{""ambiguous"": 2, ""strongly_licensed"": 2}"	"{""high"": 2, ""medium"": 2}"	1	9:36	pass2	1	True
ش ي ء	NOUN_ABSTRACT	True	271	10	10	0.037	"{""ش ي ء"": 10}"	"{""word"": 10, ""xref:pronoun_antecedent"": 7, ""xref:resumptive_reference"": 3}"	"{""ambiguous"": 1, ""strongly_licensed"": 15, ""syntactically_forced"": 4}"	"{""high"": 18, ""medium"": 2}"	8	15:21;22:73;32:7;33:54;34:39;36:82;51:42;54:52	pass2	65	False
ش ي ء	NOUN_CONCRETE	True	10	2	2	0.2	"{""ش ي ء"": 2}"	"{""word"": 2, ""xref:demonstrative_reference"": 1, ""xref:pronoun_antecedent"": 1}"	"{""syntactically_forced"": 4}"	"{""high"": 4}"	2	18:23;18:70	pass2	2	False
ش ي أ	IV:I	True	160	1	1	0.006	"{""ش ي أ"": 1}"	"{""word"": 1, ""xref:resumptive_reference"": 1}"	"{""syntactically_forced"": 2}"	"{""high"": 2}"	1	22:18	pass2	41	False
ش ي ع	NOUN_CONCRETE	True	8	2	1	0.25	"{""ش ي ع"": 2}"	"{""word"": 2, ""xref:pronoun_antecedent"": 2}"	"{""ambiguous"": 2, ""strongly_licensed"": 2}"	"{""medium"": 4}"	2	28:4;54:52	pass2	7	False
ص ب ح	ADV	True	2	2	0	1.0	"{""ص ب ح"": 2}"	"{""word"": 2, ""xref:pronoun_antecedent"": 2}"	"{""ambiguous"": 4}"	"{""low"": 1, ""medium"": 3}"	2	100:4;100:5	pass2	2	True
ص ب ح	NOUN_INSTRUMENT	True	4	1	0	0.25	"{""ص ب ح"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""ambiguous"": 2}"	"{""medium"": 2}"	1	67:5	pass2	3	True
ص ب ر	NOUN_ACTIVE_PART	True	22	1	1	0.045	"{""ص ب ر"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	39:10	pass2	13	False
ص ح ب	NOUN_ACTIVE_PART	True	94	33	25	0.351	"{""ص ح ب"": 33}"	"{""word"": 33, ""xref:discourse_reference"": 1, ""xref:pronoun_antecedent"": 32}"	"{""ambiguous"": 14, ""strongly_licensed"": 36, ""syntactically_forced"": 16}"	"{""high"": 52, ""low"": 2, ""medium"": 12}"	24	9:40;12:41;12:42;12:45;18:34;18:37;18:38;18:39;18:40;34:46;53:5;53:11;53:12;53:13;53:18;54:29;68:48;68:49;81:23;81:24;85:6;85:7;85:8;85:10	pass2	45	False
ص د ر	NOUN_ABSTRACT	True	18	2	0	0.111	"{""ص د ر"": 2}"	"{""word"": 2, ""xref:pronoun_antecedent"": 2}"	"{""ambiguous"": 4}"	"{""medium"": 4}"	1	7:2	pass2	11	False
ص د ق	GERUND	True	16	1	1	0.062	"{""ص د ق"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	39:33	pass2	11	False
ص د ق	NOUN_ACTIVE_PART	True	84	6	2	0.071	"{""ص د ق"": 6}"	"{""word"": 6, ""xref:pronoun_antecedent"": 6}"	"{""ambiguous"": 8, ""strongly_licensed"": 4}"	"{""high"": 4, ""medium"": 8}"	4	7:107;7:195;33:8;33:24	pass2	38	False
ص د ق	NOUN_CONCRETE	True	6	4	4	0.667	"{""ص د ق"": 4}"	"{""word"": 4, ""xref:pronoun_antecedent"": 4}"	"{""strongly_licensed"": 8}"	"{""high"": 8}"	3	9:58;9:60;9:103	pass2	2	False
