root_arabic	form_tag	form_tag_available	instance_count	legacy_instance_count	dep_dominant	dep_dominant_ratio	head_dominant	head_dominant_ratio	negated_ratio	scoped_ratio	narration_ratio	in_quote_ratio	imperative_count	supplication_count	interrogative_count	frame_count	absolute_ratio	top_prep	agency	dominant_referent	batch_count	low_occurrence
ش و ر	GERUND	True	1	4	conjoined	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		human	SPECIFIC_PERSON	1	True
ش و ر	NOUN_ABSTRACT	True	1	0	predication	1.0	adverbial	1.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		human	SPECIFIC_PERSON	1	True
ش و ر	PV:IV	True	1	0		0.0	prep_complement	1.0	0.0	0.0	1.0	0.0	0	0	0	1	0.0	إِلَى	human	SPECIFIC_PERSON	1	True
ش و ظ	NOUN_CONCRETE	True	1	1	subject	1.0	conjoined	0.5	0.0	0.0	1.0	0.0	0	0	0	0	0.0				1	True
ش و ك	NOUN_CONCRETE	True	1	1	idafa	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0				1	True
ش و ي	IV:I	True	1	2		0.0	direct_object	0.5	0.0	0.0	1.0	0.0	0	0	0	1	0.0				1	True
ش و ي	NOUN_CONCRETE	True	1	0	prep_complement	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0				1	True
ش ي ء	ADJ_QUALIT	True	1	0	direct_object	1.0	adjective	1.0	0.0	0.0	0.0	1.0	0	0	0	0	0.0		mixed	HUMANS_GENERIC	1	True
ش ي ء	NOUN_ABSTRACT	True	271	281	idafa	0.429	prep_complement	0.596	0.413	0.432	0.804	0.188	0	7	6	0	0.0		mixed	HUMANS_GENERIC	65	False
ش ي ء	NOUN_CONCRETE	True	10	0	idafa	0.4		0.0	0.5	0.5	0.8	0.2	0	0	0	0	0.0		mixed	HUMANS_GENERIC	2	False
ش ي أ	IV:I	True	160	0	particle_complement	0.667	direct_object	0.714	0.069	0.113	0.863	0.138	0	8	0	160	0.4	مِن	divine	GOD	41	False
ش ي أ	IV:IV	True	5	0		0.0	direct_object	0.75	0.0	0.0	0.8	0.2	0	0	0	5	0.2		divine	GOD	4	False
ش ي أ	NOUN_ABSTRACT	True	2	0	particle_complement	0.5	adjective	0.5	0.5	0.5	0.0	1.0	0	0	0	0	0.0		divine	GOD	2	True
ش ي أ	PV:I	True	71	238	particle_complement	1.0	subject	0.701	0.042	0.127	0.592	0.31	0	7	7	71	0.775	مِن	divine	GOD	33	False
ش ي ب	ADJ_QUALIT	True	1	0	direct_object	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0				1	True
ش ي ب	GERUND	True	1	0	conjoined	0.5		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0				1	True
ش ي ب	NOUN_CONCRETE	True	1	3	accusative_specification	1.0		0.0	0.0	0.0	0.0	1.0	0	1	0	0	0.0				1	True
ش ي خ	ADJ_QUALIT	True	4	4	adjective	0.25	adjective	1.0	0.25	0.25	0.25	0.75	0	1	0	0	0.0				4	True
ش ي د	NOUN_PASSIVE_PART	True	2	2	adjective	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0				2	True
ش ي ع	IV:I	True	1	0		0.0	prep_complement	0.5	0.0	0.0	1.0	0.0	0	0	0	1	0.0	فِي	mixed	PROPHET_OTHER	1	True
ش ي ع	NOUN_ABSTRACT	True	3	0	predication	0.5	idafa	1.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	PROPHET_OTHER	2	True
ش ي ع	NOUN_CONCRETE	True	8	12	direct_object	0.25	idafa	1.0	0.0	0.0	0.875	0.125	0	0	0	0	0.0		mixed	PROPHET_OTHER	7	False
ص ب أ	NOUN_ACTIVE_PART	True	3	3	conjoined	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		human	PEOPLE_OF_BOOK	3	True
ص ب ب	CV:I	True	1	0		0.0	adverbial	0.5	0.0	0.0	0.0	0.0	1	0	0	1	1.0	مِن	mixed	HUMANS_GENERIC	1	True
ص ب ب	GERUND	True	1	0	cognate_acc	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	HUMANS_GENERIC	1	True
ص ب ب	IV:I	True	2	0		0.0	prep_complement	0.4	0.0	0.5	1.0	0.0	0	0	0	2	0.0	إِلَى	mixed	HUMANS_GENERIC	2	True
ص ب ب	IV:IV	True	6	12		0.0	direct_object	0.462	0.167	0.167	1.0	0.0	0	0	0	6	0.0	بـ	mixed	HUMANS_GENERIC	5	False
ص ب ب	PV:I	True	2	0	predication	1.0	direct_object	0.4	0.0	0.0	1.0	0.0	0	0	0	2	0.0	عَلَى	mixed	HUMANS_GENERIC	2	True
ص ب ح	ADV	True	2	0	adverbial	0.5	idafa	1.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		human	HUMANS_GENERIC	2	True
ص ب ح	GERUND	True	1	0	idafa	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		human	HUMANS_GENERIC	1	True
ص ب ح	IV:I	True	1	0		0.0	kana_predicate	1.0	0.0	0.0	1.0	0.0	0	0	0	1	0.0		human	HUMANS_GENERIC	1	True
ص ب ح	IV:IV	True	6	0	conjoined	0.333	kana_predicate	0.625	0.0	0.0	0.833	0.167	0	0	0	6	0.0	عَن	human	HUMANS_GENERIC	5	False
ص ب ح	NOUN_ABSTRACT	True	4	0	particle_complement	0.5	adverbial	1.0	0.0	0.5	0.5	0.5	0	2	0	0	0.0		human	HUMANS_GENERIC	3	True
ص ب ح	NOUN_ACTIVE_PART	True	5	0	circumstantial	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		human	HUMANS_GENERIC	3	False
ص ب ح	NOUN_INSTRUMENT	True	4	0	prep_complement	0.667	prep_complement	1.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		human	HUMANS_GENERIC	3	True
ص ب ح	PV:I	True	7	0		0.0	kana_predicate	0.5	0.0	0.0	0.857	0.143	0	0	0	7	0.0	فِي	human	HUMANS_GENERIC	6	False
ص ب ح	PV:II	True	1	0		0.0	adverbial	0.333	0.0	0.0	1.0	0.0	0	0	0	1	0.0		human	HUMANS_GENERIC	1	True
ص ب ح	PV:IV	True	14	44	conjoined	1.0	kana_predicate	0.609	0.0	0.0	1.0	0.0	0	0	0	14	0.0	فِي	human	HUMANS_GENERIC	11	False
ص ب ر	ADJ_COMP	True	1	0		0.0	direct_object	0.333	1.0	1.0	1.0	0.0	0	0	0	0	0.0		mixed	HUMANS_GENERIC	1	True
ص ب ر	ADJ_INTENS	True	4	0	idafa	1.0	adjective	1.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	HUMANS_GENERIC	4	True
ص ب ر	CV:I	True	24	0	conjoined	1.0	conjoined	0.464	0.0	0.0	0.0	0.083	24	2	0	24	0.75	عَلَى	mixed	HUMANS_GENERIC	19	False
ص ب ر	CV:II	True	1	0		0.0	conjoined	0.5	0.0	0.0	0.0	0.0	1	0	0	1	0.0	عَلَى	mixed	HUMANS_GENERIC	1	True
ص ب ر	CV:III	True	1	0	conjoined	1.0		0.0	0.0	0.0	0.0	0.0	1	0	0	1	1.0		mixed	HUMANS_GENERIC	1	True
ص ب ر	CV:VIII	True	3	0	conjoined	1.0	prep_complement	1.0	0.0	0.0	0.0	0.0	3	0	0	3	0.0	عَلَى	mixed	HUMANS_GENERIC	3	True
ص ب ر	GERUND	True	15	103	direct_object	0.5	adjective	0.375	0.4	0.467	0.533	0.467	0	1	0	0	0.0		mixed	HUMANS_GENERIC	8	False
ص ب ر	IV:I	True	11	0	conjoined	0.667	conjoined	0.556	0.182	0.182	0.818	0.182	0	1	0	11	1.0	عَلَى	mixed	HUMANS_GENERIC	9	False
ص ب ر	NOUN_ACTIVE_PART	True	22	0	conjoined	0.238	conjoined	0.625	0.045	0.091	0.818	0.182	0	2	0	0	0.0		mixed	HUMANS_GENERIC	13	False
ص ب ر	PV:I	True	21	0	conjoined	0.75	conjoined	0.375	0.048	0.048	0.952	0.048	0	0	0	21	1.0	عَلَى	mixed	HUMANS_GENERIC	16	False
ص ب ع	NOUN_CONCRETE	True	2	2	direct_object	1.0	idafa	1.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		human	HYPOCRITES	2	True
ص ب غ	NOUN_ABSTRACT	True	2	3	accusative_specification	1.0	idafa	1.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	ABSTRACT_CONCEPT	1	True
ص ب غ	NOUN_CONCRETE	True	1	0	conjoined	1.0	prep_complement	1.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	ABSTRACT_CONCEPT	1	True
ص ب و	NOUN_CONCRETE	True	2	2	circumstantial	0.5		0.0	0.0	0.0	0.5	0.5	0	0	0	0	0.0				1	True
ص ح ب	CV:III	True	1	0	conjoined	1.0	circumstantial	0.25	0.0	0.0	0.0	0.0	1	0	0	1	0.0	فِي	mixed	HUMANS_GENERIC	1	True
ص ح ب	IV:III	True	1	0		0.0	direct_object	1.0	1.0	1.0	0.0	1.0	0	0	0	1	0.0		mixed	HUMANS_GENERIC	1	True
ص ح ب	IV_PASS:I	True	1	0		0.0	prep_complement	0.5	1.0	1.0	1.0	0.0	0	0	0	1	0.0	مِن	mixed	HUMANS_GENERIC	1	True
ص ح ب	NOUN_ACTIVE_PART	True	94	95	predication	0.326	idafa	0.784	0.138	0.149	0.947	0.053	0	2	0	0	0.0		mixed	HUMANS_GENERIC	45	False
ص ح ف	NOUN_CONCRETE	True	9	9	prep_complement	0.571	adjective	0.5	0.222	0.222	1.0	0.0	0	0	0	0	0.0		mixed	OTHER	8	False
ص خ خ	NOUN_PROP	True	1	1	subject	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0				1	True
ص خ ر	NOUN_CONCRETE	True	3	3	prep_complement	0.5	conjoined	1.0	0.0	0.0	0.667	0.333	0	0	0	0	0.0				3	True
ص د د	GERUND	True	3	42	conjoined	0.5	conjoined	0.4	0.0	0.0	1.0	0.0	0	0	0	0	0.0		human	HUMANS_GENERIC	2	True
ص د د	IV:I	True	20	0	conjoined	0.5	prep_complement	0.432	0.2	0.2	0.85	0.15	0	1	0	20	0.308	عَن	human	HUMANS_GENERIC	14	False
ص د د	NOUN_CONCRETE	True	1	0	apposition	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		human	HUMANS_GENERIC	1	True
ص د د	PV:I	True	17	0	conjoined	1.0	prep_complement	0.552	0.059	0.059	0.941	0.059	0	0	0	17	0.364	عَن	human	HUMANS_GENERIC	12	False
ص د د	PV_PASS:I	True	1	0	conjoined	1.0	prep_complement	1.0	0.0	0.0	1.0	0.0	0	0	0	1	0.0	عَن	human	HUMANS_GENERIC	1	True
ص د ر	GERUND	True	3	0	prep_complement	1.0	idafa	1.0	0.333	0.333	1.0	0.0	0	0	0	0	0.0		human	HUMANS_GENERIC	2	True
ص د ر	IV:I	True	1	0		0.0	adverbial	0.333	0.0	0.0	1.0	0.0	0	0	0	1	0.0		human	HUMANS_GENERIC	1	True
ص د ر	IV:IV	True	1	0	adverbial	1.0	subject	1.0	1.0	1.0	0.0	1.0	0	0	0	1	1.0		human	HUMANS_GENERIC	1	True
ص د ر	NOUN_ABSTRACT	True	18	45	prep_complement	0.526	idafa	1.0	0.167	0.167	0.944	0.056	0	0	0	0	0.0		human	HUMANS_GENERIC	11	False
ص د ر	NOUN_CONCRETE	True	23	0	idafa	0.522	idafa	1.0	0.0	0.0	0.913	0.087	0	2	0	0	0.0		human	HUMANS_GENERIC	20	False
ص د ع	CV:I	True	1	5		0.0	conjoined	0.5	0.0	0.0	0.0	0.0	1	0	0	1	0.0	بـ	human	HUMANS_GENERIC	1	True
ص د ع	IV:II	True	1	0		0.0	conjoined	0.5	1.0	1.0	1.0	0.0	0	0	0	1	0.0	عَن	human	HUMANS_GENERIC	1	True
ص د ع	IV:V	True	1	0		0.0	adverbial	1.0	0.0	0.0	1.0	0.0	0	0	0	1	0.0		human	HUMANS_GENERIC	1	True
ص د ع	NOUN_ACTIVE_PART	True	1	0	circumstantial	1.0	prep_complement	1.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		human	HUMANS_GENERIC	1	True
ص د ع	NOUN_CONCRETE	True	1	0	idafa	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		human	HUMANS_GENERIC	1	True
ص د ف	IV:I	True	3	5	kana_predicate	1.0	prep_complement	0.5	0.0	0.0	0.667	0.333	0	1	0	3	0.0	عَن	human	DISBELIEVERS	1	True
ص د ف	NOUN_CONCRETE	True	1	0	idafa	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		human	DISBELIEVERS	1	True
ص د ف	PV:I	True	1	0	conjoined	1.0	prep_complement	1.0	0.0	0.0	0.0	0.0	0	0	1	1	0.0	عَن	human	DISBELIEVERS	1	True
ص د ق	ADJ_COMP	True	2	0	predication	1.0	accusative_specification	0.5	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	HUMANS_GENERIC	1	True
ص د ق	ADJ_INTENS	True	4	0	kana_predicate	0.5	adjective	1.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	HUMANS_GENERIC	3	True
ص د ق	ADJ_QUALIT	True	2	0	adjective	0.5	adjective	1.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	HUMANS_GENERIC	2	True
ص د ق	CV:V	True	1	0		0.0	prep_complement	1.0	0.0	0.0	0.0	1.0	1	1	0	1	0.0	عَلَى	mixed	HUMANS_GENERIC	1	True
ص د ق	GERUND	True	16	0	idafa	0.5	conjoined	0.625	0.0	0.0	0.75	0.188	0	2	1	0	0.0		mixed	HUMANS_GENERIC	11	False
ص د ق	GERUND_INSTANT	True	1	0	predication	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	HUMANS_GENERIC	1	True
ص د ق	IV:II	True	3	0	adjective	0.5	direct_object	0.5	0.0	0.0	1.0	0.0	0	0	0	3	0.5	بـ	mixed	HUMANS_GENERIC	3	True
ص د ق	IV:V	True	3	0		0.0	conjoined	1.0	0.0	0.0	0.667	0.333	0	1	0	3	1.0		mixed	HUMANS_GENERIC	3	True
ص د ق	NOUN_ABSTRACT	True	9	0	direct_object	0.667	conjoined	0.667	0.111	0.111	1.0	0.0	0	0	0	0	0.0		mixed	HUMANS_GENERIC	3	False
ص د ق	NOUN_ACTIVE_PART	True	84	155	kana_predicate	0.449	prep_complement	0.654	0.012	0.012	0.679	0.321	0	11	0	0	0.0		mixed	HUMANS_GENERIC	38	False
ص د ق	NOUN_CONCRETE	True	6	0	direct_object	0.4	prep_complement	0.727	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	HUMANS_GENERIC	2	False
ص د ق	PV:I	True	15	0	adjective	0.25	direct_object	0.435	0.0	0.0	0.6	0.4	0	1	0	15	0.3	بـ	mixed	HUMANS_GENERIC	13	False
ص د ق	PV:II	True	7	0	conjoined	0.75	prep_complement	0.4	0.143	0.143	1.0	0.0	0	0	0	7	0.5	بـ	mixed	HUMANS_GENERIC	6	False
ص د ق	PV:V	True	2	0	subject	1.0	prep_complement	1.0	0.0	0.0	0.5	0.0	0	0	1	2	1.0	بـ	mixed	HUMANS_GENERIC	2	True
ص د ي	GERUND	True	1	2	conjoined	1.0		0.0	1.0	1.0	1.0	0.0	0	0	0	0	0.0		mixed	OTHER	1	True
ص د ي	PV:V	True	1	0		0.0	prep_complement	0.5	0.0	0.0	1.0	0.0	0	0	0	1	0.0	لـ	mixed	OTHER	1	True
ص ر ح	NOUN_CONCRETE	True	4	4	direct_object	0.75	adjective	0.5	0.0	0.0	0.0	1.0	0	3	0	0	0.0		human	SPECIFIC_PERSON	3	True
ص ر خ	GERUND	True	1	0	particle_complement	1.0	predication	0.5	1.0	1.0	1.0	0.0	0	0	0	0	0.0		mixed	DISBELIEVERS	1	True
ص ر خ	IV:VIII	True	1	0		0.0	prep_complement	0.333	0.0	0.0	1.0	0.0	0	0	0	1	0.0	فِي	mixed	DISBELIEVERS	1	True
ص ر خ	IV:X	True	1	0	predication	1.0	direct_object	1.0	0.0	0.0	1.0	0.0	0	0	0	1	0.0		mixed	DISBELIEVERS	1	True
ص ر خ	NOUN_ACTIVE_PART	True	2	4	predication	0.4	conjoined	1.0	1.0	1.0	0.0	1.0	0	2	0	0	0.0		mixed	DISBELIEVERS	1	True
ص ر ر	IV:IV	True	3	0	conjoined	0.5	circumstantial	0.5	0.333	0.333	1.0	0.0	0	0	0	3	0.0	عَلَى	human	DISBELIEVERS	3	True
ص ر ر	NOUN_ABSTRACT	True	2	6	prep_complement	1.0	predication	0.5	0.0	0.0	1.0	0.0	0	0	0	0	0.0		human	DISBELIEVERS	2	True
ص ر ر	PV:IV	True	1	0	conjoined	1.0	conjoined	1.0	0.0	0.0	1.0	0.0	0	0	0	1	0.0		human	DISBELIEVERS	1	True
ص ر ص ر	ADJ_QUALIT	True	2	3	adjective	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0				2	True
ص ر ص ر	NOUN_ABSTRACT	True	1	0	adjective	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0				1	True
ص ر ط	NOUN_ABSTRACT	True	43	45	prep_complement	0.5	adjective	0.767	0.047	0.047	0.884	0.116	0	1	0	0	0.0		mixed	GOD	25	False
ص ر ط	NOUN_CONCRETE	True	2	0	direct_object	0.5		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	GOD	2	True
ص ر ع	NOUN_PASSIVE_PART	True	1	1	circumstantial	1.0	circumstantial	0.5	0.0	0.0	1.0	0.0	0	0	0	0	0.0				1	True
ص ر ف	CV:I	True	1	0		0.0	direct_object	0.333	0.0	0.0	0.0	1.0	1	1	0	1	0.0	عَن	mixed	GOD	1	True
ص ر ف	GERUND	True	3	30	conjoined	0.5	idafa	0.667	0.333	0.333	1.0	0.0	0	0	0	0	0.0		mixed	GOD	3	True
ص ر ف	IV:I	True	5	0	conjoined	0.5	prep_complement	0.462	0.0	0.4	1.0	0.0	0	0	0	5	0.0	عَن	mixed	GOD	4	False
ص ر ف	IV:II	True	4	0		0.0	direct_object	0.444	0.0	0.0	0.75	0.25	0	1	0	4	0.0	كـ	mixed	GOD	2	True
ص ر ف	IV_PASS:I	True	3	0		0.0	adverbial	1.0	0.0	0.0	0.667	0.0	0	0	1	3	0.0		mixed	GOD	3	True
ص ر ف	NOUN_CONCRETE	True	1	0	direct_object	1.0	prep_complement	1.0	1.0	1.0	1.0	0.0	0	0	0	0	0.0		mixed	GOD	1	True
ص ر ف	NOUN_PASSIVE_PART	True	1	0	kana_predicate	1.0	prep_complement	1.0	1.0	1.0	1.0	0.0	0	0	0	0	0.0		mixed	GOD	1	True
ص ر ف	PV:I	True	4	0	conjoined	1.0	direct_object	0.364	0.0	0.0	1.0	0.0	0	0	0	4	0.0	عَن	mixed	GOD	4	True
ص ر ف	PV:II	True	6	0	conjoined	1.0	prep_complement	0.692	0.0	0.0	1.0	0.0	0	0	0	6	0.667	فِي	mixed	GOD	5	False
ص ر ف	PV:VII	True	1	0		0.0		0.0	0.0	0.0	1.0	0.0	0	0	0	1	0.0		mixed	GOD	1	True
ص ر ف	PV_PASS:I	True	1	0		0.0	adverbial	0.5	0.0	0.0	1.0	0.0	0	0	0	1	0.0		mixed	GOD	1	True
ص ر م	NOUN_ACTIVE_PART	True	1	0	kana_predicate	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0				1	True
ص ر م	NOUN_PASSIVE_PART	True	1	0	kana_predicate	0.5		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0				1	True
ص ر م	PV:I	True	1	3		0.0	circumstantial	0.5	0.0	0.0	1.0	0.0	0	0	0	1	0.0				1	True
ص ع د	IV:I	True	1	0		0.0	conjoined	0.333	0.0	0.0	1.0	0.0	0	0	0	1	0.0	إِلَى	human	HUMANS_GENERIC	1	True
ص ع د	IV:IV	True	1	9		0.0	adverbial	0.333	0.0	0.0	1.0	0.0	0	0	0	1	0.0		human	HUMANS_GENERIC	1	True
ص ع د	IV:V	True	1	0		0.0	prep_complement	1.0	0.0	0.0	1.0	0.0	0	0	0	1	0.0	فِي	human	HUMANS_GENERIC	1	True
ص ع د	NOUN_ABSTRACT	True	2	0	adjective	0.5		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		human	HUMANS_GENERIC	2	True
ص ع د	NOUN_CONCRETE	True	4	0	direct_object	0.75	adjective	1.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		human	HUMANS_GENERIC	3	True
ص ع ر	IV:II	True	1	1		0.0	conjoined	0.333	1.0	1.0	1.0	0.0	0	0	0	1	0.0	لـ			1	True
ص ع ق	ADJ_QUALIT	True	1	0	circumstantial	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0				1	True
ص ع ق	IV_PASS:IV	True	1	0		0.0	prep_complement	1.0	0.0	0.0	1.0	0.0	0	0	0	1	0.0	فِي			1	True
ص ع ق	NOUN_ABSTRACT	True	3	0	direct_object	0.333	idafa	0.667	0.0	0.0	0.333	0.667	0	0	0	0	0.0				1	True
ص ع ق	NOUN_ACTIVE_PART	True	3	0	subject	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0				3	True
ص ع ق	NOUN_CONCRETE	True	2	10	direct_object	0.5		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0				2	True
ص ع ق	PV:I	True	1	0		0.0	subject	1.0	0.0	0.0	1.0	0.0	0	0	0	1	0.0				1	True
ص غ ر	ADJ_COMP	True	2	0	conjoined	1.0	conjoined	0.5	1.0	1.0	0.5	0.5	0	0	0	0	0.0				2	True
ص غ ر	ADJ_QUALIT	True	6	13	circumstantial	0.333	conjoined	0.833	0.5	0.5	0.667	0.333	0	1	0	0	0.0				6	False
ص غ ر	NOUN_ACTIVE_PART	True	5	0	predication	0.429		0.0	0.2	0.2	0.8	0.2	0	1	0	0	0.0				4	False
ص غ و	IV:I	True	1	2	particle_complement	1.0	prep_complement	0.5	0.0	0.0	1.0	0.0	0	0	0	1	0.0	إِلَى			1	True
ص غ و	PV:I	True	1	0		0.0	subject	1.0	0.0	0.0	1.0	0.0	0	0	0	1	0.0				1	True
ص ف ح	CV:I	True	4	8	conjoined	1.0	cognate_acc	0.333	0.0	0.0	0.0	0.0	4	0	0	4	1.0	عَن	mixed	BANU_ISRAEL	4	True
ص ف ح	GERUND	True	2	0	cognate_acc	1.0	adjective	1.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	BANU_ISRAEL	2	True
ص ف ح	IV:I	True	2	0	conjoined	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	2	1.0		mixed	BANU_ISRAEL	2	True
ص ف د	NOUN_CONCRETE	True	2	2	prep_complement	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0				2	True
ص ف ر	ADJ_QUALIT	True	1	5	adjective	1.0		0.0	0.0	0.0	0.0	1.0	0	0	0	0	0.0				1	True
ص ف ر	NOUN_NUM	True	1	0	adjective	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0				1	True
ص ف ر	NOUN_PASSIVE_PART	True	3	0	circumstantial	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0				3	True
ص ف ص ف	NOUN_ABSTRACT	True	1	1	adjective	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0				1	True
ص ف ف	IV:I	True	4	18		0.0	direct_object	1.0	0.0	0.0	0.25	0.75	0	1	0	4	0.0		human	DISBELIEVERS	3	True
ص ف ف	NOUN_ABSTRACT	True	6	0	circumstantial	0.833		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		human	DISBELIEVERS	5	False
ص ف ف	NOUN_ACTIVE_PART	True	4	0	circumstantial	0.75	conjoined	1.0	0.25	0.25	1.0	0.0	0	0	0	0	0.0		human	DISBELIEVERS	4	True
ص ف ف	NOUN_CONCRETE	True	2	0	circumstantial	0.5	cognate_acc	1.0	0.0	0.5	1.0	0.0	0	0	0	0	0.0		human	DISBELIEVERS	2	True
ص ف ف	NOUN_PASSIVE_PART	True	2	0	adjective	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		human	DISBELIEVERS	2	True
ص ف ن	NOUN_CONCRETE	True	1	1	subject	1.0	adjective	1.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0				1	True
ص ف و	IV:VIII	True	1	0		0.0	prep_complement	0.5	0.0	0.0	1.0	0.0	0	0	0	1	0.0	مِن	mixed	GOD	1	True
ص ف و	NOUN_CONCRETE	True	1	0	idafa	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	GOD	1	True
ص ف و	NOUN_PASSIVE_PART	True	2	0	adjective	0.5	adjective	0.5	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	GOD	2	True
ص ف و	NOUN_PROP	True	1	0	particle_complement	1.0	conjoined	1.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	GOD	1	True
ص ف و	PV:IV	True	2	0	conjoined	1.0	direct_object	0.333	0.0	0.0	1.0	0.0	0	0	0	2	0.0	بـ	mixed	GOD	2	True
ص ف و	PV:VIII	True	11	18	predication	0.833	direct_object	0.424	0.0	0.0	0.455	0.545	0	1	0	11	0.0	عَلَى	mixed	GOD	7	False
ص ك ك	PV:I	True	1	1		0.0	direct_object	1.0	0.0	0.0	1.0	0.0	0	0	0	1	0.0		mixed	OTHER	1	True
ص ل ب	IV:II	True	3	0	conjoined	1.0	direct_object	0.75	0.0	0.0	0.667	0.333	0	0	0	3	0.0	فِي	human	HUMANS_GENERIC	3	True
ص ل ب	IV_PASS:I	True	1	0		0.0	subject	1.0	0.0	0.0	1.0	0.0	0	0	0	1	0.0		human	HUMANS_GENERIC	1	True
ص ل ب	IV_PASS:II	True	1	0		0.0		0.0	0.0	0.0	1.0	0.0	0	0	0	1	0.0		human	HUMANS_GENERIC	1	True
ص ل ب	NOUN_CONCRETE	True	2	7	idafa	0.5	conjoined	1.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		human	HUMANS_GENERIC	2	True
ص ل ب	PV:I	True	1	0		0.0	direct_object	1.0	1.0	1.0	1.0	0.0	0	0	0	1	0.0		human	HUMANS_GENERIC	1	True
ص ل ح	CV:IV	True	6	0	conjoined	1.0	adverbial	0.3	0.0	0.0	0.0	0.5	6	3	0	6	0.833	بـ	mixed	HUMANS_GENERIC	4	False
ص ل ح	GERUND	True	9	0	direct_object	0.375	adverbial	0.4	0.333	0.444	0.667	0.333	0	0	0	0	0.0		mixed	HUMANS_GENERIC	4	False
ص ل ح	IV:I	True	1	0	conjoined	1.0		0.0	1.0	1.0	1.0	0.0	0	0	0	1	1.0		mixed	HUMANS_GENERIC	1	True
ص ل ح	IV:IV	True	7	0	conjoined	0.6	direct_object	0.3	0.571	0.571	0.857	0.143	0	0	0	7	0.571	لـ	mixed	HUMANS_GENERIC	6	False
ص ل ح	NOUN_ACTIVE_PART	True	136	180	direct_object	0.592	prep_complement	0.462	0.037	0.044	0.89	0.103	0	5	1	0	0.0		mixed	HUMANS_GENERIC	52	False
ص ل ح	NOUN_PROP	True	5	0	vocative	0.4	idafa	1.0	0.2	0.2	1.0	0.0	0	0	0	0	0.0		mixed	HUMANS_GENERIC	4	False
ص ل ح	PV:I	True	2	0		0.0	prep_complement	0.5	0.0	0.0	1.0	0.0	0	0	0	2	0.0	مِن	mixed	HUMANS_GENERIC	2	True
ص ل ح	PV:IV	True	14	0	conjoined	1.0	subject	0.5	0.071	0.071	0.643	0.071	0	0	4	14	0.846	لـ	mixed	HUMANS_GENERIC	11	False
