record_type	focus_ref	target_ref	focus_direction_label	source_direction_label	source_focus_ref	source_target_ref	source_target_component_ref	relation_scope	source_column_order	source_row_role	source_note	source_file	source_line	source_row_sha256
reciprocal_nomination	24:2	24:6		medium	24:6	24:2	24:2	same_surah	label_target_note	ranked_review	The public witnessing of punishment situates the focus within the surah's legal treatment of sexual misconduct, without explaining its proof exception.	focus_24_6_cutoff_100.tsv	8	e2bed2e84f35bcc5cfb46513ba7dcbd74296ccb9016d9c3504a0b9fc139f60bd
reciprocal_nomination	24:2	24:7		medium	24:7	24:2	24:2	same_surah	label_target_note	ranked_review	The preceding legal penalty situates the focus within the surah's public regulation of sexual accusation and judgment.	focus_24_7_cutoff_100.tsv	8	84d88b9471106d532591f6a44ee542352c1e460c4789ac09e92ce57098d92530
reciprocal_nomination	24:2	24:8		medium	24:8	24:2	24:2	same_surah	label_target_note	ranked_review	Şahitli ceza hükmü, 24:8'de uzaklaştırılan azabın sura içindeki ceza bağlamını gösterir.	focus_24_8_cutoff_100.tsv	8	fa468b1eb0be5a0d230c126c09ddc257c4c4939def3c360ac970379ed58f5684
reciprocal_nomination	24:2	24:9		medium	24:9	24:2	24:2	same_surah	label_target_note	ranked_review	The fixed penalty for zina establishes the legal gravity that makes the witnessless marital oath procedure necessary, but it is not itself that procedure.	focus_24_9_cutoff_100.tsv	8	a9b0f635661561b3d77a1e887fbfae84fdb77a3bba85748e45a308ee91fe98b5
reciprocal_nomination	24:2	24:10		medium	24:10	24:2	24:2	same_surah	label_target_note	ranked_review	Its fixed penalty is boundary evidence: 24:10's فضل/رحمة does not dissolve the section's legal seriousness.	focus_24_10_cutoff_100.tsv	8	eb3731596a7d6c89bfd91786bb82babe5b788a129865173c5f47b37573291520
reciprocal_nomination	24:2	24:11		weak	24:11	24:2	24:2	same_surah	label_target_note	ranked_review	The preceding penalty for sexual wrongdoing supplies legal context, but not the evidentiary failure at issue.	focus_24_11_cutoff_100.tsv	17	8262739504f13e47a98e8655ccb1931aaab4fa1e580177ff6cbd6280d059eb64
reciprocal_nomination	24:2	24:12		medium	24:12	24:2	24:2	same_surah	label_target_note	ranked_review	Provides the legal penalty for proven sexual wrongdoing, making the focus's refusal of an unproven charge especially consequential.	focus_24_12_cutoff_100.tsv	17	1ecead34f912282510cbc4ffeb9a66a704d5eb620b96a6bb2382eeabbecfd6f6
reciprocal_nomination	24:2	24:13		medium	24:13	24:2	24:2	same_surah	label_target_note	ranked_review	The punishment and public witnessing form the immediate legal setting, but do not state the proof condition.	focus_24_13_cutoff_100.tsv	11	17457b80c3de8a1025cbd2f7c4d0ee49f0ae8e11045d39b858c1ed6d629f2d4c
reciprocal_nomination	24:2	24:14		medium	24:14	24:2	24:2	same_surah	label_target_note	ranked_review	Cinsel ihlal icin dunyevi ceza ve ahiret inanci, 24:14'un hukuk ve azap cercevesini destekler.	focus_24_14_cutoff_100.tsv	14	7f1651c9df1b53b363b59d8bbcb022d9b96caeddca3d9b34ebefb78c5b2eaee6
reciprocal_nomination	24:2	24:15		medium	24:15	24:2	24:2	same_surah	label_target_note	ranked_review	The opening legal measure frames the accountability and public evidentiary setting of the passage.	focus_24_15_cutoff_100.tsv	17	192c7d80dde163e57f44d071483f57cdc492a6e53e5a82a3b49aaa3945389a5b
reciprocal_nomination	24:2	24:16		medium	24:16	24:2	24:2	same_surah	label_target_note	ranked_review	Surenin kamuya açık ahlaki-hukuki düzeni, 24:16'daki sorumlu konuşma buyruğunun yakın bağlamını oluşturur.	focus_24_16_cutoff_100.tsv	17	c8f94700d0aa6b08ae4d0ebc692618b9282d52e2e293d3fac0b2643d3237c2c1
reciprocal_nomination	24:2	24:17		medium	24:17	24:2	24:2	same_surah	label_target_note	ranked_review	The surah's public sexual-ethics penalty supplies legal context for its later speech safeguards.	focus_24_17_cutoff_100.tsv	17	c4675428cb6230d77d668d8fc352da4d02bb7944ea280f60aa4615e62bc6a406
reciprocal_nomination	24:2	24:18		strong	24:18	24:2	24:2	same_surah	label_target_note	ranked_review	Supplies the legal backdrop that makes unproven sexual accusation especially grave.	focus_24_18_cutoff_100.tsv	17	1a0998c967e07feb5a09bae897c8510dee4dd77515c7bce42071506f1ded3eee
reciprocal_nomination	24:2	24:19		medium	24:19	24:2	24:2	same_surah	label_target_note	ranked_review	Provides the penalty for established sexual wrongdoing, making the focus's concern with its unproven public spread consequential.	focus_24_19_cutoff_100.tsv	17	96f91ef3d5ac542ff3e876dc031df8ddcd3e7d36215dcbda09df65b9ec8814f8
reciprocal_nomination	24:2	24:20		strong	24:20	24:2	24:2	same_surah	label_target_note	ranked_review	The nearby legal penalty clarifies that mercy in the passage coexists with a maintained process of accountability.	focus_24_20_cutoff_100.tsv	11	b8a20803ccfcf773814f7be8045ffcfae60cea1ceac7217dfc1d3e4584ac87d0
reciprocal_nomination	24:2	24:21		medium	24:21	24:2	24:2	same_surah	label_target_note	ranked_review	The opening legal response to sexual wrongdoing supplies immediate surah context for the focus's mention of obscenity.	focus_24_21_cutoff_100.tsv	14	f4b202a4528a0e9f7112b7561cbea350600ab0844aa2ff473e6ef7a43fc9bf16
reciprocal_nomination	24:2	24:22		weak	24:22	24:2	24:2	same_surah	label_target_note	ranked_review	Provides the legal backdrop to the accusation passage but not its call to forgive.	focus_24_22_cutoff_100.tsv	14	7dd118b4bb8be4a972afd3a90e83e5580dce1ec056e6dcf6d21409f87c20a8d9
reciprocal_nomination	24:2	24:23		medium	24:23	24:2	24:2	same_surah	label_target_note	ranked_review	Distinguishes adjudicated sexual wrongdoing from the unsupported accusation prohibited in the focus.	focus_24_23_cutoff_100.tsv	14	bad0bcd47812b95837b52213113558ad85b07ae41c6aadc85ad1b0a1f67c5c4c
reciprocal_nomination	24:2	24:24		medium	24:24	24:2	24:2	same_surah	label_target_note	ranked_review	Public witnessing of a prescribed punishment frames the surah's concern for conduct, proof, and accountability.	focus_24_24_cutoff_100.tsv	17	2c374df81fb851b0ec91ecd3f651abd46f8188967cb2ba870f3c6571ee789635
reciprocal_nomination	24:2	24:25		strong	24:25	24:2	24:2	same_surah	label_target_note	ranked_review	The local legal ruling invokes God's religion and the Last Day, preparing the surah's accountability frame.	focus_24_25_cutoff_100.tsv	17	4450886528d661576cc77a5cee97a288231c8516e8195066e3d16a178bae7701
reciprocal_nomination	24:2	24:26		medium	24:26	24:2	24:2	same_surah	label_target_note	ranked_review	Supplies the legal sexual-ethics setting whose categories are distinguished from the false charge in the surrounding passage.	focus_24_26_cutoff_100.tsv	14	118921dd58581b6caef8c227118de4d505d6bfc787820fc5a40d0313d3644fb5
reciprocal_nomination	24:2	24:27		weak	24:27	24:2	24:2	same_surah	label_target_note	ranked_review	The nearby legal ordinance shares the surah's normative setting but does not develop household access.	focus_24_27_cutoff_100.tsv	14	a19700e2ae5a18b10b5cfe6b5b686379c2e7198ad933f449d381960c6aa5ce5a
reciprocal_nomination	24:2	24:28		weak	24:28	24:2	24:2	same_surah	label_target_note	ranked_review	Provides the surah's sexual-ethics legal setting, but does not itself explain household entry or refusal.	focus_24_28_cutoff_100.tsv	17	7de706238e7aa14e0a9a10bf51dbbbe66f2232753bcdb2768baafd07ba2a5a0d
reciprocal_nomination	24:2	24:29		weak	24:29	24:2	24:2	same_surah	label_target_note	ranked_review	The nearby penal rule supplies the surah's legal setting but does not develop the distinct question of entering usable uninhabited property.	focus_24_29_cutoff_100.tsv	14	895171f58546c6fb23cb990c47c38839c332ae54e585e7f0bcbaae8b5f3a845a
reciprocal_nomination	24:2	24:30		medium	24:30	24:2	24:2	same_surah	label_target_note	ranked_review	The preceding sexual-ethics ruling supplies the legal setting in which the focus's preventive discipline operates.	focus_24_30_cutoff_100.tsv	14	a5655488371c280d14078b7ad92da430cb13918e15f9ae510cf26f045c548c8a
reciprocal_nomination	24:2	24:31		medium	24:31	24:2	24:2	same_surah	label_target_note	ranked_review	The public sanction for zina belongs to the surah's sexual-ethics framework, but it does not specify the focus ayah's privacy boundaries.	focus_24_31_cutoff_100.tsv	14	077a9cd25e541112a95bd4e73f549fd41a7104c8f81d9e744b293814bc1c8519
reciprocal_nomination	24:2	24:32		weak	24:32	24:2	24:2	same_surah	label_target_note	ranked_review	The nearby sexual-law setting gives only broad context for the surah's ordered marital life.	focus_24_32_cutoff_100.tsv	11	830090d3d1188ae7ac90174e8d9274ac5f94d52d4a139db8be92b7a020f5888d
reciprocal_nomination	24:2	24:33		medium	24:33	24:2	24:2	same_surah	label_target_note	ranked_review	Defines a legal boundary around sexual wrongdoing, though the focus more specifically addresses coercion and vulnerability.	focus_24_33_cutoff_100.tsv	17	08103fb226ff383eda2d767daf753b543b9c72265a6e65aa7da3708ac87e3f66
reciprocal_nomination	24:2	24:34		medium	24:34	24:2	24:2	same_surah	label_target_note	ranked_review	This nearby ordinance is part of the surah's corrective legal material framed by 24:34.	focus_24_34_cutoff_100.tsv	11	2221576f5f9b79e437da0ef9b211a578f9ae0aea7cddcf0b293cce1470791953
reciprocal_counterevidence	24:2	24:44		no value	24:44	24:2	24:2	same_surah	label_target_note	ranked_review	The penalty command does not add to 24:44.	focus_24_44_cutoff_100.tsv	32	223396a0f26a34610108c3dfd03d4b74ee6da45a4c0f4c0770743e9fc602ff68
reciprocal_nomination	24:2	24:47		weak	24:47	24:2	24:2	same_surah	label_target_note	ranked_review	Provides nearby legal instruction in the surah but does not itself address nominal belief or withdrawal from judgment.	focus_24_47_cutoff_100.tsv	17	72d27e33ac90ae792415dac850ed50769f7907e50e0e101bb7476ca065173243
reciprocal_nomination	24:2	24:48		medium	24:48	24:2	24:2	same_surah	label_target_note	ranked_review	A local legal ordinance supplies the substantive law whose authority the focus's objectors resist.	focus_24_48_cutoff_100.tsv	17	6801dce4f7f88bee4860afb82050dc62a40bdc4b19bf0321a1a31c17391f413b
reciprocal_nomination	24:2	24:49		medium	24:49	24:2	24:2	same_surah	label_target_note	ranked_review	Surenin açık ceza hükmü, 24:49'da kaçınılan bağlayıcı ilahi yargının somut örneğidir.	focus_24_49_cutoff_100.tsv	17	97685a312f4e0286cd6fccca2abd28d724dd1d80f296290030e0fac803cf4c3b
reciprocal_nomination	24:2	24:50		medium	24:50	24:2	24:2	same_surah	label_target_note	ranked_review	The prescribed penalty establishes the surah's public, rule-bound justice against which fear of bias is measured.	focus_24_50_cutoff_100.tsv	17	4d30403b564a26fa440a9496d66cb207787270f71780f7aeb6f9806804f87279
reciprocal_nomination	24:2	24:51		weak	24:51	24:2	24:2	same_surah	label_target_note	ranked_review	Provides legal context within the surah but does not illuminate the responsive answer to adjudication.	focus_24_51_cutoff_100.tsv	14	3c69266777b2306d930bdac190e41340ffded4d58ddd77fc6cd263d25b91b6b2
reciprocal_nomination	24:2	24:52		weak	24:52	24:2	24:2	same_surah	label_target_note	ranked_review	The early surah legal command belongs to the local command framework but does not specifically clarify the focus's obedience and success.	focus_24_52_cutoff_100.tsv	17	9b48f823098626fc0cbea3f9489c7007f8c150525ab350b0342e06f46ab36027
reciprocal_nomination	24:2	24:53		weak	24:53	24:2	24:2	same_surah	label_target_note	ranked_review	A nearby enforceable ordinance, but it has no direct oath-or-obedience comparison.	focus_24_53_cutoff_100.tsv	14	a2da893f1204333646ff449be501cf2cecb20b693be26ac7d886d55484049464
reciprocal_counterevidence	24:2	24:54		no value	24:54	24:2	24:2	same_surah	label_target_note	ranked_review	Surah context on a legal penalty, but no direct contribution to the focus's obedience and delivery claim.	focus_24_54_cutoff_100.tsv	14	dada020782ae7051aa7fe80ccb9eb09ed220bbc74b9d4852754c417869a7bb3d
reciprocal_nomination	24:2	24:55		weak	24:55	24:2	24:2	same_surah	label_target_note	ranked_review	Provides a local legal command, only indirectly related to the established religious order in the focus.	focus_24_55_cutoff_100.tsv	14	cf6bf6ec9cf7f3772e72218939e873a831929cb81cb36300d5cd0fccb08f99f9
reciprocal_nomination	24:2	24:56		weak	24:56	24:2	24:2	same_surah	label_target_note	ranked_review	A nearby legal command shares the surah setting but not the focus's devotional sequence.	focus_24_56_cutoff_100.tsv	14	a87473a6ff8ca3a22d0cd63cf8f24d566fa5302f7a53e05256a3a9033c0dd8c8
reciprocal_counterevidence	24:2	24:57		no value	24:57	24:2	24:2	same_surah	label_target_note	ranked_review	The legal punishment for adultery does not develop the focus's eschatological warning.	focus_24_57_cutoff_100.tsv	14	e093d238d848c384aaf175ed7870125fd602da140ae0ff76ba9bd497f81078b5
reciprocal_nomination	24:2	24:58		weak	24:58	24:2	24:2	same_surah	label_target_note	ranked_review	A public penalty for sexual wrongdoing belongs to the surah's moral law but does not explain timed domestic permissions.	focus_24_58_cutoff_100.tsv	14	7981fc7dee86f7c13be789e77791bd1e94e00f93f01ab93142da1fa55cbf1e44
reciprocal_nomination	24:2	24:59		weak	24:59	24:2	24:2	same_surah	label_target_note	ranked_review	Its sexual-offence penalty is nearby legal context but does not explain children’s permission after puberty.	focus_24_59_cutoff_100.tsv	14	02c357ce0884390cb8d7000f7113ceb61bd7b63fc55776aa88e492a9688e1d1f
reciprocal_nomination	24:2	24:60		medium	24:60	24:2	24:2	same_surah	label_target_note	ranked_review	Its sexual-law setting supplies nearby surah context for why modest conduct and public moral boundaries matter.	focus_24_60_cutoff_100.tsv	17	a938307787cab7fd0f0c662e0d3386e6c3ad076ebc4e5a4820b953be1c1ce28c
reciprocal_counterevidence	24:2	24:61		no value	24:61	24:2	24:2	same_surah	label_target_note	ranked_review	The punishment provision does not clarify the focus's permissions or social entry practice.	focus_24_61_cutoff_100.tsv	14	b0e022d185531718f8aded2372294291b1ccde3eea6cddde8f76a610549f023b
reciprocal_nomination	24:2	24:62		weak	24:62	24:2	24:2	same_surah	label_target_note	ranked_review	The surah's sexual-ethics penalty is background to its public norms, not an explanation of leaving by permission.	focus_24_62_cutoff_100.tsv	17	4d74b5bcd8fa121dc4027d2aa16aa2df76a831e388694f88cd04522ae9b92c2c
reciprocal_nomination	24:2	24:63		weak	24:63	24:2	24:2	same_surah	label_target_note	ranked_review	Its public legal punishment gives a limited local parallel to the focus's painful consequence.	focus_24_63_cutoff_100.tsv	17	0c4425b09a5a1b8cb0421009cde6974403c800499864f9229e287a721ff270ed
reciprocal_nomination	24:2	24:64		weak	24:64	24:2	24:2	same_surah	label_target_note	ranked_review	The legal punishment and public witnessing establish local moral order but do not develop the focus's return and report.	focus_24_64_cutoff_100.tsv	17	a350dba0a3bcc09976d27a202158aa9205364ee42b43b983e6f51a0803940a29
reciprocal_counterevidence	24:2	25:30		no value	25:30	24:2	24:2	cross_surah	label_target_note	ranked_review	Its legal punishment and witnesses do not clarify the Quran's reception.	focus_25_30_cutoff_100.tsv	65	15523308d9657dda628389d42647e1d7fa4ccf875c125d200bc3d34ca3255036
reciprocal_counterevidence	24:2	25:32		no value	25:32	24:2	24:2	cross_surah	label_target_note	ranked_review	The legal punishment for adultery does not clarify Quranic descent or the heart.	focus_25_32_cutoff_100.tsv	74	e0a4a1d84e070e85ff089a26e5dc6f2a70ea3397e5eda94a2121fcf4421efbc6
reciprocal_nomination	24:2	25:68		strong	25:68	24:2	24:2	cross_surah	label_target_note	ranked_review	It gives an explicit worldly punishment for zina, adding a concrete consequence to the sexual boundary.	focus_25_68_cutoff_100.tsv	70	9fb471304b515822723e41137aac7cf7ab5fcb724044ffcba021d4d5a96a8dae
reciprocal_nomination	24:2	26:158		weak	26:158	24:2	24:2	cross_surah	label_target_note	ranked_review	Its legal punishment is not the historical divine seizure at the focus.	focus_26_158_cutoff_100.tsv	90	31b7667e6eb4f02195336cd6f6565d3adef690fe689b55db1660c8b01f2ffc8a
reciprocal_nomination	24:2	26:213		weak	26:213	24:2	24:2	cross_surah	label_target_note	ranked_review	The prescribed punishment gives only a general accountability parallel.	focus_26_213_cutoff_100.tsv	67	c3633b19bd87dfed2cf6822926a52d709054ed3541563893fe9acf89f781805e
reciprocal_nomination	24:2	27:55		strong	27:55	24:2	24:2	cross_surah	label_target_note	missing_ayah_suggestion	The legal treatment of zina directly confirms that sexual conduct has accountable boundaries.	focus_27_55_cutoff_100.tsv	165	797fc7fcb9e4875b11479083457c334172cd3b8a62508c0f70babda96aab3d07
reciprocal_nomination	24:2	28:28		weak	28:28	24:2	24:2	cross_surah	label_target_note	ranked_review	A legal punishment and public witnessing lack the focus ayah's negotiated obligation.	focus_28_28_cutoff_100.tsv	50	0c6dd014f282ba0856747ee0a5a91bd8266b9ed1c424d817342feb44b269fb12
reciprocal_counterevidence	24:2	28:49		no value	28:49	24:2	24:2	cross_surah	label_target_note	ranked_review	The legal punishment procedure does not clarify the focus's book, truth, or guidance comparison.	focus_28_49_cutoff_100.tsv	58	2fd27421dad2090645480e1f2a121b83c8dd1cbdf857ffd141d62402c0c2ba91
reciprocal_nomination	24:2	29:36		weak	29:36	24:2	24:2	cross_surah	label_target_note	ranked_review	Public legal discipline joined to belief in God and the Last Day gives a limited ethical-order resonance.	focus_29_36_cutoff_100.tsv	40	154aeee1e46a35d02034a57d6a1e660c61c011324d450e73abf0369d1b281acc
reciprocal_counterevidence	24:2	31:28		no value	31:28	24:2	24:2	cross_surah	label_target_note	ranked_review	No resolved evidence bears on 31:28.	focus_31_28_cutoff_100.tsv	77	6c64eff10adfc21eb957e6935ea2a1827ce31969643e74122d6cc7bd3e8121c1
reciprocal_nomination	24:2	33:30		strong	33:30	24:2	24:2	cross_surah	label_target_note	missing_ayah_suggestion	It supplies the explicit legal penalty for unlawful sexual conduct, a direct counterpart to the focus's specified consequence for manifest indecency.	focus_33_30_cutoff_100.tsv	109	e6fc88c3b0d3012704a7ebf307f4f82a78ec9c3285dc16fd174a888dd32b3906
reciprocal_nomination	24:2	36:28		weak	36:28	24:2	24:2	cross_surah	label_target_note	ranked_review	A public legal punishment does not supply a close connection to heavenly deployment or the cry.	focus_36_28_cutoff_100.tsv	74	40f8ad838cbd496d961f967c1e656ef32174b9c276d636a03ee49222fd14468b
reciprocal_counterevidence	24:2	36:29		no value	36:29	24:2	24:2	cross_surah	label_target_note	ranked_review	The prescribed legal punishment is unrelated to the sudden collective cry.	focus_36_29_cutoff_100.tsv	56	f19f719cb2ec996fa140b10d1b8a322d026ab569cc2fc22fd847303aa63314fa
reciprocal_nomination	24:2	36:49		weak	36:49	24:2	24:2	cross_surah	label_target_note	ranked_review	Public legal punishment has a remote judgment connection but not the focus verse's event pattern.	focus_36_49_cutoff_100.tsv	50	23f810e64b1d4389bb0fa90382825dabf922964fccfc3bc141f0050b27aa82fe
reciprocal_nomination	24:2	36:53		weak	36:53	24:2	24:2	cross_surah	label_target_note	ranked_review	Public witnessing of punishment is only a remote judgment parallel.	focus_36_53_cutoff_100.tsv	50	19e2b059779dea4fcf36134fd01e29629682b9923a7f0a84b9dbcb9a20f01a48
reciprocal_nomination	24:2	37:53		medium	37:53	24:2	24:2	cross_surah	label_target_note	ranked_review	Punishment within God's din supplies a present legal form of the accountable order, though not resurrection.	focus_37_53_cutoff_100.tsv	92	fb1f7c7ad9dea186eaf3bf9d8f56c7d4ed19591b0181537feb24f6fb7ce6b1d8
reciprocal_counterevidence	24:2	38:23		no value	38:23	24:2	24:2	cross_surah	label_target_note	ranked_review	Its specified corporal punishment and witnesses are not relevant to this dispute.	focus_38_23_cutoff_100.tsv	47	5760753015a058c488c06c6b51abc8f06a3d1a07bca684096df014de3e885981
reciprocal_nomination	24:2	38:24		weak	38:24	24:2	24:2	cross_surah	label_target_note	ranked_review	A prescribed public penalty gives a distant procedural justice parallel.	focus_38_24_cutoff_100.tsv	65	a6a3f414b1b92de58ab80e6ae43220fbaacbfb2bfb6605a59545ed5f4869b793
reciprocal_nomination	24:2	41:20		weak	41:20	24:2	24:2	cross_surah	label_target_note	ranked_review	Public witnessing of a worldly legal punishment and skin lashes only loosely parallels the focus.	focus_41_20_cutoff_100.tsv	61	e9c83e04d3ad63856a3fb2f33fbdf8dcbdefe04a7410f719e4fc92fd131d44a1
reciprocal_nomination	24:2	41:22		weak	41:22	24:2	24:2	cross_surah	label_target_note	ranked_review	Public witnessing of a legal punishment concerns procedure, not the involuntary bodily testimony of the focus.	focus_41_22_cutoff_100.tsv	58	4c6cfbbeb41e1037e5f6c06828e63b022e19f2be1b00ecaac1974ecd0f2c0c78
reciprocal_counterevidence	24:2	46:15		no value	46:15	24:2	24:2	cross_surah	label_target_note	ranked_review	Odak ayetin bakım, şükür veya olgunluk hattına belirgin katkı yapmaz.	focus_46_15_cutoff_100.tsv	77	1e027e4a1968d1c19e3a7d28e6b1744a22f1f0b2c033323dc37e5c5a521c1556
reciprocal_nomination	24:2	51:6		medium	51:6	24:2	24:2	cross_surah	label_target_note	ranked_review	Punishment within دِين and f01 positive supply a legal-consequence parallel.	focus_51_6_cutoff_100.tsv	90	10a7725773769f8ae0af2feb4f5f6750f0d3c524d2c593693ba7310c28b02217
reciprocal_counterevidence	24:2	55:10		no value	55:10	24:2	24:2	cross_surah	label_target_note	ranked_review	Ceza hükmü, 55:10’un yer-zemin ilişkisine ek açıklama vermez.	focus_55_10_cutoff_100.tsv	97	d591ec9e9ba690edc1594b66feb13bfc23922a0954f0b274c93d0a6957afc8a9
reciprocal_counterevidence	24:2	55:22		no value	55:22	24:2	24:2	cross_surah	label_target_note	ranked_review	The two-person reference has no distinct link to the focus.	focus_55_22_cutoff_100.tsv	37	3919533db79d160d1f8b13dd037507b79f16dfe08a8b48d287d56306190b7da1
reciprocal_nomination	24:2	56:86		weak	56:86	24:2	24:2	cross_surah	label_target_note	ranked_review	Legal دِين and conditional faith provide a remote normative, not threshold, frame.	focus_56_86_cutoff_100.tsv	25	4c1b06dc4eee4ec46c2446a35792a0776b29c12cabb16cb936bc2ac285bdcc41
reciprocal_nomination	24:2	57:8		weak	57:8	24:2	24:2	cross_surah	label_target_note	ranked_review	Belief appears in a legal setting without a focused covenant or summons link.	focus_57_8_cutoff_100.tsv	43	5bb03cd41452cfbb4371a8e0d890e4e66fd4019cd6002c06871cd5ad9ff13dfd
reciprocal_nomination	24:2	58:6		weak	58:6	24:2	24:2	cross_surah	label_target_note	ranked_review	Public legal witnessing is only a procedural parallel to final witnessing.	focus_58_6_cutoff_100.tsv	86	c945cdd49bc15e397b89e65cf188777b1ae67172ec84d1314b5f75a49ef31b08
reciprocal_nomination	24:2	60:12		medium	60:12	24:2	24:2	cross_surah	label_target_note	missing_ayah_suggestion	Supplies the direct legal treatment of zina omitted from the original list.	focus_60_12_cutoff_100.tsv	116	445c259930905e18af216a01adc7bc9877d883aa35a2cedede6f93dc66c2fea4
reciprocal_counterevidence	24:2	61:11		no value	61:11	24:2	24:2	cross_surah	label_target_note	ranked_review	No focused addition to 61:11.	focus_61_11_cutoff_100.tsv	43	0a4f2186fcfb9468003ef7b9cb92c57f4d9a808c3bc1fc5b0d08f059d2379646
reciprocal_nomination	24:2	69:41		weak	69:41	24:2	24:2	cross_surah	label_target_note	ranked_review	Belief appears in a legal setting without a localized source or poetry connection.	focus_69_41_cutoff_100.tsv	31	2b1003b08a2a1fe45b6cb91ef011bf338dad6b0498134c3c324a4655b5b72daf
reciprocal_nomination	24:2	70:29		medium	70:29	24:2	24:2	cross_surah	label_target_note	missing_ayah_suggestion	The public legal consequence supplies a secondary boundary-enforcement context.	focus_70_29_cutoff_100.tsv	117	15feda8eb93fb4d22b40be135c109b517631e9c4f113c23eeb1e1e1d0c707438
reciprocal_nomination	24:2	70:30		strong	70:30	24:2	24:2	cross_surah	label_target_note	missing_ayah_suggestion	Its sanction for illicit sexual conduct reinforces that sexual conduct is not generally unaccountable.	focus_70_30_cutoff_100.tsv	111	4b3152c0ffdf38f27ee4afb4a34b846f5a7049bdc6034e66e195969163b363af
reciprocal_nomination	24:2	74:13		weak	74:13	24:2	24:2	cross_surah	label_target_note	ranked_review	Requires public attendance at a penalty, a limited procedural analogue to witnessed consequence.	focus_74_13_cutoff_100.tsv	92	6f13788117da2282e2e4e5c0bbfdf1e55aed54e051eff9c3513f5fe55482435d
reciprocal_nomination	24:2	74:53		medium	74:53	24:2	24:2	cross_surah	label_target_note	missing_ayah_suggestion	Belief in God and the later day is made relevant to a public legal response, showing later accountability shaping present judgment.	focus_74_53_cutoff_100.tsv	125	161626e9c54a78cb3ca25a84315409d888d940a0a4695e8b4c09af23f0f025d2
reciprocal_counterevidence	24:2	76:5		no value	76:5	24:2	24:2	cross_surah	label_target_note	ranked_review	No grounded link to the cup, mixture, abrar, or the passage's immediate contrast.	focus_76_5_cutoff_100.tsv	99	8b1c0795a706c3afa103e2b2478e51eb920296d9cb3431fa7d276aec0d9f0e59
reciprocal_counterevidence	24:2	76:15		no value	76:15	24:2	24:2	cross_surah	label_target_note	ranked_review	Public punishment adds no focused relation to 76:15.	focus_76_15_cutoff_100.tsv	85	50a2156f74476b2fddbaa844cd14bc5bf2313add71c776260141263981642c11
reciprocal_counterevidence	24:2	79:13		no value	79:13	24:2	24:2	cross_surah	label_target_note	ranked_review	The legal penalty and witnessing scene does not clarify the singular summons.	focus_79_13_cutoff_100.tsv	58	34a6e0dd4cec10a6094274f494e96c165342238a1538f54f37492d73ec6a11c0
reciprocal_nomination	24:2	82:15		medium	82:15	24:2	24:2	cross_surah	label_target_note	ranked_review	Present punishment within dīn and belief in the last Day add an accountability parallel.	focus_82_15_cutoff_100.tsv	82	9ba7bc50ed2a923caec3240a929460de716aa82b23b5c168248fe25af34bbdb0
reciprocal_nomination	24:2	82:17		weak	82:17	24:2	24:2	cross_surah	label_target_note	ranked_review	Legal din and the last day are too indirect here.	focus_82_17_cutoff_100.tsv	84	5bb3a01e8758be210dc0b73a2a5c51b306e1c13a3bf409a0dfd7f87dcf27e69b
reciprocal_nomination	24:2	82:18		medium	82:18	24:2	24:2	cross_surah	label_target_note	ranked_review	Connects prescribed judgment, din, and belief in the Last Day.	focus_82_18_cutoff_100.tsv	83	6cbe4fa9d062914171e723c36cd8af680e53088c5289453c29d2311931e318aa
reciprocal_nomination	24:2	83:21		medium	83:21	24:2	24:2	cross_surah	label_target_note	ranked_review	Public witnessing makes an act's consequence observable; a secondary public-evidence parallel.	focus_83_21_cutoff_100.tsv	96	bed781271dff21ba096aed64a7dcc4308629c740b0b414c07ec4e9f65fbd9005
reciprocal_nomination	24:2	85:2		weak	85:2	24:2	24:2	cross_surah	label_target_note	ranked_review	Final-day belief and witnessing occur in a legal context, not the appointment.	focus_85_2_cutoff_100.tsv	68	a2f6987b33e9f162e3c370b9e9634ba637d6ef09a2465803fc0b8435db62f7d3
reciprocal_nomination	24:2	110:2		medium	110:2	24:2	24:2	cross_surah	label_target_note	ranked_review	في دين الله وشهادة طائفة؛ يبين بعد النظام والمسؤولية في f02.	focus_110_2_cutoff_100.tsv	19	c12b505e863151fc8a6d81154ba466fca87a4b9fd3b84c7459dd4acdbef1a096
